"Status","Year","Responsibility_level","Region_ITL3","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","SEO/HEO","Bexley and Greenwich","London","190","190","41490","39670"
"In post","2021","SEO/HEO","Birmingham","West Midlands (England)","3020","2900","35690","33350"
"In post","2021","SEO/HEO","Blackburn with Darwen","North West (England)","50","40","[c]","[c]"
"In post","2021","SEO/HEO","Blackpool","North West (England)","1020","970","34490","34290"
"In post","2021","SEO/HEO","Bournemouth and Poole","South West (England)","80","70","34550","33300"
"In post","2021","SEO/HEO","Bradford","Yorkshire and The Humber","500","470","34120","31990"
"In post","2021","SEO/HEO","Breckland and South Norfolk","East of England","70","70","38300","36670"
"In post","2021","SEO/HEO","Brent","London","90","90","40700","37380"
"In post","2021","SEO/HEO","Bridgend and Neath Port Talbot","Wales","80","80","36560","34290"
"In post","2021","SEO/HEO","Brighton and Hove","South East (England)","70","70","36430","35290"
"In post","2021","SEO/HEO","Bristol, City of","South West (England)","2170","2040","35400","34390"
"In post","2021","SEO/HEO","Bromley","London","50","50","39600","38450"
"In post","2021","SEO/HEO","Buckinghamshire CC","South East (England)","450","430","38730","36800"
"In post","2021","SEO/HEO","Caithness and Sutherland and Ross and Cromarty","Scotland","30","30","[c]","[c]"
"In post","2021","SEO/HEO","Calderdale and Kirklees","Yorkshire and The Humber","90","80","34150","32850"
"In post","2021","SEO/HEO","Cambridgeshire CC","East of England","1080","1040","37200","35480"
"In post","2021","SEO/HEO","Camden and City of London","London","1190","1160","38710","36750"
"In post","2021","SEO/HEO","Cardiff and Vale of Glamorgan","Wales","3520","3350","36750","37410"
"In post","2021","SEO/HEO","Central Bedfordshire","East of England","140","140","37110","36300"
"In post","2021","SEO/HEO","Central Hampshire","South East (England)","1650","1600","35810","35390"
"In post","2021","SEO/HEO","Central Valleys","Wales","520","500","40030","37410"
"In post","2021","SEO/HEO","Cheshire East","North West (England)","130","120","38860","37410"
"In post","2021","SEO/HEO","Cheshire West and Chester","North West (England)","30","30","[c]","[c]"
"In post","2021","SEO/HEO","Chorley and West Lancashire","North West (England)","210","200","39500","38160"
"In post","2021","SEO/HEO","City of Edinburgh","Scotland","4520","4320","38400","37580"
"In post","2021","SEO/HEO","Clackmannanshire and Fife","Scotland","260","250","38090","37730"
"In post","2021","SEO/HEO","Conwy and Denbighshire","Wales","240","230","40300","37410"
"In post","2021","SEO/HEO","Cornwall and Isles of Scilly","South West (England)","210","200","35630","34160"
"In post","2021","SEO/HEO","Coventry","West Midlands (England)","900","860","35060","36370"
"In post","2021","SEO/HEO","Croydon","London","3520","3400","39250","37380"
"In post","2021","SEO/HEO","Darlington","North East (England)","430","410","34540","36500"
"In post","2021","SEO/HEO","Derby","East Midlands (England)","60","50","35330","34290"
"In post","2021","SEO/HEO","Derry City and Strabane","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Devon CC","South West (England)","1520","1440","37130","37420"
"In post","2021","SEO/HEO","Dorset CC","South West (England)","460","440","37100","35950"
"In post","2021","SEO/HEO","Dudley","West Midlands (England)","80","70","34500","34290"
"In post","2021","SEO/HEO","Dumfries and Galloway","Scotland","90","80","38720","37530"
"In post","2021","SEO/HEO","Durham CC","North East (England)","750","710","37130","36410"
"In post","2021","SEO/HEO","Ealing","London","50","40","[c]","[c]"
"In post","2021","SEO/HEO","East Ayrshire and North Ayrshire mainland","Scotland","170","170","34410","33180"
"In post","2021","SEO/HEO","East Cumbria","North West (England)","180","170","34470","33300"
"In post","2021","SEO/HEO","East Derbyshire","East Midlands (England)","40","30","[c]","[c]"
"In post","2021","SEO/HEO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Scotland","320","310","40440","39500"
"In post","2021","SEO/HEO","East Kent","South East (England)","630","610","34730","33370"
"In post","2021","SEO/HEO","East Lancashire","North West (England)","30","30","[c]","[c]"
"In post","2021","SEO/HEO","East Lothian and Midlothian","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","East Merseyside","North West (England)","110","100","35170","34240"
"In post","2021","SEO/HEO","East Riding of Yorkshire","Yorkshire and The Humber","220","220","39380","37270"
"In post","2021","SEO/HEO","East Surrey","South East (England)","150","140","42440","41500"
"In post","2021","SEO/HEO","East Sussex CC","South East (England)","220","210","36210","34170"
"In post","2021","SEO/HEO","Enfield","London","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Essex Haven Gateway","East of England","230","220","41010","36730"
"In post","2021","SEO/HEO","Essex Thames Gateway","East of England","70","60","35980","35790"
"In post","2021","SEO/HEO","Falkirk","Scotland","210","190","37910","37770"
"In post","2021","SEO/HEO","Flintshire and Wrexham","Wales","300","290","37930","36710"
"In post","2021","SEO/HEO","Glasgow City","Scotland","3240","3090","36710","35000"
"In post","2021","SEO/HEO","Gloucestershire","South West (England)","300","270","35770","33840"
"In post","2021","SEO/HEO","Greater Manchester North East","North West (England)","120","110","36170","34290"
"In post","2021","SEO/HEO","Greater Manchester North West","North West (England)","150","140","35660","34290"
"In post","2021","SEO/HEO","Greater Manchester South East","North West (England)","160","150","35290","33300"
"In post","2021","SEO/HEO","Greater Manchester South West","North West (England)","1820","1760","34180","31810"
"In post","2021","SEO/HEO","Gwent Valleys","Wales","160","150","38420","37410"
"In post","2021","SEO/HEO","Gwynedd","Wales","70","70","34890","35260"
"In post","2021","SEO/HEO","Hackney and Newham","London","770","740","39140","38510"
"In post","2021","SEO/HEO","Haringey and Islington","London","150","140","40660","38710"
"In post","2021","SEO/HEO","Harrow and Hillingdon","London","650","620","37260","36620"
"In post","2021","SEO/HEO","Hartlepool and Stockton-on-Tees","North East (England)","150","150","37830","34810"
"In post","2021","SEO/HEO","Heart of Essex","East of England","170","160","37640","36410"
"In post","2021","SEO/HEO","Herefordshire, County of","West Midlands (England)","50","50","35740","33300"
"In post","2021","SEO/HEO","Hertfordshire","East of England","660","640","39440","38510"
"In post","2021","SEO/HEO","Hounslow and Richmond upon Thames","London","750","720","37950","36140"
"In post","2021","SEO/HEO","Inverclyde, East Renfrewshire and Renfrewshire","Scotland","200","190","40270","38190"
"In post","2021","SEO/HEO","Inverness and Nairn and Moray, Badenoch and Strathspey","Scotland","240","230","38180","37470"
"In post","2021","SEO/HEO","Isle of Anglesey","Wales","50","50","[c]","[c]"
"In post","2021","SEO/HEO","Isle of Wight","South East (England)","80","80","38250","36710"
"In post","2021","SEO/HEO","Kensington & Chelsea and Hammersmith & Fulham","London","70","70","44240","43240"
"In post","2021","SEO/HEO","Kent Thames Gateway","South East (England)","190","180","39450","38150"
"In post","2021","SEO/HEO","Kingston upon Hull, City of","Yorkshire and The Humber","280","260","35700","33840"
"In post","2021","SEO/HEO","Lambeth","London","1510","1430","41200","40810"
"In post","2021","SEO/HEO","Lancaster and Wyre","North West (England)","140","130","36990","34290"
"In post","2021","SEO/HEO","Leeds","Yorkshire and The Humber","3600","3430","34670","33000"
"In post","2021","SEO/HEO","Leicester","East Midlands (England)","380","360","35110","33840"
"In post","2021","SEO/HEO","Leicestershire CC and Rutland","East Midlands (England)","410","390","38370","37890"
"In post","2021","SEO/HEO","Lewisham and Southwark","London","140","140","38390","36800"
"In post","2021","SEO/HEO","Lincolnshire","East Midlands (England)","570","550","36560","35050"
"In post","2021","SEO/HEO","Lisburn and Castlereagh","Northern Ireland","90","80","37330","37210"
"In post","2021","SEO/HEO","Liverpool","North West (England)","2390","2300","33910","31950"
"In post","2021","SEO/HEO","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Scotland","40","40","[c]","[c]"
"In post","2021","SEO/HEO","Luton","East of England","50","50","[c]","[c]"
"In post","2021","SEO/HEO","Manchester","North West (England)","2970","2850","34950","33310"
"In post","2021","SEO/HEO","Medway","South East (England)","280","270","40690","38500"
"In post","2021","SEO/HEO","Merton, Kingston upon Thames and Sutton","London","90","80","40450","40040"
"In post","2021","SEO/HEO","Mid Kent","South East (England)","130","130","38150","37890"
"In post","2021","SEO/HEO","Mid Lancashire","North West (England)","940","870","35680","33840"
"In post","2021","SEO/HEO","Milton Keynes","South East (England)","530","510","39350","38160"
"In post","2021","SEO/HEO","Monmouthshire and Newport","Wales","2030","1950","34870","36030"
"In post","2021","SEO/HEO","Na h-Eileanan Siar","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Newry, Mourne and Down","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","North and North East Lincolnshire","Yorkshire and The Humber","70","60","33740","33170"
"In post","2021","SEO/HEO","North and West Norfolk","East of England","180","170","35650","33840"
"In post","2021","SEO/HEO","North Hampshire","South East (England)","290","280","36640","34120"
"In post","2021","SEO/HEO","North Lanarkshire","Scotland","430","400","35100","32330"
"In post","2021","SEO/HEO","North Northamptonshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","North Nottinghamshire","East Midlands (England)","130","130","39020","37280"
"In post","2021","SEO/HEO","North Yorkshire CC","Yorkshire and The Humber","400","380","36480","35310"
"In post","2021","SEO/HEO","Northumberland","North East (England)","70","60","35540","34610"
"In post","2021","SEO/HEO","Norwich and East Norfolk","East of England","350","330","35530","34190"
"In post","2021","SEO/HEO","Nottingham","East Midlands (England)","2540","2410","34880","32160"
"In post","2021","SEO/HEO","Orkney Islands","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Overseas","Overseas","1550","1540","39920","36960"
"In post","2021","SEO/HEO","Oxfordshire","South East (England)","660","620","37420","36730"
"In post","2021","SEO/HEO","Perth and Kinross and Stirling","Scotland","260","250","39080","39500"
"In post","2021","SEO/HEO","Peterborough","East of England","350","330","35360","33840"
"In post","2021","SEO/HEO","Plymouth","South West (England)","860","810","38670","38450"
"In post","2021","SEO/HEO","Portsmouth","South East (England)","1060","1010","36210","33900"
"In post","2021","SEO/HEO","Powys","Wales","130","120","38210","37410"
"In post","2021","SEO/HEO","Redbridge and Waltham Forest","London","70","70","36800","36650"
"In post","2021","SEO/HEO","Sandwell","West Midlands (England)","50","40","[c]","[c]"
"In post","2021","SEO/HEO","Scottish Borders","Scotland","90","80","36070","35110"
"In post","2021","SEO/HEO","Sefton","North West (England)","1420","1350","35740","33290"
"In post","2021","SEO/HEO","Sheffield","Yorkshire and The Humber","2210","2090","34790","34290"
"In post","2021","SEO/HEO","Shetland Islands","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Shropshire CC","West Midlands (England)","180","180","37990","36360"
"In post","2021","SEO/HEO","Solihull","West Midlands (England)","300","290","34160","32740"
"In post","2021","SEO/HEO","Somerset","South West (England)","890","850","36500","34170"
"In post","2021","SEO/HEO","South and West Derbyshire","East Midlands (England)","300","280","38080","36480"
"In post","2021","SEO/HEO","South Ayrshire","Scotland","40","40","[c]","[c]"
"In post","2021","SEO/HEO","South Hampshire","South East (England)","1200","1150","34010","33300"
"In post","2021","SEO/HEO","South Lanarkshire","Scotland","970","920","35180","33930"
"In post","2021","SEO/HEO","South Nottinghamshire","East Midlands (England)","170","170","37620","36480"
"In post","2021","SEO/HEO","South Teesside","North East (England)","100","90","34160","32530"
"In post","2021","SEO/HEO","South West Wales","Wales","400","380","38610","37410"
"In post","2021","SEO/HEO","Southampton","South East (England)","370","350","37420","38650"
"In post","2021","SEO/HEO","Southend-on-Sea","East of England","510","470","35610","35000"
"In post","2021","SEO/HEO","Staffordshire CC","West Midlands (England)","820","790","38210","37280"
"In post","2021","SEO/HEO","Stoke-on-Trent","West Midlands (England)","90","90","34450","33250"
"In post","2021","SEO/HEO","Suffolk","East of England","900","860","35130","33300"
"In post","2021","SEO/HEO","Sunderland","North East (England)","490","460","33920","31990"
"In post","2021","SEO/HEO","Swansea","Wales","1610","1530","37510","36710"
"In post","2021","SEO/HEO","Swindon","South West (England)","90","90","35830","36740"
"In post","2021","SEO/HEO","Telford and Wrekin","West Midlands (England)","610","570","35930","35000"
"In post","2021","SEO/HEO","Thurrock","East of England","40","30","[c]","[c]"
"In post","2021","SEO/HEO","Torbay","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Tower Hamlets","London","2320","2270","38640","38060"
"In post","2021","SEO/HEO","Tyneside","North East (England)","4160","3940","34360","32000"
"In post","2021","SEO/HEO","Unknown","Unknown","760","750","34170","32000"
"In post","2021","SEO/HEO","Wakefield","Yorkshire and The Humber","280","260","38680","37850"
"In post","2021","SEO/HEO","Walsall","West Midlands (England)","30","30","[c]","[c]"
"In post","2021","SEO/HEO","Wandsworth","London","80","70","43860","43240"
"In post","2021","SEO/HEO","Warrington","North West (England)","690","670","39760","39540"
"In post","2021","SEO/HEO","Warwickshire","West Midlands (England)","230","220","36530","34290"
"In post","2021","SEO/HEO","West Cumbria","North West (England)","140","130","35400","34320"
"In post","2021","SEO/HEO","West Essex","East of England","130","120","33990","32930"
"In post","2021","SEO/HEO","West Kent","South East (England)","140","130","33810","37320"
"In post","2021","SEO/HEO","West Lothian","Scotland","90","90","38840","38630"
"In post","2021","SEO/HEO","West Northamptonshire","East Midlands (England)","120","120","36110","35310"
"In post","2021","SEO/HEO","West Surrey","South East (England)","490","460","37810","37790"
"In post","2021","SEO/HEO","West Sussex (North East)","South East (England)","230","220","36690","35030"
"In post","2021","SEO/HEO","West Sussex (South West)","South East (England)","330","300","35340","34860"
"In post","2021","SEO/HEO","Westminster","London","21610","21270","37800","37260"
"In post","2021","SEO/HEO","Wiltshire","South West (England)","3180","3060","35360","35610"
"In post","2021","SEO/HEO","Wirral","North West (England)","290","260","35380","33840"
"In post","2021","SEO/HEO","Wolverhampton","West Midlands (England)","50","40","[c]","[c]"
"In post","2021","SEO/HEO","Worcestershire","West Midlands (England)","380","360","36790","35900"
"In post","2021","SEO/HEO","York","Yorkshire and The Humber","1000","960","35570","35700"
"In post","2021","Unknown","Barking & Dagenham and Havering","London","50","40","[c]","[c]"
"In post","2021","Unknown","Barnet","London","50","40","[c]","[c]"
"In post","2021","Unknown","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","210","190","29510","30210"
"In post","2021","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","1530","1480","41280","39100"
"In post","2021","Unknown","Bedford","East of England","70","60","27390","23840"
"In post","2021","Unknown","Berkshire","South East (England)","190","190","31760","31910"
"In post","2021","Unknown","Bexley and Greenwich","London","130","130","33350","33950"
"In post","2021","Unknown","Birmingham","West Midlands (England)","440","400","30160","28200"
"In post","2021","Unknown","Blackburn with Darwen","North West (England)","70","60","28470","28200"
"In post","2021","Unknown","Blackpool","North West (England)","70","70","29310","30210"
"In post","2021","Unknown","Bournemouth and Poole","South West (England)","100","90","28540","25460"
"In post","2021","Unknown","Bradford","Yorkshire and The Humber","120","120","30150","30210"
"In post","2021","Unknown","Breckland and South Norfolk","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Brent","London","60","60","32640","29210"
"In post","2021","Unknown","Bridgend and Neath Port Talbot","Wales","60","60","33630","31420"
"In post","2021","Unknown","Brighton and Hove","South East (England)","90","80","28790","25340"
"In post","2021","Unknown","Bristol, City of","South West (England)","160","150","28840","28200"
"In post","2021","Unknown","Bromley","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Buckinghamshire CC","South East (England)","90","90","29700","31310"
"In post","2021","Unknown","Caithness and Sutherland and Ross and Cromarty","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Calderdale and Kirklees","Yorkshire and The Humber","110","100","28530","28200"
"In post","2021","Unknown","Cambridgeshire CC","East of England","100","90","30530","30210"
"In post","2021","Unknown","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cardiff and Vale of Glamorgan","Wales","290","270","31110","30210"
"In post","2021","Unknown","Central Bedfordshire","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Central Hampshire","South East (England)","40","40","[c]","[c]"
"In post","2021","Unknown","Central Valleys","Wales","90","80","29500","28750"
"In post","2021","Unknown","Cheshire East","North West (England)","50","50","29630","30150"
"In post","2021","Unknown","Cheshire West and Chester","North West (England)","80","70","28740","28200"
"In post","2021","Unknown","Chorley and West Lancashire","North West (England)","50","50","32280","33360"
"In post","2021","Unknown","City of Edinburgh","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Clackmannanshire and Fife","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Conwy and Denbighshire","Wales","70","70","30100","28200"
"In post","2021","Unknown","Cornwall and Isles of Scilly","South West (England)","50","40","29330","28200"
"In post","2021","Unknown","Coventry","West Midlands (England)","60","60","29850","30210"
"In post","2021","Unknown","Croydon","London","100","90","35410","34100"
"In post","2021","Unknown","Darlington","North East (England)","50","50","[c]","[c]"
"In post","2021","Unknown","Derby","East Midlands (England)","140","130","30130","29930"
"In post","2021","Unknown","Devon CC","South West (England)","80","80","32470","31420"
"In post","2021","Unknown","Dorset CC","South West (England)","60","50","28640","30210"
"In post","2021","Unknown","Dudley","West Midlands (England)","50","50","29550","28200"
"In post","2021","Unknown","Durham CC","North East (England)","140","130","30430","30880"
"In post","2021","Unknown","Ealing","London","40","40","[c]","[c]"
"In post","2021","Unknown","East Cumbria","North West (England)","60","50","29900","28200"
"In post","2021","Unknown","East Derbyshire","East Midlands (England)","50","40","[c]","[c]"
"In post","2021","Unknown","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Scotland","70","70","39680","41960"
"In post","2021","Unknown","East Kent","South East (England)","110","100","28990","25620"
"In post","2021","Unknown","East Lancashire","North West (England)","80","70","28160","27090"
"In post","2021","Unknown","East Merseyside","North West (England)","100","90","29510","28200"
"In post","2021","Unknown","East Riding of Yorkshire","Yorkshire and The Humber","50","40","[c]","[c]"
"In post","2021","Unknown","East Surrey","South East (England)","40","40","[c]","[c]"
"In post","2021","Unknown","East Sussex CC","South East (England)","60","60","29820","30210"
"In post","2021","Unknown","Enfield","London","30","30","[c]","[c]"
"In post","2021","Unknown","Essex Haven Gateway","East of England","30","30","[c]","[c]"
"In post","2021","Unknown","Essex Thames Gateway","East of England","110","100","26780","22920"
"In post","2021","Unknown","Flintshire and Wrexham","Wales","100","100","28660","28200"
"In post","2021","Unknown","Glasgow City","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Gloucestershire","South West (England)","90","80","28950","28200"
"In post","2021","Unknown","Greater Manchester North East","North West (England)","130","120","29090","30210"
"In post","2021","Unknown","Greater Manchester North West","North West (England)","120","110","30010","30210"
"In post","2021","Unknown","Greater Manchester South East","North West (England)","110","110","29860","30210"
"In post","2021","Unknown","Greater Manchester South West","North West (England)","250","240","31000","30210"
"In post","2021","Unknown","Gwent Valleys","Wales","80","70","29330","28670"
"In post","2021","Unknown","Gwynedd","Wales","60","60","27640","24320"
"In post","2021","Unknown","Hackney and Newham","London","120","120","29930","26810"
"In post","2021","Unknown","Haringey and Islington","London","130","120","32840","34100"
"In post","2021","Unknown","Harrow and Hillingdon","London","50","50","33420","30200"
"In post","2021","Unknown","Hartlepool and Stockton-on-Tees","North East (England)","60","60","31830","32690"
"In post","2021","Unknown","Heart of Essex","East of England","70","70","29170","30210"
"In post","2021","Unknown","Herefordshire, County of","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Hertfordshire","East of England","140","130","29320","28200"
"In post","2021","Unknown","Hounslow and Richmond upon Thames","London","50","50","32000","30370"
"In post","2021","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Isle of Anglesey","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Isle of Wight","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Kensington & Chelsea and Hammersmith & Fulham","London","60","60","34350","34100"
"In post","2021","Unknown","Kent Thames Gateway","South East (England)","40","40","[c]","[c]"
"In post","2021","Unknown","Kingston upon Hull, City of","Yorkshire and The Humber","120","110","29660","28200"
"In post","2021","Unknown","Lambeth","London","60","60","32600","32090"
"In post","2021","Unknown","Lancaster and Wyre","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Leeds","Yorkshire and The Humber","220","200","30510","30210"
"In post","2021","Unknown","Leicester","East Midlands (England)","170","150","29050","28200"
"In post","2021","Unknown","Leicestershire CC and Rutland","East Midlands (England)","40","40","[c]","[c]"
"In post","2021","Unknown","Lewisham and Southwark","London","310","300","35140","34100"
"In post","2021","Unknown","Lincolnshire","East Midlands (England)","130","130","30830","30210"
"In post","2021","Unknown","Lisburn and Castlereagh","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Liverpool","North West (England)","210","190","29440","28200"
"In post","2021","Unknown","Luton","East of England","90","80","26140","22920"
"In post","2021","Unknown","Manchester","North West (England)","140","130","28160","23840"
"In post","2021","Unknown","Medway","South East (England)","60","50","30220","30880"
"In post","2021","Unknown","Merton, Kingston upon Thames and Sutton","London","60","50","32810","32090"
"In post","2021","Unknown","Mid Kent","South East (England)","80","70","29760","26430"
"In post","2021","Unknown","Mid Lancashire","North West (England)","140","130","29890","30210"
"In post","2021","Unknown","Milton Keynes","South East (England)","60","60","22960","21600"
"In post","2021","Unknown","Monmouthshire and Newport","Wales","90","80","28440","28200"
"In post","2021","Unknown","North and North East Lincolnshire","Yorkshire and The Humber","90","80","29260","28200"
"In post","2021","Unknown","North and West Norfolk","East of England","30","30","[c]","[c]"
"In post","2021","Unknown","North Hampshire","South East (England)","60","50","29820","28200"
"In post","2021","Unknown","North Northamptonshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North Nottinghamshire","East Midlands (England)","100","90","31560","30880"
"In post","2021","Unknown","North Yorkshire CC","Yorkshire and The Humber","100","90","29360","29200"
"In post","2021","Unknown","Northumberland","North East (England)","30","30","[c]","[c]"
"In post","2021","Unknown","Norwich and East Norfolk","East of England","120","110","29580","29300"
"In post","2021","Unknown","Nottingham","East Midlands (England)","170","160","28100","28200"
"In post","2021","Unknown","Overseas","Overseas","260","250","[c]","[c]"
"In post","2021","Unknown","Oxfordshire","South East (England)","140","130","30290","32040"
"In post","2021","Unknown","Peterborough","East of England","80","70","27900","28200"
"In post","2021","Unknown","Plymouth","South West (England)","200","190","35130","32710"
"In post","2021","Unknown","Portsmouth","South East (England)","80","70","38590","34340"
"In post","2021","Unknown","Powys","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Redbridge and Waltham Forest","London","80","70","32370","32090"
"In post","2021","Unknown","Sandwell","West Midlands (England)","60","60","26430","23840"
"In post","2021","Unknown","Sefton","North West (England)","40","40","[c]","[c]"
"In post","2021","Unknown","Sheffield","Yorkshire and The Humber","130","120","28710","28200"
"In post","2021","Unknown","Shropshire CC","West Midlands (England)","90","80","33640","34320"
"In post","2021","Unknown","Solihull","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Somerset","South West (England)","70","60","27800","28200"
"In post","2021","Unknown","South and West Derbyshire","East Midlands (England)","40","40","[c]","[c]"
"In post","2021","Unknown","South Hampshire","South East (England)","80","70","31790","30590"
"In post","2021","Unknown","South Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South Teesside","North East (England)","120","100","28180","28200"
"In post","2021","Unknown","South West Wales","Wales","70","70","27930","24020"
"In post","2021","Unknown","Southampton","South East (England)","70","60","28130","28200"
"In post","2021","Unknown","Southend-on-Sea","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Staffordshire CC","West Midlands (England)","170","150","30120","30210"
"In post","2021","Unknown","Stoke-on-Trent","West Midlands (England)","90","80","29190","28200"
"In post","2021","Unknown","Suffolk","East of England","160","140","28950","28200"
"In post","2021","Unknown","Sunderland","North East (England)","50","50","[c]","[c]"
"In post","2021","Unknown","Swansea","Wales","180","170","29730","28750"
"In post","2021","Unknown","Swindon","South West (England)","30","30","[c]","[c]"
"In post","2021","Unknown","Telford and Wrekin","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Torbay","South West (England)","30","30","[c]","[c]"
"In post","2021","Unknown","Tower Hamlets","London","70","60","33240","32090"
"In post","2021","Unknown","Tyneside","North East (England)","270","250","28960","28200"
"In post","2021","Unknown","Unknown","Unknown","1910","1910","37270","33570"
"In post","2021","Unknown","Wakefield","Yorkshire and The Humber","90","90","31330","31000"
"In post","2021","Unknown","Walsall","West Midlands (England)","60","60","28280","28200"
"In post","2021","Unknown","Wandsworth","London","50","40","[c]","[c]"
"In post","2021","Unknown","Warrington","North West (England)","60","60","30010","30210"
"In post","2021","Unknown","Warwickshire","West Midlands (England)","120","110","28390","24800"
"In post","2021","Unknown","West Cumbria","North West (England)","190","180","40150","38860"
"In post","2021","Unknown","West Essex","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Kent","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Northamptonshire","East Midlands (England)","120","110","28720","28200"
"In post","2021","Unknown","West Surrey","South East (England)","120","110","28680","28200"
"In post","2021","Unknown","West Sussex (North East)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Sussex (South West)","South East (England)","50","50","30420","30210"
"In post","2021","Unknown","Westminster","London","110","110","41980","41060"
"In post","2021","Unknown","Wiltshire","South West (England)","100","90","36050","32690"
"In post","2021","Unknown","Wirral","North West (England)","60","50","28750","28200"
"In post","2021","Unknown","Wolverhampton","West Midlands (England)","80","70","26240","23840"
"In post","2021","Unknown","Worcestershire","West Midlands (England)","160","150","29780","28320"
"In post","2021","Unknown","York","Yorkshire and The Humber","90","80","29630","28200"
"In post","2022","AA/AO","Aberdeen City and Aberdeenshire","Scotland","530","490","26080","23620"
"In post","2022","AA/AO","Angus and Dundee City","Scotland","1070","990","21620","21260"
"In post","2022","AA/AO","Antrim and Newtownabbey","Northern Ireland","140","140","20890","20560"
"In post","2022","AA/AO","Ards and North Down","Northern Ireland","170","160","21560","20560"
"In post","2022","AA/AO","Armagh City, Banbridge and Craigavon","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Barking & Dagenham and Havering","London","100","90","24570","23770"
"In post","2022","AA/AO","Barnet","London","270","220","24060","23780"
"In post","2022","AA/AO","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","1440","1280","23400","21260"
"In post","2022","AA/AO","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","730","660","23350","21380"
"In post","2022","AA/AO","Bedford","East of England","290","280","26180","28140"
"In post","2022","AA/AO","Belfast","Northern Ireland","970","880","21400","21250"
"In post","2022","AA/AO","Berkshire","South East (England)","980","930","27800","25540"
"In post","2022","AA/AO","Bexley and Greenwich","London","900","860","28690","29020"
"In post","2022","AA/AO","Birmingham","West Midlands (England)","3760","3400","21650","21250"
"In post","2022","AA/AO","Blackburn with Darwen","North West (England)","140","120","21350","21260"
"In post","2022","AA/AO","Blackpool","North West (England)","1830","1650","21130","21260"
"In post","2022","AA/AO","Bournemouth, Christchurch and Poole","South West (England)","190","170","21070","20970"
"In post","2022","AA/AO","Bradford","Yorkshire and The Humber","1370","1170","21290","21250"
"In post","2022","AA/AO","Breckland and South Norfolk","East of England","280","260","24340","23140"
"In post","2022","AA/AO","Brent","London","140","120","24240","24310"
"In post","2022","AA/AO","Bridgend and Neath Port Talbot","Wales","280","240","21090","21260"
"In post","2022","AA/AO","Brighton and Hove","South East (England)","140","120","21450","21260"
"In post","2022","AA/AO","Bristol, City of","South West (England)","1350","1230","21920","21270"
"In post","2022","AA/AO","Bromley","London","120","110","23880","23720"
"In post","2022","AA/AO","Buckinghamshire","South East (England)","540","510","25420","23380"
