"Status","Year","Responsibility_level","Region_ITL3","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","AA/AO","Caithness and Sutherland, and Ross and Cromarty","Scotland","80","70","25720","24020"
"In post","2022","AA/AO","Calderdale and Kirklees","Yorkshire and The Humber","190","150","20990","21260"
"In post","2022","AA/AO","Cambridgeshire CC","East of England","1170","1090","25970","24210"
"In post","2022","AA/AO","Camden and City of London","London","700","670","24310","23720"
"In post","2022","AA/AO","Cardiff and Vale of Glamorgan","Wales","3030","2740","22090","21250"
"In post","2022","AA/AO","Causeway Coast and Glens","Northern Ireland","60","60","20620","20560"
"In post","2022","AA/AO","Central Bedfordshire","East of England","120","120","21050","21170"
"In post","2022","AA/AO","Central Hampshire","South East (England)","760","730","23430","21260"
"In post","2022","AA/AO","Central Valleys","Wales","570","510","21650","21260"
"In post","2022","AA/AO","Cheshire East","North West (England)","500","450","22870","21300"
"In post","2022","AA/AO","Cheshire West and Chester","North West (England)","130","120","21100","21260"
"In post","2022","AA/AO","Chorley and West Lancashire","North West (England)","780","710","25540","24730"
"In post","2022","AA/AO","City of Edinburgh","Scotland","3020","2860","23090","22140"
"In post","2022","AA/AO","Clackmannanshire and Fife","Scotland","460","420","22980","21640"
"In post","2022","AA/AO","Conwy and Denbighshire","Wales","120","110","22720","22960"
"In post","2022","AA/AO","Cornwall and Isles of Scilly","South West (England)","720","650","21200","21260"
"In post","2022","AA/AO","Coventry","West Midlands (England)","280","250","21330","21260"
"In post","2022","AA/AO","Croydon","London","1630","1480","25010","25630"
"In post","2022","AA/AO","Darlington","North East (England)","110","90","21590","21250"
"In post","2022","AA/AO","Derby","East Midlands (England)","500","440","22070","21260"
"In post","2022","AA/AO","Derry City and Strabane","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Devon CC","South West (England)","1870","1660","22480","21260"
"In post","2022","AA/AO","Dorset","South West (England)","960","900","24150","22600"
"In post","2022","AA/AO","Dudley","West Midlands (England)","490","410","21130","21260"
"In post","2022","AA/AO","Dumfries and Galloway","Scotland","230","220","24490","24020"
"In post","2022","AA/AO","Durham","North East (England)","3210","2830","23650","22010"
"In post","2022","AA/AO","Ealing","London","40","30","[c]","[c]"
"In post","2022","AA/AO","East Ayrshire and North Ayrshire mainland","Scotland","330","300","22180","21260"
"In post","2022","AA/AO","East Cumbria","North West (England)","350","310","21830","21300"
"In post","2022","AA/AO","East Derbyshire","East Midlands (England)","110","90","20820","21260"
"In post","2022","AA/AO","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Scotland","1410","1340","26680","23230"
"In post","2022","AA/AO","East Kent","South East (England)","1040","970","23050","23770"
"In post","2022","AA/AO","East Lancashire","North West (England)","140","110","20880","21260"
"In post","2022","AA/AO","East Lothian and Midlothian","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","East Merseyside","North West (England)","280","240","21180","21190"
"In post","2022","AA/AO","East Riding of Yorkshire","Yorkshire and The Humber","1000","930","25330","24610"
"In post","2022","AA/AO","East Surrey","South East (England)","590","560","30380","31020"
"In post","2022","AA/AO","East Sussex CC","South East (England)","910","810","22770","21260"
"In post","2022","AA/AO","Enfield","London","60","50","23940","23720"
"In post","2022","AA/AO","Essex Haven Gateway","East of England","200","190","23760","21760"
"In post","2022","AA/AO","Essex Thames Gateway","East of England","390","350","23870","24250"
"In post","2022","AA/AO","Falkirk","Scotland","840","720","22030","21260"
"In post","2022","AA/AO","Fermanagh and Omagh","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Flintshire and Wrexham","Wales","1000","940","22580","21260"
"In post","2022","AA/AO","Glasgow City","Scotland","4020","3670","21700","21260"
"In post","2022","AA/AO","Gloucestershire CC","South West (England)","410","370","23130","21300"
"In post","2022","AA/AO","Greater Manchester North East","North West (England)","350","310","23190","21260"
"In post","2022","AA/AO","Greater Manchester North West","North West (England)","1070","960","21880","21260"
"In post","2022","AA/AO","Greater Manchester South East","North West (England)","490","430","21120","21260"
"In post","2022","AA/AO","Greater Manchester South West","North West (England)","1740","1570","21290","21250"
"In post","2022","AA/AO","Gwent Valleys","Wales","260","220","21650","21260"
"In post","2022","AA/AO","Gwynedd","Wales","420","380","21540","21260"
"In post","2022","AA/AO","Hackney and Newham","London","960","840","24910","25110"
"In post","2022","AA/AO","Haringey and Islington","London","670","640","28720","26640"
"In post","2022","AA/AO","Harrow and Hillingdon","London","530","480","25250","25630"
"In post","2022","AA/AO","Hartlepool and Stockton-on-Tees","North East (England)","800","720","23660","21260"
"In post","2022","AA/AO","Heart of Essex","East of England","450","420","25420","23770"
"In post","2022","AA/AO","Herefordshire, County of","West Midlands (England)","210","210","24770","21170"
"In post","2022","AA/AO","Hertfordshire CC","East of England","660","620","25610","24250"
"In post","2022","AA/AO","Hounslow and Richmond upon Thames","London","920","850","27290","25110"
"In post","2022","AA/AO","Inverclyde, East Renfrewshire, and Renfrewshire","Scotland","350","310","22360","21260"
"In post","2022","AA/AO","Inverness and Nairn, Moray, and Badenoch and Strathspey","Scotland","460","440","22290","21280"
"In post","2022","AA/AO","Isle of Anglesey","Wales","70","70","22350","21380"
"In post","2022","AA/AO","Isle of Wight","South East (England)","560","520","24870","24030"
"In post","2022","AA/AO","Kensington & Chelsea and Hammersmith & Fulham","London","450","430","30520","30520"
"In post","2022","AA/AO","Kent Thames Gateway","South East (England)","910","860","27700","29260"
"In post","2022","AA/AO","Kingston upon Hull, City of","Yorkshire and The Humber","850","760","23600","22040"
"In post","2022","AA/AO","Lambeth","London","410","390","28530","26930"
"In post","2022","AA/AO","Lancaster and Wyre","North West (England)","470","430","23050","21260"
"In post","2022","AA/AO","Leeds","Yorkshire and The Humber","2680","2470","22410","21260"
"In post","2022","AA/AO","Leicester","East Midlands (England)","1120","1000","21760","21260"
"In post","2022","AA/AO","Leicestershire CC and Rutland","East Midlands (England)","880","820","23530","21860"
"In post","2022","AA/AO","Lewisham and Southwark","London","230","200","26890","25110"
"In post","2022","AA/AO","Lincolnshire CC","East Midlands (England)","1310","1230","22530","21260"
"In post","2022","AA/AO","Lisburn and Castlereagh","Northern Ireland","200","190","21540","21680"
"In post","2022","AA/AO","Liverpool","North West (England)","4420","3970","21770","21550"
"In post","2022","AA/AO","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Scotland","160","150","24910","24020"
"In post","2022","AA/AO","Luton","East of England","110","90","21030","21220"
"In post","2022","AA/AO","Manchester","North West (England)","1870","1730","22190","21260"
"In post","2022","AA/AO","Medway","South East (England)","640","600","25420","25110"
"In post","2022","AA/AO","Merton, Kingston upon Thames and Sutton","London","110","100","23600","23720"
"In post","2022","AA/AO","Mid Kent","South East (England)","300","280","24560","23140"
"In post","2022","AA/AO","Mid Lancashire","North West (England)","2660","2340","22010","21260"
"In post","2022","AA/AO","Milton Keynes","South East (England)","790","770","25380","24490"
"In post","2022","AA/AO","Monmouthshire and Newport","Wales","1110","990","21510","20970"
"In post","2022","AA/AO","Na h-Eileanan Siar","Scotland","80","70","21860","21260"
"In post","2022","AA/AO","Newry, Mourne and Down","Northern Ireland","70","60","20670","20560"
"In post","2022","AA/AO","North and North East Lincolnshire","Yorkshire and The Humber","290","250","21210","21260"
"In post","2022","AA/AO","North and West Norfolk","East of England","500","460","24480","21620"
"In post","2022","AA/AO","North Hampshire","South East (England)","270","250","21790","21170"
"In post","2022","AA/AO","North Lanarkshire","Scotland","1370","1150","21690","21260"
"In post","2022","AA/AO","North Northamptonshire","East Midlands (England)","250","220","21530","21260"
"In post","2022","AA/AO","North Nottinghamshire","East Midlands (England)","420","400","24290","23140"
"In post","2022","AA/AO","North Yorkshire CC","Yorkshire and The Humber","770","730","23410","21170"
"In post","2022","AA/AO","Northumberland","North East (England)","100","90","20870","21170"
"In post","2022","AA/AO","Norwich and East Norfolk","East of England","630","560","22600","21260"
"In post","2022","AA/AO","Nottingham","East Midlands (England)","2150","1960","22060","21250"
"In post","2022","AA/AO","Orkney Islands","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Overseas","Overseas","70","70","22100","21830"
"In post","2022","AA/AO","Oxfordshire CC","South East (England)","960","900","24920","21830"
"In post","2022","AA/AO","Perth and Kinross, and Stirling","Scotland","510","480","24080","23330"
"In post","2022","AA/AO","Peterborough","East of England","630","550","21320","21680"
"In post","2022","AA/AO","Plymouth","South West (England)","1020","950","23480","22010"
"In post","2022","AA/AO","Portsmouth","South East (England)","1230","1100","23310","21250"
"In post","2022","AA/AO","Powys","Wales","210","200","21550","21170"
"In post","2022","AA/AO","Redbridge and Waltham Forest","London","400","350","24400","25110"
"In post","2022","AA/AO","Sandwell","West Midlands (England)","60","50","21010","21260"
"In post","2022","AA/AO","Scottish Borders","Scotland","220","200","24840","25930"
"In post","2022","AA/AO","Sefton","North West (England)","1380","1200","21090","21680"
"In post","2022","AA/AO","Sheffield","Yorkshire and The Humber","1440","1260","21340","21680"
"In post","2022","AA/AO","Shetland Islands","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Shropshire","West Midlands (England)","450","420","23860","21860"
"In post","2022","AA/AO","Solihull","West Midlands (England)","200","180","21400","21680"
"In post","2022","AA/AO","Somerset CC","South West (England)","530","480","21030","21170"
"In post","2022","AA/AO","South and West Derbyshire","East Midlands (England)","330","300","24750","23140"
"In post","2022","AA/AO","South Ayrshire","Scotland","90","80","21850","21260"
"In post","2022","AA/AO","South Hampshire","South East (England)","1380","980","20920","20350"
"In post","2022","AA/AO","South Lanarkshire","Scotland","1450","1260","21670","21250"
"In post","2022","AA/AO","South Nottinghamshire","East Midlands (England)","420","390","23690","21960"
"In post","2022","AA/AO","South Teesside","North East (England)","420","370","21100","21260"
"In post","2022","AA/AO","South West Wales","Wales","470","420","22130","21260"
"In post","2022","AA/AO","Southampton","South East (England)","250","210","21530","21410"
"In post","2022","AA/AO","Southend-on-Sea","East of England","210","170","22180","22080"
"In post","2022","AA/AO","Staffordshire CC","West Midlands (England)","1720","1610","23860","22180"
"In post","2022","AA/AO","Stoke-on-Trent","West Midlands (England)","580","510","21010","20970"
"In post","2022","AA/AO","Suffolk CC","East of England","1610","1500","23440","21680"
"In post","2022","AA/AO","Sunderland","North East (England)","2260","1810","21430","21260"
"In post","2022","AA/AO","Swansea","Wales","5060","4360","21260","21840"
"In post","2022","AA/AO","Swindon","South West (England)","100","90","21400","20970"
"In post","2022","AA/AO","Telford and Wrekin","West Midlands (England)","430","380","22250","21260"
"In post","2022","AA/AO","Thurrock","East of England","90","90","22110","21680"
"In post","2022","AA/AO","Torbay","South West (England)","140","120","21000","21260"
"In post","2022","AA/AO","Tower Hamlets","London","390","360","24100","23720"
"In post","2022","AA/AO","Tyneside","North East (England)","6320","5460","21340","21260"
"In post","2022","AA/AO","Unknown","Unknown","200","180","22400","21260"
"In post","2022","AA/AO","Wakefield","Yorkshire and The Humber","730","670","25570","24730"
"In post","2022","AA/AO","Walsall","West Midlands (England)","280","230","21000","21260"
"In post","2022","AA/AO","Wandsworth","London","620","590","29610","30520"
"In post","2022","AA/AO","Warrington","North West (England)","730","660","23780","21860"
"In post","2022","AA/AO","Warwickshire CC","West Midlands (England)","420","370","21290","21260"
"In post","2022","AA/AO","West Cumbria","North West (England)","600","540","22540","21300"
"In post","2022","AA/AO","West Essex","East of England","70","70","21600","21680"
"In post","2022","AA/AO","West Kent","South East (England)","40","40","[c]","[c]"
