"Status","Year","Region_ITL1","Region_ITL3","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","London","Harrow and Hillingdon","HM Prison and Probation Service","60","60","33290","33700"
"In post","2022","London","Harrow and Hillingdon","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"In post","2022","London","Harrow and Hillingdon","Home Office","2150","1950","31400","29080"
"In post","2022","London","Harrow and Hillingdon","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Harrow and Hillingdon","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","London","Harrow and Hillingdon","Ministry of Defence (excl. agencies)","160","150","34560","29990"
"In post","2022","London","Harrow and Hillingdon","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","London","Harrow and Hillingdon","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","London","Harrow and Hillingdon","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","London","Harrow and Hillingdon","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","London","Harrow and Hillingdon","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Harrow and Hillingdon","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Hounslow and Richmond upon Thames","Animal and Plant Health Agency","70","60","33010","31750"
"In post","2022","London","Hounslow and Richmond upon Thames","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","London","Hounslow and Richmond upon Thames","Department for Business, Energy and Industrial Strategy (excl. agencies)","90","90","43030","40050"
"In post","2022","London","Hounslow and Richmond upon Thames","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","London","Hounslow and Richmond upon Thames","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","London","Hounslow and Richmond upon Thames","Department for Work and Pensions (excl. agencies)","250","230","31030","31060"
"In post","2022","London","Hounslow and Richmond upon Thames","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Hounslow and Richmond upon Thames","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Hounslow and Richmond upon Thames","HM Courts and Tribunals Service","190","180","26830","23720"
"In post","2022","London","Hounslow and Richmond upon Thames","HM Prison and Probation Service","810","770","33410","33890"
"In post","2022","London","Hounslow and Richmond upon Thames","Home Office","630","590","31440","29010"
"In post","2022","London","Hounslow and Richmond upon Thames","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Hounslow and Richmond upon Thames","Ministry of Defence (excl. agencies)","300","280","32370","29250"
"In post","2022","London","Hounslow and Richmond upon Thames","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","London","Hounslow and Richmond upon Thames","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Hounslow and Richmond upon Thames","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","London","Hounslow and Richmond upon Thames","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","London","Hounslow and Richmond upon Thames","The National Archives","570","550","35690","33260"
"In post","2022","London","Hounslow and Richmond upon Thames","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Kensington & Chelsea and Hammersmith & Fulham","Department for Work and Pensions (excl. agencies)","200","190","31060","31060"
"In post","2022","London","Kensington & Chelsea and Hammersmith & Fulham","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Kensington & Chelsea and Hammersmith & Fulham","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","London","Kensington & Chelsea and Hammersmith & Fulham","HM Prison and Probation Service","620","600","33280","33170"
"In post","2022","London","Kensington & Chelsea and Hammersmith & Fulham","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","London","Kensington & Chelsea and Hammersmith & Fulham","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Kensington & Chelsea and Hammersmith & Fulham","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","London","Kensington & Chelsea and Hammersmith & Fulham","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","London","Kensington & Chelsea and Hammersmith & Fulham","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Lambeth","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","London","Lambeth","Department for Work and Pensions (excl. agencies)","470","450","31060","31060"
"In post","2022","London","Lambeth","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Lambeth","HM Prison and Probation Service","500","490","35950","33550"
"In post","2022","London","Lambeth","Home Office","70","60","50030","44030"
"In post","2022","London","Lambeth","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","London","Lambeth","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","London","Lambeth","National Crime Agency","1520","1490","44870","40170"
"In post","2022","London","Lambeth","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","London","Lambeth","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","London","Lambeth","UK Health Security Agency","840","790","48660","40300"
"In post","2022","London","Lewisham and Southwark","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","London","Lewisham and Southwark","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","London","Lewisham and Southwark","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","London","Lewisham and Southwark","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","London","Lewisham and Southwark","Department for Transport (excl. agencies)","90","70","33330","33390"
"In post","2022","London","Lewisham and Southwark","Department for Work and Pensions (excl. agencies)","370","360","30820","31060"
"In post","2022","London","Lewisham and Southwark","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","London","Lewisham and Southwark","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Lewisham and Southwark","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Lewisham and Southwark","HM Courts and Tribunals Service","150","150","28910","28310"
"In post","2022","London","Lewisham and Southwark","HM Prison and Probation Service","440","430","36020","34100"
"In post","2022","London","Lewisham and Southwark","Home Office","200","200","34200","29080"
"In post","2022","London","Lewisham and Southwark","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Lewisham and Southwark","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","London","Lewisham and Southwark","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","London","Lewisham and Southwark","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","London","Lewisham and Southwark","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","London","Lewisham and Southwark","UK Health Security Agency","50","50","[c]","[c]"
"In post","2022","London","Lewisham and Southwark","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Merton, Kingston upon Thames and Sutton","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","London","Merton, Kingston upon Thames and Sutton","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","London","Merton, Kingston upon Thames and Sutton","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","London","Merton, Kingston upon Thames and Sutton","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","London","Merton, Kingston upon Thames and Sutton","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","London","Merton, Kingston upon Thames and Sutton","Department for Work and Pensions (excl. agencies)","300","280","30900","31060"
"In post","2022","London","Merton, Kingston upon Thames and Sutton","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Merton, Kingston upon Thames and Sutton","Driver and Vehicle Standards Agency","50","50","[c]","[c]"
"In post","2022","London","Merton, Kingston upon Thames and Sutton","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Merton, Kingston upon Thames and Sutton","HM Courts and Tribunals Service","130","120","28480","23720"
"In post","2022","London","Merton, Kingston upon Thames and Sutton","HM Prison and Probation Service","80","70","33330","32890"
"In post","2022","London","Merton, Kingston upon Thames and Sutton","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","London","Merton, Kingston upon Thames and Sutton","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Merton, Kingston upon Thames and Sutton","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","London","Merton, Kingston upon Thames and Sutton","National Crime Agency","90","90","41890","39840"
"In post","2022","London","Merton, Kingston upon Thames and Sutton","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","London","Merton, Kingston upon Thames and Sutton","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","London","Merton, Kingston upon Thames and Sutton","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Merton, Kingston upon Thames and Sutton","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Merton, Kingston upon Thames and Sutton","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","London","Redbridge and Waltham Forest","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Redbridge and Waltham Forest","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","London","Redbridge and Waltham Forest","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","London","Redbridge and Waltham Forest","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","London","Redbridge and Waltham Forest","Department for Work and Pensions (excl. agencies)","870","790","29210","31060"
"In post","2022","London","Redbridge and Waltham Forest","Driver and Vehicle Standards Agency","50","50","[c]","[c]"
"In post","2022","London","Redbridge and Waltham Forest","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Redbridge and Waltham Forest","HM Courts and Tribunals Service","100","90","27360","28310"
"In post","2022","London","Redbridge and Waltham Forest","HM Prison and Probation Service","150","140","33630","32090"
"In post","2022","London","Redbridge and Waltham Forest","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","London","Redbridge and Waltham Forest","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","London","Redbridge and Waltham Forest","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","London","Redbridge and Waltham Forest","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Redbridge and Waltham Forest","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","London","Redbridge and Waltham Forest","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","London","Redbridge and Waltham Forest","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Redbridge and Waltham Forest","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Tower Hamlets","Cabinet Office (excl. agencies)","1010","1000","51990","54700"
"In post","2022","London","Tower Hamlets","Competition and Markets Authority","800","770","61480","57060"
"In post","2022","London","Tower Hamlets","Crown Commercial Service","70","70","54200","55690"
"In post","2022","London","Tower Hamlets","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","London","Tower Hamlets","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","London","Tower Hamlets","Department for Work and Pensions (excl. agencies)","240","210","29220","31060"
"In post","2022","London","Tower Hamlets","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Tower Hamlets","Health and Safety Executive","150","150","48050","44610"
"In post","2022","London","Tower Hamlets","HM Courts and Tribunals Service","210","190","28600","23860"
"In post","2022","London","Tower Hamlets","HM Prison and Probation Service","100","100","32700","32090"
"In post","2022","London","Tower Hamlets","HM Revenue and Customs (excl. agencies)","230","210","52410","45090"
"In post","2022","London","Tower Hamlets","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","London","Tower Hamlets","Medicines and Healthcare Products Regulatory Agency","770","740","50150","42800"
"In post","2022","London","Tower Hamlets","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","London","Tower Hamlets","Ministry of Justice (excl. agencies)","1180","1150","46420","41750"
"In post","2022","London","Tower Hamlets","Office of Gas and Electricity Markets","740","730","48640","43860"
"In post","2022","London","Tower Hamlets","Office of Rail and Road","210","200","55810","55430"
"In post","2022","London","Tower Hamlets","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2022","London","Tower Hamlets","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","London","Tower Hamlets","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Tower Hamlets","Valuation Office Agency","330","310","45710","39050"
"In post","2022","London","Wandsworth","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","London","Wandsworth","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","London","Wandsworth","Department for Work and Pensions (excl. agencies)","180","160","29170","31060"
"In post","2022","London","Wandsworth","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Wandsworth","HM Courts and Tribunals Service","70","60","30020","24310"
"In post","2022","London","Wandsworth","HM Prison and Probation Service","680","660","33480","33550"
"In post","2022","London","Wandsworth","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","London","Wandsworth","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","London","Wandsworth","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","London","Wandsworth","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","London","Wandsworth","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Wandsworth","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Westminster","Advisory, Conciliation and Arbitration Service","180","170","42900","38670"
"In post","2022","London","Westminster","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Westminster","Attorney General's Office","50","40","[c]","[c]"
"In post","2022","London","Westminster","Cabinet Office (excl. agencies)","5300","5240","49530","40600"
"In post","2022","London","Westminster","Charity Commission","80","80","44120","37910"
"In post","2022","London","Westminster","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","London","Westminster","Crown Prosecution Service","1690","1600","44820","40000"
"In post","2022","London","Westminster","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","London","Westminster","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","London","Westminster","Department for Business, Energy and Industrial Strategy (excl. agencies)","5150","5040","49790","53380"
"In post","2022","London","Westminster","Department for Digital, Culture, Media and Sport","1780","1750","47680","51730"
"In post","2022","London","Westminster","Department for Education (excl. agencies)","2010","1930","50160","53420"
"In post","2022","London","Westminster","Department for Environment, Food and Rural Affairs (excl. agencies)","2770","2690","44610","39370"
"In post","2022","London","Westminster","Department for International Trade","2500","2480","46310","41260"
"In post","2022","London","Westminster","Department for Levelling Up, Housing and Communities (excl. agencies)","2210","2160","48630","53130"
"In post","2022","London","Westminster","Department for Transport (excl. agencies)","2930","2870","50120","46710"
"In post","2022","London","Westminster","Department for Work and Pensions (excl. agencies)","2370","2280","45520","39960"
"In post","2022","London","Westminster","Department of Health and Social Care (excl. agencies)","2660","2580","48590","45210"
"In post","2022","London","Westminster","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Westminster","Education and Skills Funding Agency","280","270","49300","47150"
"In post","2022","London","Westminster","FCDO Services","170","160","47610","44260"
"In post","2022","London","Westminster","Food Standards Agency","150","140","45020","40960"
"In post","2022","London","Westminster","Foreign, Commonwealth and Development Office (excl. agencies)","3890","3800","50260","48320"
"In post","2022","London","Westminster","Government Internal Audit Agency","170","160","52020","51820"
"In post","2022","London","Westminster","Government Legal Department","2450","2280","54570","51940"
"In post","2022","London","Westminster","Government Property Agency","100","100","52850","54700"
"In post","2022","London","Westminster","HM Courts and Tribunals Service","1460","1410","37050","34260"
"In post","2022","London","Westminster","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","London","Westminster","HM Prison and Probation Service","650","630","52160","50320"
"In post","2022","London","Westminster","HM Revenue and Customs (excl. agencies)","1190","1150","58220","62120"
"In post","2022","London","Westminster","HM Treasury (excl. agencies)","1940","1900","48380","52500"
"In post","2022","London","Westminster","Home Office","4230","4120","48430","42310"
"In post","2022","London","Westminster","Institute for Apprenticeships and Technical Education","110","110","55090","53950"
"In post","2022","London","Westminster","Intellectual Property Office","60","50","49960","43760"
"In post","2022","London","Westminster","Legal Aid Agency","150","150","44660","41750"
"In post","2022","London","Westminster","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Westminster","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","London","Westminster","Ministry of Defence (excl. agencies)","2980","2930","46180","44500"
"In post","2022","London","Westminster","Ministry of Justice (excl. agencies)","2310","2260","46670","41750"
"In post","2022","London","Westminster","National Savings and Investments","150","150","53320","47940"
"In post","2022","London","Westminster","Northern Ireland Office","90","80","51790","47580"
"In post","2022","London","Westminster","Office for Budget Responsibility","40","40","[c]","[c]"
"In post","2022","London","Westminster","Office for Standards in Education, Children's Services and Skills","190","190","48230","42850"
"In post","2022","London","Westminster","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2022","London","Westminster","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","40","40","[c]","[c]"
"In post","2022","London","Westminster","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","London","Westminster","Queen Elizabeth II Centre","40","40","[c]","[c]"
"In post","2022","London","Westminster","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Westminster","Serious Fraud Office","460","450","47240","41370"
"In post","2022","London","Westminster","Standards and Testing Agency","40","40","[c]","[c]"
"In post","2022","London","Westminster","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Westminster","UK Export Finance","470","470","53170","49000"
"In post","2022","London","Westminster","UK Health Security Agency","700","690","50180","42500"
"In post","2022","London","Westminster","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","London","Westminster","UK Space Agency","140","140","47040","40050"
"In post","2022","London","Westminster","UK Statistics Authority","340","330","45480","39840"
"In post","2022","London","Westminster","UK Supreme Court","50","50","38660","31960"
"In post","2022","London","Westminster","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Darlington","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Darlington","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Darlington","Department for Education (excl. agencies)","620","600","38060","36500"
"In post","2022","North East (England)","Darlington","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Darlington","Department for International Trade","30","30","[c]","[c]"
"In post","2022","North East (England)","Darlington","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Darlington","Department for Work and Pensions (excl. agencies)","90","80","26810","27570"
"In post","2022","North East (England)","Darlington","Driver and Vehicle Standards Agency","40","30","[c]","[c]"
"In post","2022","North East (England)","Darlington","Education and Skills Funding Agency","160","150","37810","36500"
"In post","2022","North East (England)","Darlington","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Darlington","HM Courts and Tribunals Service","50","40","[c]","[c]"
"In post","2022","North East (England)","Darlington","HM Prison and Probation Service","70","70","26540","24090"
"In post","2022","North East (England)","Darlington","HM Treasury (excl. agencies)","110","110","42430","33760"
"In post","2022","North East (England)","Darlington","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Darlington","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Darlington","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Darlington","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Darlington","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Darlington","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Darlington","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Darlington","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Darlington","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Darlington","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Darlington","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Darlington","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Durham","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Durham","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Durham","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Durham","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Durham","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Durham","Department for Work and Pensions (excl. agencies)","820","700","25090","25880"
"In post","2022","North East (England)","Durham","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Durham","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Durham","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Durham","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Durham","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Durham","HM Courts and Tribunals Service","60","60","28480","23280"
"In post","2022","North East (England)","Durham","HM Land Registry","730","670","28860","27130"
"In post","2022","North East (England)","Durham","HM Prison and Probation Service","2250","2090","29600","28010"
"In post","2022","North East (England)","Durham","HM Revenue and Customs (excl. agencies)","430","380","24820","22080"
"In post","2022","North East (England)","Durham","Home Office","860","730","25020","21680"
"In post","2022","North East (England)","Durham","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Durham","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Durham","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Durham","Ministry of Justice (excl. agencies)","50","50","38010","32120"
"In post","2022","North East (England)","Durham","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Durham","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Durham","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Durham","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Durham","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Durham","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Durham","Valuation Office Agency","390","380","25640","22010"
"In post","2022","North East (England)","Hartlepool and Stockton-on-Tees","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Hartlepool and Stockton-on-Tees","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Hartlepool and Stockton-on-Tees","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Hartlepool and Stockton-on-Tees","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Hartlepool and Stockton-on-Tees","Department for Work and Pensions (excl. agencies)","760","670","25510","27570"
"In post","2022","North East (England)","Hartlepool and Stockton-on-Tees","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Hartlepool and Stockton-on-Tees","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Hartlepool and Stockton-on-Tees","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Hartlepool and Stockton-on-Tees","HM Prison and Probation Service","860","810","29330","27380"
"In post","2022","North East (England)","Hartlepool and Stockton-on-Tees","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Hartlepool and Stockton-on-Tees","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Hartlepool and Stockton-on-Tees","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Hartlepool and Stockton-on-Tees","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Hartlepool and Stockton-on-Tees","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Hartlepool and Stockton-on-Tees","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Hartlepool and Stockton-on-Tees","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Hartlepool and Stockton-on-Tees","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Hartlepool and Stockton-on-Tees","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Northumberland","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Northumberland","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Northumberland","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Northumberland","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Northumberland","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Northumberland","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Northumberland","Department for Work and Pensions (excl. agencies)","210","190","27570","27570"
"In post","2022","North East (England)","Northumberland","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Northumberland","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Northumberland","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Northumberland","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Northumberland","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Northumberland","HM Prison and Probation Service","60","60","32210","31420"
"In post","2022","North East (England)","Northumberland","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Northumberland","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Northumberland","Ministry of Defence (excl. agencies)","110","100","27580","21830"
"In post","2022","North East (England)","Northumberland","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Northumberland","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Northumberland","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
