"Status","Year","Sexual_orientation","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","LGBO","Central Bedfordshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Central Bedfordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Central Bedfordshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Central Bedfordshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Central Bedfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Central Bedfordshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Central Bedfordshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Central Bedfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Central Hampshire","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Central Hampshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Central Hampshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Central Hampshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Central Hampshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Central Hampshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Central Hampshire","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Central Hampshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Central Hampshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Central Hampshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Central Hampshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Central Valleys","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Central Valleys","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Central Valleys","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cheshire East","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cheshire East","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cheshire East","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cheshire East","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cheshire West and Chester","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chorley and West Lancashire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chorley and West Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chorley and West Lancashire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chorley and West Lancashire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chorley and West Lancashire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","City of Edinburgh","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","City of Edinburgh","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","City of Edinburgh","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","City of Edinburgh","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","City of Edinburgh","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","City of Edinburgh","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","City of Edinburgh","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","City of Edinburgh","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","City of Edinburgh","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","City of Edinburgh","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","City of Edinburgh","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","City of Edinburgh","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","City of Edinburgh","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","City of Edinburgh","Unknown","50","50","30990","27570"
"New entrant CS","2021","LGBO","Clackmannanshire and Fife","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Clackmannanshire and Fife","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Clackmannanshire and Fife","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Clackmannanshire and Fife","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Clackmannanshire and Fife","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Clackmannanshire and Fife","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Clackmannanshire and Fife","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Clackmannanshire and Fife","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Conwy and Denbighshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Conwy and Denbighshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Conwy and Denbighshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Conwy and Denbighshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cornwall and Isles of Scilly","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cornwall and Isles of Scilly","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cornwall and Isles of Scilly","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cornwall and Isles of Scilly","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cornwall and Isles of Scilly","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cornwall and Isles of Scilly","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cornwall and Isles of Scilly","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Coventry","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Coventry","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Coventry","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Coventry","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Coventry","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Coventry","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Coventry","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Coventry","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Coventry","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Coventry","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Coventry","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Coventry","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Croydon","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Croydon","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Croydon","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Croydon","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Croydon","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Croydon","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Croydon","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Croydon","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Croydon","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Croydon","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Croydon","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Croydon","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Croydon","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Croydon","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Darlington","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Darlington","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Darlington","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Darlington","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Darlington","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Darlington","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Darlington","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Darlington","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Darlington","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Darlington","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Darlington","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Darlington","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Derby","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Derby","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Derby","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Derby","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Derby","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Derby","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Devon CC","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Devon CC","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Devon CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Devon CC","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Devon CC","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Devon CC","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Devon CC","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Devon CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Devon CC","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Devon CC","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Devon CC","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Devon CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Dorset CC","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Dorset CC","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Dorset CC","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Dorset CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Dorset CC","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Dorset CC","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Dorset CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Dorset CC","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Dorset CC","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Dorset CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Dudley","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Dudley","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Dumfries and Galloway","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Dumfries and Galloway","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Dumfries and Galloway","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Dumfries and Galloway","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Dumfries and Galloway","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Dumfries and Galloway","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Dumfries and Galloway","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Durham CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Durham CC","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Durham CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Durham CC","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Durham CC","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Durham CC","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Durham CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Ealing","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Ealing","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Ayrshire and North Ayrshire mainland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Ayrshire and North Ayrshire mainland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Ayrshire and North Ayrshire mainland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Ayrshire and North Ayrshire mainland","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Ayrshire and North Ayrshire mainland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Cumbria","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Cumbria","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Cumbria","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Cumbria","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Cumbria","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Cumbria","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Derbyshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Derbyshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Kent","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Kent","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Kent","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Kent","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Kent","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Kent","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Lancashire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Lancashire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Lancashire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Lothian and Midlothian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Merseyside","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Merseyside","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Merseyside","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Merseyside","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Merseyside","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Riding of Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Riding of Yorkshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Riding of Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Riding of Yorkshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Riding of Yorkshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Riding of Yorkshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Riding of Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Surrey","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Surrey","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Sussex CC","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Sussex CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Sussex CC","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Sussex CC","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Sussex CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Sussex CC","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Sussex CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Enfield","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Enfield","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Essex Haven Gateway","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Essex Haven Gateway","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Essex Haven Gateway","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Essex Haven Gateway","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Essex Haven Gateway","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Essex Haven Gateway","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Essex Haven Gateway","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Essex Haven Gateway","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Essex Thames Gateway","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Essex Thames Gateway","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Falkirk","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Falkirk","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Falkirk","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Falkirk","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Falkirk","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Falkirk","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Fermanagh and Omagh","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Flintshire and Wrexham","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Flintshire and Wrexham","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Flintshire and Wrexham","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Glasgow City","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Glasgow City","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Glasgow City","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Glasgow City","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Glasgow City","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Glasgow City","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Glasgow City","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Glasgow City","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Glasgow City","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Glasgow City","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Glasgow City","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Glasgow City","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Glasgow City","Unknown","70","70","25920","23340"
"New entrant CS","2021","LGBO","Gloucestershire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Gloucestershire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Gloucestershire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Gloucestershire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Gloucestershire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Gloucestershire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Greater Manchester North East","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Greater Manchester North East","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Greater Manchester North East","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Greater Manchester North East","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Greater Manchester North West","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Greater Manchester North West","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Greater Manchester North West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Greater Manchester South East","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Greater Manchester South East","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Greater Manchester South East","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Greater Manchester South West","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Greater Manchester South West","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Greater Manchester South West","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Greater Manchester South West","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Greater Manchester South West","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Greater Manchester South West","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Greater Manchester South West","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Greater Manchester South West","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Greater Manchester South West","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Greater Manchester South West","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Greater Manchester South West","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Greater Manchester South West","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Greater Manchester South West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Gwent Valleys","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Gwent Valleys","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Gwynedd","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Gwynedd","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Gwynedd","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Gwynedd","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Hackney and Newham","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Hackney and Newham","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Hackney and Newham","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Hackney and Newham","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Hackney and Newham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Hackney and Newham","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Hackney and Newham","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Hackney and Newham","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Hackney and Newham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Haringey and Islington","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Haringey and Islington","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Haringey and Islington","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Harrow and Hillingdon","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Harrow and Hillingdon","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Harrow and Hillingdon","Human Resources","[c]","[c]","[c]","[c]"
