"Status","Year","Sexual_orientation","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Barnsley, Doncaster and Rotherham","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Barnsley, Doncaster and Rotherham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","Commercial","80","80","42710","40290"
"In post","2022","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","Digital, Data & Technology","100","90","35590","33970"
"In post","2022","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","Finance","60","60","39700","34170"
"In post","2022","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","40","40","[c]","[c]"
"In post","2022","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","130","110","33260","30450"
"In post","2022","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","860","820","42450","40900"
"In post","2022","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","110","100","37640","34630"
"In post","2022","Undeclared","Bedford","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bedford","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bedford","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bedford","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bedford","No function","50","50","34100","30700"
"In post","2022","Undeclared","Bedford","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bedford","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bedford","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Belfast","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Belfast","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Belfast","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Belfast","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Belfast","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Belfast","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Belfast","No function","90","90","32990","33080"
"In post","2022","Undeclared","Belfast","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Belfast","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Belfast","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Belfast","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Berkshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Berkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Berkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Berkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Berkshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Berkshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Berkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Berkshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Berkshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Berkshire","No function","110","100","31610","29290"
"In post","2022","Undeclared","Berkshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Berkshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Berkshire","Security","70","70","39060","41070"
"In post","2022","Undeclared","Berkshire","Unknown","30","30","[c]","[c]"
"In post","2022","Undeclared","Bexley and Greenwich","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bexley and Greenwich","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bexley and Greenwich","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bexley and Greenwich","No function","120","110","32820","31880"
"In post","2022","Undeclared","Bexley and Greenwich","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bexley and Greenwich","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bexley and Greenwich","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Birmingham","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Birmingham","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Birmingham","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Birmingham","Counter Fraud","80","70","32250","29960"
"In post","2022","Undeclared","Birmingham","Debt","50","40","[c]","[c]"
"In post","2022","Undeclared","Birmingham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Birmingham","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Birmingham","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Birmingham","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Birmingham","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Birmingham","No function","660","610","30900","27570"
"In post","2022","Undeclared","Birmingham","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Birmingham","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Birmingham","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Birmingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Blackburn with Darwen","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Blackburn with Darwen","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Blackburn with Darwen","No function","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Blackburn with Darwen","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Blackpool","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Blackpool","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Blackpool","Digital, Data & Technology","70","70","41480","37020"
"In post","2022","Undeclared","Blackpool","Finance","40","30","[c]","[c]"
"In post","2022","Undeclared","Blackpool","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Blackpool","No function","250","220","25520","27570"
"In post","2022","Undeclared","Blackpool","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Blackpool","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Blackpool","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bournemouth, Christchurch and Poole","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bournemouth, Christchurch and Poole","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bournemouth, Christchurch and Poole","No function","50","50","27810","27570"
"In post","2022","Undeclared","Bournemouth, Christchurch and Poole","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bournemouth, Christchurch and Poole","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bournemouth, Christchurch and Poole","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bradford","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bradford","Debt","50","40","[c]","[c]"
"In post","2022","Undeclared","Bradford","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bradford","Finance","30","30","[c]","[c]"
"In post","2022","Undeclared","Bradford","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bradford","No function","110","100","27380","26820"
"In post","2022","Undeclared","Bradford","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Breckland and South Norfolk","No function","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Brent","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Brent","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Brent","No function","50","50","31100","31060"
"In post","2022","Undeclared","Brent","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bridgend and Neath Port Talbot","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bridgend and Neath Port Talbot","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bridgend and Neath Port Talbot","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bridgend and Neath Port Talbot","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bridgend and Neath Port Talbot","No function","30","30","[c]","[c]"
"In post","2022","Undeclared","Bridgend and Neath Port Talbot","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Brighton and Hove","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Brighton and Hove","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Brighton and Hove","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Brighton and Hove","No function","60","50","29560","27570"
"In post","2022","Undeclared","Brighton and Hove","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Brighton and Hove","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bristol, City of","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bristol, City of","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bristol, City of","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bristol, City of","Counter Fraud","60","60","40320","33370"
"In post","2022","Undeclared","Bristol, City of","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bristol, City of","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2022","Undeclared","Bristol, City of","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bristol, City of","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bristol, City of","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bristol, City of","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bristol, City of","No function","380","350","33050","29180"
"In post","2022","Undeclared","Bristol, City of","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bristol, City of","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bristol, City of","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bristol, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bromley","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bromley","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bromley","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bromley","No function","40","40","[c]","[c]"
"In post","2022","Undeclared","Buckinghamshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Buckinghamshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Buckinghamshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Buckinghamshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Buckinghamshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Buckinghamshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Buckinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Buckinghamshire","No function","70","70","30580","30700"
"In post","2022","Undeclared","Buckinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Buckinghamshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Buckinghamshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Buckinghamshire","Unknown","40","40","[c]","[c]"
"In post","2022","Undeclared","Caithness and Sutherland, and Ross and Cromarty","No function","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Caithness and Sutherland, and Ross and Cromarty","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Caithness and Sutherland, and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Calderdale and Kirklees","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Calderdale and Kirklees","No function","90","80","27190","27570"
"In post","2022","Undeclared","Calderdale and Kirklees","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Calderdale and Kirklees","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Calderdale and Kirklees","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cambridgeshire CC","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cambridgeshire CC","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cambridgeshire CC","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cambridgeshire CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cambridgeshire CC","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cambridgeshire CC","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cambridgeshire CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cambridgeshire CC","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cambridgeshire CC","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cambridgeshire CC","No function","180","170","34700","31550"
"In post","2022","Undeclared","Cambridgeshire CC","Project Delivery","30","30","[c]","[c]"
"In post","2022","Undeclared","Cambridgeshire CC","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cambridgeshire CC","Security","70","70","34980","33300"
"In post","2022","Undeclared","Cambridgeshire CC","Unknown","40","40","[c]","[c]"
"In post","2022","Undeclared","Camden and City of London","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Camden and City of London","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Camden and City of London","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Camden and City of London","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Camden and City of London","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Camden and City of London","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Camden and City of London","No function","130","130","31530","28310"
"In post","2022","Undeclared","Camden and City of London","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Camden and City of London","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Camden and City of London","Unknown","60","50","34610","31520"
"In post","2022","Undeclared","Cardiff and Vale of Glamorgan","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cardiff and Vale of Glamorgan","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cardiff and Vale of Glamorgan","Communications","40","30","[c]","[c]"
"In post","2022","Undeclared","Cardiff and Vale of Glamorgan","Counter Fraud","60","60","29830","26820"
"In post","2022","Undeclared","Cardiff and Vale of Glamorgan","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cardiff and Vale of Glamorgan","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2022","Undeclared","Cardiff and Vale of Glamorgan","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cardiff and Vale of Glamorgan","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cardiff and Vale of Glamorgan","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cardiff and Vale of Glamorgan","No function","330","300","31300","27570"
"In post","2022","Undeclared","Cardiff and Vale of Glamorgan","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cardiff and Vale of Glamorgan","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cardiff and Vale of Glamorgan","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cardiff and Vale of Glamorgan","Unknown","420","390","43390","38160"
"In post","2022","Undeclared","Causeway Coast and Glens","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Central Bedfordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Central Bedfordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Central Bedfordshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Central Bedfordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Central Bedfordshire","No function","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Central Bedfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Central Bedfordshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Central Bedfordshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Central Bedfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Central Hampshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Central Hampshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Central Hampshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Central Hampshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Central Hampshire","Finance","30","30","[c]","[c]"
"In post","2022","Undeclared","Central Hampshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Central Hampshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Central Hampshire","No function","80","70","33170","30610"
"In post","2022","Undeclared","Central Hampshire","Project Delivery","30","30","[c]","[c]"
"In post","2022","Undeclared","Central Hampshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Central Hampshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Central Hampshire","Unknown","110","110","32550","33300"
"In post","2022","Undeclared","Central Valleys","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Central Valleys","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Central Valleys","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Central Valleys","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Central Valleys","No function","100","90","26170","27570"
"In post","2022","Undeclared","Central Valleys","Unknown","90","90","41670","38160"
"In post","2022","Undeclared","Cheshire East","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cheshire East","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cheshire East","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cheshire East","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cheshire East","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cheshire East","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cheshire East","No function","80","70","31770","28200"
"In post","2022","Undeclared","Cheshire East","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cheshire East","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cheshire West and Chester","No function","40","40","[c]","[c]"
"In post","2022","Undeclared","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Chorley and West Lancashire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Chorley and West Lancashire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Chorley and West Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Chorley and West Lancashire","No function","70","70","31590","28060"
"In post","2022","Undeclared","Chorley and West Lancashire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Chorley and West Lancashire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Chorley and West Lancashire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","City of Edinburgh","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","City of Edinburgh","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","City of Edinburgh","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","City of Edinburgh","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","City of Edinburgh","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","City of Edinburgh","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","City of Edinburgh","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","City of Edinburgh","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","City of Edinburgh","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","City of Edinburgh","No function","180","170","33780","30840"
"In post","2022","Undeclared","City of Edinburgh","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","City of Edinburgh","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","City of Edinburgh","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","City of Edinburgh","Unknown","370","350","43490","39660"
"In post","2022","Undeclared","Clackmannanshire and Fife","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Clackmannanshire and Fife","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Clackmannanshire and Fife","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Clackmannanshire and Fife","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Clackmannanshire and Fife","No function","30","30","[c]","[c]"
"In post","2022","Undeclared","Clackmannanshire and Fife","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Clackmannanshire and Fife","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Clackmannanshire and Fife","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Conwy and Denbighshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Conwy and Denbighshire","No function","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Conwy and Denbighshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Conwy and Denbighshire","Unknown","50","50","[c]","[c]"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","No function","100","90","28400","27570"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Unknown","50","40","[c]","[c]"
"In post","2022","Undeclared","Coventry","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Coventry","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Coventry","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Coventry","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Coventry","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Coventry","Finance","30","30","[c]","[c]"
"In post","2022","Undeclared","Coventry","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Coventry","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Coventry","No function","100","90","33780","31000"
"In post","2022","Undeclared","Coventry","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Coventry","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Coventry","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Coventry","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Croydon","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Croydon","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Croydon","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Croydon","Counter Fraud","90","80","38970","37610"
"In post","2022","Undeclared","Croydon","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Croydon","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Croydon","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Croydon","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Croydon","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Croydon","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Croydon","No function","230","220","37980","37290"
"In post","2022","Undeclared","Croydon","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Croydon","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Croydon","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Croydon","Unknown","620","590","39190","35070"
"In post","2022","Undeclared","Darlington","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Darlington","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Darlington","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Darlington","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Darlington","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Darlington","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Darlington","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Darlington","No function","60","60","36820","32250"
"In post","2022","Undeclared","Darlington","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Darlington","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Derby","Digital, Data & Technology","[c]","[c]","[c]","[c]"
