"Status","Year","Sex","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","Powys","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Powys","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Powys","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Powys","No function","[c]","[c]","[c]","[c]"
"In post","2021","Female","Powys","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Powys","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Powys","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Powys","Unknown","230","210","29860","27570"
"In post","2021","Female","Redbridge and Waltham Forest","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Redbridge and Waltham Forest","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Redbridge and Waltham Forest","No function","160","140","27550","26410"
"In post","2021","Female","Redbridge and Waltham Forest","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Redbridge and Waltham Forest","Unknown","540","480","28980","31060"
"In post","2021","Female","Sandwell","No function","60","50","25940","23840"
"In post","2021","Female","Sandwell","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Sandwell","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Sandwell","Unknown","250","220","27070","27570"
"In post","2021","Female","Scottish Borders","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Scottish Borders","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Scottish Borders","No function","[c]","[c]","[c]","[c]"
"In post","2021","Female","Scottish Borders","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Scottish Borders","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Scottish Borders","Unknown","220","190","28590","27570"
"In post","2021","Female","Sefton","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Sefton","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Sefton","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Sefton","Counter Fraud","270","240","30740","28130"
"In post","2021","Female","Sefton","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Female","Sefton","Digital, Data & Technology","60","50","35870","31810"
"In post","2021","Female","Sefton","Finance","30","30","[c]","[c]"
"In post","2021","Female","Sefton","Human Resources","100","90","35590","31810"
"In post","2021","Female","Sefton","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Sefton","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Sefton","No function","1430","1220","26930","21440"
"In post","2021","Female","Sefton","Project Delivery","70","70","36290","33410"
"In post","2021","Female","Sefton","Property","80","70","31600","27530"
"In post","2021","Female","Sefton","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Sefton","Unknown","1390","1210","25850","25040"
"In post","2021","Female","Sheffield","Analysis","60","50","42340","42220"
"In post","2021","Female","Sheffield","Commercial","60","50","46120","40780"
"In post","2021","Female","Sheffield","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Sheffield","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","Sheffield","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Female","Sheffield","Digital, Data & Technology","80","80","42450","38290"
"In post","2021","Female","Sheffield","Finance","40","40","[c]","[c]"
"In post","2021","Female","Sheffield","Human Resources","70","60","37110","35790"
"In post","2021","Female","Sheffield","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Sheffield","Legal","120","100","34460","28430"
"In post","2021","Female","Sheffield","No function","820","740","33820","30210"
"In post","2021","Female","Sheffield","Project Delivery","70","70","39130","36530"
"In post","2021","Female","Sheffield","Property","40","30","[c]","[c]"
"In post","2021","Female","Sheffield","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Sheffield","Unknown","2480","2170","30130","27570"
"In post","2021","Female","Shetland Islands","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Shetland Islands","No function","[c]","[c]","[c]","[c]"
"In post","2021","Female","Shetland Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Shropshire CC","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Shropshire CC","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Shropshire CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Shropshire CC","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Shropshire CC","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Female","Shropshire CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Shropshire CC","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Shropshire CC","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Shropshire CC","No function","180","160","27900","24920"
"In post","2021","Female","Shropshire CC","Project Delivery","40","40","[c]","[c]"
"In post","2021","Female","Shropshire CC","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Shropshire CC","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Shropshire CC","Unknown","220","200","26530","26670"
"In post","2021","Female","Solihull","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Solihull","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Solihull","Counter Fraud","60","50","30180","28130"
"In post","2021","Female","Solihull","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Solihull","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Solihull","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Solihull","No function","[c]","[c]","[c]","[c]"
"In post","2021","Female","Solihull","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Solihull","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Solihull","Unknown","530","470","27690","26120"
"In post","2021","Female","Somerset","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Somerset","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Somerset","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Somerset","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Female","Somerset","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Somerset","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Female","Somerset","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Somerset","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Somerset","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Somerset","No function","340","310","29670","28030"
"In post","2021","Female","Somerset","Project Delivery","140","130","33210","32960"
"In post","2021","Female","Somerset","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Somerset","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Somerset","Unknown","490","420","26350","27570"
"In post","2021","Female","South and West Derbyshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","South and West Derbyshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","South and West Derbyshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","South and West Derbyshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","South and West Derbyshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","South and West Derbyshire","No function","400","360","31990","29750"
"In post","2021","Female","South and West Derbyshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","South and West Derbyshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","South and West Derbyshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","South and West Derbyshire","Unknown","220","190","27950","27570"
"In post","2021","Female","South Ayrshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Ayrshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Ayrshire","No function","30","30","[c]","[c]"
"In post","2021","Female","South Ayrshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Ayrshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Ayrshire","Unknown","140","130","27650","27570"
"In post","2021","Female","South Hampshire","Analysis","250","230","37190","37020"
"In post","2021","Female","South Hampshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Hampshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Hampshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Hampshire","Digital, Data & Technology","60","50","39610","36030"
"In post","2021","Female","South Hampshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Hampshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Hampshire","Human Resources","50","50","38030","32430"
"In post","2021","Female","South Hampshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Hampshire","Legal","90","80","46310","50520"
"In post","2021","Female","South Hampshire","No function","1080","830","25520","22660"
"In post","2021","Female","South Hampshire","Project Delivery","160","150","32970","30030"
"In post","2021","Female","South Hampshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Hampshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Hampshire","Unknown","290","250","28790","27570"
"In post","2021","Female","South Lanarkshire","Commercial","60","60","46170","43320"
"In post","2021","Female","South Lanarkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Lanarkshire","Counter Fraud","60","50","29180","28130"
"In post","2021","Female","South Lanarkshire","Debt","180","160","21820","20140"
"In post","2021","Female","South Lanarkshire","Digital, Data & Technology","90","90","37490","33930"
"In post","2021","Female","South Lanarkshire","Finance","70","70","37660","33930"
"In post","2021","Female","South Lanarkshire","Human Resources","60","60","35050","33930"
"In post","2021","Female","South Lanarkshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Lanarkshire","Legal","100","80","37650","33550"
"In post","2021","Female","South Lanarkshire","No function","1110","910","24440","21440"
"In post","2021","Female","South Lanarkshire","Project Delivery","360","330","39460","33930"
"In post","2021","Female","South Lanarkshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Lanarkshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Lanarkshire","Unknown","160","130","28040","27570"
"In post","2021","Female","South Nottinghamshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Nottinghamshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Nottinghamshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Nottinghamshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Nottinghamshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Nottinghamshire","No function","240","220","30560","27380"
"In post","2021","Female","South Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Nottinghamshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Nottinghamshire","Unknown","90","80","25980","26670"
"In post","2021","Female","South Teesside","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Teesside","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Teesside","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Teesside","Legal","90","70","38150","37050"
"In post","2021","Female","South Teesside","No function","210","170","24590","21170"
"In post","2021","Female","South Teesside","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Teesside","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Teesside","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Teesside","Unknown","450","390","25320","27570"
"In post","2021","Female","South West Wales","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","South West Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","South West Wales","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","South West Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","South West Wales","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","South West Wales","No function","180","170","26660","23840"
"In post","2021","Female","South West Wales","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","South West Wales","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","South West Wales","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","South West Wales","Unknown","680","610","30440","27570"
"In post","2021","Female","Southampton","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Southampton","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Southampton","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","Southampton","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","Female","Southampton","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Southampton","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Southampton","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Southampton","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Southampton","No function","320","290","29330","26130"
"In post","2021","Female","Southampton","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Southampton","Property","60","50","30420","26300"
"In post","2021","Female","Southampton","Security","[c]","[c]","[c]","[c]"
