"Status","Year","Region_ITL1","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","West Midlands (England)","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","No function","Office of the Public Guardian","60","60","22070","19930"
"Leaver Dept.","2021","West Midlands (England)","No function","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Project Delivery","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Project Delivery","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Project Delivery","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Project Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Project Delivery","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Project Delivery","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Property","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Property","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Security","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","Department for Work and Pensions (excl. agencies)","90","80","26150","27570"
"Leaver Dept.","2021","West Midlands (England)","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","HM Revenue and Customs (excl. agencies)","100","100","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Analysis","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Analysis","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Commercial","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Commercial","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Commercial","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Counter Fraud","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Counter Fraud","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Digital, Data & Technology","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Digital, Data & Technology","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Digital, Data & Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Finance","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Finance","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Grants Management","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Human Resources","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Human Resources","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Human Resources","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Human Resources","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Internal Audit","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Legal","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Legal","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Legal","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","No function","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","No function","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","30","30","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","No function","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","No function","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","No function","HM Prison and Probation Service","40","40","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","No function","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","No function","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","No function","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Project Delivery","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Project Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Project Delivery","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Project Delivery","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Project Delivery","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Property","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Property","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Property","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Security","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Unknown","Department for Work and Pensions (excl. agencies)","170","160","33770","31210"
"Leaver Dept.","2021","Yorkshire and The Humber","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Unknown","HM Revenue and Customs (excl. agencies)","100","100","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Unknown","Home Office (incl. agencies)","90","80","28420","24890"
"Leaver Dept.","2021","Yorkshire and The Humber","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Analysis","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Analysis","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Analysis","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Analysis","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Analysis","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Commercial","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Commercial","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Communications","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Communications","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Communications","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Counter Fraud","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Debt","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Digital, Data & Technology","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Digital, Data & Technology","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Digital, Data & Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Digital, Data & Technology","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Digital, Data & Technology","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Finance","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Finance","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Finance","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Finance","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Finance","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Grants Management","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Human Resources","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Human Resources","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Human Resources","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Human Resources","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Legal","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","No function","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","No function","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","No function","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","No function","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","No function","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","No function","Department for Work and Pensions (excl. agencies)","90","90","26840","27570"
"Leaver Dept.","2022","East Midlands (England)","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","No function","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","No function","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","No function","HM Courts and Tribunals Service","50","40","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","No function","HM Prison and Probation Service","50","50","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","No function","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","No function","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","No function","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","No function","Office of the Public Guardian","40","40","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","No function","Public Health England","160","140","40570","36330"
"Leaver Dept.","2022","East Midlands (England)","No function","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","No function","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Project Delivery","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Project Delivery","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Project Delivery","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Property","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Property","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Property","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Security","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Unknown","HM Revenue and Customs (excl. agencies)","70","60","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Analysis","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Analysis","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Analysis","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Commercial","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Commercial","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Commercial","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Commercial","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Communications","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Communications","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Counter Fraud","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Debt","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Digital, Data & Technology","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Digital, Data & Technology","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Digital, Data & Technology","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Digital, Data & Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Digital, Data & Technology","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Finance","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Finance","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Grants Management","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Human Resources","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Human Resources","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Human Resources","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Human Resources","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Internal Audit","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Legal","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","No function","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","No function","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","No function","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","No function","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","No function","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","No function","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","No function","Department for Work and Pensions (excl. agencies)","70","60","29610","29290"
"Leaver Dept.","2022","East of England","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","No function","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","No function","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","No function","HM Prison and Probation Service","30","30","[c]","[c]"
"Leaver Dept.","2022","East of England","No function","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","No function","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","No function","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","No function","Public Health England","340","300","42270","36060"
"Leaver Dept.","2022","East of England","No function","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","No function","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Project Delivery","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Project Delivery","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Project Delivery","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Project Delivery","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Property","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Property","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Property","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Security","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Unknown","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Unknown","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Unknown","Home Office","40","30","[c]","[c]"
"Leaver Dept.","2022","East of England","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Analysis","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Analysis","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","30","30","[c]","[c]"
"Leaver Dept.","2022","London","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Analysis","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","50","50","[c]","[c]"
"Leaver Dept.","2022","London","Analysis","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Analysis","Department of Health and Social Care (excl. agencies)","90","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Analysis","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Analysis","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Analysis","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Analysis","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Analysis","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Analysis","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Analysis","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
