"Status","Year","Responsibility_level","Region_ITL3","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","East Surrey","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Surrey","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Surrey","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Surrey","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Surrey","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Surrey","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Surrey","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Surrey","White","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Sussex CC","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Sussex CC","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Sussex CC","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Sussex CC","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Sussex CC","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Sussex CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Sussex CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Sussex CC","White","50","40","[c]","[c]"
"In post","2021","Unknown","Enfield","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Enfield","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Enfield","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Enfield","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Enfield","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Enfield","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Enfield","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Enfield","White","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Essex Haven Gateway","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Essex Haven Gateway","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Essex Haven Gateway","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Essex Haven Gateway","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Essex Haven Gateway","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Essex Haven Gateway","White","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Essex Thames Gateway","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Essex Thames Gateway","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Essex Thames Gateway","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Essex Thames Gateway","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Essex Thames Gateway","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Essex Thames Gateway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Essex Thames Gateway","White","90","80","27530","24320"
"In post","2021","Unknown","Flintshire and Wrexham","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Flintshire and Wrexham","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Flintshire and Wrexham","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Flintshire and Wrexham","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Flintshire and Wrexham","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Flintshire and Wrexham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Flintshire and Wrexham","White","90","80","28640","29110"
"In post","2021","Unknown","Glasgow City","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Glasgow City","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Glasgow City","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Glasgow City","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Glasgow City","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Glasgow City","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Glasgow City","White","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Gloucestershire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Gloucestershire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Gloucestershire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Gloucestershire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Gloucestershire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Gloucestershire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Gloucestershire","White","80","70","29440","28200"
"In post","2021","Unknown","Greater Manchester North East","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Greater Manchester North East","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Greater Manchester North East","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Greater Manchester North East","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Greater Manchester North East","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Greater Manchester North East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Greater Manchester North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Greater Manchester North East","White","110","100","29200","30210"
"In post","2021","Unknown","Greater Manchester North West","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Greater Manchester North West","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Greater Manchester North West","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Greater Manchester North West","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Greater Manchester North West","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Greater Manchester North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Greater Manchester North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Greater Manchester North West","White","100","90","29960","30210"
"In post","2021","Unknown","Greater Manchester South East","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Greater Manchester South East","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Greater Manchester South East","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Greater Manchester South East","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Greater Manchester South East","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Greater Manchester South East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Greater Manchester South East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Greater Manchester South East","White","90","90","30590","30210"
"In post","2021","Unknown","Greater Manchester South West","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Greater Manchester South West","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Greater Manchester South West","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Greater Manchester South West","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Greater Manchester South West","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Greater Manchester South West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Greater Manchester South West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Greater Manchester South West","White","190","180","31090","30210"
"In post","2021","Unknown","Gwent Valleys","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Gwent Valleys","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Gwent Valleys","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Gwent Valleys","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Gwent Valleys","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Gwent Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Gwent Valleys","White","70","60","29060","28250"
"In post","2021","Unknown","Gwynedd","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Gwynedd","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Gwynedd","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Gwynedd","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Gwynedd","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Gwynedd","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Gwynedd","White","60","60","27360","23840"
"In post","2021","Unknown","Hackney and Newham","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Hackney and Newham","Black","40","40","[c]","[c]"
"In post","2021","Unknown","Hackney and Newham","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Hackney and Newham","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Hackney and Newham","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Hackney and Newham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Hackney and Newham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Hackney and Newham","White","50","40","[c]","[c]"
"In post","2021","Unknown","Haringey and Islington","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Haringey and Islington","Black","30","30","[c]","[c]"
"In post","2021","Unknown","Haringey and Islington","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Haringey and Islington","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Haringey and Islington","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Haringey and Islington","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Haringey and Islington","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Haringey and Islington","White","50","50","34150","34100"
"In post","2021","Unknown","Harrow and Hillingdon","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Harrow and Hillingdon","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Harrow and Hillingdon","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Harrow and Hillingdon","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Harrow and Hillingdon","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Harrow and Hillingdon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Harrow and Hillingdon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Harrow and Hillingdon","White","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Hartlepool and Stockton-on-Tees","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Hartlepool and Stockton-on-Tees","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Hartlepool and Stockton-on-Tees","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Hartlepool and Stockton-on-Tees","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Hartlepool and Stockton-on-Tees","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Hartlepool and Stockton-on-Tees","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Hartlepool and Stockton-on-Tees","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Hartlepool and Stockton-on-Tees","White","60","50","32070","33360"
"In post","2021","Unknown","Heart of Essex","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heart of Essex","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heart of Essex","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heart of Essex","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heart of Essex","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heart of Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heart of Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heart of Essex","White","60","50","29030","30210"
"In post","2021","Unknown","Herefordshire, County of","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Herefordshire, County of","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Herefordshire, County of","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Herefordshire, County of","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Herefordshire, County of","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Herefordshire, County of","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Herefordshire, County of","White","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Hertfordshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Hertfordshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Hertfordshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Hertfordshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Hertfordshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Hertfordshire","White","90","80","29910","28200"
"In post","2021","Unknown","Hounslow and Richmond upon Thames","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Hounslow and Richmond upon Thames","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Hounslow and Richmond upon Thames","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Hounslow and Richmond upon Thames","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Hounslow and Richmond upon Thames","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Hounslow and Richmond upon Thames","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Hounslow and Richmond upon Thames","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Hounslow and Richmond upon Thames","White","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","White","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Isle of Anglesey","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Isle of Anglesey","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Isle of Anglesey","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Isle of Anglesey","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Isle of Anglesey","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Isle of Anglesey","White","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Isle of Wight","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Isle of Wight","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Isle of Wight","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Isle of Wight","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Isle of Wight","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Isle of Wight","White","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Kensington & Chelsea and Hammersmith & Fulham","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Kensington & Chelsea and Hammersmith & Fulham","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Kensington & Chelsea and Hammersmith & Fulham","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Kensington & Chelsea and Hammersmith & Fulham","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Kensington & Chelsea and Hammersmith & Fulham","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Kensington & Chelsea and Hammersmith & Fulham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Kensington & Chelsea and Hammersmith & Fulham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Kensington & Chelsea and Hammersmith & Fulham","White","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Kent Thames Gateway","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Kent Thames Gateway","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Kent Thames Gateway","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Kent Thames Gateway","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Kent Thames Gateway","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Kent Thames Gateway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Kent Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Kent Thames Gateway","White","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Kingston upon Hull, City of","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Kingston upon Hull, City of","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Kingston upon Hull, City of","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Kingston upon Hull, City of","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Kingston upon Hull, City of","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Kingston upon Hull, City of","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Kingston upon Hull, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Kingston upon Hull, City of","White","110","100","29760","28200"
"In post","2021","Unknown","Lambeth","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Lambeth","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Lambeth","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Lambeth","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Lambeth","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Lambeth","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Lambeth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Lambeth","White","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Lancaster and Wyre","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Lancaster and Wyre","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Lancaster and Wyre","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Lancaster and Wyre","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Lancaster and Wyre","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Lancaster and Wyre","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Lancaster and Wyre","White","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Leeds","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Leeds","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Leeds","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Leeds","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Leeds","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Leeds","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Leeds","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Leeds","White","170","160","30550","30880"
"In post","2021","Unknown","Leicester","Asian","40","30","[c]","[c]"
"In post","2021","Unknown","Leicester","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Leicester","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Leicester","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Leicester","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Leicester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Leicester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Leicester","White","90","80","30250","30210"
"In post","2021","Unknown","Leicestershire CC and Rutland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Leicestershire CC and Rutland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Leicestershire CC and Rutland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Leicestershire CC and Rutland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Leicestershire CC and Rutland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Leicestershire CC and Rutland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Leicestershire CC and Rutland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Leicestershire CC and Rutland","White","30","30","[c]","[c]"
"In post","2021","Unknown","Lewisham and Southwark","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Lewisham and Southwark","Black","100","90","32160","28210"
"In post","2021","Unknown","Lewisham and Southwark","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Lewisham and Southwark","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Lewisham and Southwark","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Lewisham and Southwark","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Lewisham and Southwark","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Lewisham and Southwark","White","140","130","38650","36580"
"In post","2021","Unknown","Lincolnshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Lincolnshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Lincolnshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Lincolnshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Lincolnshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Lincolnshire","White","120","110","31030","30210"
"In post","2021","Unknown","Lisburn and Castlereagh","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Lisburn and Castlereagh","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Lisburn and Castlereagh","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Lisburn and Castlereagh","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Lisburn and Castlereagh","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Lisburn and Castlereagh","White","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Liverpool","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Liverpool","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Liverpool","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Liverpool","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Liverpool","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Liverpool","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Liverpool","Unknown","30","30","[c]","[c]"
"In post","2021","Unknown","Liverpool","White","150","140","29560","28200"
"In post","2021","Unknown","Luton","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Luton","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Luton","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Luton","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Luton","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Luton","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Luton","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Luton","White","50","40","[c]","[c]"
"In post","2021","Unknown","Manchester","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Manchester","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Manchester","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Manchester","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Manchester","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Manchester","White","90","80","28930","24800"
"In post","2021","Unknown","Medway","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medway","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medway","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medway","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medway","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medway","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medway","White","40","40","[c]","[c]"
"In post","2021","Unknown","Merton, Kingston upon Thames and Sutton","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Merton, Kingston upon Thames and Sutton","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Merton, Kingston upon Thames and Sutton","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Merton, Kingston upon Thames and Sutton","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Merton, Kingston upon Thames and Sutton","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Merton, Kingston upon Thames and Sutton","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Merton, Kingston upon Thames and Sutton","White","30","30","[c]","[c]"
"In post","2021","Unknown","Mid Kent","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mid Kent","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mid Kent","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mid Kent","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mid Kent","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mid Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mid Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mid Kent","White","60","60","30000","26360"
"In post","2021","Unknown","Mid Lancashire","Asian","[c]","[c]","[c]","[c]"
