"Status","Year","Profession_of_post","Sex","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Counter Fraud","Male","AA/AO","490","460","22430","21260"
"In post","2022","Counter Fraud","Male","EO","1430","1320","28220","27570"
"In post","2022","Counter Fraud","Male","G6/G7","110","110","60670","59290"
"In post","2022","Counter Fraud","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Male","SEO/HEO","640","620","35950","34780"
"In post","2022","Digital, Data and Technology","Female","AA/AO","280","260","21790","21280"
"In post","2022","Digital, Data and Technology","Female","EO","1200","1120","27490","27130"
"In post","2022","Digital, Data and Technology","Female","G6/G7","1920","1860","57000","55210"
"In post","2022","Digital, Data and Technology","Female","SCS","90","90","88130","81550"
"In post","2022","Digital, Data and Technology","Female","SEO/HEO","3490","3340","37010","36500"
"In post","2022","Digital, Data and Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Male","AA/AO","390","380","21990","21380"
"In post","2022","Digital, Data and Technology","Male","EO","2270","2210","27880","27570"
"In post","2022","Digital, Data and Technology","Male","G6/G7","3680","3650","59390","57500"
"In post","2022","Digital, Data and Technology","Male","SCS","200","190","93760","90000"
"In post","2022","Digital, Data and Technology","Male","SEO/HEO","6450","6360","38240","37710"
"In post","2022","Digital, Data and Technology","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Female","AA/AO","30","30","[c]","[c]"
"In post","2022","Economics","Female","EO","80","80","26990","27270"
"In post","2022","Economics","Female","G6/G7","330","310","59660","57620"
"In post","2022","Economics","Female","SCS","40","30","[c]","[c]"
"In post","2022","Economics","Female","SEO/HEO","300","290","35640","34290"
"In post","2022","Economics","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Male","AA/AO","50","50","[c]","[c]"
"In post","2022","Economics","Male","EO","70","70","27030","27340"
"In post","2022","Economics","Male","G6/G7","580","570","60130","57950"
"In post","2022","Economics","Male","SCS","50","50","96340","82890"
"In post","2022","Economics","Male","SEO/HEO","570","570","35430","34320"
"In post","2022","Economics","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Female","AA/AO","660","570","21990","21380"
"In post","2022","Finance","Female","EO","1520","1420","26950","26670"
"In post","2022","Finance","Female","G6/G7","1350","1300","58130","56570"
"In post","2022","Finance","Female","SCS","140","140","86470","80650"
"In post","2022","Finance","Female","SEO/HEO","3180","3040","37160","36410"
"In post","2022","Finance","Female","Unknown","30","30","[c]","[c]"
"In post","2022","Finance","Male","AA/AO","330","310","22010","21380"
"In post","2022","Finance","Male","EO","850","840","26920","26670"
"In post","2022","Finance","Male","G6/G7","1380","1370","59680","58010"
"In post","2022","Finance","Male","SCS","200","190","89640","82160"
"In post","2022","Finance","Male","SEO/HEO","2630","2590","37930","37100"
"In post","2022","Finance","Male","Unknown","50","40","[c]","[c]"
"In post","2022","Geography","Female","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Female","EO","60","60","27500","26740"
"In post","2022","Geography","Female","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Female","SEO/HEO","80","70","35810","33290"
"In post","2022","Geography","Male","AA/AO","50","40","[c]","[c]"
"In post","2022","Geography","Male","EO","90","90","27560","26740"
"In post","2022","Geography","Male","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Male","SEO/HEO","170","160","35550","33290"
"In post","2022","Human Resources","Female","AA/AO","900","810","21960","21380"
"In post","2022","Human Resources","Female","EO","1250","1150","27260","26880"
"In post","2022","Human Resources","Female","G6/G7","1460","1400","57770","55940"
"In post","2022","Human Resources","Female","SCS","150","150","86650","79720"
"In post","2022","Human Resources","Female","SEO/HEO","2990","2830","36310","35530"
"In post","2022","Human Resources","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Male","AA/AO","330","320","22020","21410"
"In post","2022","Human Resources","Male","EO","480","470","27720","27380"
"In post","2022","Human Resources","Male","G6/G7","640","630","58700","57460"
"In post","2022","Human Resources","Male","SCS","80","70","86460","79500"
"In post","2022","Human Resources","Male","SEO/HEO","1300","1270","37110","36740"
"In post","2022","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Female","G6/G7","330","320","74790","75500"
"In post","2022","Inspector of Education and Training","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Female","SEO/HEO","340","330","50340","51360"
"In post","2022","Inspector of Education and Training","Male","G6/G7","210","210","76300","75500"
"In post","2022","Inspector of Education and Training","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Male","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Intelligence Analysis","Female","AA/AO","70","60","23320","21960"
"In post","2022","Intelligence Analysis","Female","EO","820","750","27480","27370"
"In post","2022","Intelligence Analysis","Female","G6/G7","90","80","58840","58230"
"In post","2022","Intelligence Analysis","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Female","SEO/HEO","500","480","36230","35500"
"In post","2022","Intelligence Analysis","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Male","AA/AO","40","40","[c]","[c]"
"In post","2022","Intelligence Analysis","Male","EO","770","740","27940","27370"
"In post","2022","Intelligence Analysis","Male","G6/G7","150","140","60150","58470"
"In post","2022","Intelligence Analysis","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Male","SEO/HEO","770","760","37600","37000"
"In post","2022","Intelligence Analysis","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Female","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Female","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Female","G6/G7","100","90","58410","55230"
"In post","2022","Internal Audit","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Female","SEO/HEO","250","240","40180","40120"
"In post","2022","Internal Audit","Male","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Male","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Male","G6/G7","110","110","58760","59020"
"In post","2022","Internal Audit","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Male","SEO/HEO","210","200","40810","40580"
"In post","2022","International Trade","Female","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Female","EO","60","60","27100","26510"
"In post","2022","International Trade","Female","G6/G7","300","300","55900","52190"
"In post","2022","International Trade","Female","SCS","50","50","82110","75300"
"In post","2022","International Trade","Female","SEO/HEO","340","330","35900","35370"
"In post","2022","International Trade","Male","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Male","EO","50","50","27730","26820"
"In post","2022","International Trade","Male","G6/G7","370","370","56440","54420"
"In post","2022","International Trade","Male","SCS","70","70","82950","74600"
"In post","2022","International Trade","Male","SEO/HEO","400","400","36690","38160"
"In post","2022","Knowledge and Information Management","Female","AA/AO","230","220","22240","21380"
"In post","2022","Knowledge and Information Management","Female","EO","350","320","27760","27570"
"In post","2022","Knowledge and Information Management","Female","G6/G7","160","150","56770","54540"
"In post","2022","Knowledge and Information Management","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Female","SEO/HEO","550","520","36400","35480"
"In post","2022","Knowledge and Information Management","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Male","AA/AO","140","130","22350","21380"
"In post","2022","Knowledge and Information Management","Male","EO","230","230","27670","27570"
"In post","2022","Knowledge and Information Management","Male","G6/G7","160","160","58660","57400"
"In post","2022","Knowledge and Information Management","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Male","SEO/HEO","500","500","36910","36610"
"In post","2022","Knowledge and Information Management","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Female","AA/AO","160","130","22190","22080"
"In post","2022","Legal","Female","EO","980","920","28330","27130"
"In post","2022","Legal","Female","G6/G7","3910","3530","58850","57370"
"In post","2022","Legal","Female","SCS","220","210","86570","82500"
"In post","2022","Legal","Female","SEO/HEO","2190","2020","39850","38890"
"In post","2022","Legal","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Male","AA/AO","110","110","22660","22080"
"In post","2022","Legal","Male","EO","880","860","28360","26820"
"In post","2022","Legal","Male","G6/G7","2350","2270","60390","59730"
"In post","2022","Legal","Male","SCS","180","170","89610","83460"
"In post","2022","Legal","Male","SEO/HEO","1700","1650","39010","37930"
"In post","2022","Legal","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Female","AA/AO","310","290","22810","23280"
"In post","2022","Medicine","Female","EO","220","190","32150","31530"
"In post","2022","Medicine","Female","G6/G7","470","400","72280","74960"
"In post","2022","Medicine","Female","SCS","200","170","103330","100750"
"In post","2022","Medicine","Female","SEO/HEO","560","500","39880","39030"
"In post","2022","Medicine","Male","AA/AO","40","30","[c]","[c]"
"In post","2022","Medicine","Male","EO","90","90","31110","31530"
"In post","2022","Medicine","Male","G6/G7","280","250","76270","78190"
"In post","2022","Medicine","Male","SCS","140","130","110070","107720"
"In post","2022","Medicine","Male","SEO/HEO","200","190","40550","39630"
"In post","2022","Operational Delivery","Female","AA/AO","60250","51210","22300","21260"
"In post","2022","Operational Delivery","Female","EO","50070","44560","27860","27570"
"In post","2022","Operational Delivery","Female","G6/G7","4170","4030","57530","55130"
"In post","2022","Operational Delivery","Female","SCS","410","400","89070","80950"
"In post","2022","Operational Delivery","Female","SEO/HEO","20570","19360","36110","34500"
"In post","2022","Operational Delivery","Female","Unknown","14630","13460","29740","28200"
"In post","2022","Operational Delivery","Male","AA/AO","42900","40750","23930","21840"
"In post","2022","Operational Delivery","Male","EO","35170","33710","28540","27570"
"In post","2022","Operational Delivery","Male","G6/G7","3870","3810","59950","57460"
"In post","2022","Operational Delivery","Male","SCS","460","450","93650","85780"
"In post","2022","Operational Delivery","Male","SEO/HEO","17650","17090","37970","36500"
"In post","2022","Operational Delivery","Male","Unknown","4840","4570","31200","28200"
"In post","2022","Operational Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","EO","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","G6/G7","170","150","56030","56350"
"In post","2022","Operational Research","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","SEO/HEO","220","210","36890","37930"
"In post","2022","Operational Research","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Male","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Male","EO","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Male","G6/G7","330","320","55440","55210"
"In post","2022","Operational Research","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Male","SEO/HEO","310","300","37250","38070"
"In post","2022","Operational Research","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other","Female","AA/AO","6460","5800","21510","21260"
"In post","2022","Other","Female","EO","4840","4460","27350","27570"
"In post","2022","Other","Female","G6/G7","940","890","59040","57320"
"In post","2022","Other","Female","SCS","160","150","90920","83780"
"In post","2022","Other","Female","SEO/HEO","3410","3230","35980","35050"
"In post","2022","Other","Female","Unknown","260","260","32570","30780"
"In post","2022","Other","Male","AA/AO","4100","3990","21190","21170"
"In post","2022","Other","Male","EO","3910","3830","27070","27570"
"In post","2022","Other","Male","G6/G7","1140","1120","60990","57460"
"In post","2022","Other","Male","SCS","170","170","101720","92000"
"In post","2022","Other","Male","SEO/HEO","3290","3220","36440","35430"
"In post","2022","Other","Male","Unknown","1700","1700","38030","34460"
"In post","2022","Other","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Female","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Female","EO","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Female","G6/G7","30","30","[c]","[c]"
"In post","2022","Planning","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Female","SEO/HEO","50","50","38730","38160"
"In post","2022","Planning","Male","AA/AO","[c]","[c]","[c]","[c]"
