"Status","Year","Profession_of_post","Sex","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Planning Inspectors","Male","G6/G7","230","210","57400","58810"
"In post","2022","Planning Inspectors","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Female","AA/AO","420","390","23600","23720"
"In post","2022","Policy","Female","EO","1700","1630","28080","27850"
"In post","2022","Policy","Female","G6/G7","6770","6460","57800","55620"
"In post","2022","Policy","Female","SCS","940","890","83860","76990"
"In post","2022","Policy","Female","SEO/HEO","8070","7780","37070","36650"
"In post","2022","Policy","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Male","AA/AO","240","230","23970","24370"
"In post","2022","Policy","Male","EO","1060","1040","28160","27960"
"In post","2022","Policy","Male","G6/G7","6340","6250","58600","57430"
"In post","2022","Policy","Male","SCS","970","950","86730","78300"
"In post","2022","Policy","Male","SEO/HEO","6400","6330","37330","36740"
"In post","2022","Policy","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","AA/AO","330","260","22110","21260"
"In post","2022","Project Delivery","Female","EO","880","810","27060","26820"
"In post","2022","Project Delivery","Female","G6/G7","2120","2050","57090","55210"
"In post","2022","Project Delivery","Female","SCS","170","160","86680","79990"
"In post","2022","Project Delivery","Female","SEO/HEO","4470","4230","36820","36840"
"In post","2022","Project Delivery","Female","Unknown","180","170","41250","39860"
"In post","2022","Project Delivery","Male","AA/AO","140","130","22060","21260"
"In post","2022","Project Delivery","Male","EO","530","520","26700","26670"
"In post","2022","Project Delivery","Male","G6/G7","2620","2570","58080","55260"
"In post","2022","Project Delivery","Male","SCS","200","200","93650","86740"
"In post","2022","Project Delivery","Male","SEO/HEO","3920","3840","37810","38600"
"In post","2022","Project Delivery","Male","Unknown","320","320","47090","44430"
"In post","2022","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Female","AA/AO","450","390","20770","21250"
"In post","2022","Property","Female","EO","760","690","27330","26880"
"In post","2022","Property","Female","G6/G7","510","500","57120","55210"
"In post","2022","Property","Female","SCS","30","30","[c]","[c]"
"In post","2022","Property","Female","SEO/HEO","1360","1290","36910","35310"
"In post","2022","Property","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Male","AA/AO","540","520","19730","19010"
"In post","2022","Property","Male","EO","780","760","27250","26880"
"In post","2022","Property","Male","G6/G7","1000","980","59080","58090"
"In post","2022","Property","Male","SCS","60","60","93770","90000"
"In post","2022","Property","Male","SEO/HEO","2070","2010","38280","37100"
"In post","2022","Property","Male","Unknown","40","40","[c]","[c]"
"In post","2022","Psychology","Female","AA/AO","80","70","21700","21550"
"In post","2022","Psychology","Female","EO","350","340","27140","26850"
"In post","2022","Psychology","Female","G6/G7","90","90","65240","65520"
"In post","2022","Psychology","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Female","SEO/HEO","810","780","37100","31600"
"In post","2022","Psychology","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Male","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Male","EO","70","60","26840","26850"
"In post","2022","Psychology","Male","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Male","SEO/HEO","90","80","36910","34340"
"In post","2022","Psychology","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Female","AA/AO","320","310","22060","21580"
"In post","2022","Science and Engineering","Female","EO","660","630","26150","26370"
"In post","2022","Science and Engineering","Female","G6/G7","980","910","55860","53620"
"In post","2022","Science and Engineering","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Female","SEO/HEO","2290","2120","36340","37000"
"In post","2022","Science and Engineering","Female","Unknown","90","90","39650","33870"
"In post","2022","Science and Engineering","Male","AA/AO","780","770","21700","22200"
"In post","2022","Science and Engineering","Male","EO","1320","1290","26140","26370"
"In post","2022","Science and Engineering","Male","G6/G7","2160","2080","56040","55660"
"In post","2022","Science and Engineering","Male","SCS","70","60","92680","92290"
"In post","2022","Science and Engineering","Male","SEO/HEO","4540","4440","37580","38070"
"In post","2022","Science and Engineering","Male","Unknown","720","710","41020","39860"
"In post","2022","Security","Female","AA/AO","860","820","25220","21830"
"In post","2022","Security","Female","EO","350","330","29490","27570"
"In post","2022","Security","Female","G6/G7","160","160","58320","56860"
"In post","2022","Security","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Security","Female","SEO/HEO","720","700","37740","36500"
"In post","2022","Security","Female","Unknown","50","40","[c]","[c]"
"In post","2022","Security","Male","AA/AO","4730","4640","27330","23540"
"In post","2022","Security","Male","EO","700","690","35800","33520"
"In post","2022","Security","Male","G6/G7","350","350","59570","58430"
"In post","2022","Security","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Security","Male","SEO/HEO","1190","1170","40380","38160"
"In post","2022","Security","Male","Unknown","140","140","31800","28280"
"In post","2022","Social Research","Female","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Female","EO","40","40","[c]","[c]"
"In post","2022","Social Research","Female","G6/G7","240","230","57390","57290"
"In post","2022","Social Research","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Female","SEO/HEO","620","590","36560","37610"
"In post","2022","Social Research","Male","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Male","EO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Male","G6/G7","120","120","57970","57190"
"In post","2022","Social Research","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Male","SEO/HEO","240","240","36200","37380"
"In post","2022","Social Research","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Female","AA/AO","40","40","[c]","[c]"
"In post","2022","Statistics","Female","EO","100","90","28150","28310"
"In post","2022","Statistics","Female","G6/G7","380","350","57590","56500"
"In post","2022","Statistics","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Female","SEO/HEO","560","530","37200","37610"
"In post","2022","Statistics","Male","AA/AO","30","30","[c]","[c]"
"In post","2022","Statistics","Male","EO","150","150","27980","27850"
"In post","2022","Statistics","Male","G6/G7","390","390","58790","59220"
"In post","2022","Statistics","Male","SCS","30","30","[c]","[c]"
"In post","2022","Statistics","Male","SEO/HEO","690","680","37520","37830"
"In post","2022","Statistics","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Female","AA/AO","1820","1660","21370","21250"
"In post","2022","Tax","Female","EO","2400","2200","27450","26820"
"In post","2022","Tax","Female","G6/G7","1170","1110","58980","55210"
"In post","2022","Tax","Female","SCS","40","40","[c]","[c]"
"In post","2022","Tax","Female","SEO/HEO","3870","3640","36050","33370"
"In post","2022","Tax","Male","AA/AO","1580","1520","21340","21250"
"In post","2022","Tax","Male","EO","2410","2340","27340","26820"
"In post","2022","Tax","Male","G6/G7","1840","1770","59750","55210"
"In post","2022","Tax","Male","SCS","40","40","[c]","[c]"
"In post","2022","Tax","Male","SEO/HEO","4440","4310","36140","33370"
"In post","2022","Unknown","Female","AA/AO","2490","2280","22820","22140"
"In post","2022","Unknown","Female","EO","3040","2900","27930","27230"
"In post","2022","Unknown","Female","G6/G7","4250","4080","61140","61190"
"In post","2022","Unknown","Female","SCS","540","520","92280","83230"
"In post","2022","Unknown","Female","SEO/HEO","6960","6720","36610","35540"
"In post","2022","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","AA/AO","2350","2280","23400","22140"
"In post","2022","Unknown","Male","EO","2400","2370","28340","27500"
"In post","2022","Unknown","Male","G6/G7","3850","3810","62330","62120"
"In post","2022","Unknown","Male","SCS","680","680","100770","93000"
"In post","2022","Unknown","Male","SEO/HEO","5680","5620","37290","36130"
"In post","2022","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Female","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Female","EO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Female","G6/G7","70","60","54600","54280"
"In post","2022","Veterinarian","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Female","SEO/HEO","160","140","39360","37480"
"In post","2022","Veterinarian","Male","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Male","EO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Male","G6/G7","70","70","55710","54510"
"In post","2022","Veterinarian","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Male","SEO/HEO","100","100","40470","37910"
"Leaver CS","2021","Commercial","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","Commercial","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","SEO/HEO","50","50","37630","37250"
"Leaver CS","2021","Commercial","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","SEO/HEO","70","70","36210","35500"
"Leaver CS","2021","Communications","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","G6/G7","30","30","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","SEO/HEO","60","60","37990","38280"
"Leaver CS","2021","Digital, Data and Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","AA/AO","30","30","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","EO","60","50","27590","26710"
"Leaver CS","2021","Digital, Data and Technology","Male","G6/G7","90","80","59490","57680"
"Leaver CS","2021","Digital, Data and Technology","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","SEO/HEO","130","130","37980","38000"
"Leaver CS","2021","Digital, Data and Technology","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Male","AA/AO","40","40","[c]","[c]"
"Leaver CS","2021","Economics","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","SEO/HEO","50","50","[c]","[c]"
"Leaver CS","2021","Finance","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Male","G6/G7","40","40","[c]","[c]"
"Leaver CS","2021","Finance","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Male","SEO/HEO","60","60","40870","39890"
"Leaver CS","2021","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Female","AA/AO","40","40","[c]","[c]"
"Leaver CS","2021","Human Resources","Female","EO","40","30","[c]","[c]"
"Leaver CS","2021","Human Resources","Female","G6/G7","40","40","[c]","[c]"
"Leaver CS","2021","Human Resources","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Female","SEO/HEO","70","70","38780","38770"
"Leaver CS","2021","Human Resources","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Male","SEO/HEO","50","50","[c]","[c]"
"Leaver CS","2021","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Female","G6/G7","130","110","58930","55610"
"Leaver CS","2021","Legal","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Female","SEO/HEO","90","70","41040","42460"
"Leaver CS","2021","Legal","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Male","G6/G7","110","100","58300","55610"
"Leaver CS","2021","Legal","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Male","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","Medicine","Female","AA/AO","40","40","[c]","[c]"
"Leaver CS","2021","Medicine","Female","EO","40","30","[c]","[c]"
"Leaver CS","2021","Medicine","Female","G6/G7","30","20","[c]","[c]"
"Leaver CS","2021","Medicine","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Female","SEO/HEO","50","40","38210","37890"
"Leaver CS","2021","Medicine","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Female","AA/AO","2580","2240","20520","20470"
"Leaver CS","2021","Operational Delivery","Female","EO","590","520","26460","26410"
"Leaver CS","2021","Operational Delivery","Female","G6/G7","120","120","58120","56290"
"Leaver CS","2021","Operational Delivery","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Female","SEO/HEO","390","350","35490","33840"
"Leaver CS","2021","Operational Delivery","Female","Unknown","450","390","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Male","AA/AO","2620","2400","20870","20690"
"Leaver CS","2021","Operational Delivery","Male","EO","690","610","28220","27000"
"Leaver CS","2021","Operational Delivery","Male","G6/G7","150","140","61030","58230"
"Leaver CS","2021","Operational Delivery","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Male","SEO/HEO","460","420","39390","38160"
"Leaver CS","2021","Operational Delivery","Male","Unknown","160","140","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Female","AA/AO","280","250","20900","20920"
"Leaver CS","2021","Other","Female","EO","120","110","25680","26670"
"Leaver CS","2021","Other","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Female","SEO/HEO","140","130","35870","36960"
"Leaver CS","2021","Other","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Male","AA/AO","210","200","20560","20180"
"Leaver CS","2021","Other","Male","EO","310","300","27750","29100"
"Leaver CS","2021","Other","Male","G6/G7","40","40","[c]","[c]"
"Leaver CS","2021","Other","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Male","SEO/HEO","170","160","35280","34340"
"Leaver CS","2021","Other","Male","Unknown","160","160","36220","33270"
"Leaver CS","2021","Other","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Female","AA/AO","50","40","[c]","[c]"
"Leaver CS","2021","Policy","Female","EO","80","70","24650","26550"
"Leaver CS","2021","Policy","Female","G6/G7","120","110","58350","55660"
"Leaver CS","2021","Policy","Female","SCS","40","30","[c]","[c]"
"Leaver CS","2021","Policy","Female","SEO/HEO","140","130","36650","36720"
"Leaver CS","2021","Policy","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Male","EO","50","50","[c]","[c]"
