"Status","Year","Organisation","Sexual_orientation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Accountant in Bankruptcy","LGBO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","LGBO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","LGBO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","LGBO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","LGBO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Heterosexual / straight","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Heterosexual / straight","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Heterosexual / straight","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Heterosexual / straight","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Heterosexual / straight","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Heterosexual / straight","South East (England)","50","50","32220","25010"
"Leaver CS","2022","Animal and Plant Health Agency","Heterosexual / straight","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Heterosexual / straight","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Heterosexual / straight","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Heterosexual / straight","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","LGBO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","LGBO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","LGBO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","LGBO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","Heterosexual / straight","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","LGBO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Heterosexual / straight","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Heterosexual / straight","London","230","220","52440","54700"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Heterosexual / straight","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Heterosexual / straight","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Heterosexual / straight","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Heterosexual / straight","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Heterosexual / straight","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Heterosexual / straight","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Heterosexual / straight","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Heterosexual / straight","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","LGBO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","LGBO","London","30","30","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","LGBO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","LGBO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","London","200","190","53400","51030"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","Unknown","60","60","52690","49700"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","Yorkshire and The Humber","30","30","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","LGBO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Heterosexual / straight","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Heterosexual / straight","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Heterosexual / straight","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Heterosexual / straight","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","LGBO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","LGBO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Heterosexual / straight","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Heterosexual / straight","Wales","40","40","[c]","[c]"
"Leaver CS","2022","Companies House","LGBO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","LGBO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Unknown","Wales","30","30","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Heterosexual / straight","London","80","70","54320","54430"
"Leaver CS","2022","Competition and Markets Authority","Heterosexual / straight","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Heterosexual / straight","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","LGBO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","LGBO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","LGBO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","Heterosexual / straight","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","LGBO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","LGBO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Heterosexual / straight","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Heterosexual / straight","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Heterosexual / straight","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Heterosexual / straight","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Heterosexual / straight","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Heterosexual / straight","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","LGBO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","LGBO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","LGBO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Heterosexual / straight","Scotland","90","80","33120","23230"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","LGBO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Heterosexual / straight","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Heterosexual / straight","London","90","80","44360","53050"
"Leaver CS","2022","Crown Prosecution Service","Heterosexual / straight","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Heterosexual / straight","North West (England)","30","30","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Heterosexual / straight","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Heterosexual / straight","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Heterosexual / straight","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Heterosexual / straight","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Heterosexual / straight","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","LGBO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","LGBO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","LGBO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Heterosexual / straight","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Heterosexual / straight","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","LGBO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Heterosexual / straight","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Heterosexual / straight","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Heterosexual / straight","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Heterosexual / straight","Scotland","50","40","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Heterosexual / straight","South East (England)","30","30","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Heterosexual / straight","South West (England)","480","450","36060","31950"
"Leaver CS","2022","Defence Equipment and Support","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Heterosexual / straight","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Heterosexual / straight","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Heterosexual / straight","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","LGBO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","LGBO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","LGBO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","LGBO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","LGBO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
