"Status","Year","Region_ITL1","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","London","Communications","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"In post","2021","London","Communications","Department for Education","160","150","43480","41460"
"In post","2021","London","Communications","Department for Environment, Food and Rural Affairs","130","130","44540","39910"
"In post","2021","London","Communications","Department for International Trade","100","100","42590","38540"
"In post","2021","London","Communications","Department for Transport","120","110","47350","43360"
"In post","2021","London","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","London","Communications","Department of Health and Social Care","260","260","42970","36070"
"In post","2021","London","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","London","Communications","Foreign, Commonwealth and Development Office","130","130","48690","45840"
"In post","2021","London","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","London","Communications","HM Revenue and Customs","170","160","48300","41760"
"In post","2021","London","Communications","HM Treasury","40","40","[c]","[c]"
"In post","2021","London","Communications","Ministry of Defence","280","280","33320","27160"
"In post","2021","London","Communications","Ministry of Housing, Communities and Local Government","90","90","42700","39600"
"In post","2021","London","Communications","Ministry of Justice","130","130","44720","39870"
"In post","2021","London","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","London","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","London","Communications","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","London","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","London","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","London","Communications","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","London","Communications","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","London","Communications","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","London","Communications","UK Export Finance","40","40","[c]","[c]"
"In post","2021","London","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","London","Communications","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","London","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","London","Counter Fraud","Attorney General's Departments","250","240","45590","40000"
"In post","2021","London","Counter Fraud","Cabinet Office","80","80","48820","54700"
"In post","2021","London","Counter Fraud","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","London","Counter Fraud","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"In post","2021","London","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","London","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","London","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","London","Counter Fraud","HM Revenue and Customs","1900","1820","37900","36160"
"In post","2021","London","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","London","Debt","HM Revenue and Customs","550","490","27520","25630"
"In post","2021","London","Debt","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","London","Debt","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","London","Digital, Data & Technology","Attorney General's Departments","90","90","41730","35290"
"In post","2021","London","Digital, Data & Technology","Cabinet Office","880","870","52220","54700"
"In post","2021","London","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","London","Digital, Data & Technology","Competition and Markets Authority","60","60","57200","55860"
"In post","2021","London","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","180","180","47540","43500"
"In post","2021","London","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","London","Digital, Data & Technology","Department for Education","90","90","45800","45040"
"In post","2021","London","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","100","100","48400","42540"
"In post","2021","London","Digital, Data & Technology","Department for International Trade","120","120","46630","43000"
"In post","2021","London","Digital, Data & Technology","Department for Transport","90","90","43370","41470"
"In post","2021","London","Digital, Data & Technology","Department of Health and Social Care","260","260","46460","41890"
"In post","2021","London","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","London","Digital, Data & Technology","Foreign, Commonwealth and Development Office","30","30","[c]","[c]"
"In post","2021","London","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","London","Digital, Data & Technology","HM Revenue and Customs","280","270","46820","41760"
"In post","2021","London","Digital, Data & Technology","HM Treasury","60","60","51360","48700"
"In post","2021","London","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","London","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","80","80","49940","53130"
"In post","2021","London","Digital, Data & Technology","Ministry of Justice","600","600","50950","52850"
"In post","2021","London","Digital, Data & Technology","National Crime Agency","90","90","47310","43420"
"In post","2021","London","Digital, Data & Technology","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","London","Digital, Data & Technology","Office for Standards in Education","30","30","[c]","[c]"
"In post","2021","London","Digital, Data & Technology","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"In post","2021","London","Digital, Data & Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","London","Digital, Data & Technology","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","London","Digital, Data & Technology","The National Archives","100","100","40120","39390"
"In post","2021","London","Digital, Data & Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","London","Digital, Data & Technology","United Kingdom Statistics Authority","40","40","[c]","[c]"
"In post","2021","London","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","London","Finance","Attorney General's Departments","80","70","43360","33930"
"In post","2021","London","Finance","Cabinet Office","90","90","46340","41820"
"In post","2021","London","Finance","Chancellor's other departments","40","40","[c]","[c]"
"In post","2021","London","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","London","Finance","Department for Business, Energy and Industrial Strategy","160","160","51900","53290"
"In post","2021","London","Finance","Department for Digital, Culture, Media and Sport","70","70","57450","61730"
"In post","2021","London","Finance","Department for Education","110","110","52200","53760"
"In post","2021","London","Finance","Department for Environment, Food and Rural Affairs","70","60","49610","43920"
"In post","2021","London","Finance","Department for International Trade","90","90","47250","44030"
"In post","2021","London","Finance","Department for Transport","120","120","51110","54380"
"In post","2021","London","Finance","Department of Health and Social Care","320","320","42810","40470"
"In post","2021","London","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","London","Finance","Foreign, Commonwealth and Development Office","100","100","50220","44110"
"In post","2021","London","Finance","HM Land Registry","40","40","[c]","[c]"
"In post","2021","London","Finance","HM Revenue and Customs","310","300","52270","45960"
"In post","2021","London","Finance","HM Treasury","100","100","51840","52680"
"In post","2021","London","Finance","Ministry of Defence","200","200","48640","45200"
"In post","2021","London","Finance","Ministry of Housing, Communities and Local Government","90","80","54630","53130"
"In post","2021","London","Finance","Ministry of Justice","420","410","45680","40480"
"In post","2021","London","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","London","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","London","Finance","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","London","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","London","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","London","Finance","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","London","Finance","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","London","Finance","UK Export Finance","50","50","[c]","[c]"
"In post","2021","London","Finance","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","London","Finance","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","London","Finance","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","London","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","London","Human Resources","Attorney General's Departments","110","110","41340","35010"
"In post","2021","London","Human Resources","Cabinet Office","530","520","46890","41080"
"In post","2021","London","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","London","Human Resources","Competition and Markets Authority","40","40","[c]","[c]"
"In post","2021","London","Human Resources","Department for Business, Energy and Industrial Strategy","120","120","47300","45900"
"In post","2021","London","Human Resources","Department for Digital, Culture, Media and Sport","60","60","49770","37990"
"In post","2021","London","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
