"Status","Year","Sexual_orientation","Region_ITL3","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","LGBO","West Lothian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","West Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","West Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","West Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","West Northamptonshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","West Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","West Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","West Surrey","AA/AO","50","50","[c]","[c]"
"In post","2021","LGBO","West Surrey","EO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","West Surrey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","West Surrey","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","West Surrey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","West Surrey","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","West Sussex (North East)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","West Sussex (North East)","EO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","West Sussex (North East)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","West Sussex (North East)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","West Sussex (North East)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","West Sussex (North East)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","West Sussex (South West)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","West Sussex (South West)","EO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","West Sussex (South West)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","West Sussex (South West)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","West Sussex (South West)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","West Sussex (South West)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Westminster","AA/AO","100","100","24430","24260"
"In post","2021","LGBO","Westminster","EO","360","350","28580","27960"
"In post","2021","LGBO","Westminster","G6/G7","1350","1330","58930","57430"
"In post","2021","LGBO","Westminster","SCS","220","210","86140","78000"
"In post","2021","LGBO","Westminster","SEO/HEO","1370","1360","37500","36800"
"In post","2021","LGBO","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Wiltshire","AA/AO","50","40","[c]","[c]"
"In post","2021","LGBO","Wiltshire","EO","40","30","[c]","[c]"
"In post","2021","LGBO","Wiltshire","G6/G7","30","30","[c]","[c]"
"In post","2021","LGBO","Wiltshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Wiltshire","SEO/HEO","100","100","33200","33000"
"In post","2021","LGBO","Wiltshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Wirral","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Wirral","EO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Wirral","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Wirral","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Wirral","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Wirral","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Wolverhampton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Wolverhampton","EO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Wolverhampton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Wolverhampton","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Wolverhampton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Wolverhampton","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Worcestershire","AA/AO","50","50","23460","22850"
"In post","2021","LGBO","Worcestershire","EO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Worcestershire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Worcestershire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Worcestershire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Worcestershire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","York","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","York","EO","30","30","[c]","[c]"
"In post","2021","LGBO","York","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","York","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","York","SEO/HEO","50","40","[c]","[c]"
"In post","2021","LGBO","York","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Aberdeen City and Aberdeenshire","AA/AO","90","80","24880","22490"
"In post","2021","Undeclared","Aberdeen City and Aberdeenshire","EO","60","50","29190","27570"
"In post","2021","Undeclared","Aberdeen City and Aberdeenshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Aberdeen City and Aberdeenshire","SEO/HEO","50","50","[c]","[c]"
"In post","2021","Undeclared","Angus and Dundee City","AA/AO","110","100","21200","21010"
"In post","2021","Undeclared","Angus and Dundee City","EO","40","40","[c]","[c]"
"In post","2021","Undeclared","Angus and Dundee City","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Angus and Dundee City","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Antrim and Newtownabbey","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ards and North Down","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ards and North Down","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ards and North Down","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Barking & Dagenham and Havering","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Barking & Dagenham and Havering","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Barking & Dagenham and Havering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Barking & Dagenham and Havering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Barking & Dagenham and Havering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Barnet","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Barnet","EO","40","30","[c]","[c]"
"In post","2021","Undeclared","Barnet","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Barnet","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Barnet","SEO/HEO","60","50","38480","39500"
"In post","2021","Undeclared","Barnet","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Barnsley, Doncaster and Rotherham","AA/AO","110","100","24260","21010"
"In post","2021","Undeclared","Barnsley, Doncaster and Rotherham","EO","80","70","28100","27570"
"In post","2021","Undeclared","Barnsley, Doncaster and Rotherham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Barnsley, Doncaster and Rotherham","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Undeclared","Barnsley, Doncaster and Rotherham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","80","70","23720","21360"
"In post","2021","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","210","190","25900","26670"
"In post","2021","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","260","250","57880","55930"
"In post","2021","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","770","740","37690","38520"
"In post","2021","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","190","180","44520","41330"
"In post","2021","Undeclared","Bedford","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Bedford","EO","30","30","[c]","[c]"
"In post","2021","Undeclared","Bedford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Bedford","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Bedford","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Belfast","AA/AO","50","40","20800","21420"
"In post","2021","Undeclared","Belfast","EO","50","50","[c]","[c]"
"In post","2021","Undeclared","Belfast","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Belfast","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Belfast","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Undeclared","Berkshire","AA/AO","100","90","29640","25540"
"In post","2021","Undeclared","Berkshire","EO","70","70","32410","29290"
"In post","2021","Undeclared","Berkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Berkshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Berkshire","SEO/HEO","60","60","37710","35900"
"In post","2021","Undeclared","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Bexley and Greenwich","AA/AO","60","60","28950","30150"
"In post","2021","Undeclared","Bexley and Greenwich","EO","60","50","31920","31060"
"In post","2021","Undeclared","Bexley and Greenwich","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Bexley and Greenwich","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Bexley and Greenwich","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Birmingham","AA/AO","290","260","20970","20520"
"In post","2021","Undeclared","Birmingham","EO","270","250","26470","26840"
"In post","2021","Undeclared","Birmingham","G6/G7","100","90","58320","56950"
"In post","2021","Undeclared","Birmingham","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Birmingham","SEO/HEO","230","220","36260","34660"
"In post","2021","Undeclared","Birmingham","Unknown","30","30","[c]","[c]"
"In post","2021","Undeclared","Blackburn with Darwen","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Blackburn with Darwen","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Blackburn with Darwen","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Blackburn with Darwen","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Blackpool","AA/AO","110","100","20840","21010"
"In post","2021","Undeclared","Blackpool","EO","160","140","27390","27570"
"In post","2021","Undeclared","Blackpool","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Blackpool","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Blackpool","SEO/HEO","80","70","34820","33940"
"In post","2021","Undeclared","Blackpool","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Bournemouth and Poole","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Bournemouth and Poole","EO","40","30","[c]","[c]"
"In post","2021","Undeclared","Bournemouth and Poole","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Bournemouth and Poole","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Bradford","AA/AO","110","90","20660","21010"
"In post","2021","Undeclared","Bradford","EO","80","70","26700","27570"
"In post","2021","Undeclared","Bradford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Bradford","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Undeclared","Bradford","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Breckland and South Norfolk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Breckland and South Norfolk","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Breckland and South Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Brent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Brent","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Brent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Brent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Brent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Bridgend and Neath Port Talbot","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Bridgend and Neath Port Talbot","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Bridgend and Neath Port Talbot","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Bridgend and Neath Port Talbot","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Bridgend and Neath Port Talbot","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Brighton and Hove","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Brighton and Hove","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Brighton and Hove","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Brighton and Hove","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Brighton and Hove","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Bristol, City of","AA/AO","100","90","21170","21010"
"In post","2021","Undeclared","Bristol, City of","EO","140","130","26680","27500"
"In post","2021","Undeclared","Bristol, City of","G6/G7","130","120","55820","52580"
"In post","2021","Undeclared","Bristol, City of","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Bristol, City of","SEO/HEO","180","170","35700","34500"
"In post","2021","Undeclared","Bristol, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Bromley","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Bromley","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Bromley","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Bromley","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Buckinghamshire CC","AA/AO","50","50","26150","23160"
"In post","2021","Undeclared","Buckinghamshire CC","EO","50","50","29460","28670"
"In post","2021","Undeclared","Buckinghamshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Buckinghamshire CC","SEO/HEO","50","50","38270","35300"
"In post","2021","Undeclared","Buckinghamshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Caithness and Sutherland and Ross and Cromarty","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Caithness and Sutherland and Ross and Cromarty","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Caithness and Sutherland and Ross and Cromarty","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Caithness and Sutherland and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Calderdale and Kirklees","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Calderdale and Kirklees","EO","60","60","27040","27570"
"In post","2021","Undeclared","Calderdale and Kirklees","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Calderdale and Kirklees","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Calderdale and Kirklees","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cambridgeshire CC","AA/AO","100","100","25210","21580"
"In post","2021","Undeclared","Cambridgeshire CC","EO","70","70","28880","27570"
"In post","2021","Undeclared","Cambridgeshire CC","G6/G7","30","30","[c]","[c]"
"In post","2021","Undeclared","Cambridgeshire CC","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cambridgeshire CC","SEO/HEO","150","140","37090","34610"
"In post","2021","Undeclared","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Camden and City of London","AA/AO","90","80","23810","23500"
"In post","2021","Undeclared","Camden and City of London","EO","100","100","29800","29570"
"In post","2021","Undeclared","Camden and City of London","G6/G7","60","60","67700","59900"
"In post","2021","Undeclared","Camden and City of London","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Camden and City of London","SEO/HEO","150","140","39410","37760"
"In post","2021","Undeclared","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cardiff and Vale of Glamorgan","AA/AO","250","220","21700","21430"
"In post","2021","Undeclared","Cardiff and Vale of Glamorgan","EO","270","240","27430","27570"
"In post","2021","Undeclared","Cardiff and Vale of Glamorgan","G6/G7","150","140","60640","60830"
"In post","2021","Undeclared","Cardiff and Vale of Glamorgan","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cardiff and Vale of Glamorgan","SEO/HEO","320","310","37820","37410"
"In post","2021","Undeclared","Cardiff and Vale of Glamorgan","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Causeway Coast and Glens","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Central Bedfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Central Bedfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Central Bedfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Central Bedfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Central Bedfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Central Hampshire","AA/AO","80","80","23470","20970"
"In post","2021","Undeclared","Central Hampshire","EO","60","60","27280","26670"
"In post","2021","Undeclared","Central Hampshire","G6/G7","90","90","52510","51330"
"In post","2021","Undeclared","Central Hampshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Central Hampshire","SEO/HEO","180","180","36690","36460"
"In post","2021","Undeclared","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Central Valleys","AA/AO","30","30","[c]","[c]"
"In post","2021","Undeclared","Central Valleys","EO","50","40","[c]","[c]"
"In post","2021","Undeclared","Central Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Central Valleys","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Central Valleys","SEO/HEO","60","50","41060","37410"
"In post","2021","Undeclared","Central Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cheshire East","AA/AO","30","30","[c]","[c]"
"In post","2021","Undeclared","Cheshire East","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cheshire East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cheshire East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cheshire West and Chester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cheshire West and Chester","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cheshire West and Chester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cheshire West and Chester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chorley and West Lancashire","AA/AO","40","40","[c]","[c]"
"In post","2021","Undeclared","Chorley and West Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chorley and West Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chorley and West Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chorley and West Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","City of Edinburgh","AA/AO","470","440","21800","22820"
"In post","2021","Undeclared","City of Edinburgh","EO","350","330","28190","29350"
"In post","2021","Undeclared","City of Edinburgh","G6/G7","170","170","61520","60220"
"In post","2021","Undeclared","City of Edinburgh","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","City of Edinburgh","SEO/HEO","410","390","37920","35230"
"In post","2021","Undeclared","City of Edinburgh","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Clackmannanshire and Fife","AA/AO","80","60","22630","21580"
"In post","2021","Undeclared","Clackmannanshire and Fife","EO","50","40","[c]","[c]"
"In post","2021","Undeclared","Clackmannanshire and Fife","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Clackmannanshire and Fife","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Clackmannanshire and Fife","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Undeclared","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Conwy and Denbighshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Conwy and Denbighshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Conwy and Denbighshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Conwy and Denbighshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Conwy and Denbighshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cornwall and Isles of Scilly","AA/AO","70","60","21150","21010"
"In post","2021","Undeclared","Cornwall and Isles of Scilly","EO","60","60","27260","27570"
"In post","2021","Undeclared","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Coventry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Coventry","EO","40","30","[c]","[c]"
"In post","2021","Undeclared","Coventry","G6/G7","40","40","[c]","[c]"
"In post","2021","Undeclared","Coventry","SEO/HEO","60","60","34020","33840"
"In post","2021","Undeclared","Coventry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Croydon","AA/AO","200","170","24580","25630"
"In post","2021","Undeclared","Croydon","EO","300","270","29850","29370"
"In post","2021","Undeclared","Croydon","G6/G7","170","170","64020","61260"
"In post","2021","Undeclared","Croydon","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Croydon","SEO/HEO","390","370","39890","39440"
"In post","2021","Undeclared","Croydon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Darlington","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Darlington","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Darlington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Darlington","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Darlington","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Derby","AA/AO","50","40","20440","20920"
"In post","2021","Undeclared","Derby","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Derby","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Derby","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Derby","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Devon CC","AA/AO","150","140","22460","21010"
"In post","2021","Undeclared","Devon CC","EO","110","90","27490","27570"
"In post","2021","Undeclared","Devon CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Devon CC","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Devon CC","SEO/HEO","60","50","38190","37260"
"In post","2021","Undeclared","Devon CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Dorset CC","AA/AO","80","70","24280","22350"
"In post","2021","Undeclared","Dorset CC","EO","70","60","28010","27130"
"In post","2021","Undeclared","Dorset CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Dorset CC","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Dorset CC","SEO/HEO","60","60","36870","36300"
"In post","2021","Undeclared","Dorset CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Dudley","AA/AO","50","40","20520","21010"
"In post","2021","Undeclared","Dudley","EO","40","30","[c]","[c]"
"In post","2021","Undeclared","Dudley","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Dudley","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Dumfries and Galloway","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Dumfries and Galloway","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Dumfries and Galloway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Durham CC","AA/AO","220","200","23370","21430"
"In post","2021","Undeclared","Durham CC","EO","120","100","27350","27130"
"In post","2021","Undeclared","Durham CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Durham CC","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Durham CC","SEO/HEO","70","60","36950","36480"
"In post","2021","Undeclared","Durham CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ealing","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ealing","EO","30","30","[c]","[c]"
"In post","2021","Undeclared","Ealing","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ealing","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ealing","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Ayrshire and North Ayrshire mainland","AA/AO","50","40","[c]","[c]"
"In post","2021","Undeclared","East Ayrshire and North Ayrshire mainland","EO","40","30","[c]","[c]"
"In post","2021","Undeclared","East Ayrshire and North Ayrshire mainland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Ayrshire and North Ayrshire mainland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Ayrshire and North Ayrshire mainland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Cumbria","AA/AO","30","30","[c]","[c]"
"In post","2021","Undeclared","East Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Derbyshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Derbyshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","AA/AO","120","110","28610","22820"
"In post","2021","Undeclared","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","EO","50","50","31220","27570"
"In post","2021","Undeclared","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","G6/G7","[c]","[c]","[c]","[c]"
