"Status","Year","Sexual_orientation","Region_ITL3","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Heterosexual / straight","Stoke-on-Trent","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Stoke-on-Trent","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Stoke-on-Trent","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Suffolk CC","AA/AO","180","180","23040","21260"
"New entrant CS","2022","Heterosexual / straight","Suffolk CC","EO","50","50","26350","26590"
"New entrant CS","2022","Heterosexual / straight","Suffolk CC","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Suffolk CC","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Suffolk CC","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Suffolk CC","Unknown","60","50","29770","24800"
"New entrant CS","2022","Heterosexual / straight","Sunderland","AA/AO","150","150","21260","21260"
"New entrant CS","2022","Heterosexual / straight","Sunderland","EO","60","60","27740","27570"
"New entrant CS","2022","Heterosexual / straight","Sunderland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Sunderland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Sunderland","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Swansea","AA/AO","330","320","20630","21840"
"New entrant CS","2022","Heterosexual / straight","Swansea","EO","50","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Swansea","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Swansea","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Swansea","SEO/HEO","50","50","35430","37450"
"New entrant CS","2022","Heterosexual / straight","Swansea","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Swindon","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Swindon","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Swindon","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Swindon","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Swindon","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Telford and Wrekin","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Telford and Wrekin","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Telford and Wrekin","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Telford and Wrekin","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Telford and Wrekin","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Thurrock","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Thurrock","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Thurrock","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Torbay","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Torbay","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Torbay","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Torbay","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Tower Hamlets","AA/AO","80","70","22510","22770"
"New entrant CS","2022","Heterosexual / straight","Tower Hamlets","EO","160","160","27740","27140"
"New entrant CS","2022","Heterosexual / straight","Tower Hamlets","G6/G7","140","130","61000","58320"
"New entrant CS","2022","Heterosexual / straight","Tower Hamlets","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Tower Hamlets","SEO/HEO","180","170","36960","34580"
"New entrant CS","2022","Heterosexual / straight","Tower Hamlets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Tyneside","AA/AO","660","630","21230","21260"
"New entrant CS","2022","Heterosexual / straight","Tyneside","EO","380","370","26560","26590"
"New entrant CS","2022","Heterosexual / straight","Tyneside","G6/G7","80","80","53720","52640"
"New entrant CS","2022","Heterosexual / straight","Tyneside","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Tyneside","SEO/HEO","240","230","34180","33080"
"New entrant CS","2022","Heterosexual / straight","Tyneside","Unknown","130","120","28040","26310"
"New entrant CS","2022","Heterosexual / straight","Unknown","AA/AO","60","60","21360","21260"
"New entrant CS","2022","Heterosexual / straight","Unknown","EO","60","50","28400","27570"
"New entrant CS","2022","Heterosexual / straight","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","SEO/HEO","50","50","34380","34530"
"New entrant CS","2022","Heterosexual / straight","Unknown","Unknown","60","60","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Wakefield","AA/AO","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Wakefield","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Wakefield","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Wakefield","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Wakefield","Unknown","70","60","28160","24090"
"New entrant CS","2022","Heterosexual / straight","Walsall","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Walsall","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Walsall","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Walsall","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Walsall","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Wandsworth","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Wandsworth","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Wandsworth","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Wandsworth","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Warrington","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Warrington","EO","60","60","30160","28840"
"New entrant CS","2022","Heterosexual / straight","Warrington","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Warrington","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Warrington","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Warrington","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Warwickshire CC","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Warwickshire CC","EO","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Warwickshire CC","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Warwickshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Warwickshire CC","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Cumbria","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Cumbria","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Cumbria","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Essex","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Essex","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Essex","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Essex","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Kent","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Kent","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Kent","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Kent","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Lothian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Lothian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Lothian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Lothian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Northamptonshire","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Northamptonshire","EO","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Northamptonshire","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Surrey","AA/AO","120","110","25620","24370"
"New entrant CS","2022","Heterosexual / straight","West Surrey","EO","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Surrey","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Surrey","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Surrey","SEO/HEO","50","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Surrey","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Sussex (North East)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Sussex (North East)","EO","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Sussex (North East)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Sussex (North East)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Sussex (North East)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Sussex (South West)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Sussex (South West)","EO","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Sussex (South West)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Sussex (South West)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Sussex (South West)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","West Sussex (South West)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Westminster","AA/AO","260","250","23340","23720"
"New entrant CS","2022","Heterosexual / straight","Westminster","EO","840","820","27610","27500"
"New entrant CS","2022","Heterosexual / straight","Westminster","G6/G7","710","700","56350","54110"
"New entrant CS","2022","Heterosexual / straight","Westminster","SCS","60","60","99380","92890"
"New entrant CS","2022","Heterosexual / straight","Westminster","SEO/HEO","1790","1760","36290","34550"
"New entrant CS","2022","Heterosexual / straight","Westminster","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Wiltshire","AA/AO","170","160","21490","20890"
"New entrant CS","2022","Heterosexual / straight","Wiltshire","EO","90","80","25440","25000"
"New entrant CS","2022","Heterosexual / straight","Wiltshire","G6/G7","50","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Wiltshire","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Wiltshire","SEO/HEO","200","200","33220","33000"
"New entrant CS","2022","Heterosexual / straight","Wiltshire","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Wirral","AA/AO","110","110","21450","21260"
"New entrant CS","2022","Heterosexual / straight","Wirral","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Wirral","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Wirral","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Wirral","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Wirral","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Wolverhampton","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Wolverhampton","EO","40","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Wolverhampton","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Wolverhampton","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Wolverhampton","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Worcestershire CC","AA/AO","90","90","22010","21300"
"New entrant CS","2022","Heterosexual / straight","Worcestershire CC","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Worcestershire CC","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Worcestershire CC","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Worcestershire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Worcestershire CC","Unknown","60","60","29070","26390"
"New entrant CS","2022","Heterosexual / straight","York","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","York","EO","70","60","25410","26350"
"New entrant CS","2022","Heterosexual / straight","York","G6/G7","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","York","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","York","SEO/HEO","120","110","34400","32000"
"New entrant CS","2022","Heterosexual / straight","York","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Aberdeen City and Aberdeenshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Aberdeen City and Aberdeenshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Aberdeen City and Aberdeenshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Aberdeen City and Aberdeenshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Angus and Dundee City","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","Angus and Dundee City","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Angus and Dundee City","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Angus and Dundee City","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Antrim and Newtownabbey","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Antrim and Newtownabbey","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Antrim and Newtownabbey","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Antrim and Newtownabbey","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ards and North Down","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ards and North Down","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ards and North Down","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ards and North Down","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Armagh City, Banbridge and Craigavon","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Armagh City, Banbridge and Craigavon","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Armagh City, Banbridge and Craigavon","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Barking & Dagenham and Havering","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Barking & Dagenham and Havering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Barking & Dagenham and Havering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Barking & Dagenham and Havering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Barnet","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Barnet","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Barnet","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Barnet","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Barnet","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Barnet","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Barnsley, Doncaster and Rotherham","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Barnsley, Doncaster and Rotherham","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Barnsley, Doncaster and Rotherham","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Barnsley, Doncaster and Rotherham","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Barnsley, Doncaster and Rotherham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bedford","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bedford","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bedford","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bedford","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bedford","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Belfast","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Belfast","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Belfast","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Belfast","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Belfast","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Berkshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Berkshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Berkshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Berkshire","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Berkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bexley and Greenwich","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bexley and Greenwich","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bexley and Greenwich","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bexley and Greenwich","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bexley and Greenwich","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Birmingham","AA/AO","40","30","[c]","[c]"
"New entrant CS","2022","LGBO","Birmingham","EO","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","Birmingham","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Birmingham","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Birmingham","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Birmingham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Blackburn with Darwen","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Blackburn with Darwen","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Blackburn with Darwen","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Blackburn with Darwen","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Blackburn with Darwen","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Blackpool","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","Blackpool","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Blackpool","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Blackpool","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Blackpool","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bournemouth, Christchurch and Poole","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bournemouth, Christchurch and Poole","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bournemouth, Christchurch and Poole","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bournemouth, Christchurch and Poole","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bournemouth, Christchurch and Poole","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bradford","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bradford","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bradford","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bradford","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bradford","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Breckland and South Norfolk","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Breckland and South Norfolk","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Breckland and South Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Breckland and South Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Brent","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Brent","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Brent","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Brent","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Brent","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bridgend and Neath Port Talbot","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bridgend and Neath Port Talbot","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bridgend and Neath Port Talbot","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bridgend and Neath Port Talbot","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bridgend and Neath Port Talbot","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Brighton and Hove","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Brighton and Hove","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Brighton and Hove","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Brighton and Hove","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bristol, City of","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bristol, City of","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bristol, City of","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bristol, City of","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bristol, City of","SEO/HEO","40","30","[c]","[c]"
"New entrant CS","2022","LGBO","Bristol, City of","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bromley","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bromley","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bromley","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bromley","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Bromley","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Buckinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Buckinghamshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Buckinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Buckinghamshire","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Buckinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Buckinghamshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Caithness and Sutherland, and Ross and Cromarty","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Caithness and Sutherland, and Ross and Cromarty","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Caithness and Sutherland, and Ross and Cromarty","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Caithness and Sutherland, and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Calderdale and Kirklees","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Calderdale and Kirklees","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Calderdale and Kirklees","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Calderdale and Kirklees","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Calderdale and Kirklees","Unknown","[c]","[c]","[c]","[c]"
