"Status","Year","Age","Region_ITL1","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Wales","Human Resources","110","110","26670","24500"
"In post","2021","20-29","Wales","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales","Legal","50","50","33840","27920"
"In post","2021","20-29","Wales","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales","Operational Delivery","2570","2500","23270","21590"
"In post","2021","20-29","Wales","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales","Other","60","60","27470","23830"
"In post","2021","20-29","Wales","Policy","170","170","28840","28850"
"In post","2021","20-29","Wales","Project Delivery","60","50","32100","31040"
"In post","2021","20-29","Wales","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales","Science and Engineering","100","100","32360","29950"
"In post","2021","20-29","Wales","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales","Social Research","110","110","33450","29540"
"In post","2021","20-29","Wales","Statistics","140","140","32150","29540"
"In post","2021","20-29","Wales","Tax","440","420","25840","25560"
"In post","2021","20-29","Wales","Unknown","820","800","24750","27570"
"In post","2021","20-29","Wales","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","20-29","West Midlands (England)","Commercial","40","40","[c]","[c]"
"In post","2021","20-29","West Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","West Midlands (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","West Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","20-29","West Midlands (England)","Digital, Data and Technology","140","140","32710","31810"
"In post","2021","20-29","West Midlands (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","20-29","West Midlands (England)","Finance","70","70","29790","26780"
"In post","2021","20-29","West Midlands (England)","Human Resources","30","30","[c]","[c]"
"In post","2021","20-29","West Midlands (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","West Midlands (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","20-29","West Midlands (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","West Midlands (England)","Legal","50","50","[c]","[c]"
"In post","2021","20-29","West Midlands (England)","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","20-29","West Midlands (England)","Operational Delivery","2350","2300","23650","22850"
"In post","2021","20-29","West Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","20-29","West Midlands (England)","Other","80","80","23300","20920"
"In post","2021","20-29","West Midlands (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2021","20-29","West Midlands (England)","Policy","100","100","29670","30190"
"In post","2021","20-29","West Midlands (England)","Project Delivery","70","70","31180","30980"
"In post","2021","20-29","West Midlands (England)","Property","50","50","[c]","[c]"
"In post","2021","20-29","West Midlands (England)","Psychology","50","50","[c]","[c]"
"In post","2021","20-29","West Midlands (England)","Science and Engineering","50","40","[c]","[c]"
"In post","2021","20-29","West Midlands (England)","Security","50","50","[c]","[c]"
"In post","2021","20-29","West Midlands (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","20-29","West Midlands (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","20-29","West Midlands (England)","Tax","260","250","28950","25560"
"In post","2021","20-29","West Midlands (England)","Unknown","860","840","25910","27570"
"In post","2021","20-29","Yorkshire and The Humber","Commercial","60","60","29930","28970"
"In post","2021","20-29","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Yorkshire and The Humber","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Yorkshire and The Humber","Digital, Data and Technology","110","110","32990","30470"
"In post","2021","20-29","Yorkshire and The Humber","Economics","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Yorkshire and The Humber","Finance","90","90","31380","28970"
"In post","2021","20-29","Yorkshire and The Humber","Human Resources","50","50","[c]","[c]"
"In post","2021","20-29","Yorkshire and The Humber","Intelligence Analysis","40","40","[c]","[c]"
"In post","2021","20-29","Yorkshire and The Humber","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Yorkshire and The Humber","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Yorkshire and The Humber","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Yorkshire and The Humber","Legal","90","90","30350","25560"
"In post","2021","20-29","Yorkshire and The Humber","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Yorkshire and The Humber","Operational Delivery","2690","2650","24110","23970"
"In post","2021","20-29","Yorkshire and The Humber","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Yorkshire and The Humber","Other","60","50","24230","20920"
"In post","2021","20-29","Yorkshire and The Humber","Planning","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Yorkshire and The Humber","Policy","320","320","32530","29360"
"In post","2021","20-29","Yorkshire and The Humber","Project Delivery","60","60","29640","29180"
"In post","2021","20-29","Yorkshire and The Humber","Property","50","40","[c]","[c]"
"In post","2021","20-29","Yorkshire and The Humber","Psychology","40","40","[c]","[c]"
"In post","2021","20-29","Yorkshire and The Humber","Science and Engineering","60","60","28450","26370"
"In post","2021","20-29","Yorkshire and The Humber","Security","50","50","26730","25680"
"In post","2021","20-29","Yorkshire and The Humber","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Yorkshire and The Humber","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Yorkshire and The Humber","Tax","490","480","26380","25560"
"In post","2021","20-29","Yorkshire and The Humber","Unknown","1420","1400","26380","27570"
"In post","2021","20-29","Yorkshire and The Humber","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","Digital, Data and Technology","70","60","37090","32580"
"In post","2021","30-39","East Midlands (England)","Finance","40","40","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","Human Resources","70","70","36840","31970"
"In post","2021","30-39","East Midlands (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","Intelligence Analysis","30","30","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","Legal","110","100","41640","46020"
"In post","2021","30-39","East Midlands (England)","Medicine","50","50","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","Operational Delivery","2110","1960","26440","25400"
"In post","2021","30-39","East Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","Other","110","100","26410","21130"
"In post","2021","30-39","East Midlands (England)","Policy","70","70","40570","37030"
"In post","2021","30-39","East Midlands (England)","Project Delivery","60","60","35070","33300"
"In post","2021","30-39","East Midlands (England)","Property","70","60","32060","26500"
"In post","2021","30-39","East Midlands (England)","Psychology","70","70","34690","31180"
"In post","2021","30-39","East Midlands (England)","Science and Engineering","80","80","37240","34730"
"In post","2021","30-39","East Midlands (England)","Security","40","30","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","Tax","330","320","31110","31810"
"In post","2021","30-39","East Midlands (England)","Unknown","850","770","26490","27570"
"In post","2021","30-39","East Midlands (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East of England","Commercial","60","60","36410","34800"
"In post","2021","30-39","East of England","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East of England","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East of England","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East of England","Digital, Data and Technology","70","70","32910","31810"
"In post","2021","30-39","East of England","Economics","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East of England","Finance","60","60","35990","33300"
"In post","2021","30-39","East of England","Human Resources","40","40","[c]","[c]"
"In post","2021","30-39","East of England","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East of England","Intelligence Analysis","110","110","32810","33300"
"In post","2021","30-39","East of England","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East of England","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2021","30-39","East of England","Legal","120","110","36870","35230"
"In post","2021","30-39","East of England","Medicine","40","30","[c]","[c]"
"In post","2021","30-39","East of England","Operational Delivery","1990","1870","27760","26850"
"In post","2021","30-39","East of England","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East of England","Other","120","110","25750","21130"
"In post","2021","30-39","East of England","Policy","60","50","46830","45200"
"In post","2021","30-39","East of England","Project Delivery","110","100","37490","33710"
"In post","2021","30-39","East of England","Property","60","60","32950","33000"
"In post","2021","30-39","East of England","Psychology","70","70","33480","31180"
"In post","2021","30-39","East of England","Science and Engineering","220","210","35980","33170"
"In post","2021","30-39","East of England","Security","110","110","30360","26750"
"In post","2021","30-39","East of England","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East of England","Tax","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East of England","Unknown","710","640","28670","27570"
"In post","2021","30-39","East of England","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","30-39","London","Commercial","190","180","46590","42470"
"In post","2021","30-39","London","Communications","680","670","48060","45250"
"In post","2021","30-39","London","Corporate Finance","30","30","[c]","[c]"
"In post","2021","30-39","London","Counter Fraud","110","110","41370","40000"
"In post","2021","30-39","London","Digital, Data and Technology","830","820","49950","48900"
"In post","2021","30-39","London","Economics","440","420","58460","57980"
"In post","2021","30-39","London","Finance","570","560","51270","53420"
"In post","2021","30-39","London","Human Resources","520","510","46400","42190"
"In post","2021","30-39","London","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","30-39","London","Intelligence Analysis","360","340","41490","37640"
"In post","2021","30-39","London","Internal Audit","30","30","[c]","[c]"
"In post","2021","30-39","London","International Trade","320","320","50800","51970"
"In post","2021","30-39","London","Knowledge and Information Management","140","140","42030","38340"
"In post","2021","30-39","London","Legal","1410","1350","52240","51810"
"In post","2021","30-39","London","Medicine","80","70","59520","53830"
"In post","2021","30-39","London","Operational Delivery","5400","5170","35070","32680"
"In post","2021","30-39","London","Operational Research","130","120","51220","52110"
"In post","2021","30-39","London","Other","880","860","44240","38430"
"In post","2021","30-39","London","Planning","[c]","[c]","[c]","[c]"
"In post","2021","30-39","London","Policy","5680","5540","52110","53420"
"In post","2021","30-39","London","Project Delivery","930","910","49430","45200"
"In post","2021","30-39","London","Property","150","150","44970","41690"
"In post","2021","30-39","London","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","London","Science and Engineering","370","340","44190","41030"
"In post","2021","30-39","London","Security","270","260","39940","38800"
"In post","2021","30-39","London","Social Research","130","130","50080","52010"
