"Status","Year","Age","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","30-39","Belfast","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Berkshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Berkshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Berkshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Berkshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Berkshire","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Berkshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Bexley and Greenwich","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Bexley and Greenwich","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Birmingham","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Birmingham","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Birmingham","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Birmingham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Birmingham","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Birmingham","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Birmingham","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Birmingham","No function","50","40","[c]","[c]"
"Leaver CS","2021","30-39","Birmingham","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Birmingham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Blackpool","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Blackpool","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Bournemouth and Poole","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Bournemouth and Poole","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Bournemouth and Poole","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Bradford","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Bradford","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Breckland and South Norfolk","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Brent","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Brent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Bridgend and Neath Port Talbot","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Brighton and Hove","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Brighton and Hove","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Brighton and Hove","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Bristol, City of","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Bristol, City of","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Bristol, City of","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Bristol, City of","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Bristol, City of","No function","40","40","[c]","[c]"
"Leaver CS","2021","30-39","Bristol, City of","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Bristol, City of","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Bristol, City of","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Bromley","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Bromley","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Bromley","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Buckinghamshire CC","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Buckinghamshire CC","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Buckinghamshire CC","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Buckinghamshire CC","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Buckinghamshire CC","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Buckinghamshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Buckinghamshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Calderdale and Kirklees","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Calderdale and Kirklees","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Calderdale and Kirklees","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Cambridgeshire CC","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Cambridgeshire CC","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Cambridgeshire CC","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Cambridgeshire CC","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Cambridgeshire CC","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Camden and City of London","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Camden and City of London","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Camden and City of London","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Camden and City of London","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Camden and City of London","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Cardiff and Vale of Glamorgan","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Cardiff and Vale of Glamorgan","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Cardiff and Vale of Glamorgan","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Cardiff and Vale of Glamorgan","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Cardiff and Vale of Glamorgan","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Cardiff and Vale of Glamorgan","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Cardiff and Vale of Glamorgan","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","30-39","Central Bedfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Central Hampshire","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Central Hampshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Central Hampshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Central Hampshire","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Central Hampshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Central Valleys","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Central Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Cheshire East","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Cheshire East","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Cheshire West and Chester","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chorley and West Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chorley and West Lancashire","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","City of Edinburgh","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","City of Edinburgh","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","City of Edinburgh","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","City of Edinburgh","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","City of Edinburgh","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","City of Edinburgh","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","City of Edinburgh","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","City of Edinburgh","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","City of Edinburgh","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","30-39","Clackmannanshire and Fife","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Clackmannanshire and Fife","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Clackmannanshire and Fife","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Conwy and Denbighshire","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Cornwall and Isles of Scilly","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Coventry","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Coventry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Croydon","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Croydon","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Croydon","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Croydon","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Croydon","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","30-39","Darlington","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Derby","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Derby","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Derby","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Devon CC","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Devon CC","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Devon CC","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Devon CC","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Devon CC","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Devon CC","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","30-39","Dorset CC","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Dorset CC","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Dorset CC","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Dorset CC","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Dudley","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Dumfries and Galloway","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Dumfries and Galloway","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Dumfries and Galloway","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Durham CC","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Durham CC","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Durham CC","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Durham CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ealing","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ealing","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Ayrshire and North Ayrshire mainland","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Ayrshire and North Ayrshire mainland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Ayrshire and North Ayrshire mainland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Cumbria","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Cumbria","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Cumbria","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Kent","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Kent","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Lothian and Midlothian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Merseyside","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Riding of Yorkshire","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Riding of Yorkshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Riding of Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Surrey","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Surrey","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Sussex CC","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Sussex CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Enfield","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Enfield","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Essex Haven Gateway","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Essex Haven Gateway","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Essex Thames Gateway","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Falkirk","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Falkirk","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Falkirk","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Flintshire and Wrexham","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Glasgow City","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Glasgow City","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Glasgow City","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Glasgow City","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Glasgow City","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","30-39","Gloucestershire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Gloucestershire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Gloucestershire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Greater Manchester North East","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Greater Manchester North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Greater Manchester North West","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Greater Manchester North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Greater Manchester South East","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Greater Manchester South East","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Greater Manchester South East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Greater Manchester South West","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Greater Manchester South West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Gwent Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Gwynedd","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Hackney and Newham","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Hackney and Newham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Haringey and Islington","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Haringey and Islington","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Harrow and Hillingdon","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Harrow and Hillingdon","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Harrow and Hillingdon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Hartlepool and Stockton-on-Tees","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Hartlepool and Stockton-on-Tees","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Heart of Essex","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Heart of Essex","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Herefordshire, County of","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Herefordshire, County of","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Herefordshire, County of","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Hertfordshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Hertfordshire","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Hertfordshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Hounslow and Richmond upon Thames","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Hounslow and Richmond upon Thames","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Hounslow and Richmond upon Thames","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Hounslow and Richmond upon Thames","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Inverclyde, East Renfrewshire and Renfrewshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Inverclyde, East Renfrewshire and Renfrewshire","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Inverclyde, East Renfrewshire and Renfrewshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Inverness and Nairn and Moray, Badenoch and Strathspey","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Inverness and Nairn and Moray, Badenoch and Strathspey","No function","[c]","[c]","[c]","[c]"
