"Status","Year","Region_ITL1","Function_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","London","Analysis","65+","30","30","[c]","[c]"
"In post","2022","London","Commercial","16-19","[c]","[c]","[c]","[c]"
"In post","2022","London","Commercial","20-29","390","390","42040","40650"
"In post","2022","London","Commercial","30-39","430","430","56360","54700"
"In post","2022","London","Commercial","40-49","480","470","67090","63340"
"In post","2022","London","Commercial","50-59","450","440","68330","59540"
"In post","2022","London","Commercial","60-64","90","80","62040","55460"
"In post","2022","London","Commercial","65+","[c]","[c]","[c]","[c]"
"In post","2022","London","Communications","16-19","[c]","[c]","[c]","[c]"
"In post","2022","London","Communications","20-29","690","690","37110","34710"
"In post","2022","London","Communications","30-39","760","740","49140","46070"
"In post","2022","London","Communications","40-49","540","520","55340","53760"
"In post","2022","London","Communications","50-59","330","320","51570","45780"
"In post","2022","London","Communications","60-64","70","70","47920","41580"
"In post","2022","London","Communications","65+","[c]","[c]","[c]","[c]"
"In post","2022","London","Counter Fraud","16-19","[c]","[c]","[c]","[c]"
"In post","2022","London","Counter Fraud","20-29","490","480","33200","31020"
"In post","2022","London","Counter Fraud","30-39","600","590","38060","37300"
"In post","2022","London","Counter Fraud","40-49","750","710","38950","37610"
"In post","2022","London","Counter Fraud","50-59","1270","1220","38780","37610"
"In post","2022","London","Counter Fraud","60-64","360","290","36970","32000"
"In post","2022","London","Counter Fraud","65+","120","90","34850","31880"
"In post","2022","London","Debt","20-29","40","40","[c]","[c]"
"In post","2022","London","Debt","30-39","[c]","[c]","[c]","[c]"
"In post","2022","London","Debt","40-49","80","70","29740","26400"
"In post","2022","London","Debt","50-59","210","200","30490","26400"
"In post","2022","London","Debt","60-64","90","70","29670","26400"
"In post","2022","London","Debt","65+","50","40","28960","26400"
"In post","2022","London","Digital, Data & Technology","16-19","[c]","[c]","[c]","[c]"
"In post","2022","London","Digital, Data & Technology","20-29","790","790","39250","36650"
"In post","2022","London","Digital, Data & Technology","30-39","1210","1190","50480","53760"
"In post","2022","London","Digital, Data & Technology","40-49","1140","1110","53830","54270"
"In post","2022","London","Digital, Data & Technology","50-59","920","900","49080","45000"
"In post","2022","London","Digital, Data & Technology","60-64","200","190","46410","41010"
"In post","2022","London","Digital, Data & Technology","65+","60","50","43600","39250"
"In post","2022","London","Finance","16-19","[c]","[c]","[c]","[c]"
"In post","2022","London","Finance","20-29","510","510","40250","38590"
"In post","2022","London","Finance","30-39","680","660","50420","51610"
"In post","2022","London","Finance","40-49","740","720","52360","49060"
"In post","2022","London","Finance","50-59","820","800","50080","44020"
"In post","2022","London","Finance","60-64","170","160","45870","41140"
"In post","2022","London","Finance","65+","70","70","38220","35570"
"In post","2022","London","Grants Management","20-29","[c]","[c]","[c]","[c]"
"In post","2022","London","Grants Management","30-39","[c]","[c]","[c]","[c]"
"In post","2022","London","Grants Management","40-49","[c]","[c]","[c]","[c]"
"In post","2022","London","Grants Management","60-64","[c]","[c]","[c]","[c]"
"In post","2022","London","Human Resources","16-19","[c]","[c]","[c]","[c]"
"In post","2022","London","Human Resources","20-29","590","590","35990","32790"
"In post","2022","London","Human Resources","30-39","660","650","46150","41750"
"In post","2022","London","Human Resources","40-49","710","680","50600","47580"
"In post","2022","London","Human Resources","50-59","750","730","49970","45000"
"In post","2022","London","Human Resources","60-64","150","130","49310","43870"
"In post","2022","London","Human Resources","65+","30","20","[c]","[c]"
"In post","2022","London","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"In post","2022","London","Internal Audit","30-39","40","30","[c]","[c]"
"In post","2022","London","Internal Audit","40-49","50","50","55390","53070"
"In post","2022","London","Internal Audit","50-59","90","90","56410","53050"
"In post","2022","London","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"In post","2022","London","Internal Audit","65+","[c]","[c]","[c]","[c]"
"In post","2022","London","Legal","16-19","[c]","[c]","[c]","[c]"
"In post","2022","London","Legal","20-29","720","710","34380","29280"
"In post","2022","London","Legal","30-39","1390","1330","51990","51830"
"In post","2022","London","Legal","40-49","1420","1290","58120","61860"
"In post","2022","London","Legal","50-59","1240","1170","57570","62120"
"In post","2022","London","Legal","60-64","260","240","53620","60500"
"In post","2022","London","Legal","65+","110","90","52440","60900"
"In post","2022","London","No function","16-19","70","60","25200","25110"
"In post","2022","London","No function","20-29","14240","14140","36050","33210"
"In post","2022","London","No function","30-39","12930","12560","44710","40230"
"In post","2022","London","No function","40-49","10400","9890","47020","40650"
"In post","2022","London","No function","50-59","11140","10730","42480","35900"
"In post","2022","London","No function","60-64","2930","2630","39170","31880"
"In post","2022","London","No function","65+","1200","1000","36650","31060"
"In post","2022","London","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","London","Project Delivery","16-19","[c]","[c]","[c]","[c]"
"In post","2022","London","Project Delivery","20-29","670","670","40220","38600"
"In post","2022","London","Project Delivery","30-39","1160","1130","52330","53130"
"In post","2022","London","Project Delivery","40-49","1070","1020","58120","58030"
"In post","2022","London","Project Delivery","50-59","1170","1140","57390","56520"
"In post","2022","London","Project Delivery","60-64","260","230","51870","45200"
"In post","2022","London","Project Delivery","65+","90","70","48120","40910"
"In post","2022","London","Property","16-19","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","20-29","210","210","34630","32000"
"In post","2022","London","Property","30-39","250","240","44830","41750"
"In post","2022","London","Property","40-49","380","360","45740","41750"
"In post","2022","London","Property","50-59","570","550","45460","40600"
"In post","2022","London","Property","60-64","200","180","41750","35290"
"In post","2022","London","Property","65+","90","80","36920","30620"
"In post","2022","London","Security","16-19","[c]","[c]","[c]","[c]"
"In post","2022","London","Security","20-29","390","390","34090","33210"
"In post","2022","London","Security","30-39","430","420","42220","40450"
"In post","2022","London","Security","40-49","400","390","47320","44490"
"In post","2022","London","Security","50-59","530","520","42050","38860"
"In post","2022","London","Security","60-64","140","130","40230","38010"
"In post","2022","London","Security","65+","50","50","38310","39090"
"In post","2022","London","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","London","Unknown","20-29","2630","2620","37110","35050"
"In post","2022","London","Unknown","30-39","3640","3510","43330","41950"
"In post","2022","London","Unknown","40-49","3970","3770","43690","37640"
"In post","2022","London","Unknown","50-59","4260","4090","41260","35200"
"In post","2022","London","Unknown","60-64","1160","1040","37000","30370"
"In post","2022","London","Unknown","65+","460","370","33020","29080"
"In post","2022","North East (England)","Analysis","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Analysis","20-29","70","70","32030","31900"
"In post","2022","North East (England)","Analysis","30-39","50","50","42130","39250"
"In post","2022","North East (England)","Analysis","40-49","40","40","[c]","[c]"
"In post","2022","North East (England)","Analysis","50-59","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Commercial","20-29","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Commercial","30-39","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Commercial","40-49","40","40","[c]","[c]"
"In post","2022","North East (England)","Commercial","50-59","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Commercial","60-64","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Commercial","65+","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Communications","20-29","300","300","28420","26820"
"In post","2022","North East (England)","Communications","30-39","510","490","30410","26820"
"In post","2022","North East (England)","Communications","40-49","360","350","30840","26820"
"In post","2022","North East (England)","Communications","50-59","280","260","29150","26820"
"In post","2022","North East (England)","Communications","60-64","60","50","26310","26820"
"In post","2022","North East (England)","Communications","65+","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Counter Fraud","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Counter Fraud","20-29","160","160","29160","27570"
"In post","2022","North East (England)","Counter Fraud","30-39","270","260","32290","27570"
"In post","2022","North East (England)","Counter Fraud","40-49","280","260","31810","27570"
"In post","2022","North East (England)","Counter Fraud","50-59","340","310","30540","27570"
"In post","2022","North East (England)","Counter Fraud","60-64","80","60","29200","27570"
"In post","2022","North East (England)","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Debt","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Debt","20-29","200","190","21800","21250"
"In post","2022","North East (England)","Debt","30-39","180","170","22700","21260"
"In post","2022","North East (England)","Debt","40-49","210","180","23000","21260"
"In post","2022","North East (England)","Debt","50-59","230","200","22740","21260"
"In post","2022","North East (England)","Debt","60-64","110","80","22710","21260"
"In post","2022","North East (England)","Debt","65+","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Digital, Data & Technology","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Digital, Data & Technology","20-29","290","290","34980","33080"
"In post","2022","North East (England)","Digital, Data & Technology","30-39","560","540","41540","40030"
"In post","2022","North East (England)","Digital, Data & Technology","40-49","690","670","43990","40280"
"In post","2022","North East (England)","Digital, Data & Technology","50-59","640","630","42900","39350"
"In post","2022","North East (England)","Digital, Data & Technology","60-64","130","100","39640","35980"
"In post","2022","North East (England)","Digital, Data & Technology","65+","30","30","[c]","[c]"
"In post","2022","North East (England)","Finance","20-29","80","80","32540","31990"
"In post","2022","North East (England)","Finance","30-39","180","170","36940","33370"
"In post","2022","North East (England)","Finance","40-49","270","260","41520","37420"
"In post","2022","North East (England)","Finance","50-59","290","270","39650","35310"
"In post","2022","North East (England)","Finance","60-64","50","40","[c]","[c]"
"In post","2022","North East (England)","Finance","65+","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Grants Management","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Grants Management","20-29","100","100","22140","21300"
"In post","2022","North East (England)","Grants Management","30-39","80","70","23740","21300"
"In post","2022","North East (England)","Grants Management","40-49","110","100","25330","21300"
"In post","2022","North East (England)","Grants Management","50-59","80","70","27290","24920"
"In post","2022","North East (England)","Grants Management","60-64","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Grants Management","65+","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Human Resources","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Human Resources","20-29","140","140","26180","24100"
"In post","2022","North East (England)","Human Resources","30-39","250","240","29610","27570"
"In post","2022","North East (England)","Human Resources","40-49","220","210","33230","28330"
"In post","2022","North East (England)","Human Resources","50-59","220","210","34150","31990"
"In post","2022","North East (England)","Human Resources","60-64","80","60","30770","27570"
"In post","2022","North East (England)","Human Resources","65+","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Legal","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Legal","20-29","40","40","[c]","[c]"
"In post","2022","North East (England)","Legal","30-39","100","90","38550","33370"
"In post","2022","North East (England)","Legal","40-49","110","100","40390","39020"
"In post","2022","North East (England)","Legal","50-59","140","130","42140","35490"
"In post","2022","North East (England)","Legal","60-64","30","20","[c]","[c]"
"In post","2022","North East (England)","Legal","65+","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","No function","16-19","50","50","[c]","[c]"
"In post","2022","North East (England)","No function","20-29","2710","2650","24980","23140"
"In post","2022","North East (England)","No function","30-39","3970","3670","27630","26610"
"In post","2022","North East (England)","No function","40-49","4670","4240","28540","26820"
"In post","2022","North East (England)","No function","50-59","6180","5460","28050","26590"
"In post","2022","North East (England)","No function","60-64","2260","1690","25940","22080"
"In post","2022","North East (England)","No function","65+","510","370","24900","22080"
"In post","2022","North East (England)","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Project Delivery","20-29","120","120","32760","33080"
"In post","2022","North East (England)","Project Delivery","30-39","220","210","39920","40180"
"In post","2022","North East (England)","Project Delivery","40-49","380","370","42820","40520"
"In post","2022","North East (England)","Project Delivery","50-59","450","420","43680","40520"
"In post","2022","North East (England)","Project Delivery","60-64","80","60","42470","37880"
"In post","2022","North East (England)","Project Delivery","65+","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Property","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Property","20-29","160","150","24620","22010"
"In post","2022","North East (England)","Property","30-39","160","160","28780","25520"
"In post","2022","North East (England)","Property","40-49","150","150","32990","26880"
"In post","2022","North East (England)","Property","50-59","210","200","34510","29360"
"In post","2022","North East (England)","Property","60-64","70","60","32380","27280"
"In post","2022","North East (England)","Property","65+","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Security","20-29","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Security","30-39","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Security","40-49","40","30","[c]","[c]"
"In post","2022","North East (England)","Security","50-59","50","50","[c]","[c]"
"In post","2022","North East (England)","Security","60-64","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Security","65+","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Unknown","20-29","220","200","24550","24880"
"In post","2022","North East (England)","Unknown","30-39","350","320","26960","24880"
"In post","2022","North East (England)","Unknown","40-49","440","410","28400","25220"
"In post","2022","North East (England)","Unknown","50-59","470","430","27190","25040"
"In post","2022","North East (England)","Unknown","60-64","150","120","25360","21680"
"In post","2022","North East (England)","Unknown","65+","50","30","[c]","[c]"
"In post","2022","North West (England)","Analysis","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Analysis","20-29","210","210","34180","33370"
"In post","2022","North West (England)","Analysis","30-39","130","120","44250","40520"
"In post","2022","North West (England)","Analysis","40-49","70","70","44430","40520"
"In post","2022","North West (England)","Analysis","50-59","60","50","44360","40520"
"In post","2022","North West (England)","Analysis","60-64","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Analysis","65+","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Commercial","20-29","110","110","34480","31500"
"In post","2022","North West (England)","Commercial","30-39","190","190","42160","38330"
"In post","2022","North West (England)","Commercial","40-49","160","160","51720","40710"
"In post","2022","North West (England)","Commercial","50-59","180","170","49070","43270"
"In post","2022","North West (England)","Commercial","60-64","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Commercial","65+","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Communications","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Communications","20-29","250","250","28100","26820"
"In post","2022","North West (England)","Communications","30-39","250","240","32220","30400"
"In post","2022","North West (England)","Communications","40-49","190","190","33790","33000"
"In post","2022","North West (England)","Communications","50-59","100","90","35510","33080"
"In post","2022","North West (England)","Communications","60-64","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Communications","65+","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Counter Fraud","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Counter Fraud","20-29","330","330","28530","26820"
"In post","2022","North West (England)","Counter Fraud","30-39","550","540","33300","31990"
"In post","2022","North West (England)","Counter Fraud","40-49","590","570","34110","33080"
"In post","2022","North West (England)","Counter Fraud","50-59","800","760","34230","31990"
"In post","2022","North West (England)","Counter Fraud","60-64","230","170","31470","27570"
"In post","2022","North West (England)","Counter Fraud","65+","70","50","31320","27570"
"In post","2022","North West (England)","Debt","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Debt","20-29","130","130","21760","21250"
"In post","2022","North West (England)","Debt","30-39","130","120","22900","21260"
"In post","2022","North West (England)","Debt","40-49","160","140","23930","21260"
"In post","2022","North West (England)","Debt","50-59","220","200","24800","21260"
"In post","2022","North West (England)","Debt","60-64","70","60","23360","21260"
"In post","2022","North West (England)","Debt","65+","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Digital, Data & Technology","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Digital, Data & Technology","20-29","390","390","33700","33000"
"In post","2022","North West (England)","Digital, Data & Technology","30-39","610","600","40500","36780"
"In post","2022","North West (England)","Digital, Data & Technology","40-49","770","750","43860","39110"
"In post","2022","North West (England)","Digital, Data & Technology","50-59","920","900","42900","38330"
"In post","2022","North West (England)","Digital, Data & Technology","60-64","170","140","40830","36500"
"In post","2022","North West (England)","Digital, Data & Technology","65+","40","40","[c]","[c]"
"In post","2022","North West (England)","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Finance","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Finance","20-29","160","160","31560","29360"
"In post","2022","North West (England)","Finance","30-39","250","250","38260","35310"
"In post","2022","North West (England)","Finance","40-49","360","340","37460","35310"
"In post","2022","North West (England)","Finance","50-59","490","460","38270","35310"
"In post","2022","North West (England)","Finance","60-64","100","80","34590","31990"
"In post","2022","North West (England)","Finance","65+","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Grants Management","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Grants Management","20-29","140","130","22130","21300"
"In post","2022","North West (England)","Grants Management","30-39","170","150","23120","21300"
"In post","2022","North West (England)","Grants Management","40-49","300","260","25010","21300"
"In post","2022","North West (England)","Grants Management","50-59","200","180","25620","21300"
"In post","2022","North West (England)","Grants Management","60-64","70","60","23550","21300"
"In post","2022","North West (England)","Grants Management","65+","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Human Resources","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Human Resources","20-29","240","240","27950","26820"
"In post","2022","North West (England)","Human Resources","30-39","390","380","33490","31660"
"In post","2022","North West (England)","Human Resources","40-49","410","390","37210","33370"
"In post","2022","North West (England)","Human Resources","50-59","590","560","36340","33300"
"In post","2022","North West (England)","Human Resources","60-64","110","90","32560","29090"
"In post","2022","North West (England)","Human Resources","65+","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Legal","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Legal","20-29","160","150","29230","25480"
"In post","2022","North West (England)","Legal","30-39","260","240","41990","48080"
"In post","2022","North West (England)","Legal","40-49","380","350","41710","38180"
"In post","2022","North West (England)","Legal","50-59","430","400","41410","33840"
"In post","2022","North West (England)","Legal","60-64","90","70","44310","44300"
"In post","2022","North West (England)","Legal","65+","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","No function","16-19","110","110","21770","21250"
"In post","2022","North West (England)","No function","20-29","5980","5870","25610","24440"
"In post","2022","North West (England)","No function","30-39","8070","7640","28790","27570"
"In post","2022","North West (England)","No function","40-49","8980","8290","29640","27570"
"In post","2022","North West (England)","No function","50-59","11680","10720","29350","27570"
"In post","2022","North West (England)","No function","60-64","3520","2770","27320","26120"
"In post","2022","North West (England)","No function","65+","930","670","26980","25700"
"In post","2022","North West (England)","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Project Delivery","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Project Delivery","20-29","200","200","32340","33080"
"In post","2022","North West (England)","Project Delivery","30-39","380","370","39110","40180"
"In post","2022","North West (England)","Project Delivery","40-49","590","570","41500","40180"
"In post","2022","North West (England)","Project Delivery","50-59","780","750","42090","40180"
"In post","2022","North West (England)","Project Delivery","60-64","190","160","37900","35980"
"In post","2022","North West (England)","Project Delivery","65+","50","40","[c]","[c]"
"In post","2022","North West (England)","Property","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Property","20-29","100","90","29380","27650"
"In post","2022","North West (England)","Property","30-39","120","120","39070","36510"
"In post","2022","North West (England)","Property","40-49","180","170","40620","36740"
"In post","2022","North West (England)","Property","50-59","230","230","40050","36050"
"In post","2022","North West (England)","Property","60-64","60","60","35400","33380"
"In post","2022","North West (England)","Property","65+","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Security","20-29","40","40","[c]","[c]"
"In post","2022","North West (England)","Security","30-39","50","50","31770","30400"
"In post","2022","North West (England)","Security","40-49","70","70","34050","33300"
"In post","2022","North West (England)","Security","50-59","140","130","32060","28780"
"In post","2022","North West (England)","Security","60-64","50","40","[c]","[c]"
"In post","2022","North West (England)","Security","65+","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Unknown","20-29","1320","1290","25240","24880"
"In post","2022","North West (England)","Unknown","30-39","2150","2030","27790","24890"
"In post","2022","North West (England)","Unknown","40-49","1960","1850","30370","25620"
"In post","2022","North West (England)","Unknown","50-59","1990","1870","29880","25580"
"In post","2022","North West (England)","Unknown","60-64","540","450","26870","22330"
"In post","2022","North West (England)","Unknown","65+","170","130","24810","21680"
"In post","2022","Northern Ireland","Analysis","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Commercial","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Commercial","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Commercial","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Commercial","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Commercial","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Communications","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Communications","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Communications","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Communications","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Communications","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Counter Fraud","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Counter Fraud","20-29","50","50","[c]","[c]"
"In post","2022","Northern Ireland","Counter Fraud","30-39","110","100","32420","33080"
"In post","2022","Northern Ireland","Counter Fraud","40-49","120","120","32960","33080"
"In post","2022","Northern Ireland","Counter Fraud","50-59","150","140","34720","33370"
"In post","2022","Northern Ireland","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Debt","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Debt","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Debt","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Digital, Data & Technology","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Digital, Data & Technology","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Finance","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Finance","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Finance","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Finance","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Finance","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Human Resources","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Human Resources","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Human Resources","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Human Resources","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Human Resources","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Human Resources","65+","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Legal","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Legal","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Legal","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Legal","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Legal","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","No function","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","No function","20-29","370","360","24950","21250"
"In post","2022","Northern Ireland","No function","30-39","590","570","30430","26820"
"In post","2022","Northern Ireland","No function","40-49","520","480","32320","27460"
"In post","2022","Northern Ireland","No function","50-59","430","400","33840","33080"
"In post","2022","Northern Ireland","No function","60-64","100","80","30460","28920"
"In post","2022","Northern Ireland","No function","65+","40","30","[c]","[c]"
"In post","2022","Northern Ireland","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Project Delivery","50-59","30","30","[c]","[c]"
"In post","2022","Northern Ireland","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Project Delivery","65+","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Property","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Property","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Property","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Property","50-59","40","40","[c]","[c]"
"In post","2022","Northern Ireland","Property","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Property","65+","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Security","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Security","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Security","30-39","40","40","[c]","[c]"
"In post","2022","Northern Ireland","Security","40-49","110","110","21980","20560"
"In post","2022","Northern Ireland","Security","50-59","180","180","22280","20560"
"In post","2022","Northern Ireland","Security","60-64","40","30","[c]","[c]"
"In post","2022","Northern Ireland","Security","65+","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Unknown","20-29","70","70","23960","24880"
"In post","2022","Northern Ireland","Unknown","30-39","180","160","25700","24880"
"In post","2022","Northern Ireland","Unknown","40-49","240","230","26850","24890"
"In post","2022","Northern Ireland","Unknown","50-59","340","330","27590","23500"
"In post","2022","Northern Ireland","Unknown","60-64","80","70","23920","22580"
"In post","2022","Northern Ireland","Unknown","65+","30","30","[c]","[c]"
"In post","2022","Overseas","Analysis","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Analysis","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Commercial","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Commercial","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Commercial","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Commercial","50-59","[c]","[c]","[c]","[c]"
