"Status","Year","Region_ITL1","Function_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","East Midlands (England)","Property","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Property","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Property","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Security","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Security","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Security","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Security","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Unknown","20-29","70","70","23070","21260"
"New entrant CS","2022","East Midlands (England)","Unknown","30-39","50","50","27570","24880"
"New entrant CS","2022","East Midlands (England)","Unknown","40-49","40","40","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Unknown","50-59","50","50","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Analysis","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Analysis","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Analysis","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Analysis","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Analysis","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Commercial","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Commercial","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Commercial","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Commercial","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Commercial","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Communications","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Communications","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Communications","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Communications","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Counter Fraud","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Debt","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Debt","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Debt","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Debt","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Debt","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Debt","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Digital, Data & Technology","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Digital, Data & Technology","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Digital, Data & Technology","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Finance","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Grants Management","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Grants Management","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Grants Management","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Grants Management","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Human Resources","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Human Resources","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Human Resources","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Human Resources","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Human Resources","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Legal","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Legal","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Legal","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Legal","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Legal","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Legal","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","No function","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","No function","20-29","850","840","24760","24430"
"New entrant CS","2022","East of England","No function","30-39","550","520","26830","25630"
"New entrant CS","2022","East of England","No function","40-49","470","440","29910","27570"
"New entrant CS","2022","East of England","No function","50-59","450","410","28520","26310"
"New entrant CS","2022","East of England","No function","60-64","130","120","27030","25690"
"New entrant CS","2022","East of England","No function","65+","40","30","[c]","[c]"
"New entrant CS","2022","East of England","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Property","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Property","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Property","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Property","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Property","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Security","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Security","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Security","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Security","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Unknown","20-29","90","90","24840","21680"
"New entrant CS","2022","East of England","Unknown","30-39","60","60","32170","24880"
"New entrant CS","2022","East of England","Unknown","40-49","40","40","[c]","[c]"
"New entrant CS","2022","East of England","Unknown","50-59","70","60","31310","33000"
"New entrant CS","2022","East of England","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Analysis","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Analysis","20-29","430","420","32610","31800"
"New entrant CS","2022","London","Analysis","30-39","100","90","44490","40500"
"New entrant CS","2022","London","Analysis","40-49","40","40","[c]","[c]"
"New entrant CS","2022","London","Analysis","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Analysis","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Commercial","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Commercial","20-29","120","110","33710","32400"
"New entrant CS","2022","London","Commercial","30-39","70","60","58060","53890"
"New entrant CS","2022","London","Commercial","40-49","50","40","[c]","[c]"
"New entrant CS","2022","London","Commercial","50-59","40","40","[c]","[c]"
"New entrant CS","2022","London","Commercial","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Communications","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Communications","20-29","250","240","32650","32560"
"New entrant CS","2022","London","Communications","30-39","100","90","41440","40030"
"New entrant CS","2022","London","Communications","40-49","50","40","[c]","[c]"
"New entrant CS","2022","London","Communications","50-59","30","[c]","[c]","[c]"
"New entrant CS","2022","London","Communications","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Counter Fraud","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Counter Fraud","20-29","150","150","29720","30750"
"New entrant CS","2022","London","Counter Fraud","30-39","70","70","31730","30750"
"New entrant CS","2022","London","Counter Fraud","40-49","50","50","[c]","[c]"
"New entrant CS","2022","London","Counter Fraud","50-59","30","30","[c]","[c]"
"New entrant CS","2022","London","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Debt","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Debt","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Debt","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Digital, Data & Technology","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Digital, Data & Technology","20-29","270","260","35260","32790"
"New entrant CS","2022","London","Digital, Data & Technology","30-39","200","200","47150","43500"
"New entrant CS","2022","London","Digital, Data & Technology","40-49","140","140","48020","42500"
"New entrant CS","2022","London","Digital, Data & Technology","50-59","80","80","50660","51000"
"New entrant CS","2022","London","Digital, Data & Technology","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Digital, Data & Technology","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Finance","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Finance","20-29","100","100","35510","32790"
"New entrant CS","2022","London","Finance","30-39","90","70","42940","40650"
"New entrant CS","2022","London","Finance","40-49","40","40","[c]","[c]"
"New entrant CS","2022","London","Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Finance","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Finance","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Grants Management","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Grants Management","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Human Resources","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Human Resources","20-29","190","180","29640","28000"
"New entrant CS","2022","London","Human Resources","30-39","90","80","39610","34490"
"New entrant CS","2022","London","Human Resources","40-49","60","50","40040","34260"
"New entrant CS","2022","London","Human Resources","50-59","40","40","[c]","[c]"
"New entrant CS","2022","London","Human Resources","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Human Resources","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Legal","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Legal","20-29","270","270","30990","26950"
"New entrant CS","2022","London","Legal","30-39","190","180","45510","50500"
"New entrant CS","2022","London","Legal","40-49","100","90","52590","50500"
"New entrant CS","2022","London","Legal","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Legal","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","No function","16-19","50","50","[c]","[c]"
"New entrant CS","2022","London","No function","20-29","4280","4200","31380","30520"
"New entrant CS","2022","London","No function","30-39","1830","1770","37350","32790"
"New entrant CS","2022","London","No function","40-49","1070","1030","40380","34020"
"New entrant CS","2022","London","No function","50-59","780","740","38860","32330"
"New entrant CS","2022","London","No function","60-64","200","180","40370","33700"
"New entrant CS","2022","London","No function","65+","70","60","40540","36700"
"New entrant CS","2022","London","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Project Delivery","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Project Delivery","20-29","120","120","35540","34410"
"New entrant CS","2022","London","Project Delivery","30-39","70","70","47910","44500"
"New entrant CS","2022","London","Project Delivery","40-49","50","50","54180","51710"
"New entrant CS","2022","London","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Project Delivery","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Property","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Property","20-29","70","70","31900","29000"
"New entrant CS","2022","London","Property","30-39","40","30","[c]","[c]"
"New entrant CS","2022","London","Property","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Property","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Property","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Property","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Security","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Security","20-29","90","90","29860","28700"
"New entrant CS","2022","London","Security","30-39","30","30","[c]","[c]"
"New entrant CS","2022","London","Security","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Security","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Security","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Unknown","20-29","660","650","31060","28650"
"New entrant CS","2022","London","Unknown","30-39","240","230","38400","35050"
"New entrant CS","2022","London","Unknown","40-49","150","140","40430","35050"
"New entrant CS","2022","London","Unknown","50-59","140","130","40990","34630"
"New entrant CS","2022","London","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Analysis","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Analysis","20-29","30","30","[c]","[c]"
"New entrant CS","2022","North East (England)","Analysis","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Analysis","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Analysis","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Commercial","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Commercial","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Commercial","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Commercial","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Commercial","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Communications","20-29","50","50","27040","26590"
"New entrant CS","2022","North East (England)","Communications","30-39","40","40","[c]","[c]"
"New entrant CS","2022","North East (England)","Communications","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Communications","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Communications","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Counter Fraud","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Counter Fraud","20-29","50","50","27290","27570"
"New entrant CS","2022","North East (England)","Counter Fraud","30-39","40","40","[c]","[c]"
"New entrant CS","2022","North East (England)","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Debt","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Debt","20-29","70","70","21740","21260"
"New entrant CS","2022","North East (England)","Debt","30-39","40","40","[c]","[c]"
"New entrant CS","2022","North East (England)","Debt","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Debt","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Debt","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Digital, Data & Technology","20-29","60","60","32650","33080"
"New entrant CS","2022","North East (England)","Digital, Data & Technology","30-39","70","70","37890","36750"
"New entrant CS","2022","North East (England)","Digital, Data & Technology","40-49","40","40","[c]","[c]"
"New entrant CS","2022","North East (England)","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Digital, Data & Technology","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Finance","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Grants Management","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Grants Management","20-29","70","70","21670","21300"
"New entrant CS","2022","North East (England)","Grants Management","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Grants Management","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Grants Management","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Grants Management","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Grants Management","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Human Resources","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Human Resources","20-29","60","60","22750","21050"
"New entrant CS","2022","North East (England)","Human Resources","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Human Resources","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Human Resources","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Human Resources","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Human Resources","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Legal","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Legal","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Legal","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Legal","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Legal","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","No function","16-19","30","30","[c]","[c]"
"New entrant CS","2022","North East (England)","No function","20-29","950","930","23660","21260"
"New entrant CS","2022","North East (England)","No function","30-39","620","600","25930","23170"
"New entrant CS","2022","North East (England)","No function","40-49","430","410","27140","24430"
"New entrant CS","2022","North East (England)","No function","50-59","410","400","27650","24860"
"New entrant CS","2022","North East (England)","No function","60-64","100","100","26330","24800"
"New entrant CS","2022","North East (England)","No function","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Project Delivery","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Property","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Property","20-29","70","70","22880","22010"
"New entrant CS","2022","North East (England)","Property","30-39","50","50","24670","22010"
"New entrant CS","2022","North East (England)","Property","40-49","40","40","[c]","[c]"
"New entrant CS","2022","North East (England)","Property","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Property","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Security","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Security","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Security","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Unknown","20-29","120","120","24390","24880"
"New entrant CS","2022","North East (England)","Unknown","30-39","80","80","28510","24880"
"New entrant CS","2022","North East (England)","Unknown","40-49","60","60","[c]","[c]"
"New entrant CS","2022","North East (England)","Unknown","50-59","60","60","[c]","[c]"
"New entrant CS","2022","North East (England)","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Analysis","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Analysis","20-29","70","70","29790","33080"
"New entrant CS","2022","North West (England)","Analysis","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Analysis","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Analysis","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Analysis","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Commercial","20-29","30","30","[c]","[c]"
"New entrant CS","2022","North West (England)","Commercial","30-39","40","40","[c]","[c]"
"New entrant CS","2022","North West (England)","Commercial","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Commercial","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Commercial","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Communications","20-29","90","90","26850","26590"
"New entrant CS","2022","North West (England)","Communications","30-39","50","50","[c]","[c]"
"New entrant CS","2022","North West (England)","Communications","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Communications","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Communications","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Counter Fraud","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Counter Fraud","20-29","110","100","26040","26590"
"New entrant CS","2022","North West (England)","Counter Fraud","30-39","70","60","27280","26590"
"New entrant CS","2022","North West (England)","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Debt","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Debt","20-29","70","70","21320","21250"
"New entrant CS","2022","North West (England)","Debt","30-39","40","40","[c]","[c]"
"New entrant CS","2022","North West (England)","Debt","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Debt","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Digital, Data & Technology","20-29","150","150","31590","29360"
"New entrant CS","2022","North West (England)","Digital, Data & Technology","30-39","140","140","38600","35310"
"New entrant CS","2022","North West (England)","Digital, Data & Technology","40-49","70","70","42170","38600"
"New entrant CS","2022","North West (England)","Digital, Data & Technology","50-59","50","50","[c]","[c]"
"New entrant CS","2022","North West (England)","Digital, Data & Technology","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Digital, Data & Technology","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Finance","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Finance","20-29","60","60","28330","27570"
"New entrant CS","2022","North West (England)","Finance","30-39","40","30","[c]","[c]"
"New entrant CS","2022","North West (England)","Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Grants Management","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Grants Management","20-29","60","60","21560","21300"
"New entrant CS","2022","North West (England)","Grants Management","30-39","40","40","[c]","[c]"
"New entrant CS","2022","North West (England)","Grants Management","40-49","30","30","[c]","[c]"
"New entrant CS","2022","North West (England)","Grants Management","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Grants Management","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Grants Management","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Human Resources","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Human Resources","20-29","70","70","24290","23320"
"New entrant CS","2022","North West (England)","Human Resources","30-39","60","60","29630","26820"
"New entrant CS","2022","North West (England)","Human Resources","40-49","30","30","[c]","[c]"
"New entrant CS","2022","North West (England)","Human Resources","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Human Resources","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Human Resources","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Legal","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Legal","20-29","50","50","[c]","[c]"
"New entrant CS","2022","North West (England)","Legal","30-39","30","30","[c]","[c]"
"New entrant CS","2022","North West (England)","Legal","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Legal","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Legal","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","No function","16-19","90","90","21770","21250"
"New entrant CS","2022","North West (England)","No function","20-29","2230","2190","23980","23140"
"New entrant CS","2022","North West (England)","No function","30-39","1510","1460","26060","24800"
"New entrant CS","2022","North West (England)","No function","40-49","970","920","28380","25800"
"New entrant CS","2022","North West (England)","No function","50-59","820","780","27720","26130"
"New entrant CS","2022","North West (England)","No function","60-64","230","210","26710","24800"
"New entrant CS","2022","North West (England)","No function","65+","60","50","26820","26310"
"New entrant CS","2022","North West (England)","Project Delivery","20-29","40","40","[c]","[c]"
"New entrant CS","2022","North West (England)","Project Delivery","30-39","30","30","[c]","[c]"
"New entrant CS","2022","North West (England)","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Project Delivery","60-64","[c]","[c]","[c]","[c]"
