"Status","Year","Sex","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Male","Inner London - East","Unknown","180","170","38750","31060"
"Leaver CS","2021","Male","Inner London - West","Heterosexual / straight","630","600","48190","41350"
"Leaver CS","2021","Male","Inner London - West","LGBO","80","70","45890","40430"
"Leaver CS","2021","Male","Inner London - West","Undeclared","100","100","51600","50780"
"Leaver CS","2021","Male","Inner London - West","Unknown","710","600","41660","33850"
"Leaver CS","2021","Male","Kent","Heterosexual / straight","140","130","27580","26530"
"Leaver CS","2021","Male","Kent","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Kent","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Kent","Unknown","90","80","[c]","[c]"
"Leaver CS","2021","Male","Lancashire","Heterosexual / straight","150","130","29280","25910"
"Leaver CS","2021","Male","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Lancashire","Unknown","150","130","25920","21010"
"Leaver CS","2021","Male","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","120","110","29160","26930"
"Leaver CS","2021","Male","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Leicestershire, Rutland and Northamptonshire","Unknown","100","100","[c]","[c]"
"Leaver CS","2021","Male","Lincolnshire","Heterosexual / straight","110","110","29500","29930"
"Leaver CS","2021","Male","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Lincolnshire","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Male","Merseyside","Heterosexual / straight","150","130","28270","24700"
"Leaver CS","2021","Male","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Merseyside","Unknown","130","110","[c]","[c]"
"Leaver CS","2021","Male","North Eastern Scotland","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Male","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","North Eastern Scotland","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Male","North Yorkshire","Heterosexual / straight","60","60","36380","28380"
"Leaver CS","2021","Male","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","North Yorkshire","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Male","Northern Ireland","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Male","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Northern Ireland","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Male","Northumberland and Tyne and Wear","Heterosexual / straight","150","130","27470","21010"
"Leaver CS","2021","Male","Northumberland and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Northumberland and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Northumberland and Tyne and Wear","Unknown","250","220","25170","21590"
"Leaver CS","2021","Male","Outer London - East and North East","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","Male","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Outer London - East and North East","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Male","Outer London - South","Heterosexual / straight","110","100","37430","31060"
"Leaver CS","2021","Male","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Outer London - South","Unknown","70","70","[c]","[c]"
"Leaver CS","2021","Male","Outer London - West and North West","Heterosexual / straight","140","130","34240","30410"
"Leaver CS","2021","Male","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Outer London - West and North West","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Male","Outer London - West and North West","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Male","Overseas","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Male","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Shropshire and Staffordshire","Heterosexual / straight","120","110","31630","27570"
"Leaver CS","2021","Male","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Shropshire and Staffordshire","Unknown","100","90","[c]","[c]"
"Leaver CS","2021","Male","South Yorkshire","Heterosexual / straight","130","120","29640","24310"
"Leaver CS","2021","Male","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","South Yorkshire","Unknown","110","100","[c]","[c]"
"Leaver CS","2021","Male","Southern Scotland","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Male","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Southern Scotland","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","Male","Surrey, East and West Sussex","Heterosexual / straight","120","110","28180","26200"
"Leaver CS","2021","Male","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Surrey, East and West Sussex","Unknown","110","100","32960","27230"
"Leaver CS","2021","Male","Tees Valley and Durham","Heterosexual / straight","110","100","31550","23400"
"Leaver CS","2021","Male","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Tees Valley and Durham","Unknown","120","100","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Male","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Unknown","330","320","40710","32400"
"Leaver CS","2021","Male","West Central Scotland","Heterosexual / straight","160","140","33380","30880"
"Leaver CS","2021","Male","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","West Central Scotland","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","Male","West Central Scotland","Unknown","130","110","30990","27570"
"Leaver CS","2021","Male","West Midlands","Heterosexual / straight","170","150","34000","25840"
"Leaver CS","2021","Male","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","West Midlands","Unknown","220","200","33590","26120"
"Leaver CS","2021","Male","West Wales and The Valleys","Heterosexual / straight","200","190","28600","22350"
"Leaver CS","2021","Male","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","West Wales and The Valleys","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Male","West Wales and The Valleys","Unknown","130","110","26720","21590"
"Leaver CS","2021","Male","West Yorkshire","Heterosexual / straight","180","160","31590","27570"
"Leaver CS","2021","Male","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","West Yorkshire","Unknown","220","190","33060","27570"
"Leaver CS","2021","Unknown","Bedfordshire and Hertfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Inner London - East","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Inner London - East","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Inner London - West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Bedfordshire and Hertfordshire","Heterosexual / straight","210","200","30720","27570"
"Leaver CS","2022","Female","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Bedfordshire and Hertfordshire","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","380","350","29660","27570"
"Leaver CS","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","LGBO","30","30","[c]","[c]"
"Leaver CS","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Unknown","140","120","29920","25560"
"Leaver CS","2022","Female","Cheshire","Heterosexual / straight","120","100","30430","27570"
"Leaver CS","2022","Female","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Cheshire","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Female","Cornwall and Isles of Scilly","Heterosexual / straight","70","60","27190","21260"
"Leaver CS","2022","Female","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Cumbria","Heterosexual / straight","70","60","28260","26670"
"Leaver CS","2022","Female","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Derbyshire and Nottinghamshire","Heterosexual / straight","320","280","27800","27570"
"Leaver CS","2022","Female","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Derbyshire and Nottinghamshire","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Female","Derbyshire and Nottinghamshire","Unknown","210","180","26770","22350"
"Leaver CS","2022","Female","Devon","Heterosexual / straight","210","180","28210","25290"
"Leaver CS","2022","Female","Devon","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Devon","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Female","Devon","Unknown","70","60","26070","21280"
"Leaver CS","2022","Female","Dorset and Somerset","Heterosexual / straight","180","150","27930","26700"
"Leaver CS","2022","Female","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Dorset and Somerset","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Female","East Anglia","Heterosexual / straight","490","430","29790","27350"
"Leaver CS","2022","Female","East Anglia","LGBO","40","40","[c]","[c]"
"Leaver CS","2022","Female","East Anglia","Undeclared","60","50","[c]","[c]"
"Leaver CS","2022","Female","East Anglia","Unknown","140","120","33310","27570"
"Leaver CS","2022","Female","East Wales","Heterosexual / straight","390","340","30650","26210"
"Leaver CS","2022","Female","East Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","East Wales","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Female","East Wales","Unknown","300","240","26310","21260"
"Leaver CS","2022","Female","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","120","100","26530","26950"
"Leaver CS","2022","Female","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","East Yorkshire and Northern Lincolnshire","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Female","Eastern Scotland","Heterosexual / straight","310","280","33130","27570"
"Leaver CS","2022","Female","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Eastern Scotland","Unknown","470","410","32200","27230"
"Leaver CS","2022","Female","Essex","Heterosexual / straight","230","200","30560","29290"
"Leaver CS","2022","Female","Essex","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Essex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Essex","Unknown","80","70","[c]","[c]"
"Leaver CS","2022","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","770","690","32660","27570"
"Leaver CS","2022","Female","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","60","50","[c]","[c]"
"Leaver CS","2022","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","110","100","35380","32010"
"Leaver CS","2022","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","260","230","30970","27130"
"Leaver CS","2022","Female","Greater Manchester","Heterosexual / straight","410","370","30100","26740"
"Leaver CS","2022","Female","Greater Manchester","LGBO","40","40","[c]","[c]"
"Leaver CS","2022","Female","Greater Manchester","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Female","Greater Manchester","Unknown","330","280","27150","24880"
"Leaver CS","2022","Female","Hampshire and Isle of Wight","Heterosexual / straight","430","370","28330","26670"
"Leaver CS","2022","Female","Hampshire and Isle of Wight","LGBO","30","30","[c]","[c]"
"Leaver CS","2022","Female","Hampshire and Isle of Wight","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Female","Hampshire and Isle of Wight","Unknown","210","170","29120","23630"
"Leaver CS","2022","Female","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","140","120","27720","26520"
"Leaver CS","2022","Female","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Herefordshire, Worcestershire and Warwickshire","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Female","Highlands and Islands","Heterosexual / straight","60","50","25750","23230"
