"Status","Year","Sex","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Male","Northern Ireland","Heterosexual / straight","1540","1500","29830","26590"
"In post","2022","Male","Northern Ireland","LGBO","70","70","28700","26590"
"In post","2022","Male","Northern Ireland","Undeclared","140","130","29820","27370"
"In post","2022","Male","Northern Ireland","Unknown","530","520","27700","24880"
"In post","2022","Male","Northumberland, and Tyne and Wear","Heterosexual / straight","6110","5900","32760","27570"
"In post","2022","Male","Northumberland, and Tyne and Wear","LGBO","480","460","30980","27570"
"In post","2022","Male","Northumberland, and Tyne and Wear","Undeclared","740","700","32580","27570"
"In post","2022","Male","Northumberland, and Tyne and Wear","Unknown","2430","2320","29970","26820"
"In post","2022","Male","Outer London - East and North East","Heterosexual / straight","1090","1060","33020","31060"
"In post","2022","Male","Outer London - East and North East","LGBO","50","50","32790","31060"
"In post","2022","Male","Outer London - East and North East","Undeclared","130","120","32840","31060"
"In post","2022","Male","Outer London - East and North East","Unknown","360","350","31620","31060"
"In post","2022","Male","Outer London - South","Heterosexual / straight","3430","3370","41180","37600"
"In post","2022","Male","Outer London - South","LGBO","190","190","42570","37610"
"In post","2022","Male","Outer London - South","Undeclared","550","530","42000","37610"
"In post","2022","Male","Outer London - South","Unknown","950","930","39810","35490"
"In post","2022","Male","Outer London - West and North West","Heterosexual / straight","2840","2720","33880","31060"
"In post","2022","Male","Outer London - West and North West","LGBO","140","140","34320","31060"
"In post","2022","Male","Outer London - West and North West","Undeclared","470","430","36250","31090"
"In post","2022","Male","Outer London - West and North West","Unknown","700","670","34780","31060"
"In post","2022","Male","Overseas","Heterosexual / straight","1500","1500","49500","46990"
"In post","2022","Male","Overseas","LGBO","120","120","53120","53470"
"In post","2022","Male","Overseas","Undeclared","220","220","47490","42340"
"In post","2022","Male","Overseas","Unknown","340","340","51000","52430"
"In post","2022","Male","Shropshire and Staffordshire","Heterosexual / straight","2830","2730","32480","28760"
"In post","2022","Male","Shropshire and Staffordshire","LGBO","150","150","30310","27260"
"In post","2022","Male","Shropshire and Staffordshire","Undeclared","380","360","32690","29670"
"In post","2022","Male","Shropshire and Staffordshire","Unknown","620","590","32050","27570"
"In post","2022","Male","South Yorkshire","Heterosexual / straight","3110","3000","33900","29730"
"In post","2022","Male","South Yorkshire","LGBO","230","220","32080","29360"
"In post","2022","Male","South Yorkshire","Undeclared","380","370","33040","30980"
"In post","2022","Male","South Yorkshire","Unknown","720","690","33660","28800"
"In post","2022","Male","Southern Scotland","Heterosexual / straight","1470","1410","32160","27570"
"In post","2022","Male","Southern Scotland","LGBO","90","80","31020","27290"
"In post","2022","Male","Southern Scotland","Undeclared","160","140","31870","28250"
"In post","2022","Male","Southern Scotland","Unknown","870","830","29450","26820"
"In post","2022","Male","Surrey, East and West Sussex","Heterosexual / straight","2450","2340","32940","29290"
"In post","2022","Male","Surrey, East and West Sussex","LGBO","210","200","30260","27570"
"In post","2022","Male","Surrey, East and West Sussex","Undeclared","400","380","33410","30780"
"In post","2022","Male","Surrey, East and West Sussex","Unknown","680","630","31430","28140"
"In post","2022","Male","Tees Valley and Durham","Heterosexual / straight","2760","2620","30030","27570"
"In post","2022","Male","Tees Valley and Durham","LGBO","140","130","30190","27570"
"In post","2022","Male","Tees Valley and Durham","Undeclared","320","300","31150","27570"
"In post","2022","Male","Tees Valley and Durham","Unknown","800","750","28690","27130"
"In post","2022","Male","Unknown","Heterosexual / straight","380","380","35780","31060"
"In post","2022","Male","Unknown","LGBO","40","40","[c]","[c]"
"In post","2022","Male","Unknown","Undeclared","50","50","35230","31370"
"In post","2022","Male","Unknown","Unknown","1810","1800","37710","33570"
"In post","2022","Male","West Central Scotland","Heterosexual / straight","5610","5400","33590","30040"
"In post","2022","Male","West Central Scotland","LGBO","450","440","31140","27570"
"In post","2022","Male","West Central Scotland","Undeclared","610","590","33100","28550"
"In post","2022","Male","West Central Scotland","Unknown","2560","2460","31740","27570"
"In post","2022","Male","West Midlands","Heterosexual / straight","5320","5180","33170","27570"
"In post","2022","Male","West Midlands","LGBO","350","340","32140","27570"
"In post","2022","Male","West Midlands","Undeclared","610","580","32820","27570"
"In post","2022","Male","West Midlands","Unknown","1880","1810","31720","27570"
"In post","2022","Male","West Wales and The Valleys","Heterosexual / straight","4410","4260","31790","27570"
"In post","2022","Male","West Wales and The Valleys","LGBO","280","270","29470","27570"
"In post","2022","Male","West Wales and The Valleys","Undeclared","910","860","30930","26780"
"In post","2022","Male","West Wales and The Valleys","Unknown","1010","960","28340","26210"
"In post","2022","Male","West Yorkshire","Heterosexual / straight","5250","5080","33980","29340"
"In post","2022","Male","West Yorkshire","LGBO","370","360","34130","28970"
"In post","2022","Male","West Yorkshire","Undeclared","700","670","35160","31650"
"In post","2022","Male","West Yorkshire","Unknown","2240","2160","31660","27570"
"In post","2022","Unknown","East Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Hampshire and Isle of Wight","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inner London - West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Bedfordshire and Hertfordshire","Heterosexual / straight","80","70","26240","24180"
"Leaver CS","2021","Female","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Bedfordshire and Hertfordshire","Unknown","160","130","[c]","[c]"
"Leaver CS","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","170","150","32360","26340"
"Leaver CS","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","Unknown","120","100","26460","21330"
"Leaver CS","2021","Female","Cheshire","Heterosexual / straight","60","50","[c]","[c]"
"Leaver CS","2021","Female","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cheshire","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Female","Cornwall and Isles of Scilly","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Female","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cumbria","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Female","Derbyshire and Nottinghamshire","Heterosexual / straight","180","150","26780","24130"
"Leaver CS","2021","Female","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Derbyshire and Nottinghamshire","Unknown","140","110","25600","21170"
"Leaver CS","2021","Female","Devon","Heterosexual / straight","100","80","24990","21100"
"Leaver CS","2021","Female","Devon","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Devon","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Devon","Unknown","140","120","27370","22350"
"Leaver CS","2021","Female","Dorset and Somerset","Heterosexual / straight","100","90","26520","26000"
"Leaver CS","2021","Female","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","East Anglia","Heterosexual / straight","230","200","28050","23700"
"Leaver CS","2021","Female","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","East Anglia","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Female","East Anglia","Unknown","240","200","28130","26890"
"Leaver CS","2021","Female","East Wales","Heterosexual / straight","220","190","32040","25950"
"Leaver CS","2021","Female","East Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","East Wales","Unknown","360","300","27270","21140"
"Leaver CS","2021","Female","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","70","60","[c]","[c]"
"Leaver CS","2021","Female","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","East Yorkshire and Northern Lincolnshire","Unknown","150","120","[c]","[c]"
"Leaver CS","2021","Female","Eastern Scotland","Heterosexual / straight","150","130","32810","27150"
"Leaver CS","2021","Female","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Eastern Scotland","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","Female","Eastern Scotland","Unknown","370","310","33630","27150"
"Leaver CS","2021","Female","Essex","Heterosexual / straight","100","90","28950","25090"
"Leaver CS","2021","Female","Essex","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Essex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Essex","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","410","360","31090","26670"
"Leaver CS","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","60","50","30750","27570"
"Leaver CS","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","150","130","32780","27570"
"Leaver CS","2021","Female","Greater Manchester","Heterosexual / straight","250","230","30140","24690"
"Leaver CS","2021","Female","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Greater Manchester","Unknown","240","200","27500","25860"
"Leaver CS","2021","Female","Hampshire and Isle of Wight","Heterosexual / straight","220","190","27330","24460"
"Leaver CS","2021","Female","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Hampshire and Isle of Wight","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Female","Hampshire and Isle of Wight","Unknown","110","80","26220","21300"
"Leaver CS","2021","Female","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","80","70","[c]","[c]"
"Leaver CS","2021","Female","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Herefordshire, Worcestershire and Warwickshire","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Female","Highlands and Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Inner London - East","Heterosexual / straight","270","250","39640","34570"
"Leaver CS","2021","Female","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Inner London - East","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Female","Inner London - East","Unknown","170","160","36530","30570"
"Leaver CS","2021","Female","Inner London - West","Heterosexual / straight","690","650","43690","36980"
"Leaver CS","2021","Female","Inner London - West","LGBO","60","60","45960","37350"
"Leaver CS","2021","Female","Inner London - West","Undeclared","90","80","45770","40470"
"Leaver CS","2021","Female","Inner London - West","Unknown","710","570","38760","32240"
"Leaver CS","2021","Female","Kent","Heterosexual / straight","140","120","26620","24870"
"Leaver CS","2021","Female","Kent","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Kent","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Kent","Unknown","130","100","[c]","[c]"
"Leaver CS","2021","Female","Lancashire","Heterosexual / straight","180","150","26800","21010"
"Leaver CS","2021","Female","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Lancashire","Unknown","180","140","23730","21010"
"Leaver CS","2021","Female","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","140","120","26060","21010"
"Leaver CS","2021","Female","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Leicestershire, Rutland and Northamptonshire","Unknown","220","180","24020","21010"
"Leaver CS","2021","Female","Lincolnshire","Heterosexual / straight","60","50","[c]","[c]"
"Leaver CS","2021","Female","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Lincolnshire","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Female","Merseyside","Heterosexual / straight","230","180","26500","22530"
"Leaver CS","2021","Female","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Merseyside","Unknown","190","150","27770","26890"
"Leaver CS","2021","Female","North Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","North Eastern Scotland","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Female","North Yorkshire","Heterosexual / straight","70","60","32060","24260"
"Leaver CS","2021","Female","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","North Yorkshire","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland","Unknown","80","60","[c]","[c]"
"Leaver CS","2021","Female","Northumberland and Tyne and Wear","Heterosexual / straight","210","170","25510","21010"
"Leaver CS","2021","Female","Northumberland and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northumberland and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northumberland and Tyne and Wear","Unknown","410","300","26300","21050"
"Leaver CS","2021","Female","Outer London - East and North East","Heterosexual / straight","60","50","[c]","[c]"
"Leaver CS","2021","Female","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Outer London - East and North East","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","Female","Outer London - South","Heterosexual / straight","120","100","32430","28260"
"Leaver CS","2021","Female","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Outer London - South","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Female","Outer London - South","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","Female","Outer London - West and North West","Heterosexual / straight","150","140","32610","29080"
"Leaver CS","2021","Female","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Outer London - West and North West","Unknown","130","110","31190","31060"
"Leaver CS","2021","Female","Overseas","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Female","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Overseas","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Female","Shropshire and Staffordshire","Heterosexual / straight","150","120","27020","26000"
"Leaver CS","2021","Female","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Shropshire and Staffordshire","Unknown","90","80","26950","21590"
"Leaver CS","2021","Female","South Yorkshire","Heterosexual / straight","170","140","27870","24910"
"Leaver CS","2021","Female","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","South Yorkshire","Unknown","180","140","[c]","[c]"
"Leaver CS","2021","Female","Southern Scotland","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Female","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Southern Scotland","Unknown","90","60","[c]","[c]"
"Leaver CS","2021","Female","Surrey, East and West Sussex","Heterosexual / straight","140","120","27670","24440"
"Leaver CS","2021","Female","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Surrey, East and West Sussex","Unknown","120","100","31370","24520"
"Leaver CS","2021","Female","Tees Valley and Durham","Heterosexual / straight","140","110","26470","21920"
"Leaver CS","2021","Female","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Tees Valley and Durham","Unknown","210","160","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Unknown","300","300","39690","28000"
"Leaver CS","2021","Female","West Central Scotland","Heterosexual / straight","180","150","29130","24800"
"Leaver CS","2021","Female","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Central Scotland","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Female","West Central Scotland","Unknown","150","120","28460","24250"
"Leaver CS","2021","Female","West Midlands","Heterosexual / straight","230","190","29790","25600"
"Leaver CS","2021","Female","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Midlands","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","Female","West Midlands","Unknown","390","320","32500","25000"
"Leaver CS","2021","Female","West Wales and The Valleys","Heterosexual / straight","200","160","25050","21590"
"Leaver CS","2021","Female","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Wales and The Valleys","Undeclared","60","40","25720","21590"
"Leaver CS","2021","Female","West Wales and The Valleys","Unknown","130","110","24410","21590"
"Leaver CS","2021","Female","West Yorkshire","Heterosexual / straight","190","160","29250","27570"
"Leaver CS","2021","Female","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Yorkshire","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Female","West Yorkshire","Unknown","300","230","27110","25290"
"Leaver CS","2021","Male","Bedfordshire and Hertfordshire","Heterosexual / straight","90","80","32110","27070"
"Leaver CS","2021","Male","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Bedfordshire and Hertfordshire","Unknown","100","90","[c]","[c]"
"Leaver CS","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","210","190","33140","29930"
"Leaver CS","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Unknown","140","120","31130","28670"
"Leaver CS","2021","Male","Cheshire","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","Male","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cheshire","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Male","Cornwall and Isles of Scilly","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cumbria","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Male","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Derbyshire and Nottinghamshire","Heterosexual / straight","130","120","28950","25500"
"Leaver CS","2021","Male","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Derbyshire and Nottinghamshire","Unknown","130","120","[c]","[c]"
"Leaver CS","2021","Male","Devon","Heterosexual / straight","130","120","27030","24230"
"Leaver CS","2021","Male","Devon","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Devon","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Devon","Unknown","180","160","[c]","[c]"
"Leaver CS","2021","Male","Dorset and Somerset","Heterosexual / straight","130","120","31850","30830"
"Leaver CS","2021","Male","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Dorset and Somerset","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Male","East Anglia","Heterosexual / straight","240","230","33620","27570"
"Leaver CS","2021","Male","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","East Anglia","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","Male","East Anglia","Unknown","190","170","33390","27570"
"Leaver CS","2021","Male","East Wales","Heterosexual / straight","220","210","36620","28940"
"Leaver CS","2021","Male","East Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","East Wales","Unknown","300","270","30300","26120"
"Leaver CS","2021","Male","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","100","90","30480","26930"
"Leaver CS","2021","Male","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","East Yorkshire and Northern Lincolnshire","Unknown","110","100","[c]","[c]"
"Leaver CS","2021","Male","Eastern Scotland","Heterosexual / straight","180","170","36420","33610"
"Leaver CS","2021","Male","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Eastern Scotland","Undeclared","50","50","[c]","[c]"
"Leaver CS","2021","Male","Eastern Scotland","Unknown","300","280","36530","33620"
"Leaver CS","2021","Male","Essex","Heterosexual / straight","60","60","[c]","[c]"
"Leaver CS","2021","Male","Essex","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Essex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Essex","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","500","480","38270","34420"
"Leaver CS","2021","Male","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","80","70","37350","36360"
"Leaver CS","2021","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","160","150","36480","30840"
"Leaver CS","2021","Male","Greater Manchester","Heterosexual / straight","190","180","31150","26370"
"Leaver CS","2021","Male","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Greater Manchester","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Male","Greater Manchester","Unknown","180","160","29280","26500"
"Leaver CS","2021","Male","Hampshire and Isle of Wight","Heterosexual / straight","310","280","30990","28650"
"Leaver CS","2021","Male","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Hampshire and Isle of Wight","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","Male","Hampshire and Isle of Wight","Unknown","110","90","32790","27570"
"Leaver CS","2021","Male","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","80","70","[c]","[c]"
"Leaver CS","2021","Male","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Herefordshire, Worcestershire and Warwickshire","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Male","Highlands and Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Highlands and Islands","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Male","Inner London - East","Heterosexual / straight","220","210","44820","34870"
"Leaver CS","2021","Male","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
