"Status","Year","Region_ITL2","Region_ITL3","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","West Midlands","Birmingham","SEO/HEO","3520","3390","36070","33430"
"In post","2022","West Midlands","Birmingham","Unknown","670","620","29540","28200"
"In post","2022","West Midlands","Coventry","AA/AO","280","250","21330","21260"
"In post","2022","West Midlands","Coventry","EO","540","500","27090","27130"
"In post","2022","West Midlands","Coventry","G6/G7","600","590","54270","50630"
"In post","2022","West Midlands","Coventry","SCS","40","40","[c]","[c]"
"In post","2022","West Midlands","Coventry","SEO/HEO","990","960","34810","36500"
"In post","2022","West Midlands","Coventry","Unknown","100","90","29630","27700"
"In post","2022","West Midlands","Dudley","AA/AO","490","410","21130","21260"
"In post","2022","West Midlands","Dudley","EO","440","390","27360","27570"
"In post","2022","West Midlands","Dudley","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Dudley","SEO/HEO","90","90","34760","34290"
"In post","2022","West Midlands","Dudley","Unknown","70","60","29670","28200"
"In post","2022","West Midlands","Sandwell","AA/AO","60","50","21010","21260"
"In post","2022","West Midlands","Sandwell","EO","290","260","27310","27570"
"In post","2022","West Midlands","Sandwell","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Sandwell","SEO/HEO","40","40","[c]","[c]"
"In post","2022","West Midlands","Sandwell","Unknown","100","90","28530","25560"
"In post","2022","West Midlands","Solihull","AA/AO","200","180","21400","21680"
"In post","2022","West Midlands","Solihull","EO","550","510","26450","26120"
"In post","2022","West Midlands","Solihull","G6/G7","50","50","[c]","[c]"
"In post","2022","West Midlands","Solihull","SCS","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Solihull","SEO/HEO","250","240","34060","32620"
"In post","2022","West Midlands","Solihull","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Walsall","AA/AO","280","230","21000","21260"
"In post","2022","West Midlands","Walsall","EO","260","220","27320","27570"
"In post","2022","West Midlands","Walsall","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Walsall","SEO/HEO","40","40","[c]","[c]"
"In post","2022","West Midlands","Walsall","Unknown","80","80","28860","28200"
"In post","2022","West Midlands","Wolverhampton","AA/AO","360","300","20850","21260"
"In post","2022","West Midlands","Wolverhampton","EO","410","370","27140","27570"
"In post","2022","West Midlands","Wolverhampton","G6/G7","60","60","52620","48200"
"In post","2022","West Midlands","Wolverhampton","SCS","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Wolverhampton","SEO/HEO","160","150","33310","31990"
"In post","2022","West Midlands","Wolverhampton","Unknown","160","140","28470","28200"
"In post","2022","West Wales and The Valleys","Bridgend and Neath Port Talbot","AA/AO","280","240","21090","21260"
"In post","2022","West Wales and The Valleys","Bridgend and Neath Port Talbot","EO","290","260","28210","27570"
"In post","2022","West Wales and The Valleys","Bridgend and Neath Port Talbot","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Bridgend and Neath Port Talbot","SEO/HEO","100","90","37440","36050"
"In post","2022","West Wales and The Valleys","Bridgend and Neath Port Talbot","Unknown","90","80","30350","28200"
"In post","2022","West Wales and The Valleys","Central Valleys","AA/AO","570","510","21650","21260"
"In post","2022","West Wales and The Valleys","Central Valleys","EO","1150","1070","27670","27570"
"In post","2022","West Wales and The Valleys","Central Valleys","G6/G7","170","160","62900","61440"
"In post","2022","West Wales and The Valleys","Central Valleys","SCS","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Central Valleys","SEO/HEO","630","610","39330","38160"
"In post","2022","West Wales and The Valleys","Central Valleys","Unknown","140","130","29630","28200"
"In post","2022","West Wales and The Valleys","Conwy and Denbighshire","AA/AO","120","110","22720","22960"
"In post","2022","West Wales and The Valleys","Conwy and Denbighshire","EO","200","180","27820","27570"
"In post","2022","West Wales and The Valleys","Conwy and Denbighshire","G6/G7","80","80","61500","61440"
"In post","2022","West Wales and The Valleys","Conwy and Denbighshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Conwy and Denbighshire","SEO/HEO","240","230","40890","38160"
"In post","2022","West Wales and The Valleys","Conwy and Denbighshire","Unknown","90","80","28970","26310"
"In post","2022","West Wales and The Valleys","Gwent Valleys","AA/AO","260","220","21650","21260"
"In post","2022","West Wales and The Valleys","Gwent Valleys","EO","450","420","27650","27570"
"In post","2022","West Wales and The Valleys","Gwent Valleys","G6/G7","40","40","[c]","[c]"
"In post","2022","West Wales and The Valleys","Gwent Valleys","SCS","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Gwent Valleys","SEO/HEO","160","150","39070","38160"
"In post","2022","West Wales and The Valleys","Gwent Valleys","Unknown","100","90","29410","28200"
"In post","2022","West Wales and The Valleys","Gwynedd","AA/AO","420","380","21540","21260"
"In post","2022","West Wales and The Valleys","Gwynedd","EO","190","180","27610","27570"
"In post","2022","West Wales and The Valleys","Gwynedd","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Gwynedd","SCS","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Gwynedd","SEO/HEO","90","80","36080","36040"
"In post","2022","West Wales and The Valleys","Gwynedd","Unknown","70","60","28320","24800"
"In post","2022","West Wales and The Valleys","Isle of Anglesey","AA/AO","70","70","22350","21380"
"In post","2022","West Wales and The Valleys","Isle of Anglesey","EO","120","110","26830","27370"
"In post","2022","West Wales and The Valleys","Isle of Anglesey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Isle of Anglesey","SEO/HEO","60","60","35530","33900"
"In post","2022","West Wales and The Valleys","Isle of Anglesey","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","South West Wales","AA/AO","470","420","22130","21260"
"In post","2022","West Wales and The Valleys","South West Wales","EO","480","430","27690","27570"
"In post","2022","West Wales and The Valleys","South West Wales","G6/G7","90","90","61340","61440"
"In post","2022","West Wales and The Valleys","South West Wales","SCS","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","South West Wales","SEO/HEO","430","410","38830","38160"
"In post","2022","West Wales and The Valleys","South West Wales","Unknown","120","120","28640","26820"
"In post","2022","West Wales and The Valleys","Swansea","AA/AO","5060","4360","21260","21840"
"In post","2022","West Wales and The Valleys","Swansea","EO","1710","1580","27000","26780"
"In post","2022","West Wales and The Valleys","Swansea","G6/G7","500","480","60980","57340"
"In post","2022","West Wales and The Valleys","Swansea","SCS","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Swansea","SEO/HEO","1700","1620","37620","38000"
"In post","2022","West Wales and The Valleys","Swansea","Unknown","200","190","28970","28200"
"In post","2022","West Yorkshire","Bradford","AA/AO","1370","1170","21290","21250"
"In post","2022","West Yorkshire","Bradford","EO","840","750","27200","27570"
"In post","2022","West Yorkshire","Bradford","G6/G7","70","60","57740","55210"
"In post","2022","West Yorkshire","Bradford","SCS","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Bradford","SEO/HEO","290","270","35090","33370"
"In post","2022","West Yorkshire","Bradford","Unknown","200","190","29850","28200"
"In post","2022","West Yorkshire","Calderdale and Kirklees","AA/AO","190","150","20990","21260"
"In post","2022","West Yorkshire","Calderdale and Kirklees","EO","590","530","27380","27570"
"In post","2022","West Yorkshire","Calderdale and Kirklees","G6/G7","40","40","[c]","[c]"
"In post","2022","West Yorkshire","Calderdale and Kirklees","SCS","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Calderdale and Kirklees","SEO/HEO","80","70","35500","32830"
"In post","2022","West Yorkshire","Calderdale and Kirklees","Unknown","180","160","28930","28200"
"In post","2022","West Yorkshire","Leeds","AA/AO","2680","2470","22410","21260"
"In post","2022","West Yorkshire","Leeds","EO","3520","3310","26970","26820"
"In post","2022","West Yorkshire","Leeds","G6/G7","2270","2180","56390","55210"
"In post","2022","West Yorkshire","Leeds","SCS","160","160","85990","78220"
"In post","2022","West Yorkshire","Leeds","SEO/HEO","4530","4350","35440","33470"
"In post","2022","West Yorkshire","Leeds","Unknown","350","320","30170","28200"
"In post","2022","West Yorkshire","Wakefield","AA/AO","730","670","25570","24730"
"In post","2022","West Yorkshire","Wakefield","EO","510","470","29670","27570"
"In post","2022","West Yorkshire","Wakefield","G6/G7","60","60","65660","64510"
"In post","2022","West Yorkshire","Wakefield","SCS","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Wakefield","SEO/HEO","320","300","38600","37890"
"In post","2022","West Yorkshire","Wakefield","Unknown","190","170","30040","28200"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Bedford","AA/AO","60","50","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Bedford","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Bedford","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Bedford","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Bedford","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Central Bedfordshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Central Bedfordshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Central Bedfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Hertfordshire","AA/AO","110","100","22960","23520"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Hertfordshire","EO","60","50","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Hertfordshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Hertfordshire","SEO/HEO","60","60","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Luton","AA/AO","40","30","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Luton","EO","40","30","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Luton","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Luton","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Luton","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","AA/AO","80","70","24270","21580"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","EO","40","40","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","AA/AO","80","70","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","EO","50","50","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","AA/AO","90","80","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","AA/AO","120","110","20630","20520"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","EO","30","30","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","SEO/HEO","40","30","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Cheshire East","AA/AO","40","40","[c]","[c]"
"Leaver CS","2021","Cheshire","Cheshire East","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Cheshire East","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Cheshire East","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Cheshire West and Chester","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Cheshire West and Chester","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Cheshire West and Chester","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Warrington","AA/AO","70","50","[c]","[c]"
"Leaver CS","2021","Cheshire","Warrington","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Warrington","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Warrington","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Warrington","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","AA/AO","40","40","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","EO","30","30","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","East Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","East Cumbria","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","East Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","East Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","West Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","West Cumbria","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","West Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","West Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","West Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Derby","AA/AO","40","30","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Derby","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Derby","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Derby","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","East Derbyshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","East Derbyshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","East Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","East Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","AA/AO","40","30","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Nottingham","AA/AO","170","150","20060","20180"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Nottingham","EO","90","80","24710","25500"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Nottingham","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Nottingham","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Nottingham","SEO/HEO","80","70","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Nottingham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","South and West Derbyshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","South and West Derbyshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","South and West Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","South and West Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","South and West Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","South Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","South Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","South Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","South Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Devon CC","AA/AO","230","200","20410","20920"
"Leaver CS","2021","Devon","Devon CC","EO","80","80","[c]","[c]"
"Leaver CS","2021","Devon","Devon CC","G6/G7","30","30","[c]","[c]"
"Leaver CS","2021","Devon","Devon CC","SEO/HEO","80","70","[c]","[c]"
"Leaver CS","2021","Devon","Devon CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Plymouth","AA/AO","60","50","21780","21010"
"Leaver CS","2021","Devon","Plymouth","EO","40","40","[c]","[c]"
"Leaver CS","2021","Devon","Plymouth","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Plymouth","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Plymouth","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","Devon","Plymouth","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Torbay","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Torbay","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Torbay","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Torbay","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Bournemouth and Poole","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Bournemouth and Poole","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Bournemouth and Poole","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Bournemouth and Poole","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Bournemouth and Poole","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Dorset CC","AA/AO","80","80","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Dorset CC","EO","40","40","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Dorset CC","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Dorset CC","SEO/HEO","40","30","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Dorset CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Somerset","AA/AO","40","40","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Somerset","EO","30","30","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Somerset","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Somerset","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Somerset","SEO/HEO","60","50","36400","35340"
"Leaver CS","2021","Dorset and Somerset","Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Breckland and South Norfolk","AA/AO","50","40","[c]","[c]"
"Leaver CS","2021","East Anglia","Breckland and South Norfolk","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Breckland and South Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Breckland and South Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Cambridgeshire CC","AA/AO","80","70","[c]","[c]"
"Leaver CS","2021","East Anglia","Cambridgeshire CC","EO","40","40","[c]","[c]"
"Leaver CS","2021","East Anglia","Cambridgeshire CC","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Cambridgeshire CC","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Cambridgeshire CC","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2021","East Anglia","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","North and West Norfolk","AA/AO","30","30","[c]","[c]"
"Leaver CS","2021","East Anglia","North and West Norfolk","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","North and West Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","North and West Norfolk","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Norwich and East Norfolk","AA/AO","80","80","[c]","[c]"
"Leaver CS","2021","East Anglia","Norwich and East Norfolk","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Norwich and East Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Norwich and East Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Norwich and East Norfolk","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Peterborough","AA/AO","80","60","[c]","[c]"
"Leaver CS","2021","East Anglia","Peterborough","EO","60","50","[c]","[c]"
"Leaver CS","2021","East Anglia","Peterborough","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Peterborough","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2021","East Anglia","Peterborough","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Suffolk","AA/AO","170","150","20520","20230"
"Leaver CS","2021","East Anglia","Suffolk","EO","70","70","26420","26930"
"Leaver CS","2021","East Anglia","Suffolk","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Suffolk","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Suffolk","SEO/HEO","80","70","36390","35610"
"Leaver CS","2021","East Anglia","Suffolk","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Cardiff and Vale of Glamorgan","AA/AO","290","250","20680","20800"
"Leaver CS","2021","East Wales","Cardiff and Vale of Glamorgan","EO","130","110","27240","27460"
"Leaver CS","2021","East Wales","Cardiff and Vale of Glamorgan","G6/G7","50","40","[c]","[c]"
"Leaver CS","2021","East Wales","Cardiff and Vale of Glamorgan","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Cardiff and Vale of Glamorgan","SEO/HEO","90","80","38510","37720"
"Leaver CS","2021","East Wales","Cardiff and Vale of Glamorgan","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Flintshire and Wrexham","AA/AO","200","170","[c]","[c]"
"Leaver CS","2021","East Wales","Flintshire and Wrexham","EO","70","60","[c]","[c]"
"Leaver CS","2021","East Wales","Flintshire and Wrexham","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Flintshire and Wrexham","SEO/HEO","60","60","[c]","[c]"
"Leaver CS","2021","East Wales","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Monmouthshire and Newport","AA/AO","100","90","19940","19130"
"Leaver CS","2021","East Wales","Monmouthshire and Newport","EO","40","30","[c]","[c]"
"Leaver CS","2021","East Wales","Monmouthshire and Newport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Monmouthshire and Newport","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Monmouthshire and Newport","SEO/HEO","60","60","35150","36030"
"Leaver CS","2021","East Wales","Monmouthshire and Newport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Powys","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Powys","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Powys","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Powys","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","AA/AO","110","90","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","EO","40","40","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","AA/AO","80","70","[c]","[c]"
