"Status","Year","Sexual_orientation","Region_ITL2","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","LGBO","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Derbyshire and Nottinghamshire","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Derbyshire and Nottinghamshire","EO","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Derbyshire and Nottinghamshire","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Devon","AA/AO","50","50","[c]","[c]"
"New entrant CS","2022","LGBO","Devon","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Devon","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Devon","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Dorset and Somerset","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Anglia","AA/AO","50","50","[c]","[c]"
"New entrant CS","2022","LGBO","East Anglia","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Anglia","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Wales","AA/AO","80","80","21310","21250"
"New entrant CS","2022","LGBO","East Wales","EO","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Wales","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Wales","SEO/HEO","60","60","33070","31210"
"New entrant CS","2022","LGBO","East Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Eastern Scotland","AA/AO","110","110","21650","21250"
"New entrant CS","2022","LGBO","Eastern Scotland","EO","60","60","27210","27230"
"New entrant CS","2022","LGBO","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Eastern Scotland","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Eastern Scotland","SEO/HEO","60","60","35750","33540"
"New entrant CS","2022","LGBO","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Essex","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Essex","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Essex","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Essex","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Essex","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","60","50","20920","21070"
"New entrant CS","2022","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","EO","60","60","25360","25480"
"New entrant CS","2022","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","70","70","33210","32890"
"New entrant CS","2022","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Greater Manchester","AA/AO","80","80","21390","21250"
"New entrant CS","2022","LGBO","Greater Manchester","EO","60","50","26320","26590"
"New entrant CS","2022","LGBO","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Greater Manchester","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Greater Manchester","SEO/HEO","60","60","33350","33080"
"New entrant CS","2022","LGBO","Greater Manchester","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","LGBO","Hampshire and Isle of Wight","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Hampshire and Isle of Wight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Highlands and Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Inner London - East","EO","50","50","29370","28990"
"New entrant CS","2022","LGBO","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Inner London - East","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Inner London - East","SEO/HEO","70","70","36960","36040"
"New entrant CS","2022","LGBO","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Inner London - West","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Inner London - West","EO","130","130","27680","27680"
"New entrant CS","2022","LGBO","Inner London - West","G6/G7","80","80","56080","54110"
"New entrant CS","2022","LGBO","Inner London - West","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Inner London - West","SEO/HEO","300","290","35880","34260"
"New entrant CS","2022","LGBO","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Kent","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Kent","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Kent","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Kent","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Kent","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Lancashire","AA/AO","70","60","21600","21260"
"New entrant CS","2022","LGBO","Lancashire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Lancashire","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Leicestershire, Rutland and Northamptonshire","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Leicestershire, Rutland and Northamptonshire","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Lincolnshire","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Merseyside","AA/AO","80","80","21390","21250"
"New entrant CS","2022","LGBO","Merseyside","EO","50","50","26340","26590"
"New entrant CS","2022","LGBO","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Merseyside","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","North Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","North Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","North Yorkshire","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Northern Ireland","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Northumberland, and Tyne and Wear","AA/AO","110","110","21160","21260"
"New entrant CS","2022","LGBO","Northumberland, and Tyne and Wear","EO","50","50","26600","27570"
"New entrant CS","2022","LGBO","Northumberland, and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Northumberland, and Tyne and Wear","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Northumberland, and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - East and North East","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - South","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - South","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - West and North West","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - West and North West","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Shropshire and Staffordshire","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Shropshire and Staffordshire","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","South Yorkshire","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Southern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Surrey, East and West Sussex","AA/AO","60","60","24530","24370"
"New entrant CS","2022","LGBO","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Surrey, East and West Sussex","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Tees Valley and Durham","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Tees Valley and Durham","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","West Central Scotland","AA/AO","90","90","21230","21050"
"New entrant CS","2022","LGBO","West Central Scotland","EO","90","90","26390","27230"
"New entrant CS","2022","LGBO","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","West Central Scotland","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","West Central Scotland","SEO/HEO","60","60","34830","33080"
"New entrant CS","2022","LGBO","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","West Midlands","AA/AO","50","50","21450","21260"
"New entrant CS","2022","LGBO","West Midlands","EO","50","50","[c]","[c]"
"New entrant CS","2022","LGBO","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","West Midlands","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","West Midlands","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","West Wales and The Valleys","AA/AO","60","60","20740","21260"
"New entrant CS","2022","LGBO","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","West Wales and The Valleys","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","West Yorkshire","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","West Yorkshire","EO","60","50","26330","26590"
"New entrant CS","2022","LGBO","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","West Yorkshire","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","West Yorkshire","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cheshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cumbria","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Devon","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Devon","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Devon","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Devon","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Anglia","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","East Anglia","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Wales","AA/AO","40","30","[c]","[c]"
"New entrant CS","2022","Undeclared","East Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Wales","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","East Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Eastern Scotland","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Eastern Scotland","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Essex","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Essex","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Essex","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","EO","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","70","70","35050","35500"
"New entrant CS","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Greater Manchester","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
