"Status","Year","Function_of_post","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Transport (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Transport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Work and Pensions (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Work and Pensions (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department of Health and Social Care (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Department of Health and Social Care (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Driver and Vehicle Licensing Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Driver and Vehicle Licensing Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Driver and Vehicle Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","FCDO Services","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","FCDO Services","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Government Internal Audit Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Government Internal Audit Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Government Legal Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Government Legal Department","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Health and Safety Executive","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","HM Prison and Probation Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","HM Prison and Probation Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","HM Treasury (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","HM Treasury (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Institute for Apprenticeships and Technical Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Institute for Apprenticeships and Technical Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Maritime and Coastguard Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Maritime and Coastguard Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Maritime and Coastguard Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Medicines and Healthcare Products Regulatory Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Medicines and Healthcare Products Regulatory Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Met Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Met Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Ministry of Defence (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","National Savings and Investments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","National Savings and Investments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Planning Inspectorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Planning Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Public Health England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Public Health England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Public Health England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Public Health England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Registers of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Registers of Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Rural Payments Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Rural Payments Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Rural Payments Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Scottish Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Scottish Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Scottish Prison Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Scottish Prison Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Serious Fraud Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Serious Fraud Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Submarine Delivery Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Submarine Delivery Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","The Insolvency Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","The Insolvency Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","The Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","UK Debt Management Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","UK Debt Management Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","UK Debt Management Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","UK Health Security Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","UK Health Security Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","UK Health Security Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","UK Health Security Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","UK Hydrographic Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","UK Hydrographic Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","UK Space Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","UK Space Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Welsh Revenue Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Welsh Revenue Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Cabinet Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Companies House","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Companies House","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Companies House","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Companies House","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","130","100","26430","27570"
"Leaver CS","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","Unknown","70","50","27080","27570"
"Leaver CS","2022","Counter Fraud","Driver and Vehicle Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Government Internal Audit Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Government Internal Audit Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Government Internal Audit Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","HM Revenue and Customs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Serious Fraud Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Serious Fraud Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Serious Fraud Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","The Insolvency Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","The Insolvency Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","The Insolvency Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","The Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","150","120","22550","21260"
"Leaver CS","2022","Debt","Department for Work and Pensions (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Department for Work and Pensions (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Department for Work and Pensions (excl. agencies)","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Debt","Health and Safety Executive","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","HM Revenue and Customs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Cabinet Office (excl. agencies)","Heterosexual / straight","80","80","57400","56340"
"Leaver CS","2022","Digital, Data & Technology","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Companies House","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Companies House","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Companies House","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Companies House","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Crown Commercial Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Crown Commercial Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Crown Prosecution Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Defence Electronics and Components Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Defence Electronics and Components Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Defence Electronics and Components Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Defence Equipment and Support","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Education (excl. agencies)","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","130","120","45850","41490"
"Leaver CS","2022","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Unknown","60","60","46310","45140"
"Leaver CS","2022","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Driver and Vehicle Licensing Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Driver and Vehicle Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Education and Skills Funding Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Education and Skills Funding Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","FCDO Services","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","FCDO Services","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
