"Status","Year","Region_ITL2","Age","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Outer London - West and North West","50-59","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","50-59","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","50-59","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","50-59","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","50-59","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","50-59","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","50-59","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","60-64","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","60-64","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","60-64","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","60-64","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","60-64","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","60-64","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","60-64","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","60-64","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","60-64","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","60-64","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","60-64","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","60-64","Unknown","30","20","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","65+","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","65+","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","65+","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","65+","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","65+","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","65+","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","65+","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","65+","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","65+","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Overseas","20-29","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","30-39","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","30-39","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","30-39","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","30-39","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","40-49","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","40-49","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","40-49","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","40-49","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","50-59","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","50-59","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","50-59","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","50-59","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","50-59","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","50-59","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","60-64","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","60-64","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","60-64","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","60-64","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","60-64","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","60-64","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","60-64","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","65+","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","65+","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","65+","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","65+","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","65+","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","16-19","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","20-29","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","20-29","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","20-29","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","20-29","Operational Delivery","90","90","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","20-29","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","30-39","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","30-39","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","30-39","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","30-39","Operational Delivery","40","40","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","30-39","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","30-39","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","30-39","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","40-49","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","40-49","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","40-49","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","40-49","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","40-49","Operational Delivery","40","30","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","40-49","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","40-49","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","40-49","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","50-59","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","50-59","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","50-59","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","50-59","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","50-59","Operational Delivery","40","40","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","50-59","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","50-59","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","50-59","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","50-59","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","50-59","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","50-59","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","60-64","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","60-64","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","60-64","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","60-64","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","60-64","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","60-64","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","60-64","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","60-64","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","60-64","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","65+","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","65+","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","65+","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","65+","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","65+","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","65+","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","20-29","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","20-29","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","20-29","Operational Delivery","50","50","[c]","[c]"
"Leaver CS","2021","South Yorkshire","20-29","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","20-29","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","20-29","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","20-29","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","20-29","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","South Yorkshire","30-39","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","30-39","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","30-39","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","30-39","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","30-39","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","30-39","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","30-39","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","30-39","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","40-49","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","40-49","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","40-49","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","40-49","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","40-49","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","40-49","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","40-49","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","40-49","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","South Yorkshire","50-59","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","50-59","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","50-59","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","50-59","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","50-59","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","50-59","Operational Delivery","50","40","[c]","[c]"
"Leaver CS","2021","South Yorkshire","50-59","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","50-59","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","50-59","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","50-59","Unknown","120","100","[c]","[c]"
"Leaver CS","2021","South Yorkshire","60-64","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","60-64","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","60-64","Operational Delivery","30","20","[c]","[c]"
"Leaver CS","2021","South Yorkshire","60-64","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","60-64","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","60-64","Unknown","90","70","[c]","[c]"
"Leaver CS","2021","South Yorkshire","65+","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","65+","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","65+","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","65+","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","65+","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","65+","Unknown","50","30","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","16-19","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","20-29","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","20-29","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","20-29","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","20-29","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","30-39","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","30-39","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","30-39","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","30-39","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","30-39","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","30-39","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","30-39","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","40-49","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","40-49","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","40-49","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","50-59","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","50-59","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","50-59","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","50-59","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","50-59","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","50-59","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Southern Scotland","60-64","Human Resources","[c]","[c]","[c]","[c]"
