"Status","Year","Sex","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scottish Government","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","United Kingdom Statistics Authority","90","90","36770","36030"
"Leaver Dept.","2021","Male","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Attorney General's Departments","180","170","41930","33100"
"Leaver Dept.","2022","Female","Cabinet Office","1040","1030","41830","34550"
"Leaver Dept.","2022","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Business, Energy and Industrial Strategy","410","390","41310","37030"
"Leaver Dept.","2022","Female","Department for Digital, Culture, Media and Sport","110","110","41720","34280"
"Leaver Dept.","2022","Female","Department for Education","300","290","42400","37100"
"Leaver Dept.","2022","Female","Department for Environment, Food and Rural Affairs","290","280","27860","24920"
"Leaver Dept.","2022","Female","Department for International Trade","130","120","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Levelling Up, Housing and Communities","210","200","40260","36340"
"Leaver Dept.","2022","Female","Department for Transport","320","300","35230","32000"
"Leaver Dept.","2022","Female","Department for Work and Pensions","1850","1770","29470","27570"
"Leaver Dept.","2022","Female","Department of Health and Social Care","5190","4030","41080","36330"
"Leaver Dept.","2022","Female","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Food Standards Agency","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Foreign, Commonwealth and Development Office","230","70","41290","38600"
"Leaver Dept.","2022","Female","HM Revenue and Customs","750","710","29600","26670"
"Leaver Dept.","2022","Female","HM Treasury","120","120","[c]","[c]"
"Leaver Dept.","2022","Female","Home Office","740","700","35410","28850"
"Leaver Dept.","2022","Female","Ministry of Defence","520","500","35230","33200"
"Leaver Dept.","2022","Female","Ministry of Justice","1090","1060","31420","26410"
"Leaver Dept.","2022","Female","National Crime Agency","50","50","42560","39840"
"Leaver Dept.","2022","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office for Standards in Education, Children's Services and Skills","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Office of Gas and Electricity Markets","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scottish Government","80","80","39190","31540"
"Leaver Dept.","2022","Female","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","UK Statistics Authority","120","120","33510","30210"
"Leaver Dept.","2022","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Attorney General's Departments","100","100","42350","33100"
"Leaver Dept.","2022","Male","Cabinet Office","830","830","42370","34550"
"Leaver Dept.","2022","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department for Business, Energy and Industrial Strategy","390","380","43050","40050"
"Leaver Dept.","2022","Male","Department for Digital, Culture, Media and Sport","100","100","47700","51730"
"Leaver Dept.","2022","Male","Department for Education","210","210","42740","39150"
"Leaver Dept.","2022","Male","Department for Environment, Food and Rural Affairs","230","230","28440","25190"
"Leaver Dept.","2022","Male","Department for International Trade","100","100","[c]","[c]"
"Leaver Dept.","2022","Male","Department for Levelling Up, Housing and Communities","170","170","42260","35550"
"Leaver Dept.","2022","Male","Department for Transport","340","340","37470","34710"
"Leaver Dept.","2022","Male","Department for Work and Pensions","1260","1240","30620","27570"
"Leaver Dept.","2022","Male","Department of Health and Social Care","2680","2020","47060","40170"
"Leaver Dept.","2022","Male","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Food Standards Agency","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Foreign, Commonwealth and Development Office","190","40","[c]","[c]"
"Leaver Dept.","2022","Male","HM Revenue and Customs","650","640","[c]","[c]"
"Leaver Dept.","2022","Male","HM Treasury","90","90","[c]","[c]"
"Leaver Dept.","2022","Male","Home Office","660","660","35710","29610"
"Leaver Dept.","2022","Male","Ministry of Defence","600","590","37530","34640"
"Leaver Dept.","2022","Male","Ministry of Justice","660","650","31760","26550"
"Leaver Dept.","2022","Male","National Crime Agency","60","50","43180","40170"
"Leaver Dept.","2022","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Office of Gas and Electricity Markets","50","50","37520","34240"
"Leaver Dept.","2022","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Scottish Government","60","50","37540","34600"
"Leaver Dept.","2022","Male","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","UK Statistics Authority","110","100","37760","33210"
"Leaver Dept.","2022","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Welsh Government","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Attorney General's Departments","650","630","34410","27010"
"New entrant CS","2021","Female","Cabinet Office","960","950","36850","28000"
"New entrant CS","2021","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Charity Commission","40","40","[c]","[c]"
"New entrant CS","2021","Female","Competition and Markets Authority","40","40","[c]","[c]"
"New entrant CS","2021","Female","Department for Business, Energy and Industrial Strategy","780","760","31930","30930"
"New entrant CS","2021","Female","Department for Digital, Culture, Media and Sport","220","220","37600","34020"
"New entrant CS","2021","Female","Department for Education","460","440","34750","29360"
"New entrant CS","2021","Female","Department for Environment, Food and Rural Affairs","920","890","31640","29180"
"New entrant CS","2021","Female","Department for International Trade","210","200","33400","31800"
"New entrant CS","2021","Female","Department for Transport","640","610","29460","26130"
"New entrant CS","2021","Female","Department for Work and Pensions","10070","9780","26900","27570"
"New entrant CS","2021","Female","Department of Health and Social Care","2240","2010","35280","32330"
"New entrant CS","2021","Female","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Food Standards Agency","50","50","[c]","[c]"
"New entrant CS","2021","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","HM Land Registry","400","390","25870","22350"
"New entrant CS","2021","Female","HM Revenue and Customs","2720","2640","24440","20140"
"New entrant CS","2021","Female","HM Treasury","240","240","33120","28500"
"New entrant CS","2021","Female","Home Office","980","960","31300","27370"
"New entrant CS","2021","Female","Ministry of Defence","1780","1680","29210","26350"
"New entrant CS","2021","Female","Ministry of Housing, Communities and Local Government","230","220","35600","32780"
"New entrant CS","2021","Female","Ministry of Justice","5070","4880","23970","22850"
"New entrant CS","2021","Female","National Crime Agency","560","550","32930","32260"
"New entrant CS","2021","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office for Standards in Education","110","110","47150","46360"
"New entrant CS","2021","Female","Office of Gas and Electricity Markets","140","130","32610","25750"
"New entrant CS","2021","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other Cabinet Office Agencies","90","90","37570","34800"
"New entrant CS","2021","Female","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Scottish Government","1190","1140","30460","26160"
"New entrant CS","2021","Female","The National Archives","30","30","[c]","[c]"
"New entrant CS","2021","Female","UK Export Finance","40","40","[c]","[c]"
"New entrant CS","2021","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","United Kingdom Statistics Authority","570","540","31250","29540"
"New entrant CS","2021","Female","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Welsh Government","120","110","27960","20500"
"New entrant CS","2021","Male","Attorney General's Departments","370","360","38030","38000"
"New entrant CS","2021","Male","Cabinet Office","780","770","43250","28000"
"New entrant CS","2021","Male","Chancellor's other departments","30","30","[c]","[c]"
"New entrant CS","2021","Male","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Competition and Markets Authority","30","30","[c]","[c]"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","720","710","34580","33570"
"New entrant CS","2021","Male","Department for Digital, Culture, Media and Sport","180","180","40920","34020"
"New entrant CS","2021","Male","Department for Education","320","310","37720","36500"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","700","690","34230","29750"
"New entrant CS","2021","Male","Department for International Trade","190","190","35870","31800"
"New entrant CS","2021","Male","Department for Transport","770","750","32980","30270"
"New entrant CS","2021","Male","Department for Work and Pensions","7100","7060","26790","27570"
"New entrant CS","2021","Male","Department of Health and Social Care","1070","1000","40370","32790"
"New entrant CS","2021","Male","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Food Standards Agency","50","50","[c]","[c]"
"New entrant CS","2021","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Land Registry","300","300","26580","22350"
"New entrant CS","2021","Male","HM Revenue and Customs","2680","2650","25130","20140"
"New entrant CS","2021","Male","HM Treasury","230","230","34710","32320"
"New entrant CS","2021","Male","Home Office","1180","1170","32100","25630"
"New entrant CS","2021","Male","Ministry of Defence","2440","2420","30910","27490"
"New entrant CS","2021","Male","Ministry of Housing, Communities and Local Government","200","200","38480","33210"
"New entrant CS","2021","Male","Ministry of Justice","3720","3640","25650","22850"
"New entrant CS","2021","Male","National Crime Agency","500","490","35860","34140"
"New entrant CS","2021","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office for Standards in Education","60","60","53330","51360"
"New entrant CS","2021","Male","Office of Gas and Electricity Markets","180","170","35880","27500"
"New entrant CS","2021","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other Cabinet Office Agencies","120","120","37850","34800"
"New entrant CS","2021","Male","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Scottish Government","880","870","30260","26160"
"New entrant CS","2021","Male","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","UK Export Finance","50","50","[c]","[c]"
"New entrant CS","2021","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","United Kingdom Statistics Authority","450","440","32010","29540"
"New entrant CS","2021","Male","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Welsh Government","80","70","28560","25030"
"New entrant CS","2021","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","50","40","[c]","[c]"
"New entrant CS","2022","Female","Attorney General's Departments","740","720","33390","26950"
"New entrant CS","2022","Female","Cabinet Office","1060","1050","36260","28000"
"New entrant CS","2022","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Charity Commission","50","50","27350","24440"
"New entrant CS","2022","Female","Competition and Markets Authority","60","60","38770","33120"
"New entrant CS","2022","Female","Department for Business, Energy and Industrial Strategy","770","750","32750","30360"
"New entrant CS","2022","Female","Department for Digital, Culture, Media and Sport","220","220","34300","34020"
"New entrant CS","2022","Female","Department for Education","680","660","33660","29360"
"New entrant CS","2022","Female","Department for Environment, Food and Rural Affairs","1680","1620","31740","29180"
"New entrant CS","2022","Female","Department for International Trade","220","220","34880","31800"
"New entrant CS","2022","Female","Department for Levelling Up, Housing and Communities","370","360","35020","33210"
"New entrant CS","2022","Female","Department for Transport","1010","960","30110","26130"
"New entrant CS","2022","Female","Department for Work and Pensions","6040","5840","25990","27570"
"New entrant CS","2022","Female","Department of Health and Social Care","2210","1890","36610","32330"
"New entrant CS","2022","Female","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Food Standards Agency","130","130","33720","30350"
"New entrant CS","2022","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","HM Land Registry","310","300","26570","22600"
"New entrant CS","2022","Female","HM Revenue and Customs","4380","4220","26300","22010"
"New entrant CS","2022","Female","HM Treasury","190","190","34100","29320"
"New entrant CS","2022","Female","Home Office","1230","1180","28730","24880"
"New entrant CS","2022","Female","Ministry of Defence","2010","1920","29080","26350"
"New entrant CS","2022","Female","Ministry of Justice","11610","10990","26690","24270"
"New entrant CS","2022","Female","National Crime Agency","240","230","35490","32770"
"New entrant CS","2022","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office for Standards in Education, Children's Services and Skills","180","170","48110","46360"
"New entrant CS","2022","Female","Office of Gas and Electricity Markets","220","220","35110","30000"
"New entrant CS","2022","Female","Office of Qualifications and Examinations Regulation","40","40","[c]","[c]"
"New entrant CS","2022","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scottish Government","2710","2620","29610","27230"
"New entrant CS","2022","Female","The National Archives","60","50","31740","28040"
"New entrant CS","2022","Female","UK Export Finance","70","70","41440","35000"
"New entrant CS","2022","Female","UK Statistics Authority","560","500","28640","30210"
"New entrant CS","2022","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Water Services Regulation Authority","30","30","[c]","[c]"
"New entrant CS","2022","Female","Welsh Government","220","210","33960","31210"
"New entrant CS","2022","Male","Attorney General's Departments","310","300","36780","30720"
"New entrant CS","2022","Male","Cabinet Office","910","900","41380","32000"
"New entrant CS","2022","Male","Chancellor's other departments","40","40","[c]","[c]"
"New entrant CS","2022","Male","Charity Commission","40","40","[c]","[c]"
"New entrant CS","2022","Male","Competition and Markets Authority","70","70","50700","44050"
"New entrant CS","2022","Male","Department for Business, Energy and Industrial Strategy","690","690","33080","31310"
"New entrant CS","2022","Male","Department for Digital, Culture, Media and Sport","170","170","37040","34020"
"New entrant CS","2022","Male","Department for Education","420","410","36180","32870"
"New entrant CS","2022","Male","Department for Environment, Food and Rural Affairs","1270","1260","32840","29180"
"New entrant CS","2022","Male","Department for International Trade","210","210","38610","31800"
"New entrant CS","2022","Male","Department for Levelling Up, Housing and Communities","320","310","35540","33210"
"New entrant CS","2022","Male","Department for Transport","1230","1210","31030","26130"
"New entrant CS","2022","Male","Department for Work and Pensions","4530","4490","27070","27570"
"New entrant CS","2022","Male","Department of Health and Social Care","1120","930","39000","32790"
"New entrant CS","2022","Male","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Food Standards Agency","70","70","32930","30350"
"New entrant CS","2022","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","HM Land Registry","200","200","27980","27130"
"New entrant CS","2022","Male","HM Revenue and Customs","4130","4090","27740","26590"
"New entrant CS","2022","Male","HM Treasury","170","170","37040","29320"
"New entrant CS","2022","Male","Home Office","1350","1270","30740","25770"
"New entrant CS","2022","Male","Ministry of Defence","2980","2950","31070","27010"
"New entrant CS","2022","Male","Ministry of Justice","6570","6340","27450","24800"
"New entrant CS","2022","Male","National Crime Agency","280","280","38090","36410"
"New entrant CS","2022","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office for Standards in Education, Children's Services and Skills","70","60","51790","51360"
"New entrant CS","2022","Male","Office of Gas and Electricity Markets","240","230","36810","29040"
"New entrant CS","2022","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Scottish Government","1800","1770","29950","27230"
"New entrant CS","2022","Male","The National Archives","40","40","[c]","[c]"
"New entrant CS","2022","Male","UK Export Finance","60","50","44980","43000"
"New entrant CS","2022","Male","UK Statistics Authority","450","420","29960","30210"
"New entrant CS","2022","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Welsh Government","150","140","35600","31210"
"New entrant CS","2022","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","",""
"Parent_department","Government Department, total figures include Executive Agencies, Ministerial and Non-Ministerial Departments.","","","","","",""
"","On 30 September 2021, the Ministry for Housing, Communities and Local Government changed it's name to the Department for Levelling Up, Housing and Communities.","","","","","",""
"Sex","Self reported sex.","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
