"Status","Year","Region_ITL1","Ethnicity","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Northern Ireland","Unknown","20-29","220","210","23900","21250"
"In post","2022","Northern Ireland","Unknown","30-39","270","260","27430","24880"
"In post","2022","Northern Ireland","Unknown","40-49","170","160","30550","26590"
"In post","2022","Northern Ireland","Unknown","50-59","130","120","31210","26820"
"In post","2022","Northern Ireland","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","White","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","White","20-29","320","320","26360","26590"
"In post","2022","Northern Ireland","White","30-39","700","670","31010","26830"
"In post","2022","Northern Ireland","White","40-49","880","830","30690","26820"
"In post","2022","Northern Ireland","White","50-59","1080","1030","30610","27130"
"In post","2022","Northern Ireland","White","60-64","250","210","28220","22830"
"In post","2022","Northern Ireland","White","65+","80","70","26920","21680"
"In post","2022","Overseas","Asian","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Asian","30-39","50","50","[c]","[c]"
"In post","2022","Overseas","Asian","40-49","70","70","49090","52410"
"In post","2022","Overseas","Asian","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Asian","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Asian","65+","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Black","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Black","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Black","40-49","30","30","[c]","[c]"
"In post","2022","Overseas","Black","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Black","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Black","65+","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Mixed","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Mixed","30-39","40","40","[c]","[c]"
"In post","2022","Overseas","Mixed","40-49","40","40","[c]","[c]"
"In post","2022","Overseas","Mixed","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Mixed","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Mixed","65+","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Undeclared","30-39","70","70","46450","43840"
"In post","2022","Overseas","Undeclared","40-49","70","70","50700","53080"
"In post","2022","Overseas","Undeclared","50-59","70","70","48700","40920"
"In post","2022","Overseas","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","20-29","50","50","37880","38240"
"In post","2022","Overseas","Unknown","30-39","180","180","49180","51500"
"In post","2022","Overseas","Unknown","40-49","170","170","51550","49200"
"In post","2022","Overseas","Unknown","50-59","90","90","50110","46600"
"In post","2022","Overseas","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","White","20-29","210","210","34710","33230"
"In post","2022","Overseas","White","30-39","670","670","46230","49370"
"In post","2022","Overseas","White","40-49","760","750","53470","54470"
"In post","2022","Overseas","White","50-59","750","740","53290","53500"
"In post","2022","Overseas","White","60-64","130","130","56900","54540"
"In post","2022","Overseas","White","65+","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Asian","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Asian","20-29","130","130","27050","24880"
"In post","2022","Scotland","Asian","30-39","260","240","31860","27570"
"In post","2022","Scotland","Asian","40-49","210","200","36190","29840"
"In post","2022","Scotland","Asian","50-59","100","100","32730","27570"
"In post","2022","Scotland","Asian","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Asian","65+","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Black","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Black","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Black","30-39","100","90","28050","24890"
"In post","2022","Scotland","Black","40-49","140","140","33790","27570"
"In post","2022","Scotland","Black","50-59","40","40","[c]","[c]"
"In post","2022","Scotland","Black","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Black","65+","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Mixed","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Mixed","20-29","60","50","27990","27230"
"In post","2022","Scotland","Mixed","30-39","110","110","34870","31540"
"In post","2022","Scotland","Mixed","40-49","70","70","39780","33370"
"In post","2022","Scotland","Mixed","50-59","70","70","39670","33080"
"In post","2022","Scotland","Mixed","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Mixed","65+","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Other ethnicity","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Undeclared","20-29","70","70","29660","27570"
"In post","2022","Scotland","Undeclared","30-39","290","270","34210","32170"
"In post","2022","Scotland","Undeclared","40-49","370","360","33900","30730"
"In post","2022","Scotland","Undeclared","50-59","630","590","34690","31990"
"In post","2022","Scotland","Undeclared","60-64","180","140","33870","28570"
"In post","2022","Scotland","Undeclared","65+","50","30","[c]","[c]"
"In post","2022","Scotland","Unknown","16-19","70","60","21490","21250"
"In post","2022","Scotland","Unknown","20-29","2460","2410","26460","24610"
"In post","2022","Scotland","Unknown","30-39","2920","2800","31670","29250"
"In post","2022","Scotland","Unknown","40-49","2050","1930","33980","30450"
"In post","2022","Scotland","Unknown","50-59","2350","2200","34210","30450"
"In post","2022","Scotland","Unknown","60-64","720","580","31640","27080"
"In post","2022","Scotland","Unknown","65+","210","150","30630","26900"
"In post","2022","Scotland","White","16-19","70","70","21620","21250"
"In post","2022","Scotland","White","20-29","4790","4720","28050","27230"
"In post","2022","Scotland","White","30-39","7950","7620","34220","31540"
"In post","2022","Scotland","White","40-49","8500","8020","37220","31990"
"In post","2022","Scotland","White","50-59","11720","10970","34860","28920"
"In post","2022","Scotland","White","60-64","3310","2660","31490","27570"
"In post","2022","Scotland","White","65+","860","650","29990","26780"
"In post","2022","Scotland","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Asian","16-19","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Asian","20-29","230","230","28390","27770"
"In post","2022","South East (England)","Asian","30-39","330","310","30710","28800"
"In post","2022","South East (England)","Asian","40-49","430","390","32000","29020"
"In post","2022","South East (England)","Asian","50-59","380","360","31160","28550"
"In post","2022","South East (England)","Asian","60-64","100","90","30270","28060"
"In post","2022","South East (England)","Asian","65+","70","50","28520","25360"
"In post","2022","South East (England)","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Black","16-19","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Black","20-29","100","100","28020","27980"
"In post","2022","South East (England)","Black","30-39","190","180","30970","29290"
"In post","2022","South East (England)","Black","40-49","240","220","31450","29290"
"In post","2022","South East (England)","Black","50-59","290","280","31620","29290"
"In post","2022","South East (England)","Black","60-64","80","70","29940","27570"
"In post","2022","South East (England)","Black","65+","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Mixed","16-19","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Mixed","20-29","180","170","28040","27530"
"In post","2022","South East (England)","Mixed","30-39","180","170","32240","29290"
"In post","2022","South East (England)","Mixed","40-49","160","150","35570","31370"
"In post","2022","South East (England)","Mixed","50-59","180","170","33000","29100"
"In post","2022","South East (England)","Mixed","60-64","50","40","[c]","[c]"
"In post","2022","South East (England)","Mixed","65+","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Other ethnicity","16-19","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Other ethnicity","20-29","30","30","[c]","[c]"
"In post","2022","South East (England)","Other ethnicity","30-39","30","30","[c]","[c]"
"In post","2022","South East (England)","Other ethnicity","40-49","40","40","[c]","[c]"
"In post","2022","South East (England)","Other ethnicity","50-59","60","60","34840","31760"
"In post","2022","South East (England)","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Undeclared","16-19","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Undeclared","20-29","110","110","30600","29230"
"In post","2022","South East (England)","Undeclared","30-39","320","310","34810","33210"
"In post","2022","South East (England)","Undeclared","40-49","500","470","35170","31420"
"In post","2022","South East (England)","Undeclared","50-59","880","830","33960","30700"
"In post","2022","South East (England)","Undeclared","60-64","270","230","32740","28920"
"In post","2022","South East (England)","Undeclared","65+","90","70","31210","28920"
"In post","2022","South East (England)","Unknown","16-19","50","50","[c]","[c]"
"In post","2022","South East (England)","Unknown","20-29","1170","1150","26660","26030"
"In post","2022","South East (England)","Unknown","30-39","1020","970","31260","28680"
"In post","2022","South East (England)","Unknown","40-49","850","800","34660","29290"
"In post","2022","South East (England)","Unknown","50-59","1040","930","32640","28200"
"In post","2022","South East (England)","Unknown","60-64","330","270","30360","27560"
"In post","2022","South East (England)","Unknown","65+","120","90","30370","26180"
"In post","2022","South East (England)","White","16-19","80","80","22120","21640"
"In post","2022","South East (England)","White","20-29","4070","4020","27790","27260"
"In post","2022","South East (England)","White","30-39","5720","5400","32200","30210"
"In post","2022","South East (England)","White","40-49","7040","6610","34660","31020"
"In post","2022","South East (England)","White","50-59","10680","10050","33660","29610"
"In post","2022","South East (England)","White","60-64","3490","2940","31300","27570"
"In post","2022","South East (England)","White","65+","1380","1080","30150","26820"
"In post","2022","South East (England)","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Asian","16-19","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Asian","20-29","190","180","27820","27000"
"In post","2022","South West (England)","Asian","30-39","280","270","35930","33370"
"In post","2022","South West (England)","Asian","40-49","240","220","38090","33370"
"In post","2022","South West (England)","Asian","50-59","140","130","37030","33080"
"In post","2022","South West (England)","Asian","60-64","30","30","[c]","[c]"
"In post","2022","South West (England)","Asian","65+","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Black","16-19","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Black","20-29","50","50","26890","26590"
"In post","2022","South West (England)","Black","30-39","180","180","33220","32250"
