"Status","Year","Region_ITL1","Ethnicity","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","West Midlands (England)","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Undeclared","20-29","90","80","25880","25830"
"In post","2021","West Midlands (England)","Undeclared","30-39","210","200","30950","27570"
"In post","2021","West Midlands (England)","Undeclared","40-49","280","260","32100","27570"
"In post","2021","West Midlands (England)","Undeclared","50-59","520","470","30590","27570"
"In post","2021","West Midlands (England)","Undeclared","60-64","130","100","27950","27150"
"In post","2021","West Midlands (England)","Undeclared","65+","40","30","[c]","[c]"
"In post","2021","West Midlands (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Unknown","20-29","1030","1010","24260","22850"
"In post","2021","West Midlands (England)","Unknown","30-39","920","870","28570","25630"
"In post","2021","West Midlands (England)","Unknown","40-49","710","670","31800","27570"
"In post","2021","West Midlands (England)","Unknown","50-59","680","650","32490","27570"
"In post","2021","West Midlands (England)","Unknown","60-64","180","150","28500","24920"
"In post","2021","West Midlands (England)","Unknown","65+","70","50","29500","25560"
"In post","2021","West Midlands (England)","White","16-19","30","30","[c]","[c]"
"In post","2021","West Midlands (England)","White","20-29","2130","2100","25910","25000"
"In post","2021","West Midlands (England)","White","30-39","3480","3270","30410","27570"
"In post","2021","West Midlands (England)","White","40-49","4630","4300","33440","28220"
"In post","2021","West Midlands (England)","White","50-59","6940","6460","32120","27570"
"In post","2021","West Midlands (England)","White","60-64","1890","1550","29800","27570"
"In post","2021","West Midlands (England)","White","65+","530","410","28320","26670"
"In post","2021","West Midlands (England)","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","20-29","600","590","25130","24890"
"In post","2021","Yorkshire and The Humber","Asian","30-39","730","660","27480","25560"
"In post","2021","Yorkshire and The Humber","Asian","40-49","640","570","29940","27570"
"In post","2021","Yorkshire and The Humber","Asian","50-59","290","270","31840","27570"
"In post","2021","Yorkshire and The Humber","Asian","60-64","40","40","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","65+","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","20-29","70","60","25060","24890"
"In post","2021","Yorkshire and The Humber","Black","30-39","100","100","27650","25920"
"In post","2021","Yorkshire and The Humber","Black","40-49","130","130","29820","27570"
"In post","2021","Yorkshire and The Humber","Black","50-59","180","170","31500","27570"
"In post","2021","Yorkshire and The Humber","Black","60-64","30","30","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","65+","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","65+","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","20-29","130","130","27260","25790"
"In post","2021","Yorkshire and The Humber","Mixed","30-39","130","120","31270","27570"
"In post","2021","Yorkshire and The Humber","Mixed","40-49","120","110","32890","27570"
"In post","2021","Yorkshire and The Humber","Mixed","50-59","100","90","33970","27570"
"In post","2021","Yorkshire and The Humber","Mixed","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","65+","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","50-59","40","30","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Undeclared","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Undeclared","20-29","90","90","27030","25560"
"In post","2021","Yorkshire and The Humber","Undeclared","30-39","240","220","30800","27570"
"In post","2021","Yorkshire and The Humber","Undeclared","40-49","360","330","32440","28330"
"In post","2021","Yorkshire and The Humber","Undeclared","50-59","540","510","31900","27680"
"In post","2021","Yorkshire and The Humber","Undeclared","60-64","140","110","28580","26930"
"In post","2021","Yorkshire and The Humber","Undeclared","65+","40","30","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Unknown","16-19","50","50","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Unknown","20-29","1630","1610","25150","23970"
"In post","2021","Yorkshire and The Humber","Unknown","30-39","1200","1140","30110","26720"
"In post","2021","Yorkshire and The Humber","Unknown","40-49","920","860","34400","28070"
"In post","2021","Yorkshire and The Humber","Unknown","50-59","800","750","34830","28130"
"In post","2021","Yorkshire and The Humber","Unknown","60-64","210","170","29010","25520"
"In post","2021","Yorkshire and The Humber","Unknown","65+","50","40","33620","26500"
"In post","2021","Yorkshire and The Humber","White","16-19","40","40","[c]","[c]"
"In post","2021","Yorkshire and The Humber","White","20-29","3250","3210","26880","25560"
"In post","2021","Yorkshire and The Humber","White","30-39","5070","4720","31480","27570"
"In post","2021","Yorkshire and The Humber","White","40-49","6410","5940","34010","30620"
"In post","2021","Yorkshire and The Humber","White","50-59","9140","8470","32860","27570"
"In post","2021","Yorkshire and The Humber","White","60-64","2320","1820","29780","27570"
"In post","2021","Yorkshire and The Humber","White","65+","610","440","27880","26670"
"In post","2021","Yorkshire and The Humber","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Asian","16-19","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Asian","20-29","350","350","25880","26590"
"In post","2022","East Midlands (England)","Asian","30-39","460","420","28460","27370"
"In post","2022","East Midlands (England)","Asian","40-49","510","460","29810","27470"
"In post","2022","East Midlands (England)","Asian","50-59","480","430","29140","26910"
"In post","2022","East Midlands (England)","Asian","60-64","110","90","27350","25730"
"In post","2022","East Midlands (England)","Asian","65+","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Black","16-19","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Black","20-29","70","70","25770","25300"
"In post","2022","East Midlands (England)","Black","30-39","140","130","28030","26820"
"In post","2022","East Midlands (England)","Black","40-49","140","130","27820","26820"
"In post","2022","East Midlands (England)","Black","50-59","200","190","29900","27570"
"In post","2022","East Midlands (England)","Black","60-64","50","50","28590","26450"
"In post","2022","East Midlands (England)","Black","65+","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Mixed","16-19","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Mixed","20-29","110","100","25520","24770"
"In post","2022","East Midlands (England)","Mixed","30-39","130","120","30400","26950"
"In post","2022","East Midlands (England)","Mixed","40-49","100","90","33380","28320"
"In post","2022","East Midlands (England)","Mixed","50-59","60","60","32580","27570"
"In post","2022","East Midlands (England)","Mixed","60-64","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Mixed","65+","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Other ethnicity","16-19","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","16-19","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","20-29","60","50","28390","27130"
"In post","2022","East Midlands (England)","Undeclared","30-39","130","130","30810","27970"
"In post","2022","East Midlands (England)","Undeclared","40-49","240","230","32930","29360"
"In post","2022","East Midlands (England)","Undeclared","50-59","380","350","32420","28920"
"In post","2022","East Midlands (England)","Undeclared","60-64","100","90","27380","27130"
"In post","2022","East Midlands (England)","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","20-29","800","780","25270","24520"
"In post","2022","East Midlands (England)","Unknown","30-39","740","690","28490","26780"
"In post","2022","East Midlands (England)","Unknown","40-49","610","570","30890","26970"
"In post","2022","East Midlands (England)","Unknown","50-59","530","500","31250","27570"
"In post","2022","East Midlands (England)","Unknown","60-64","130","110","29920","26590"
"In post","2022","East Midlands (England)","Unknown","65+","50","30","[c]","[c]"
"In post","2022","East Midlands (England)","White","16-19","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","White","20-29","2100","2070","26450","25700"
"In post","2022","East Midlands (England)","White","30-39","3030","2860","30630","27570"
"In post","2022","East Midlands (England)","White","40-49","3680","3430","33150","28580"
"In post","2022","East Midlands (England)","White","50-59","5390","5040","32630","27570"
"In post","2022","East Midlands (England)","White","60-64","1540","1270","29320","27380"
"In post","2022","East Midlands (England)","White","65+","390","300","29010","26780"
"In post","2022","East of England","Asian","16-19","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Asian","20-29","190","180","27320","27570"
"In post","2022","East of England","Asian","30-39","300","280","30340","27570"
"In post","2022","East of England","Asian","40-49","340","310","31430","27570"
"In post","2022","East of England","Asian","50-59","240","230","35240","29290"
"In post","2022","East of England","Asian","60-64","80","70","33230","28410"
"In post","2022","East of England","Asian","65+","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Black","16-19","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Black","20-29","90","80","27640","27570"
"In post","2022","East of England","Black","30-39","120","120","29980","29290"
"In post","2022","East of England","Black","40-49","140","130","32150","29290"
"In post","2022","East of England","Black","50-59","230","220","31860","29290"
"In post","2022","East of England","Black","60-64","50","50","[c]","[c]"
"In post","2022","East of England","Black","65+","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Mixed","16-19","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Mixed","20-29","100","100","27150","27570"
"In post","2022","East of England","Mixed","30-39","100","90","29390","28310"
"In post","2022","East of England","Mixed","40-49","100","90","33850","29290"
"In post","2022","East of England","Mixed","50-59","110","110","33720","31650"
"In post","2022","East of England","Mixed","60-64","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Mixed","65+","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other ethnicity","16-19","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other ethnicity","40-49","30","30","[c]","[c]"
"In post","2022","East of England","Other ethnicity","50-59","40","40","[c]","[c]"
"In post","2022","East of England","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Undeclared","20-29","50","40","[c]","[c]"
"In post","2022","East of England","Undeclared","30-39","140","140","31660","30730"
"In post","2022","East of England","Undeclared","40-49","240","220","33500","30470"
"In post","2022","East of England","Undeclared","50-59","460","430","32160","29710"
"In post","2022","East of England","Undeclared","60-64","130","110","31160","28920"
"In post","2022","East of England","Undeclared","65+","50","40","30310","27570"
"In post","2022","East of England","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","20-29","620","610","25760","24880"
"In post","2022","East of England","Unknown","30-39","520","490","29670","26670"
"In post","2022","East of England","Unknown","40-49","440","410","32310","28200"
"In post","2022","East of England","Unknown","50-59","520","480","32900","28120"
"In post","2022","East of England","Unknown","60-64","130","120","28900","27070"
"In post","2022","East of England","Unknown","65+","60","40","30070","26990"
"In post","2022","East of England","White","16-19","[c]","[c]","[c]","[c]"
"In post","2022","East of England","White","20-29","2000","1980","26920","26350"
"In post","2022","East of England","White","30-39","2990","2810","31100","29290"
"In post","2022","East of England","White","40-49","4010","3730","33010","29560"
"In post","2022","East of England","White","50-59","5800","5480","32770","29290"
"In post","2022","East of England","White","60-64","1770","1510","30330","27570"
"In post","2022","East of England","White","65+","600","460","29510","26830"
"In post","2022","East of England","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","London","Asian","16-19","[c]","[c]","[c]","[c]"
"In post","2022","London","Asian","20-29","2920","2890","34420","32320"
"In post","2022","London","Asian","30-39","3680","3550","40650","36650"
"In post","2022","London","Asian","40-49","3890","3650","40980","35200"
"In post","2022","London","Asian","50-59","2870","2720","38080","31880"
"In post","2022","London","Asian","60-64","910","790","33720","30620"
"In post","2022","London","Asian","65+","510","410","31230","28220"
"In post","2022","London","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","London","Black","16-19","[c]","[c]","[c]","[c]"
"In post","2022","London","Black","20-29","1550","1530","32380","31060"
"In post","2022","London","Black","30-39","1900","1860","36290","33520"
"In post","2022","London","Black","40-49","2170","2080","37300","33570"
"In post","2022","London","Black","50-59","3680","3570","35850","31880"
"In post","2022","London","Black","60-64","910","840","32780","31060"
"In post","2022","London","Black","65+","290","260","30920","28210"
"In post","2022","London","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","London","Mixed","16-19","[c]","[c]","[c]","[c]"
"In post","2022","London","Mixed","20-29","1090","1070","36250","33570"
"In post","2022","London","Mixed","30-39","1060","1030","44580","41500"
"In post","2022","London","Mixed","40-49","690","660","47400","41970"
"In post","2022","London","Mixed","50-59","570","550","41520","36150"
"In post","2022","London","Mixed","60-64","130","120","38130","32510"
"In post","2022","London","Mixed","65+","50","40","[c]","[c]"
"In post","2022","London","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","London","Other ethnicity","16-19","[c]","[c]","[c]","[c]"
"In post","2022","London","Other ethnicity","20-29","310","310","34820","31940"
"In post","2022","London","Other ethnicity","30-39","330","320","43320","39130"
"In post","2022","London","Other ethnicity","40-49","300","280","43610","37210"
"In post","2022","London","Other ethnicity","50-59","250","240","41980","35660"
"In post","2022","London","Other ethnicity","60-64","80","70","40510","33440"
"In post","2022","London","Other ethnicity","65+","40","30","[c]","[c]"
"In post","2022","London","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","London","Undeclared","16-19","[c]","[c]","[c]","[c]"
"In post","2022","London","Undeclared","20-29","410","410","37290","34550"
"In post","2022","London","Undeclared","30-39","850","820","45740","41970"
"In post","2022","London","Undeclared","40-49","1020","980","44920","40650"
"In post","2022","London","Undeclared","50-59","1580","1520","41870","36620"
"In post","2022","London","Undeclared","60-64","410","360","39470","32090"
"In post","2022","London","Undeclared","65+","160","130","39550","33440"
"In post","2022","London","Unknown","16-19","50","50","26410","25630"
"In post","2022","London","Unknown","20-29","6310","6280","35420","32560"
"In post","2022","London","Unknown","30-39","4400","4300","46290","42470"
"In post","2022","London","Unknown","40-49","2870","2760","50830","47280"
"In post","2022","London","Unknown","50-59","2420","2350","48900","40940"
"In post","2022","London","Unknown","60-64","530","480","44160","38440"
"In post","2022","London","Unknown","65+","210","170","43200","34670"
"In post","2022","London","White","16-19","60","50","24940","24330"
"In post","2022","London","White","20-29","11370","11320","38540","35260"
"In post","2022","London","White","30-39","12980","12620","49450","51730"
"In post","2022","London","White","40-49","11850","11270","53830","53770"
"In post","2022","London","White","50-59","12780","12350","49510","43320"
"In post","2022","London","White","60-64","3220","2860","45310","38340"
"In post","2022","London","White","65+","1160","970","41310","33440"
"In post","2022","London","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Asian","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Asian","20-29","140","130","25830","23270"
"In post","2022","North East (England)","Asian","30-39","210","200","30410","27570"
"In post","2022","North East (England)","Asian","40-49","150","140","33020","27570"
"In post","2022","North East (England)","Asian","50-59","80","70","29690","26120"
"In post","2022","North East (England)","Asian","60-64","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Asian","65+","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Black","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Black","20-29","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Black","30-39","50","40","[c]","[c]"
"In post","2022","North East (England)","Black","40-49","60","60","29760","27570"
"In post","2022","North East (England)","Black","50-59","30","30","[c]","[c]"
"In post","2022","North East (England)","Black","60-64","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Black","65+","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Mixed","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Mixed","20-29","60","60","25590","24430"
"In post","2022","North East (England)","Mixed","30-39","80","70","29600","27470"
"In post","2022","North East (England)","Mixed","40-49","60","50","30810","27570"
"In post","2022","North East (England)","Mixed","50-59","40","40","[c]","[c]"
"In post","2022","North East (England)","Mixed","60-64","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Mixed","65+","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Other ethnicity","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Undeclared","20-29","40","40","[c]","[c]"
"In post","2022","North East (England)","Undeclared","30-39","160","150","31700","27570"
"In post","2022","North East (England)","Undeclared","40-49","280","270","31570","27570"
"In post","2022","North East (England)","Undeclared","50-59","440","400","31120","27130"
"In post","2022","North East (England)","Undeclared","60-64","120","90","30070","27570"
"In post","2022","North East (England)","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Unknown","16-19","40","30","[c]","[c]"
"In post","2022","North East (England)","Unknown","20-29","1200","1180","25590","24570"
"In post","2022","North East (England)","Unknown","30-39","1220","1150","29010","26820"
"In post","2022","North East (England)","Unknown","40-49","910","840","30520","26710"
"In post","2022","North East (England)","Unknown","50-59","880","790","28410","22600"
"In post","2022","North East (England)","Unknown","60-64","280","220","26150","22080"
"In post","2022","North East (England)","Unknown","65+","70","50","25200","22010"
"In post","2022","North East (England)","White","16-19","40","40","[c]","[c]"
"In post","2022","North East (England)","White","20-29","3130","3080","26520","25700"
"In post","2022","North East (England)","White","30-39","5200","4870","30170","27570"
"In post","2022","North East (England)","White","40-49","6540","6040","31780","27570"
"In post","2022","North East (England)","White","50-59","8160","7360","30930","27570"
"In post","2022","North East (England)","White","60-64","2690","2020","27420","23960"
"In post","2022","North East (England)","White","65+","610","440","25720","22080"
"In post","2022","North East (England)","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Asian","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Asian","20-29","780","760","26490","26590"
"In post","2022","North West (England)","Asian","30-39","1040","980","29710","27570"
"In post","2022","North West (England)","Asian","40-49","900","800","29910","27570"
"In post","2022","North West (England)","Asian","50-59","420","390","30200","26820"
"In post","2022","North West (England)","Asian","60-64","60","50","27100","22080"
"In post","2022","North West (England)","Asian","65+","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Black","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Black","20-29","160","150","27770","26820"
"In post","2022","North West (England)","Black","30-39","280","270","30390","27570"
"In post","2022","North West (England)","Black","40-49","240","230","29880","27570"
"In post","2022","North West (England)","Black","50-59","200","190","30960","27570"
"In post","2022","North West (England)","Black","60-64","50","40","27200","27570"
"In post","2022","North West (England)","Black","65+","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Mixed","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Mixed","20-29","200","200","26260","24880"
"In post","2022","North West (England)","Mixed","30-39","230","220","31020","27570"
"In post","2022","North West (England)","Mixed","40-49","220","200","32200","27570"
"In post","2022","North West (England)","Mixed","50-59","180","170","31210","27570"
"In post","2022","North West (England)","Mixed","60-64","40","40","[c]","[c]"
"In post","2022","North West (England)","Mixed","65+","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Other ethnicity","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Other ethnicity","30-39","40","40","[c]","[c]"
"In post","2022","North West (England)","Other ethnicity","40-49","50","40","[c]","[c]"
"In post","2022","North West (England)","Other ethnicity","50-59","50","50","33050","29220"
"In post","2022","North West (England)","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Undeclared","16-19","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Undeclared","20-29","110","110","28040","27570"
"In post","2022","North West (England)","Undeclared","30-39","340","330","31770","27570"
"In post","2022","North West (England)","Undeclared","40-49","590","550","31810","27570"
"In post","2022","North West (England)","Undeclared","50-59","860","800","32150","27570"
"In post","2022","North West (England)","Undeclared","60-64","270","210","31480","27570"
"In post","2022","North West (England)","Undeclared","65+","70","50","29160","27570"
"In post","2022","North West (England)","Unknown","16-19","50","50","21930","21250"
"In post","2022","North West (England)","Unknown","20-29","2420","2370","25920","24880"
"In post","2022","North West (England)","Unknown","30-39","2320","2210","29490","26820"
"In post","2022","North West (England)","Unknown","40-49","1660","1550","31700","26820"
"In post","2022","North West (England)","Unknown","50-59","1570","1460","31380","26820"
"In post","2022","North West (England)","Unknown","60-64","420","350","27810","22510"
"In post","2022","North West (England)","Unknown","65+","120","90","29160","26220"
"In post","2022","North West (England)","White","16-19","80","80","22460","21260"
"In post","2022","North West (England)","White","20-29","6080","6000","26890","25480"
"In post","2022","North West (England)","White","30-39","9460","8990","30840","27570"
"In post","2022","North West (England)","White","40-49","11550","10800","32450","27570"
"In post","2022","North West (England)","White","50-59","15540","14440","31970","27570"
"In post","2022","North West (England)","White","60-64","4400","3490","28860","26930"
"In post","2022","North West (England)","White","65+","1160","850","27860","25700"
"In post","2022","North West (England)","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Asian","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Asian","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Asian","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Asian","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Asian","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Asian","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Asian","65+","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Black","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Black","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Black","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Black","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Black","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Black","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Black","65+","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Mixed","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Mixed","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Mixed","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Mixed","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Mixed","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Mixed","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Mixed","65+","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Other ethnicity","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Undeclared","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Undeclared","50-59","30","30","[c]","[c]"
"In post","2022","Northern Ireland","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Unknown","16-19","[c]","[c]","[c]","[c]"
