"Status","Year","Age","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Unknown","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","EO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","EO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","AA/AO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","AA/AO","Human Resources","30","30","[c]","[c]"
"Leaver Dept.","2022","20-29","AA/AO","Legal","30","30","[c]","[c]"
"Leaver Dept.","2022","20-29","AA/AO","No function","860","820","21200","21010"
"Leaver Dept.","2022","20-29","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","AA/AO","Unknown","360","350","22110","21680"
"Leaver Dept.","2022","20-29","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","EO","Communications","40","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","EO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","EO","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver Dept.","2022","20-29","EO","Finance","40","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","EO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","EO","Human Resources","80","60","26900","27500"
"Leaver Dept.","2022","20-29","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","EO","No function","1360","1280","27100","27570"
"Leaver Dept.","2022","20-29","EO","Project Delivery","70","70","24880","26160"
"Leaver Dept.","2022","20-29","EO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","EO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","EO","Unknown","340","320","26960","26350"
"Leaver Dept.","2022","20-29","G6/G7","Analysis","50","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","G6/G7","No function","300","260","54120","53600"
"Leaver Dept.","2022","20-29","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","G6/G7","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2022","20-29","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","SEO/HEO","Analysis","180","170","34690","33800"
"Leaver Dept.","2022","20-29","SEO/HEO","Commercial","70","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","SEO/HEO","Communications","60","60","[c]","[c]"
"Leaver Dept.","2022","20-29","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","SEO/HEO","Digital, Data & Technology","120","90","35620","35310"
"Leaver Dept.","2022","20-29","SEO/HEO","Finance","60","40","[c]","[c]"
"Leaver Dept.","2022","20-29","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","SEO/HEO","Human Resources","100","100","32510","32330"
"Leaver Dept.","2022","20-29","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","SEO/HEO","No function","2010","1890","33850","32790"
"Leaver Dept.","2022","20-29","SEO/HEO","Project Delivery","90","90","32780","32200"
"Leaver Dept.","2022","20-29","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","SEO/HEO","Unknown","350","290","36900","36130"
"Leaver Dept.","2022","20-29","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","No function","40","40","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Unknown","90","50","[c]","[c]"
"Leaver Dept.","2022","30-39","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","AA/AO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","AA/AO","No function","500","450","21390","21260"
"Leaver Dept.","2022","30-39","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","AA/AO","Unknown","240","220","22070","21680"
"Leaver Dept.","2022","30-39","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","EO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","EO","Human Resources","50","50","[c]","[c]"
"Leaver Dept.","2022","30-39","EO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","EO","No function","890","840","27220","27570"
"Leaver Dept.","2022","30-39","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","EO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","EO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","EO","Unknown","340","320","26320","25220"
"Leaver Dept.","2022","30-39","G6/G7","Analysis","80","50","[c]","[c]"
"Leaver Dept.","2022","30-39","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","G6/G7","Communications","50","30","[c]","[c]"
"Leaver Dept.","2022","30-39","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","G6/G7","Digital, Data & Technology","60","50","55800","54700"
"Leaver Dept.","2022","30-39","G6/G7","Finance","40","30","[c]","[c]"
"Leaver Dept.","2022","30-39","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","G6/G7","Human Resources","50","50","[c]","[c]"
"Leaver Dept.","2022","30-39","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","G6/G7","Legal","50","40","[c]","[c]"
"Leaver Dept.","2022","30-39","G6/G7","No function","940","870","56580","54650"
"Leaver Dept.","2022","30-39","G6/G7","Project Delivery","50","50","[c]","[c]"
"Leaver Dept.","2022","30-39","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","G6/G7","Unknown","210","150","60700","57680"
"Leaver Dept.","2022","30-39","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","SCS","No function","110","90","82580","77930"
"Leaver Dept.","2022","30-39","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","SCS","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","SEO/HEO","Analysis","70","60","38170","38340"
"Leaver Dept.","2022","30-39","SEO/HEO","Commercial","100","70","37530","38740"
"Leaver Dept.","2022","30-39","SEO/HEO","Communications","100","90","37560","37280"
"Leaver Dept.","2022","30-39","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","SEO/HEO","Digital, Data & Technology","150","130","36340","36410"
"Leaver Dept.","2022","30-39","SEO/HEO","Finance","80","60","36170","35310"
"Leaver Dept.","2022","30-39","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","SEO/HEO","Human Resources","80","80","34520","33280"
"Leaver Dept.","2022","30-39","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","SEO/HEO","No function","1610","1530","35690","35590"
"Leaver Dept.","2022","30-39","SEO/HEO","Project Delivery","110","100","36070","36740"
"Leaver Dept.","2022","30-39","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","SEO/HEO","Unknown","400","340","38370","37660"
"Leaver Dept.","2022","30-39","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","No function","40","40","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","AA/AO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","AA/AO","No function","350","310","21390","21260"
"Leaver Dept.","2022","40-49","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","AA/AO","Unknown","160","140","[c]","[c]"
"Leaver Dept.","2022","40-49","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","EO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","EO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","EO","Human Resources","40","30","[c]","[c]"
"Leaver Dept.","2022","40-49","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","EO","No function","610","570","27310","27570"
"Leaver Dept.","2022","40-49","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","EO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","EO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","EO","Unknown","180","170","26790","26670"
"Leaver Dept.","2022","40-49","G6/G7","Analysis","50","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","G6/G7","Commercial","50","40","[c]","[c]"
"Leaver Dept.","2022","40-49","G6/G7","Communications","50","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","G6/G7","Digital, Data & Technology","80","70","59190","57960"
"Leaver Dept.","2022","40-49","G6/G7","Finance","50","40","[c]","[c]"
"Leaver Dept.","2022","40-49","G6/G7","Human Resources","50","50","[c]","[c]"
"Leaver Dept.","2022","40-49","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","G6/G7","Legal","40","30","[c]","[c]"
"Leaver Dept.","2022","40-49","G6/G7","No function","900","800","57950","54760"
"Leaver Dept.","2022","40-49","G6/G7","Project Delivery","70","70","58350","57440"
"Leaver Dept.","2022","40-49","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","G6/G7","Unknown","170","130","61680","60830"
"Leaver Dept.","2022","40-49","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","SCS","No function","210","190","92230","93570"
"Leaver Dept.","2022","40-49","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","SCS","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","SCS","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","SEO/HEO","Commercial","40","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","SEO/HEO","Communications","40","40","[c]","[c]"
"Leaver Dept.","2022","40-49","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","SEO/HEO","Digital, Data & Technology","110","90","38120","37910"
"Leaver Dept.","2022","40-49","SEO/HEO","Finance","90","70","37240","36920"
"Leaver Dept.","2022","40-49","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","SEO/HEO","Human Resources","60","60","37340","37050"
"Leaver Dept.","2022","40-49","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","SEO/HEO","No function","1040","930","36580","36740"
"Leaver Dept.","2022","40-49","SEO/HEO","Project Delivery","80","80","36620","36840"
"Leaver Dept.","2022","40-49","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","SEO/HEO","Unknown","210","200","37630","37010"
"Leaver Dept.","2022","40-49","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","No function","40","40","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","AA/AO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","AA/AO","No function","270","240","21390","21260"
"Leaver Dept.","2022","50-59","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","AA/AO","Unknown","120","110","[c]","[c]"
"Leaver Dept.","2022","50-59","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","EO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","EO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","EO","No function","440","410","27340","27570"
"Leaver Dept.","2022","50-59","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","EO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","EO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","EO","Unknown","120","120","27270","27370"
"Leaver Dept.","2022","50-59","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","G6/G7","Commercial","40","30","[c]","[c]"
"Leaver Dept.","2022","50-59","G6/G7","Communications","30","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","G6/G7","Digital, Data & Technology","40","30","[c]","[c]"
"Leaver Dept.","2022","50-59","G6/G7","Finance","30","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","G6/G7","Human Resources","40","30","[c]","[c]"
"Leaver Dept.","2022","50-59","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
