"Status","Year","Age","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","50-59","SCS","No function","1060","1030","96040","90310"
"In post","2022","50-59","SCS","Project Delivery","270","270","95490","86780"
"In post","2022","50-59","SCS","Property","70","70","92130","82120"
"In post","2022","50-59","SCS","Security","[c]","[c]","[c]","[c]"
"In post","2022","50-59","SCS","Unknown","400","400","93390","83280"
"In post","2022","50-59","SEO/HEO","Analysis","400","380","37680","37930"
"In post","2022","50-59","SEO/HEO","Commercial","650","640","38670","39360"
"In post","2022","50-59","SEO/HEO","Communications","540","520","37050","35980"
"In post","2022","50-59","SEO/HEO","Counter Fraud","2060","1990","36990","35980"
"In post","2022","50-59","SEO/HEO","Debt","140","130","35610","33370"
"In post","2022","50-59","SEO/HEO","Digital, Data & Technology","2890","2820","38020","37590"
"In post","2022","50-59","SEO/HEO","Finance","1630","1580","37690","36910"
"In post","2022","50-59","SEO/HEO","Grants Management","110","110","32890","31720"
"In post","2022","50-59","SEO/HEO","Human Resources","1360","1310","37280","36620"
"In post","2022","50-59","SEO/HEO","Internal Audit","170","160","42280","42060"
"In post","2022","50-59","SEO/HEO","Legal","580","550","39010","36240"
"In post","2022","50-59","SEO/HEO","No function","14550","13980","38500","37240"
"In post","2022","50-59","SEO/HEO","Project Delivery","3690","3570","37720","38280"
"In post","2022","50-59","SEO/HEO","Property","1330","1300","38470","37340"
"In post","2022","50-59","SEO/HEO","Security","900","890","40430","37660"
"In post","2022","50-59","SEO/HEO","Unknown","6680","6520","38820","38020"
"In post","2022","50-59","Unknown","Commercial","30","30","[c]","[c]"
"In post","2022","50-59","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","No function","4610","4310","31710","28300"
"In post","2022","50-59","Unknown","Project Delivery","380","370","49860","46750"
"In post","2022","50-59","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Security","60","60","33940","28320"
"In post","2022","50-59","Unknown","Unknown","570","570","42230","37300"
"In post","2022","60-64","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","60-64","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","60-64","AA/AO","Communications","50","40","22110","22080"
"In post","2022","60-64","AA/AO","Counter Fraud","380","290","22560","22080"
"In post","2022","60-64","AA/AO","Debt","530","410","22090","21260"
"In post","2022","60-64","AA/AO","Digital, Data & Technology","90","90","22580","21830"
"In post","2022","60-64","AA/AO","Finance","230","170","21750","21380"
"In post","2022","60-64","AA/AO","Grants Management","90","80","21300","21300"
"In post","2022","60-64","AA/AO","Human Resources","180","150","21790","21680"
"In post","2022","60-64","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","60-64","AA/AO","Legal","130","110","23260","23720"
"In post","2022","60-64","AA/AO","No function","9710","7620","22470","21260"
"In post","2022","60-64","AA/AO","Project Delivery","80","60","22360","21280"
"In post","2022","60-64","AA/AO","Property","270","250","20630","21300"
"In post","2022","60-64","AA/AO","Security","610","550","24050","20560"
"In post","2022","60-64","AA/AO","Unknown","2400","2150","22040","21680"
"In post","2022","60-64","EO","Analysis","40","30","[c]","[c]"
"In post","2022","60-64","EO","Commercial","40","40","[c]","[c]"
"In post","2022","60-64","EO","Communications","80","70","28030","26930"
"In post","2022","60-64","EO","Counter Fraud","770","570","28460","27570"
"In post","2022","60-64","EO","Debt","150","110","28580","27570"
"In post","2022","60-64","EO","Digital, Data & Technology","280","230","28110","27570"
"In post","2022","60-64","EO","Finance","150","130","27790","27570"
"In post","2022","60-64","EO","Grants Management","50","40","25800","25880"
"In post","2022","60-64","EO","Human Resources","200","160","27960","27570"
"In post","2022","60-64","EO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","60-64","EO","Legal","130","100","28750","28430"
"In post","2022","60-64","EO","No function","7040","5540","28510","27570"
"In post","2022","60-64","EO","Project Delivery","280","240","25470","26040"
"In post","2022","60-64","EO","Property","200","180","26830","27000"
"In post","2022","60-64","EO","Security","100","80","30150","28920"
"In post","2022","60-64","EO","Unknown","1810","1520","28750","28650"
"In post","2022","60-64","G6/G7","Analysis","80","70","60960","55630"
"In post","2022","60-64","G6/G7","Commercial","110","100","61970","58930"
"In post","2022","60-64","G6/G7","Communications","30","30","[c]","[c]"
"In post","2022","60-64","G6/G7","Counter Fraud","120","90","62200","60380"
"In post","2022","60-64","G6/G7","Debt","[c]","[c]","[c]","[c]"
"In post","2022","60-64","G6/G7","Digital, Data & Technology","270","250","57570","55380"
"In post","2022","60-64","G6/G7","Finance","120","100","58610","57540"
"In post","2022","60-64","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","60-64","G6/G7","Human Resources","100","90","58690","56730"
"In post","2022","60-64","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","60-64","G6/G7","Legal","340","280","62640","62150"
"In post","2022","60-64","G6/G7","No function","1150","1010","62450","59660"
"In post","2022","60-64","G6/G7","Project Delivery","420","370","59890","57750"
"In post","2022","60-64","G6/G7","Property","170","160","60020","58250"
"In post","2022","60-64","G6/G7","Security","40","40","[c]","[c]"
"In post","2022","60-64","G6/G7","Unknown","530","480","65640","63180"
"In post","2022","60-64","SCS","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SCS","Legal","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SCS","No function","190","180","105190","96800"
"In post","2022","60-64","SCS","Project Delivery","40","40","[c]","[c]"
"In post","2022","60-64","SCS","Property","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SCS","Security","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SCS","Unknown","80","70","98420","91260"
"In post","2022","60-64","SEO/HEO","Analysis","100","90","37630","37850"
"In post","2022","60-64","SEO/HEO","Commercial","140","120","38620","39360"
"In post","2022","60-64","SEO/HEO","Communications","100","100","37520","36330"
"In post","2022","60-64","SEO/HEO","Counter Fraud","410","320","37170","35980"
"In post","2022","60-64","SEO/HEO","Debt","40","30","[c]","[c]"
"In post","2022","60-64","SEO/HEO","Digital, Data & Technology","600","530","38140","37370"
"In post","2022","60-64","SEO/HEO","Finance","360","310","39050","38060"
"In post","2022","60-64","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SEO/HEO","Human Resources","320","270","37380","36460"
"In post","2022","60-64","SEO/HEO","Internal Audit","50","40","42070","43160"
"In post","2022","60-64","SEO/HEO","Legal","110","100","40240","36240"
"In post","2022","60-64","SEO/HEO","No function","3220","2640","38470","36480"
"In post","2022","60-64","SEO/HEO","Project Delivery","1040","900","38170","38480"
"In post","2022","60-64","SEO/HEO","Property","410","370","38770","38000"
"In post","2022","60-64","SEO/HEO","Security","200","180","39320","36460"
"In post","2022","60-64","SEO/HEO","Unknown","1520","1370","39180","38160"
"In post","2022","60-64","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","No function","1650","1420","30910","28200"
"In post","2022","60-64","Unknown","Project Delivery","100","90","47100","43330"
"In post","2022","60-64","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Unknown","130","130","39510","35710"
"In post","2022","65+","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","65+","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","65+","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","65+","AA/AO","Counter Fraud","150","110","22530","21260"
"In post","2022","65+","AA/AO","Debt","180","130","22580","21260"
"In post","2022","65+","AA/AO","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2022","65+","AA/AO","Finance","70","60","22380","21280"
"In post","2022","65+","AA/AO","Grants Management","40","30","[c]","[c]"
"In post","2022","65+","AA/AO","Human Resources","60","40","21790","21810"
"In post","2022","65+","AA/AO","Legal","40","30","[c]","[c]"
"In post","2022","65+","AA/AO","No function","3320","2460","22270","21260"
"In post","2022","65+","AA/AO","Project Delivery","40","30","[c]","[c]"
"In post","2022","65+","AA/AO","Property","120","110","20140","18980"
"In post","2022","65+","AA/AO","Security","190","170","23450","20560"
"In post","2022","65+","AA/AO","Unknown","1040","890","22290","21680"
"In post","2022","65+","EO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","65+","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","65+","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","65+","EO","Counter Fraud","240","160","28670","27570"
"In post","2022","65+","EO","Debt","40","30","[c]","[c]"
"In post","2022","65+","EO","Digital, Data & Technology","100","80","28460","27570"
"In post","2022","65+","EO","Finance","60","50","28720","28920"
"In post","2022","65+","EO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","65+","EO","Human Resources","50","40","28350","27570"
"In post","2022","65+","EO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","65+","EO","Legal","40","30","[c]","[c]"
"In post","2022","65+","EO","No function","1910","1380","28460","27570"
"In post","2022","65+","EO","Project Delivery","100","80","25420","25710"
"In post","2022","65+","EO","Property","90","80","26030","26930"
"In post","2022","65+","EO","Security","30","20","[c]","[c]"
"In post","2022","65+","EO","Unknown","570","440","29510","29200"
"In post","2022","65+","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","65+","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","65+","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2022","65+","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","65+","G6/G7","Debt","[c]","[c]","[c]","[c]"
"In post","2022","65+","G6/G7","Digital, Data & Technology","50","40","59510","59350"
"In post","2022","65+","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2022","65+","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","65+","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","65+","G6/G7","Legal","120","80","63770","62340"
"In post","2022","65+","G6/G7","No function","340","260","63590","60880"
"In post","2022","65+","G6/G7","Project Delivery","110","80","62610","60970"
"In post","2022","65+","G6/G7","Property","40","30","[c]","[c]"
"In post","2022","65+","G6/G7","Security","[c]","[c]","[c]","[c]"
"In post","2022","65+","G6/G7","Unknown","130","110","66960","62960"
"In post","2022","65+","SCS","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","65+","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","65+","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2022","65+","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","65+","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2022","65+","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","65+","SCS","Legal","[c]","[c]","[c]","[c]"
"In post","2022","65+","SCS","No function","50","40","115350","107590"
"In post","2022","65+","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","65+","SCS","Property","[c]","[c]","[c]","[c]"
"In post","2022","65+","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","65+","SEO/HEO","Commercial","40","30","[c]","[c]"
"In post","2022","65+","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","65+","SEO/HEO","Counter Fraud","110","70","38610","36660"
"In post","2022","65+","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"In post","2022","65+","SEO/HEO","Digital, Data & Technology","160","140","39440","38120"
"In post","2022","65+","SEO/HEO","Finance","70","60","39890","39040"
"In post","2022","65+","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","65+","SEO/HEO","Human Resources","60","40","38410","38530"
"In post","2022","65+","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","65+","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","65+","SEO/HEO","No function","840","620","39210","36720"
"In post","2022","65+","SEO/HEO","Project Delivery","280","220","38630","39600"
"In post","2022","65+","SEO/HEO","Property","130","110","39250","37420"
"In post","2022","65+","SEO/HEO","Security","70","50","39450","37770"
"In post","2022","65+","SEO/HEO","Unknown","460","390","38930","37510"
"In post","2022","65+","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","No function","570","430","31150","28200"
"In post","2022","65+","Unknown","Project Delivery","40","40","[c]","[c]"
"In post","2022","65+","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","30","30","[c]","[c]"
"In post","2022","Unknown","AA/AO","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AA/AO","No function","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","EO","No function","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","EO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","AA/AO","No function","40","30","[c]","[c]"
"Leaver CS","2021","16-19","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","AA/AO","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","16-19","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","AA/AO","Analysis","100","100","21090","19130"
"Leaver CS","2021","20-29","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","AA/AO","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver CS","2021","20-29","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","AA/AO","Legal","50","50","[c]","[c]"
"Leaver CS","2021","20-29","AA/AO","No function","1780","1750","20400","19930"
"Leaver CS","2021","20-29","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","AA/AO","Property","30","30","[c]","[c]"
"Leaver CS","2021","20-29","AA/AO","Security","60","60","25250","25250"
"Leaver CS","2021","20-29","AA/AO","Unknown","960","890","21630","21010"
"Leaver CS","2021","20-29","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","EO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","EO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","EO","Legal","40","40","[c]","[c]"
"Leaver CS","2021","20-29","EO","No function","250","240","24680","25080"
"Leaver CS","2021","20-29","EO","Project Delivery","80","80","20710","20230"
"Leaver CS","2021","20-29","EO","Property","70","60","25220","24500"
"Leaver CS","2021","20-29","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","EO","Unknown","560","520","27710","27570"
"Leaver CS","2021","20-29","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","G6/G7","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","20-29","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","SEO/HEO","Analysis","40","30","[c]","[c]"
"Leaver CS","2021","20-29","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","SEO/HEO","Communications","40","40","[c]","[c]"
"Leaver CS","2021","20-29","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","SEO/HEO","Digital, Data & Technology","40","30","[c]","[c]"
"Leaver CS","2021","20-29","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","SEO/HEO","No function","250","250","32780","32280"
"Leaver CS","2021","20-29","SEO/HEO","Project Delivery","60","60","32270","31950"
"Leaver CS","2021","20-29","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","SEO/HEO","Unknown","290","260","34460","34700"
"Leaver CS","2021","20-29","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","No function","130","130","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","150","140","[c]","[c]"
"Leaver CS","2021","30-39","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","AA/AO","No function","880","820","20790","20740"
"Leaver CS","2021","30-39","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","AA/AO","Security","40","40","[c]","[c]"
"Leaver CS","2021","30-39","AA/AO","Unknown","660","560","21330","21010"
"Leaver CS","2021","30-39","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","EO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","EO","No function","220","200","26950","26350"
"Leaver CS","2021","30-39","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","EO","Unknown","510","460","28180","27570"
"Leaver CS","2021","30-39","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","G6/G7","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver CS","2021","30-39","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","G6/G7","Legal","50","50","54680","52690"
"Leaver CS","2021","30-39","G6/G7","No function","160","150","54870","53780"
"Leaver CS","2021","30-39","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","G6/G7","Unknown","130","120","58290","56150"
"Leaver CS","2021","30-39","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","SEO/HEO","Analysis","40","40","[c]","[c]"
"Leaver CS","2021","30-39","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","SEO/HEO","Communications","30","30","[c]","[c]"
"Leaver CS","2021","30-39","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","SEO/HEO","Digital, Data & Technology","50","50","[c]","[c]"
"Leaver CS","2021","30-39","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","SEO/HEO","No function","290","280","35930","36030"
"Leaver CS","2021","30-39","SEO/HEO","Project Delivery","60","60","35350","35000"
"Leaver CS","2021","30-39","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","SEO/HEO","Unknown","290","270","36940","36780"
"Leaver CS","2021","30-39","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","No function","110","100","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","90","90","[c]","[c]"
"Leaver CS","2021","40-49","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","AA/AO","No function","560","510","21030","20810"
"Leaver CS","2021","40-49","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","AA/AO","Unknown","730","620","21200","21010"
"Leaver CS","2021","40-49","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","EO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","EO","No function","150","140","27170","26410"
"Leaver CS","2021","40-49","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","EO","Unknown","490","440","28260","27570"
"Leaver CS","2021","40-49","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","G6/G7","Communications","[c]","[c]","[c]","[c]"
