"Status","Year","Region_ITL1","Ethnicity","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","South West (England)","Other ethnicity","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Other ethnicity","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Other ethnicity","Swindon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Other ethnicity","Torbay","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Other ethnicity","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Undeclared","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Undeclared","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Undeclared","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Undeclared","Dorset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Undeclared","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Undeclared","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Undeclared","Wiltshire","50","50","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","30","30","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Unknown","Bristol, City of","30","30","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Unknown","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Unknown","Dorset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Unknown","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Unknown","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Unknown","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Unknown","Torbay","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Unknown","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","White","Bath and North East Somerset, North Somerset and South Gloucestershire","350","350","35280","32510"
"Leaver Dept.","2022","South West (England)","White","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","White","Bristol, City of","410","380","37550","31020"
"Leaver Dept.","2022","South West (England)","White","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","White","Devon CC","90","80","35850","29370"
"Leaver Dept.","2022","South West (England)","White","Dorset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","White","Gloucestershire CC","30","30","[c]","[c]"
"Leaver Dept.","2022","South West (England)","White","Plymouth","40","40","[c]","[c]"
"Leaver Dept.","2022","South West (England)","White","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","White","Swindon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","White","Torbay","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","White","Wiltshire","690","650","37490","34530"
"Leaver Dept.","2022","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","390","210","36470","32000"
"Leaver Dept.","2022","Unknown","White","Unknown","290","270","38050","32180"
"Leaver Dept.","2022","Wales","Asian","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Asian","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Asian","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Asian","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Asian","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Asian","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Asian","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Asian","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Asian","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Asian","Powys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Asian","South West Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Asian","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Black","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Black","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Black","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Black","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Black","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Black","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Black","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Black","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Black","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Black","Powys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Black","South West Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Black","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Mixed","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Mixed","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Mixed","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Mixed","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Mixed","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Mixed","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Mixed","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Mixed","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Mixed","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Mixed","Powys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Mixed","South West Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Mixed","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Other ethnicity","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Other ethnicity","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Other ethnicity","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Other ethnicity","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Other ethnicity","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Other ethnicity","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Other ethnicity","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Other ethnicity","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Other ethnicity","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Other ethnicity","Powys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Other ethnicity","South West Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Other ethnicity","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Undeclared","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Undeclared","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Undeclared","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Undeclared","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Undeclared","Monmouthshire and Newport","40","40","[c]","[c]"
"Leaver Dept.","2022","Wales","Undeclared","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","Cardiff and Vale of Glamorgan","50","50","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","Powys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","White","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","White","Cardiff and Vale of Glamorgan","260","260","34290","28840"
"Leaver Dept.","2022","Wales","White","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","White","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","White","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","White","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","White","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","White","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","White","Monmouthshire and Newport","110","110","36020","31250"
"Leaver Dept.","2022","Wales","White","Powys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","White","South West Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","White","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Asian","Birmingham","210","200","28350","24830"
"Leaver Dept.","2022","West Midlands (England)","Asian","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Asian","Dudley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Asian","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Asian","Sandwell","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Asian","Shropshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Asian","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Asian","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Asian","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Asian","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Asian","Walsall","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Asian","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Asian","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Asian","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Black","Birmingham","80","70","33540","27570"
"Leaver Dept.","2022","West Midlands (England)","Black","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Black","Dudley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Black","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Black","Sandwell","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Black","Shropshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Black","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Black","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Black","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Black","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Black","Walsall","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Black","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Black","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Black","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Mixed","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Mixed","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Mixed","Dudley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Mixed","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Mixed","Sandwell","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Mixed","Shropshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Mixed","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Mixed","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Mixed","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Mixed","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Mixed","Walsall","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Mixed","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Mixed","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Mixed","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Other ethnicity","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Other ethnicity","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Other ethnicity","Dudley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Other ethnicity","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Other ethnicity","Sandwell","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Other ethnicity","Shropshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Other ethnicity","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Other ethnicity","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Other ethnicity","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Other ethnicity","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Other ethnicity","Walsall","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Other ethnicity","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Other ethnicity","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Other ethnicity","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Undeclared","Birmingham","40","30","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Undeclared","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Undeclared","Sandwell","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Undeclared","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Undeclared","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Undeclared","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Undeclared","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Undeclared","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Birmingham","110","110","27730","24100"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Dudley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Sandwell","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Shropshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Walsall","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","White","Birmingham","340","310","38990","31990"
"Leaver Dept.","2022","West Midlands (England)","White","Coventry","60","50","36280","32300"
"Leaver Dept.","2022","West Midlands (England)","White","Dudley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","White","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","White","Sandwell","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","White","Shropshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","White","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","White","Staffordshire CC","70","70","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","White","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","White","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","White","Walsall","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","White","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","White","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","White","Worcestershire CC","40","40","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Asian","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Asian","Bradford","30","30","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Asian","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Asian","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Asian","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Asian","Leeds","90","90","32510","27570"
"Leaver Dept.","2022","Yorkshire and The Humber","Asian","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Asian","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Asian","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Asian","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Asian","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Black","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Black","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Black","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Black","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Black","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Black","Leeds","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Black","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Black","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Black","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Black","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Black","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Mixed","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Mixed","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Mixed","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Mixed","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Mixed","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Mixed","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Mixed","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Mixed","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Mixed","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Mixed","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Mixed","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Other ethnicity","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Other ethnicity","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Other ethnicity","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Other ethnicity","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Other ethnicity","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Other ethnicity","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Other ethnicity","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Other ethnicity","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Other ethnicity","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Other ethnicity","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Other ethnicity","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Undeclared","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Undeclared","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Undeclared","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Undeclared","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Undeclared","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Undeclared","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Undeclared","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Leeds","350","100","33010","29250"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Sheffield","40","30","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","White","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","White","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","White","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","White","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","White","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
