"Status","Year","Region_ITL1","Region_ITL2","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Scotland","Eastern Scotland","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Eastern Scotland","Department for Transport","130","120","28920","27230"
"In post","2021","Scotland","Eastern Scotland","Department for Work and Pensions","3290","2930","25350","27570"
"In post","2021","Scotland","Eastern Scotland","HM Revenue and Customs","2370","2230","27800","25560"
"In post","2021","Scotland","Eastern Scotland","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Eastern Scotland","Home Office","170","160","28180","25410"
"In post","2021","Scotland","Eastern Scotland","Ministry of Defence","790","760","30440","26670"
"In post","2021","Scotland","Eastern Scotland","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Eastern Scotland","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Eastern Scotland","Scotland Office","80","80","47970","46600"
"In post","2021","Scotland","Eastern Scotland","Scottish Government","12690","12050","38090","33650"
"In post","2021","Scotland","Eastern Scotland","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Highlands and Islands","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Highlands and Islands","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"In post","2021","Scotland","Highlands and Islands","Department for Transport","80","80","31890","31780"
"In post","2021","Scotland","Highlands and Islands","Department for Work and Pensions","470","430","26040","27570"
"In post","2021","Scotland","Highlands and Islands","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Highlands and Islands","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Highlands and Islands","Ministry of Defence","340","330","26020","20920"
"In post","2021","Scotland","Highlands and Islands","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Highlands and Islands","Scottish Government","990","930","30640","29140"
"In post","2021","Scotland","North Eastern Scotland","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","North Eastern Scotland","Department for Business, Energy and Industrial Strategy","130","130","47200","41420"
"In post","2021","Scotland","North Eastern Scotland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","North Eastern Scotland","Department for Transport","80","70","32730","27680"
"In post","2021","Scotland","North Eastern Scotland","Department for Work and Pensions","370","340","41210","27570"
"In post","2021","Scotland","North Eastern Scotland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","North Eastern Scotland","Home Office","40","30","[c]","[c]"
"In post","2021","Scotland","North Eastern Scotland","Ministry of Defence","110","100","38630","44070"
"In post","2021","Scotland","North Eastern Scotland","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","North Eastern Scotland","Scottish Government","1120","1060","33530","30650"
"In post","2021","Scotland","Southern Scotland","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Southern Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Southern Scotland","Department for Environment, Food and Rural Affairs","50","50","30910","26520"
"In post","2021","Scotland","Southern Scotland","Department for Transport","40","40","[c]","[c]"
"In post","2021","Scotland","Southern Scotland","Department for Work and Pensions","880","770","26310","27570"
"In post","2021","Scotland","Southern Scotland","Foreign, Commonwealth and Development Office","970","930","40570","34530"
"In post","2021","Scotland","Southern Scotland","HM Revenue and Customs","2230","1940","25280","21440"
"In post","2021","Scotland","Southern Scotland","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Southern Scotland","Ministry of Defence","340","330","25240","23230"
"In post","2021","Scotland","Southern Scotland","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Southern Scotland","Scottish Government","1450","1330","30610","28140"
"In post","2021","Scotland","Southern Scotland","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","West Central Scotland","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","West Central Scotland","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","West Central Scotland","Department for Business, Energy and Industrial Strategy","110","100","30700","30950"
"In post","2021","Scotland","West Central Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","West Central Scotland","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","West Central Scotland","Department for Transport","130","120","35020","27680"
"In post","2021","Scotland","West Central Scotland","Department for Work and Pensions","4040","3530","25230","27570"
"In post","2021","Scotland","West Central Scotland","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","West Central Scotland","HM Revenue and Customs","3160","2820","27730","25560"
"In post","2021","Scotland","West Central Scotland","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","West Central Scotland","Home Office","810","750","26910","24890"
"In post","2021","Scotland","West Central Scotland","Ministry of Defence","2530","2440","29940","26670"
"In post","2021","Scotland","West Central Scotland","Ministry of Justice","540","500","25170","22570"
"In post","2021","Scotland","West Central Scotland","National Crime Agency","60","60","37540","36410"
"In post","2021","Scotland","West Central Scotland","Office of Gas and Electricity Markets","510","500","36370","31720"
"In post","2021","Scotland","West Central Scotland","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","West Central Scotland","Scottish Government","5940","5640","36230","33650"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Attorney General's Departments","140","130","43310","40000"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Cabinet Office","120","110","35550","33300"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Department for Business, Energy and Industrial Strategy","80","70","40790","39650"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs","400","380","35760","31640"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Department for International Trade","120","110","47060","51860"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Department for Transport","90","90","27700","26780"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Department for Work and Pensions","1150","1050","28280","27570"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Department of Health and Social Care","370","330","44590","40030"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Foreign, Commonwealth and Development Office","1050","1010","36870","31800"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","HM Revenue and Customs","480","450","31940","29570"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Home Office","80","70","28450","25630"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence","2790","2720","32730","29150"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice","2620","2480","30090","30400"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","National Crime Agency","110","110","39480","39570"
"In post","2021","South East (England)","Hampshire and Isle of Wight","Attorney General's Departments","260","240","42870","39750"
"In post","2021","South East (England)","Hampshire and Isle of Wight","Cabinet Office","90","90","51790","51480"
"In post","2021","South East (England)","Hampshire and Isle of Wight","Department for Business, Energy and Industrial Strategy","90","90","35300","36580"
"In post","2021","South East (England)","Hampshire and Isle of Wight","Department for Environment, Food and Rural Affairs","50","50","32980","30280"
"In post","2021","South East (England)","Hampshire and Isle of Wight","Department for Transport","890","860","39360","32050"
