"Status","Year","Organisation","Region_ITL2","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","East Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Inner London - West","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectorate","Cheshire","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectorate","East Wales","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectorate","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectorate","West Wales and The Valleys","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Public Health England","Bedfordshire and Hertfordshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Public Health England","Berkshire, Buckinghamshire and Oxfordshire","Department of Health and Social Care","330","300","44240","40030"
"Leaver Dept.","2022","Public Health England","Cheshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Public Health England","Cornwall and Isles of Scilly","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Public Health England","Cumbria","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Public Health England","Derbyshire and Nottinghamshire","Department of Health and Social Care","160","140","41290","36330"
"Leaver Dept.","2022","Public Health England","Devon","Department of Health and Social Care","30","30","[c]","[c]"
"Leaver Dept.","2022","Public Health England","Dorset and Somerset","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Public Health England","East Anglia","Department of Health and Social Care","270","250","41610","34530"
"Leaver Dept.","2022","Public Health England","East Wales","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Public Health England","East Yorkshire and Northern Lincolnshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Public Health England","Essex","Department of Health and Social Care","70","60","46050","38200"
"Leaver Dept.","2022","Public Health England","Gloucestershire, Wiltshire and Bath/Bristol area","Department of Health and Social Care","1100","1020","38280","34530"
"Leaver Dept.","2022","Public Health England","Greater Manchester","Department of Health and Social Care","320","290","35260","27220"
"Leaver Dept.","2022","Public Health England","Hampshire and Isle of Wight","Department of Health and Social Care","30","30","[c]","[c]"
"Leaver Dept.","2022","Public Health England","Herefordshire, Worcestershire and Warwickshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Public Health England","Inner London - East","Department of Health and Social Care","1760","1610","47630","40510"
"Leaver Dept.","2022","Public Health England","Inner London - West","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Public Health England","Kent","Department of Health and Social Care","60","50","50690","40890"
"Leaver Dept.","2022","Public Health England","Lancashire","Department of Health and Social Care","40","40","[c]","[c]"
"Leaver Dept.","2022","Public Health England","Leicestershire, Rutland and Northamptonshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Public Health England","Lincolnshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Public Health England","Merseyside","Department of Health and Social Care","110","100","41160","36330"
"Leaver Dept.","2022","Public Health England","North Yorkshire","Department of Health and Social Care","90","90","43940","37460"
"Leaver Dept.","2022","Public Health England","Northumberland, and Tyne and Wear","Department of Health and Social Care","100","90","45730","39470"
"Leaver Dept.","2022","Public Health England","Outer London - East and North East","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Public Health England","Outer London - South","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Public Health England","Outer London - West and North West","Department of Health and Social Care","1160","1060","42460","35950"
"Leaver Dept.","2022","Public Health England","Shropshire and Staffordshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Public Health England","South Yorkshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Public Health England","Southern Scotland","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Public Health England","Surrey, East and West Sussex","Department of Health and Social Care","70","60","43450","38200"
"Leaver Dept.","2022","Public Health England","Tees Valley and Durham","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Public Health England","West Central Scotland","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Public Health England","West Midlands","Department of Health and Social Care","330","300","40440","34530"
"Leaver Dept.","2022","Public Health England","West Wales and The Valleys","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Public Health England","West Yorkshire","Department of Health and Social Care","280","260","41610","36510"
"Leaver Dept.","2022","Queen Elizabeth II Centre","Inner London - West","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Registers of Scotland","Eastern Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Registers of Scotland","West Central Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Royal Fleet Auxiliary","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","Cheshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","Cumbria","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","Devon","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","East Anglia","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","Greater Manchester","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","Herefordshire, Worcestershire and Warwickshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","North Yorkshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","Northumberland, and Tyne and Wear","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","Shropshire and Staffordshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","West Wales and The Valleys","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","West Yorkshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","Eastern Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","Highlands and Islands","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","Southern Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","West Central Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Forestry","Eastern Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Forestry","Southern Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Forestry","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government (excl. agencies)","Eastern Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government (excl. agencies)","North Eastern Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government (excl. agencies)","West Central Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Serious Fraud Office","Inner London - West","Attorney General's Departments","40","40","[c]","[c]"
"Leaver Dept.","2022","Social Security Scotland","Eastern Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Security Scotland","Southern Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Security Scotland","West Central Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Standards and Testing Agency","Inner London - West","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Standards and Testing Agency","South Yorkshire","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Standards and Testing Agency","West Midlands","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Student Awards Agency for Scotland","Eastern Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Cumbria","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Devon","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","West Central Scotland","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Teaching Regulation Agency","West Midlands","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Berkshire, Buckinghamshire and Oxfordshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Devon","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","East Anglia","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","East Wales","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Eastern Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Greater Manchester","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Inner London - East","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Kent","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Lancashire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Merseyside","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Northumberland, and Tyne and Wear","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Outer London - South","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","West Midlands","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","West Yorkshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","Outer London - West and North West","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Transport Scotland","Eastern Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Transport Scotland","West Central Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Inner London - West","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","East Anglia","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Inner London - East","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Inner London - West","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Outer London - West and North West","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","West Midlands","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Hydrographic Office","Dorset and Somerset","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","East Wales","UK Statistics Authority","110","110","34770","30810"
"Leaver Dept.","2022","UK Statistics Authority","Eastern Scotland","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Hampshire and Isle of Wight","UK Statistics Authority","70","70","30900","29540"
"Leaver Dept.","2022","UK Statistics Authority","Inner London - West","UK Statistics Authority","50","50","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Southern Scotland","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Devon","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","East Anglia","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","East Wales","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","East Yorkshire and Northern Lincolnshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Essex","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Gloucestershire, Wiltshire and Bath/Bristol area","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Greater Manchester","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Inner London - East","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Kent","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Lancashire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Northumberland, and Tyne and Wear","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Outer London - South","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Surrey, East and West Sussex","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Tees Valley and Durham","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","West Midlands","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","West Yorkshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Leicestershire, Rutland and Northamptonshire","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Surrey, East and West Sussex","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinary Medicines Directorate","Surrey, East and West Sussex","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","West Midlands","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","East Wales","Welsh Government","40","40","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","West Wales and The Valleys","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","East Wales","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","West Wales and The Valleys","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wilton Park","Surrey, East and West Sussex","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Accountant in Bankruptcy","Southern Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","East Anglia","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","East Wales","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Greater Manchester","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Inner London - West","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Northumberland and Tyne and Wear","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","West Central Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","West Midlands","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","West Yorkshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Cheshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Cumbria","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Devon","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Dorset and Somerset","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","East Anglia","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","East Wales","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Eastern Scotland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Essex","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Greater Manchester","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Hampshire and Isle of Wight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Highlands and Islands","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Inner London - West","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Kent","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Lancashire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Lincolnshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","North Yorkshire","Department for Environment, Food and Rural Affairs","50","50","23910","21050"
"New entrant CS","2021","Animal and Plant Health Agency","Outer London - West and North West","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Shropshire and Staffordshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Southern Scotland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Surrey, East and West Sussex","Department for Environment, Food and Rural Affairs","100","100","26940","24370"
"New entrant CS","2021","Animal and Plant Health Agency","West Wales and The Valleys","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Inner London - West","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Bedfordshire and Hertfordshire","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Devon","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","East Anglia","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","East Wales","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Eastern Scotland","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Greater Manchester","Cabinet Office","50","50","40150","32000"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Inner London - East","Cabinet Office","180","170","46090","40600"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Inner London - West","Cabinet Office","1020","1010","40390","28000"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Kent","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Lancashire","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Lincolnshire","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Merseyside","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","North Yorkshire","Cabinet Office","40","30","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Northern Ireland","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Northumberland and Tyne and Wear","Cabinet Office","40","40","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Outer London - South","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Shropshire and Staffordshire","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","South Yorkshire","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Southern Scotland","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Tees Valley and Durham","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","Cabinet Office","220","220","36740","28000"
"New entrant CS","2021","Cabinet Office (excl. agencies)","West Central Scotland","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","West Midlands","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","West Yorkshire","Cabinet Office","30","30","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Devon","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Dorset and Somerset","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Dorset and Somerset","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Inner London - West","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Merseyside","Charity Commission","40","40","[c]","[c]"
"New entrant CS","2021","Companies House","East Wales","Department for Business, Energy and Industrial Strategy","60","60","37150","36070"
"New entrant CS","2021","Companies House","Eastern Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Northern Ireland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Eastern Scotland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
