"Status","Year","Age","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","60-64","Wales","Declared disabled","440","340","28260","26580"
"In post","2022","60-64","Wales","Declared non-disabled","2110","1680","31330","27380"
"In post","2022","60-64","Wales","Undeclared","210","170","28370","27570"
"In post","2022","60-64","Wales","Unknown","250","210","29640","22740"
"In post","2022","60-64","West Midlands (England)","Declared disabled","520","430","29110","27570"
"In post","2022","60-64","West Midlands (England)","Declared non-disabled","1890","1560","29840","27570"
"In post","2022","60-64","West Midlands (England)","Undeclared","200","170","29440","27570"
"In post","2022","60-64","West Midlands (England)","Unknown","200","170","35730","28200"
"In post","2022","60-64","Yorkshire and The Humber","Declared disabled","470","360","28720","27570"
"In post","2022","60-64","Yorkshire and The Humber","Declared non-disabled","1990","1580","30180","27570"
"In post","2022","60-64","Yorkshire and The Humber","Undeclared","210","170","28770","27570"
"In post","2022","60-64","Yorkshire and The Humber","Unknown","260","230","31960","28200"
"In post","2022","65+","East Midlands (England)","Declared disabled","100","70","26130","25120"
"In post","2022","65+","East Midlands (England)","Declared non-disabled","320","240","30290","26800"
"In post","2022","65+","East Midlands (England)","Undeclared","40","30","[c]","[c]"
"In post","2022","65+","East Midlands (England)","Unknown","40","30","[c]","[c]"
"In post","2022","65+","East of England","Declared disabled","100","80","28170","27470"
"In post","2022","65+","East of England","Declared non-disabled","500","380","29780","26780"
"In post","2022","65+","East of England","Undeclared","80","60","28090","27570"
"In post","2022","65+","East of England","Unknown","80","70","34340","28920"
"In post","2022","65+","London","Declared disabled","330","270","35660","31060"
"In post","2022","65+","London","Declared non-disabled","1620","1340","36780","30780"
"In post","2022","65+","London","Undeclared","170","140","35780","31060"
"In post","2022","65+","London","Unknown","310","250","46480","35980"
"In post","2022","65+","North East (England)","Declared disabled","120","90","24880","22080"
"In post","2022","65+","North East (England)","Declared non-disabled","470","340","25870","22080"
"In post","2022","65+","North East (England)","Undeclared","40","30","[c]","[c]"
"In post","2022","65+","North East (England)","Unknown","90","60","25210","22080"
"In post","2022","65+","North West (England)","Declared disabled","250","180","26900","24890"
"In post","2022","65+","North West (England)","Declared non-disabled","940","690","28020","26120"
"In post","2022","65+","North West (England)","Undeclared","90","70","27660","22080"
"In post","2022","65+","North West (England)","Unknown","130","100","30760","26470"
"In post","2022","65+","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","65+","Northern Ireland","Declared non-disabled","60","50","28110","21680"
"In post","2022","65+","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","65+","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","65+","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scotland","Declared disabled","140","110","28480","26180"
"In post","2022","65+","Scotland","Declared non-disabled","660","500","30140","26780"
"In post","2022","65+","Scotland","Undeclared","30","20","[c]","[c]"
"In post","2022","65+","Scotland","Unknown","300","220","31950","28740"
"In post","2022","65+","South East (England)","Declared disabled","210","160","28940","27570"
"In post","2022","65+","South East (England)","Declared non-disabled","1190","930","30640","27370"
"In post","2022","65+","South East (England)","Undeclared","120","100","29650","26670"
"In post","2022","65+","South East (England)","Unknown","200","150","29000","24250"
"In post","2022","65+","South West (England)","Declared disabled","190","140","29800","27570"
"In post","2022","65+","South West (England)","Declared non-disabled","900","710","32320","27570"
"In post","2022","65+","South West (England)","Undeclared","100","80","32090","29200"
"In post","2022","65+","South West (England)","Unknown","100","80","31930","26520"
"In post","2022","65+","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Wales","Declared disabled","150","110","28200","24630"
"In post","2022","65+","Wales","Declared non-disabled","650","460","31110","26780"
"In post","2022","65+","Wales","Undeclared","70","50","31200","24630"
"In post","2022","65+","Wales","Unknown","90","70","30680","22740"
"In post","2022","65+","West Midlands (England)","Declared disabled","150","110","27780","27380"
"In post","2022","65+","West Midlands (England)","Declared non-disabled","530","410","29250","26780"
"In post","2022","65+","West Midlands (England)","Undeclared","60","40","25410","21950"
"In post","2022","65+","West Midlands (England)","Unknown","60","40","35820","28920"
"In post","2022","65+","Yorkshire and The Humber","Declared disabled","130","90","27010","26370"
"In post","2022","65+","Yorkshire and The Humber","Declared non-disabled","500","370","29130","26900"
"In post","2022","65+","Yorkshire and The Humber","Undeclared","50","40","[c]","[c]"
"In post","2022","65+","Yorkshire and The Humber","Unknown","60","50","31030","27570"
"In post","2022","Unknown","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","London","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Midlands (England)","Declared non-disabled","140","130","22980","21090"
"Leaver CS","2021","20-29","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Midlands (England)","Unknown","110","110","21840","19950"
"Leaver CS","2021","20-29","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East of England","Declared non-disabled","150","140","24210","24180"
"Leaver CS","2021","20-29","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East of England","Unknown","100","90","23940","21150"
"Leaver CS","2021","20-29","London","Declared disabled","80","70","32210","29250"
"Leaver CS","2021","20-29","London","Declared non-disabled","700","670","30160","27760"
"Leaver CS","2021","20-29","London","Undeclared","70","60","31930","30850"
"Leaver CS","2021","20-29","London","Unknown","670","620","27810","26460"
"Leaver CS","2021","20-29","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North East (England)","Declared non-disabled","130","120","22690","21010"
"Leaver CS","2021","20-29","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North East (England)","Unknown","100","90","22350","21010"
"Leaver CS","2021","20-29","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North West (England)","Declared non-disabled","260","250","23670","21010"
"Leaver CS","2021","20-29","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North West (England)","Unknown","180","170","22300","21050"
"Leaver CS","2021","20-29","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Scotland","Declared non-disabled","120","110","23640","21490"
"Leaver CS","2021","20-29","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Scotland","Unknown","150","150","24850","23340"
"Leaver CS","2021","20-29","South East (England)","Declared disabled","50","50","[c]","[c]"
"Leaver CS","2021","20-29","South East (England)","Declared non-disabled","240","240","23600","22500"
"Leaver CS","2021","20-29","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South East (England)","Unknown","190","190","22210","21050"
"Leaver CS","2021","20-29","South West (England)","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2021","20-29","South West (England)","Declared non-disabled","340","330","24120","21160"
"Leaver CS","2021","20-29","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South West (England)","Unknown","120","110","24140","22350"
"Leaver CS","2021","20-29","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","190","180","28620","28000"
"Leaver CS","2021","20-29","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Wales","Declared non-disabled","170","170","22410","21430"
"Leaver CS","2021","20-29","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Wales","Unknown","160","150","22440","21010"
"Leaver CS","2021","20-29","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Midlands (England)","Declared non-disabled","160","150","24310","22350"
"Leaver CS","2021","20-29","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Midlands (England)","Unknown","150","150","22230","19960"
"Leaver CS","2021","20-29","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Yorkshire and The Humber","Declared non-disabled","200","200","24890","21010"
"Leaver CS","2021","20-29","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Yorkshire and The Humber","Unknown","160","150","23840","21050"
"Leaver CS","2021","30-39","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Midlands (England)","Declared non-disabled","110","100","25770","21430"
"Leaver CS","2021","30-39","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Midlands (England)","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","30-39","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East of England","Declared non-disabled","140","130","28120","24890"
"Leaver CS","2021","30-39","East of England","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","30-39","East of England","Unknown","70","70","[c]","[c]"
"Leaver CS","2021","30-39","London","Declared disabled","60","60","35810","33200"
"Leaver CS","2021","30-39","London","Declared non-disabled","610","570","44540","40960"
"Leaver CS","2021","30-39","London","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","30-39","London","Unknown","320","300","41830","39160"
"Leaver CS","2021","30-39","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","North East (England)","Declared non-disabled","110","100","25710","21010"
"Leaver CS","2021","30-39","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","North East (England)","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","30-39","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","North West (England)","Declared non-disabled","200","190","26530","24110"
"Leaver CS","2021","30-39","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","North West (England)","Unknown","100","90","27280","24920"
"Leaver CS","2021","30-39","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scotland","Declared non-disabled","150","140","31130","27570"
"Leaver CS","2021","30-39","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scotland","Unknown","170","150","30200","27570"
"Leaver CS","2021","30-39","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","South East (England)","Declared non-disabled","210","200","30310","27050"
"Leaver CS","2021","30-39","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","South East (England)","Unknown","120","110","30810","28670"
"Leaver CS","2021","30-39","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","South West (England)","Declared non-disabled","210","190","32660","30000"
"Leaver CS","2021","30-39","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","South West (England)","Unknown","100","90","28670","27570"
"Leaver CS","2021","30-39","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","120","120","35770","29880"
"Leaver CS","2021","30-39","Wales","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","30-39","Wales","Declared non-disabled","150","130","29290","22260"
"Leaver CS","2021","30-39","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Wales","Unknown","90","80","29780","26860"
"Leaver CS","2021","30-39","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","West Midlands (England)","Declared non-disabled","150","140","30150","27570"
"Leaver CS","2021","30-39","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","West Midlands (England)","Unknown","70","70","[c]","[c]"
"Leaver CS","2021","30-39","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Yorkshire and The Humber","Declared non-disabled","130","120","28630","25000"
"Leaver CS","2021","30-39","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Yorkshire and The Humber","Unknown","100","90","[c]","[c]"
"Leaver CS","2021","40-49","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","East Midlands (England)","Declared non-disabled","130","120","31360","27570"
"Leaver CS","2021","40-49","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","East Midlands (England)","Unknown","60","60","[c]","[c]"
"Leaver CS","2021","40-49","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","East of England","Declared non-disabled","130","110","30160","26220"
"Leaver CS","2021","40-49","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","East of England","Unknown","60","60","[c]","[c]"
"Leaver CS","2021","40-49","London","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2021","40-49","London","Declared non-disabled","380","350","51180","44500"
"Leaver CS","2021","40-49","London","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","40-49","London","Unknown","200","190","48030","41090"
"Leaver CS","2021","40-49","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","North East (England)","Declared non-disabled","90","80","[c]","[c]"
"Leaver CS","2021","40-49","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","North East (England)","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","40-49","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","North West (England)","Declared non-disabled","150","140","28640","24240"
"Leaver CS","2021","40-49","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","North West (England)","Unknown","90","90","26000","21010"
"Leaver CS","2021","40-49","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Scotland","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","40-49","Scotland","Declared non-disabled","120","110","32420","26530"
"Leaver CS","2021","40-49","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Scotland","Unknown","120","110","33200","27570"
"Leaver CS","2021","40-49","South East (England)","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","40-49","South East (England)","Declared non-disabled","200","180","32190","28870"
"Leaver CS","2021","40-49","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","South East (England)","Unknown","110","100","33640","28640"
"Leaver CS","2021","40-49","South West (England)","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2021","40-49","South West (England)","Declared non-disabled","170","150","33810","29200"
"Leaver CS","2021","40-49","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","South West (England)","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Unknown","80","80","[c]","[c]"
"Leaver CS","2021","40-49","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Wales","Declared non-disabled","110","110","31220","25890"
"Leaver CS","2021","40-49","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Wales","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","40-49","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","West Midlands (England)","Declared non-disabled","130","110","32880","24850"
"Leaver CS","2021","40-49","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","West Midlands (England)","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","40-49","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Yorkshire and The Humber","Declared non-disabled","150","130","33670","27570"
"Leaver CS","2021","40-49","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Yorkshire and The Humber","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","50-59","East Midlands (England)","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2021","50-59","East Midlands (England)","Declared non-disabled","250","230","29420","26930"
"Leaver CS","2021","50-59","East Midlands (England)","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","50-59","East Midlands (England)","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","50-59","East of England","Declared disabled","80","70","[c]","[c]"
"Leaver CS","2021","50-59","East of England","Declared non-disabled","250","230","33810","27370"
"Leaver CS","2021","50-59","East of England","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","50-59","East of England","Unknown","100","90","[c]","[c]"
"Leaver CS","2021","50-59","London","Declared disabled","120","110","45680","37180"
"Leaver CS","2021","50-59","London","Declared non-disabled","570","520","51080","41970"
"Leaver CS","2021","50-59","London","Undeclared","70","70","[c]","[c]"
"Leaver CS","2021","50-59","London","Unknown","180","170","53010","43750"
"Leaver CS","2021","50-59","North East (England)","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2021","50-59","North East (England)","Declared non-disabled","220","190","29060","26750"
"Leaver CS","2021","50-59","North East (England)","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","50-59","North East (England)","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","50-59","North West (England)","Declared disabled","100","90","31150","27250"
"Leaver CS","2021","50-59","North West (England)","Declared non-disabled","390","350","31330","26890"
"Leaver CS","2021","50-59","North West (England)","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","50-59","North West (England)","Unknown","120","110","31330","26890"
"Leaver CS","2021","50-59","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Northern Ireland","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","50-59","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scotland","Declared disabled","80","70","32310","33650"
"Leaver CS","2021","50-59","Scotland","Declared non-disabled","270","240","35590","27570"
"Leaver CS","2021","50-59","Scotland","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","50-59","Scotland","Unknown","180","160","37780","33650"
"Leaver CS","2021","50-59","South East (England)","Declared disabled","80","70","[c]","[c]"
"Leaver CS","2021","50-59","South East (England)","Declared non-disabled","290","270","32390","28930"
"Leaver CS","2021","50-59","South East (England)","Undeclared","60","60","[c]","[c]"
"Leaver CS","2021","50-59","South East (England)","Unknown","150","130","33100","27570"
"Leaver CS","2021","50-59","South West (England)","Declared disabled","80","70","33480","31210"
"Leaver CS","2021","50-59","South West (England)","Declared non-disabled","300","280","36330","29570"
"Leaver CS","2021","50-59","South West (England)","Undeclared","60","60","[c]","[c]"
"Leaver CS","2021","50-59","South West (England)","Unknown","90","80","34660","30550"
"Leaver CS","2021","50-59","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Unknown","130","130","54690","41500"
"Leaver CS","2021","50-59","Wales","Declared disabled","70","60","[c]","[c]"
"Leaver CS","2021","50-59","Wales","Declared non-disabled","290","250","31830","27460"
"Leaver CS","2021","50-59","Wales","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","50-59","Wales","Unknown","100","80","[c]","[c]"
"Leaver CS","2021","50-59","West Midlands (England)","Declared disabled","80","70","[c]","[c]"
"Leaver CS","2021","50-59","West Midlands (England)","Declared non-disabled","250","220","30970","27570"
