"Status","Year","Age","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","65+","Yorkshire and The Humber","Declared non-disabled","490","360","28190","26780"
"In post","2021","65+","Yorkshire and The Humber","Undeclared","50","40","[c]","[c]"
"In post","2021","65+","Yorkshire and The Humber","Unknown","50","40","33330","26930"
"In post","2021","Unknown","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Midlands (England)","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","16-19","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","London","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","16-19","London","Declared non-disabled","80","80","25030","25060"
"In post","2022","16-19","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","London","Unknown","60","60","26280","25630"
"In post","2022","16-19","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North East (England)","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","16-19","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North East (England)","Unknown","40","30","[c]","[c]"
"In post","2022","16-19","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Declared non-disabled","90","90","22250","21260"
"In post","2022","16-19","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Unknown","60","60","22070","21250"
"In post","2022","16-19","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","Declared non-disabled","70","60","21600","21250"
"In post","2022","16-19","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","Unknown","70","60","21520","21250"
"In post","2022","16-19","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","Declared non-disabled","80","70","22220","21600"
"In post","2022","16-19","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","Unknown","50","50","22630","21680"
"In post","2022","16-19","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South West (England)","Declared non-disabled","100","100","20240","19810"
"In post","2022","16-19","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South West (England)","Unknown","60","60","18650","17140"
"In post","2022","16-19","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","30","30","[c]","[c]"
"In post","2022","16-19","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Wales","Declared non-disabled","70","60","20440","19820"
"In post","2022","16-19","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Wales","Unknown","60","60","19940","18310"
"In post","2022","16-19","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","Declared non-disabled","40","30","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","Unknown","30","30","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","Declared non-disabled","60","60","22230","21260"
"In post","2022","16-19","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","Unknown","50","50","[c]","[c]"
"In post","2022","20-29","East Midlands (England)","Declared disabled","250","240","26280","26100"
"In post","2022","20-29","East Midlands (England)","Declared non-disabled","2170","2140","26220","25610"
"In post","2022","20-29","East Midlands (England)","Undeclared","130","130","26700","26590"
"In post","2022","20-29","East Midlands (England)","Unknown","940","920","25740","25000"
"In post","2022","20-29","East of England","Declared disabled","250","240","26150","25460"
"In post","2022","20-29","East of England","Declared non-disabled","1970","1940","26990","26670"
"In post","2022","20-29","East of England","Undeclared","80","80","28680","29220"
"In post","2022","20-29","East of England","Unknown","750","740","26130","24880"
"In post","2022","20-29","London","Declared disabled","1680","1660","35960","33570"
"In post","2022","20-29","London","Declared non-disabled","13320","13230","37160","34260"
"In post","2022","20-29","London","Undeclared","800","800","37450","34550"
"In post","2022","20-29","London","Unknown","8140","8110","35850","32940"
"In post","2022","20-29","North East (England)","Declared disabled","290","290","26130","24880"
"In post","2022","20-29","North East (England)","Declared non-disabled","2860","2800","26320","25120"
"In post","2022","20-29","North East (England)","Undeclared","120","120","28130","26820"
"In post","2022","20-29","North East (England)","Unknown","1330","1300","26150","25000"
"In post","2022","20-29","North West (England)","Declared disabled","650","640","26560","25200"
"In post","2022","20-29","North West (England)","Declared non-disabled","5980","5880","26630","25120"
"In post","2022","20-29","North West (England)","Undeclared","270","270","27480","26820"
"In post","2022","20-29","North West (England)","Unknown","2870","2830","26580","25000"
"In post","2022","20-29","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland","Declared non-disabled","260","260","26490","26590"
"In post","2022","20-29","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland","Unknown","250","250","24380","21250"
"In post","2022","20-29","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","Declared non-disabled","220","220","34230","32750"
"In post","2022","20-29","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","Unknown","80","80","39250","38090"
"In post","2022","20-29","Scotland","Declared disabled","490","480","27950","27230"
"In post","2022","20-29","Scotland","Declared non-disabled","4100","4030","27890","26820"
"In post","2022","20-29","Scotland","Undeclared","120","110","27230","26410"
"In post","2022","20-29","Scotland","Unknown","2850","2790","26950","25420"
"In post","2022","20-29","South East (England)","Declared disabled","470","460","26920","26820"
"In post","2022","20-29","South East (England)","Declared non-disabled","3830","3780","27900","27570"
"In post","2022","20-29","South East (England)","Undeclared","190","190","27950","27470"
"In post","2022","20-29","South East (England)","Unknown","1410","1390","27210","26130"
"In post","2022","20-29","South West (England)","Declared disabled","590","580","27510","26810"
"In post","2022","20-29","South West (England)","Declared non-disabled","5160","5100","27860","27270"
"In post","2022","20-29","South West (England)","Undeclared","220","220","27470","26750"
"In post","2022","20-29","South West (England)","Unknown","1390","1360","27470","26350"
"In post","2022","20-29","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Declared non-disabled","160","160","30080","28000"
"In post","2022","20-29","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","620","620","29130","28980"
"In post","2022","20-29","Wales","Declared disabled","330","330","26400","24500"
"In post","2022","20-29","Wales","Declared non-disabled","3340","3270","26350","24960"
"In post","2022","20-29","Wales","Undeclared","150","140","26030","25830"
"In post","2022","20-29","Wales","Unknown","1680","1650","26450","24500"
"In post","2022","20-29","West Midlands (England)","Declared disabled","340","340","26110","25120"
"In post","2022","20-29","West Midlands (England)","Declared non-disabled","3140","3080","26530","25580"
"In post","2022","20-29","West Midlands (England)","Undeclared","160","150","27390","26820"
"In post","2022","20-29","West Midlands (England)","Unknown","1450","1420","26340","25000"
"In post","2022","20-29","Yorkshire and The Humber","Declared disabled","380","370","27700","26610"
"In post","2022","20-29","Yorkshire and The Humber","Declared non-disabled","3880","3810","27290","26590"
"In post","2022","20-29","Yorkshire and The Humber","Undeclared","170","170","27230","27130"
