"Status","Year","Region_ITL3","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Falkirk","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","Scottish Government","Human Resources","60","60","36750","38220"
"In post","2022","Falkirk","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","Scottish Government","No function","580","530","30920","32170"
"In post","2022","Falkirk","Scottish Government","Property","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","Scottish Government","Unknown","70","60","44430","34600"
"In post","2022","Fermanagh and Omagh","Department for Environment, Food and Rural Affairs","No function","[c]","[c]","[c]","[c]"
"In post","2022","Fermanagh and Omagh","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Fermanagh and Omagh","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"In post","2022","Fermanagh and Omagh","Ministry of Defence","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Fermanagh and Omagh","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"In post","2022","Fermanagh and Omagh","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"In post","2022","Fermanagh and Omagh","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Attorney General's Departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Attorney General's Departments","Legal","70","70","40530","43130"
"In post","2022","Flintshire and Wrexham","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Department for Business, Energy and Industrial Strategy","No function","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Department for Environment, Food and Rural Affairs","No function","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Department for Transport","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Department for Transport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Department for Transport","No function","40","40","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Department for Work and Pensions","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Department for Work and Pensions","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Department for Work and Pensions","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Department for Work and Pensions","No function","630","570","25000","21260"
"In post","2022","Flintshire and Wrexham","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Department of Health and Social Care","No function","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Food Standards Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","HM Revenue and Customs","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","HM Revenue and Customs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","HM Revenue and Customs","Property","60","60","40290","41730"
"In post","2022","Flintshire and Wrexham","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Ministry of Defence","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Ministry of Defence","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Ministry of Defence","No function","310","300","28910","29470"
"In post","2022","Flintshire and Wrexham","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Ministry of Defence","Security","40","40","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Ministry of Justice","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Ministry of Justice","No function","870","850","27320","25210"
"In post","2022","Flintshire and Wrexham","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Office for Standards in Education, Children's Services and Skills","No function","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Cabinet Office","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Cabinet Office","Commercial","40","40","[c]","[c]"
"In post","2022","Glasgow City","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Cabinet Office","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Cabinet Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Cabinet Office","Human Resources","30","30","[c]","[c]"
"In post","2022","Glasgow City","Cabinet Office","No function","70","70","40390","32280"
"In post","2022","Glasgow City","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Cabinet Office","Security","70","70","35380","32000"
"In post","2022","Glasgow City","Chancellor's other departments","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Chancellor's other departments","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Chancellor's other departments","No function","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Department for Business, Energy and Industrial Strategy","No function","80","70","30620","30950"
"In post","2022","Glasgow City","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Department for Digital, Culture, Media and Sport","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Department for Digital, Culture, Media and Sport","No function","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Department for Environment, Food and Rural Affairs","No function","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Department for International Trade","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Department for Levelling Up, Housing and Communities","No function","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Department for Transport","No function","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Department for Work and Pensions","Counter Fraud","390","360","24880","26120"
"In post","2022","Glasgow City","Department for Work and Pensions","Debt","50","40","22280","21260"
"In post","2022","Glasgow City","Department for Work and Pensions","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Department for Work and Pensions","Human Resources","40","40","[c]","[c]"
"In post","2022","Glasgow City","Department for Work and Pensions","No function","2110","1880","25560","26120"
"In post","2022","Glasgow City","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Department of Health and Social Care","No function","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Food Standards Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","HM Revenue and Customs","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","HM Revenue and Customs","Counter Fraud","260","230","33260","33080"
"In post","2022","Glasgow City","HM Revenue and Customs","Debt","80","70","24290","21460"
"In post","2022","Glasgow City","HM Revenue and Customs","Digital, Data & Technology","50","50","[c]","[c]"
"In post","2022","Glasgow City","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","HM Revenue and Customs","Legal","50","50","[c]","[c]"
"In post","2022","Glasgow City","HM Revenue and Customs","No function","1180","1110","31920","33080"
"In post","2022","Glasgow City","HM Revenue and Customs","Project Delivery","130","120","40320","40180"
"In post","2022","Glasgow City","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Home Office","Unknown","720","680","27400","24890"
"In post","2022","Glasgow City","Ministry of Defence","Commercial","130","130","34440","33000"
"In post","2022","Glasgow City","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Ministry of Defence","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Ministry of Defence","Human Resources","410","380","24150","21830"
"In post","2022","Glasgow City","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Ministry of Defence","Project Delivery","80","70","38770","37910"
"In post","2022","Glasgow City","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
