"Status","Year","Responsibility_level","Region_ITL3","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","G6/G7","Bath and North East Somerset, North Somerset and South Gloucestershire","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bath and North East Somerset, North Somerset and South Gloucestershire","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bath and North East Somerset, North Somerset and South Gloucestershire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bath and North East Somerset, North Somerset and South Gloucestershire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bath and North East Somerset, North Somerset and South Gloucestershire","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Defence (excl. agencies)","320","310","58690","54540"
"In post","2021","G6/G7","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bath and North East Somerset, North Somerset and South Gloucestershire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bedford","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bedford","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bedford","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bedford","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bedford","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bedford","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bedford","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bedford","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Belfast","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Belfast","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Belfast","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Belfast","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Belfast","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Belfast","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Belfast","HM Revenue and Customs (excl. agencies)","160","150","54520","52580"
"In post","2021","G6/G7","Belfast","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Belfast","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Belfast","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Belfast","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Berkshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Berkshire","Crown Prosecution Service","60","50","59990","62120"
"In post","2021","G6/G7","Berkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","60","60","52580","49440"
"In post","2021","G6/G7","Berkshire","Department for International Trade","60","60","55130","51970"
"In post","2021","G6/G7","Berkshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Berkshire","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Berkshire","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Berkshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Berkshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Berkshire","HM Revenue and Customs (excl. agencies)","30","30","[c]","[c]"
"In post","2021","G6/G7","Berkshire","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Berkshire","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Berkshire","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Berkshire","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"In post","2021","G6/G7","Berkshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Berkshire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Berkshire","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bexley and Greenwich","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bexley and Greenwich","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bexley and Greenwich","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bexley and Greenwich","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bexley and Greenwich","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Birmingham","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Birmingham","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Birmingham","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Birmingham","Crown Prosecution Service","210","190","55630","55610"
"In post","2021","G6/G7","Birmingham","Department for Business, Energy and Industrial Strategy (excl. agencies)","50","50","53580","49520"
"In post","2021","G6/G7","Birmingham","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Birmingham","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Birmingham","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Birmingham","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Birmingham","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Birmingham","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Birmingham","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Birmingham","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Birmingham","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Birmingham","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Birmingham","HM Revenue and Customs (excl. agencies)","320","300","55570","52580"
"In post","2021","G6/G7","Birmingham","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Birmingham","Insolvency Service","30","30","[c]","[c]"
"In post","2021","G6/G7","Birmingham","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Birmingham","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Birmingham","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"In post","2021","G6/G7","Birmingham","Ministry of Housing, Communities and Local Government (excl. agencies)","40","40","[c]","[c]"
"In post","2021","G6/G7","Birmingham","Ministry of Justice (excl. agencies)","50","50","57200","55400"
"In post","2021","G6/G7","Birmingham","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Birmingham","Office for Standards in Education, Children's Services and Skills","60","60","75310","75500"
"In post","2021","G6/G7","Birmingham","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Birmingham","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Birmingham","Public Health England","90","90","55380","51200"
"In post","2021","G6/G7","Birmingham","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Birmingham","Water Services Regulation Authority","40","30","[c]","[c]"
"In post","2021","G6/G7","Blackburn with Darwen","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Blackburn with Darwen","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Blackburn with Darwen","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Blackpool","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Blackpool","Department for Work and Pensions (excl. agencies)","370","350","55390","52680"
"In post","2021","G6/G7","Blackpool","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Blackpool","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Blackpool","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Blackpool","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bournemouth and Poole","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bournemouth and Poole","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bournemouth and Poole","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bournemouth and Poole","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bournemouth and Poole","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bournemouth and Poole","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bradford","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bradford","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bradford","HM Revenue and Customs (excl. agencies)","170","170","55030","52580"
"In post","2021","G6/G7","Breckland and South Norfolk","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Breckland and South Norfolk","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Breckland and South Norfolk","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Brent","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Brent","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bridgend and Neath Port Talbot","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bridgend and Neath Port Talbot","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bridgend and Neath Port Talbot","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bridgend and Neath Port Talbot","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bridgend and Neath Port Talbot","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bridgend and Neath Port Talbot","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Brighton and Hove","Crown Prosecution Service","50","40","[c]","[c]"
"In post","2021","G6/G7","Brighton and Hove","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Brighton and Hove","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Brighton and Hove","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Brighton and Hove","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Brighton and Hove","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Brighton and Hove","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bristol, City of","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bristol, City of","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bristol, City of","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bristol, City of","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bristol, City of","Crown Prosecution Service","60","60","55550","55610"
"In post","2021","G6/G7","Bristol, City of","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bristol, City of","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bristol, City of","Department for Education (excl. agencies)","60","60","56930","54160"
"In post","2021","G6/G7","Bristol, City of","Department for Environment, Food and Rural Affairs (excl. agencies)","290","280","51870","49020"
"In post","2021","G6/G7","Bristol, City of","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bristol, City of","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bristol, City of","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bristol, City of","Driver and Vehicle Standards Agency","30","30","[c]","[c]"
"In post","2021","G6/G7","Bristol, City of","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bristol, City of","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bristol, City of","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bristol, City of","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bristol, City of","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bristol, City of","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bristol, City of","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bristol, City of","HM Revenue and Customs (excl. agencies)","240","230","56630","52580"
"In post","2021","G6/G7","Bristol, City of","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bristol, City of","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bristol, City of","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bristol, City of","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bristol, City of","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bristol, City of","Office for Standards in Education, Children's Services and Skills","70","70","70760","75500"
"In post","2021","G6/G7","Bristol, City of","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bristol, City of","Planning Inspectorate","400","360","57950","58810"
"In post","2021","G6/G7","Bristol, City of","Public Health England","80","70","56650","51950"
"In post","2021","G6/G7","Bristol, City of","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bristol, City of","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bristol, City of","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bromley","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bromley","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Buckinghamshire CC","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Buckinghamshire CC","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Buckinghamshire CC","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Buckinghamshire CC","Ministry of Defence (excl. agencies)","60","60","62710","58470"
"In post","2021","G6/G7","Caithness and Sutherland and Ross and Cromarty","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Calderdale and Kirklees","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Calderdale and Kirklees","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Calderdale and Kirklees","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Calderdale and Kirklees","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Calderdale and Kirklees","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cambridgeshire CC","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cambridgeshire CC","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cambridgeshire CC","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cambridgeshire CC","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cambridgeshire CC","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cambridgeshire CC","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cambridgeshire CC","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cambridgeshire CC","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cambridgeshire CC","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cambridgeshire CC","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cambridgeshire CC","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cambridgeshire CC","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cambridgeshire CC","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cambridgeshire CC","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cambridgeshire CC","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cambridgeshire CC","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cambridgeshire CC","Ministry of Defence (excl. agencies)","80","80","58370","54540"
"In post","2021","G6/G7","Cambridgeshire CC","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cambridgeshire CC","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cambridgeshire CC","Office for Standards in Education, Children's Services and Skills","50","50","75680","75500"
"In post","2021","G6/G7","Cambridgeshire CC","Public Health England","70","70","56900","52930"
"In post","2021","G6/G7","Cambridgeshire CC","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cambridgeshire CC","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Camden and City of London","Cabinet Office (excl. agencies)","70","70","58310","56340"
"In post","2021","G6/G7","Camden and City of London","Debt Management Office","60","60","71740","67260"
"In post","2021","G6/G7","Camden and City of London","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Camden and City of London","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Camden and City of London","Government Actuary's Department","110","100","87270","82360"
"In post","2021","G6/G7","Camden and City of London","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Camden and City of London","HM Revenue and Customs (excl. agencies)","200","200","61960","59160"
"In post","2021","G6/G7","Camden and City of London","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Camden and City of London","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Camden and City of London","Ministry of Justice (excl. agencies)","40","30","[c]","[c]"
"In post","2021","G6/G7","Camden and City of London","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Camden and City of London","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Camden and City of London","Water Services Regulation Authority","30","30","[c]","[c]"
"In post","2021","G6/G7","Cardiff and Vale of Glamorgan","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cardiff and Vale of Glamorgan","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cardiff and Vale of Glamorgan","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cardiff and Vale of Glamorgan","Companies House","70","70","57350","56390"
"In post","2021","G6/G7","Cardiff and Vale of Glamorgan","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cardiff and Vale of Glamorgan","Crown Prosecution Service","100","90","55040","55610"
"In post","2021","G6/G7","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cardiff and Vale of Glamorgan","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cardiff and Vale of Glamorgan","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cardiff and Vale of Glamorgan","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cardiff and Vale of Glamorgan","ESTYN","70","60","73880","74730"
"In post","2021","G6/G7","Cardiff and Vale of Glamorgan","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cardiff and Vale of Glamorgan","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cardiff and Vale of Glamorgan","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cardiff and Vale of Glamorgan","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cardiff and Vale of Glamorgan","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cardiff and Vale of Glamorgan","HM Revenue and Customs (excl. agencies)","240","230","53970","52580"
"In post","2021","G6/G7","Cardiff and Vale of Glamorgan","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cardiff and Vale of Glamorgan","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cardiff and Vale of Glamorgan","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cardiff and Vale of Glamorgan","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cardiff and Vale of Glamorgan","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cardiff and Vale of Glamorgan","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cardiff and Vale of Glamorgan","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cardiff and Vale of Glamorgan","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cardiff and Vale of Glamorgan","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cardiff and Vale of Glamorgan","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cardiff and Vale of Glamorgan","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cardiff and Vale of Glamorgan","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cardiff and Vale of Glamorgan","Welsh Government (excl. agencies)","670","640","61340","60830"
"In post","2021","G6/G7","Cardiff and Vale of Glamorgan","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Central Bedfordshire","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Central Bedfordshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Central Hampshire","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Central Hampshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Central Hampshire","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Central Hampshire","Defence Science and Technology Laboratory","700","670","51120","46820"
"In post","2021","G6/G7","Central Hampshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Central Hampshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Central Hampshire","Ministry of Defence (excl. agencies)","210","200","59320","54540"
"In post","2021","G6/G7","Central Hampshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Central Hampshire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Central Valleys","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Central Valleys","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Central Valleys","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Central Valleys","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Central Valleys","Welsh Government (excl. agencies)","140","140","62880","60830"
"In post","2021","G6/G7","Central Valleys","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cheshire East","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cheshire East","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cheshire East","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cheshire East","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cheshire East","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cheshire East","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cheshire East","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cheshire West and Chester","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cheshire West and Chester","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cheshire West and Chester","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Chorley and West Lancashire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Chorley and West Lancashire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Chorley and West Lancashire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Chorley and West Lancashire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","City of Edinburgh","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","City of Edinburgh","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","City of Edinburgh","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","City of Edinburgh","Crown Office and Procurator Fiscal Service","60","60","66280","68470"
"In post","2021","G6/G7","City of Edinburgh","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
