"Status","Year","Responsibility_level","Region_ITL3","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","Chorley and West Lancashire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chorley and West Lancashire","HM Prison and Probation Service","710","660","25630","25380"
"In post","2021","AA/AO","Chorley and West Lancashire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chorley and West Lancashire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chorley and West Lancashire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","City of Edinburgh","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","City of Edinburgh","Crown Office and Procurator Fiscal Service","120","120","21810","22220"
"In post","2021","AA/AO","City of Edinburgh","Department for Work and Pensions (excl. agencies)","30","30","[c]","[c]"
"In post","2021","AA/AO","City of Edinburgh","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","City of Edinburgh","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","City of Edinburgh","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","City of Edinburgh","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","City of Edinburgh","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","City of Edinburgh","HM Revenue and Customs (excl. agencies)","890","830","20330","20140"
"In post","2021","AA/AO","City of Edinburgh","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","City of Edinburgh","Insolvency Service","50","40","[c]","[c]"
"In post","2021","AA/AO","City of Edinburgh","Ministry of Defence (excl. agencies)","120","120","20440","20920"
"In post","2021","AA/AO","City of Edinburgh","National Records of Scotland","140","130","22590","22230"
"In post","2021","AA/AO","City of Edinburgh","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","City of Edinburgh","Registers of Scotland","320","300","24010","24130"
"In post","2021","AA/AO","City of Edinburgh","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","City of Edinburgh","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","City of Edinburgh","Scottish Courts and Tribunals Service","370","340","21820","22820"
"In post","2021","AA/AO","City of Edinburgh","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","City of Edinburgh","Scottish Government (excl. agencies)","650","620","24230","23340"
"In post","2021","AA/AO","City of Edinburgh","Scottish Prison Service","230","220","23500","23810"
"In post","2021","AA/AO","City of Edinburgh","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","City of Edinburgh","Student Awards Agency for Scotland","120","110","21800","22230"
"In post","2021","AA/AO","City of Edinburgh","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","City of Edinburgh","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","City of Edinburgh","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Clackmannanshire and Fife","Crown Office and Procurator Fiscal Service","30","30","[c]","[c]"
"In post","2021","AA/AO","Clackmannanshire and Fife","Department for Work and Pensions (excl. agencies)","130","110","20710","21010"
"In post","2021","AA/AO","Clackmannanshire and Fife","Ministry of Defence (excl. agencies)","130","130","22590","20920"
"In post","2021","AA/AO","Clackmannanshire and Fife","Scottish Courts and Tribunals Service","50","40","[c]","[c]"
"In post","2021","AA/AO","Clackmannanshire and Fife","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Clackmannanshire and Fife","Scottish Prison Service","140","130","23970","25870"
"In post","2021","AA/AO","Conwy and Denbighshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Conwy and Denbighshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Conwy and Denbighshire","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Conwy and Denbighshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Conwy and Denbighshire","Welsh Government (excl. agencies)","70","60","23530","23830"
"In post","2021","AA/AO","Cornwall and Isles of Scilly","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cornwall and Isles of Scilly","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cornwall and Isles of Scilly","Department for Work and Pensions (excl. agencies)","330","280","20880","21010"
"In post","2021","AA/AO","Cornwall and Isles of Scilly","HM Courts and Tribunals Service","40","40","[c]","[c]"
"In post","2021","AA/AO","Cornwall and Isles of Scilly","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cornwall and Isles of Scilly","Ministry of Defence (excl. agencies)","290","270","20760","20920"
"In post","2021","AA/AO","Cornwall and Isles of Scilly","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Coventry","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Coventry","Department for Work and Pensions (excl. agencies)","140","110","20890","21010"
"In post","2021","AA/AO","Coventry","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Coventry","HM Courts and Tribunals Service","40","30","[c]","[c]"
"In post","2021","AA/AO","Coventry","HM Land Registry","70","70","22350","22350"
"In post","2021","AA/AO","Coventry","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Coventry","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Coventry","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Coventry","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Coventry","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Croydon","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Croydon","Department for Work and Pensions (excl. agencies)","40","40","[c]","[c]"
"In post","2021","AA/AO","Croydon","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Croydon","HM Courts and Tribunals Service","130","120","21130","21300"
"In post","2021","AA/AO","Croydon","HM Land Registry","70","70","25820","25850"
"In post","2021","AA/AO","Croydon","HM Prison and Probation Service","120","120","23850","23510"
"In post","2021","AA/AO","Croydon","HM Revenue and Customs (excl. agencies)","360","330","24650","24120"
"In post","2021","AA/AO","Croydon","Home Office (incl. agencies)","940","830","24920","25630"
"In post","2021","AA/AO","Croydon","Insolvency Service","30","30","[c]","[c]"
"In post","2021","AA/AO","Croydon","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Croydon","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Darlington","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Darlington","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Darlington","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Darlington","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Darlington","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Darlington","HM Courts and Tribunals Service","40","30","[c]","[c]"
"In post","2021","AA/AO","Darlington","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Darlington","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Darlington","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Darlington","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Derby","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Derby","Department for Work and Pensions (excl. agencies)","350","290","20810","21010"
"In post","2021","AA/AO","Derby","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Derby","HM Courts and Tribunals Service","90","80","19090","19570"
"In post","2021","AA/AO","Derby","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"In post","2021","AA/AO","Derry City and Strabane","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Derry City and Strabane","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Devon CC","Animal and Plant Health Agency","110","100","21100","21050"
"In post","2021","AA/AO","Devon CC","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Devon CC","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Devon CC","Department for Work and Pensions (excl. agencies)","640","510","20820","21010"
"In post","2021","AA/AO","Devon CC","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Devon CC","HM Courts and Tribunals Service","60","50","18720","18890"
"In post","2021","AA/AO","Devon CC","HM Prison and Probation Service","670","620","24990","23970"
"In post","2021","AA/AO","Devon CC","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Devon CC","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Devon CC","Met Office","90","90","22540","21140"
"In post","2021","AA/AO","Devon CC","Ministry of Defence (excl. agencies)","240","220","20080","19560"
"In post","2021","AA/AO","Devon CC","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Devon CC","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Devon CC","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Devon CC","Rural Payments Agency","80","70","21020","21050"
"In post","2021","AA/AO","Devon CC","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dorset CC","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dorset CC","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dorset CC","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dorset CC","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dorset CC","HM Land Registry","100","100","22350","22350"
"In post","2021","AA/AO","Dorset CC","HM Prison and Probation Service","630","590","25450","25300"
"In post","2021","AA/AO","Dorset CC","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dorset CC","Ministry of Defence (excl. agencies)","210","200","20750","20920"
"In post","2021","AA/AO","Dorset CC","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dudley","Department for Work and Pensions (excl. agencies)","450","370","20790","21010"
"In post","2021","AA/AO","Dudley","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dudley","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dudley","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"In post","2021","AA/AO","Dudley","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dumfries and Galloway","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dumfries and Galloway","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dumfries and Galloway","Forestry and Land Scotland","90","90","25650","26530"
"In post","2021","AA/AO","Dumfries and Galloway","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dumfries and Galloway","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dumfries and Galloway","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dumfries and Galloway","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dumfries and Galloway","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dumfries and Galloway","Scottish Prison Service","70","60","23920","25870"
"In post","2021","AA/AO","Durham CC","Department for Work and Pensions (excl. agencies)","430","360","20870","21010"
"In post","2021","AA/AO","Durham CC","HM Courts and Tribunals Service","40","30","[c]","[c]"
"In post","2021","AA/AO","Durham CC","HM Land Registry","260","250","22350","22350"
"In post","2021","AA/AO","Durham CC","HM Prison and Probation Service","1420","1300","26160","25790"
"In post","2021","AA/AO","Durham CC","HM Revenue and Customs (excl. agencies)","390","340","20610","20140"
"In post","2021","AA/AO","Durham CC","Home Office (incl. agencies)","610","480","21060","21430"
"In post","2021","AA/AO","Durham CC","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Durham CC","Valuation Office Agency","180","170","20790","20880"
"In post","2021","AA/AO","Ealing","Department for Work and Pensions (excl. agencies)","40","30","[c]","[c]"
"In post","2021","AA/AO","Ealing","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ealing","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Ayrshire and North Ayrshire mainland","Accountant in Bankruptcy","30","30","[c]","[c]"
"In post","2021","AA/AO","East Ayrshire and North Ayrshire mainland","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Ayrshire and North Ayrshire mainland","Department for Work and Pensions (excl. agencies)","170","140","20690","21010"
"In post","2021","AA/AO","East Ayrshire and North Ayrshire mainland","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Ayrshire and North Ayrshire mainland","Ministry of Defence (excl. agencies)","40","30","[c]","[c]"
"In post","2021","AA/AO","East Ayrshire and North Ayrshire mainland","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Cumbria","Animal and Plant Health Agency","100","100","21080","21050"
"In post","2021","AA/AO","East Cumbria","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Cumbria","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Cumbria","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Cumbria","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Cumbria","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Cumbria","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Cumbria","Ministry of Defence (excl. agencies)","50","50","24180","20060"
