"Status","Year","Disability","Sexual_orientation","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Plymouth","110","100","31920","27130"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Portsmouth","150","140","32140","27570"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Redbridge and Waltham Forest","50","50","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Sandwell","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Sefton","120","100","30280","27470"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Sheffield","230","200","30760","26020"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Shropshire","50","50","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Solihull","40","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Somerset CC","110","100","30120","27570"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","South and West Derbyshire","80","70","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","South Hampshire","180","150","28170","25130"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","South Lanarkshire","50","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","South Nottinghamshire","50","50","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","South Teesside","50","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","South West Wales","70","60","30460","24630"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Southampton","80","70","36620","27570"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Staffordshire CC","190","180","32090","27570"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Stoke-on-Trent","80","60","24110","20970"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Suffolk CC","220","200","25780","23960"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Sunderland","70","60","25740","27570"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Swansea","70","60","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Swindon","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Telford and Wrekin","40","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Thurrock","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Torbay","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Tower Hamlets","360","350","49190","43590"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Tyneside","490","440","28270","21260"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Unknown","310","270","29150","21840"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Wakefield","90","70","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Walsall","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Wandsworth","40","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Warrington","70","60","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Warwickshire CC","70","70","25730","26780"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","West Cumbria","60","50","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","West Essex","40","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","West Kent","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","West Lothian","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","West Northamptonshire","90","80","27670","27570"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","West Surrey","160","150","33600","29290"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","West Sussex (North East)","60","50","29300","27570"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","West Sussex (South West)","40","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Westminster","1730","1630","46890","41970"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Wiltshire","400","380","32710","29230"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Wirral","80","60","25610","21260"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Worcestershire CC","130","120","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","York","100","90","35450","27570"
"Leaver CS","2022","Declared non-disabled","LGBO","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Bedford","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Bradford","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Brent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Bromley","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Buckinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Derby","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Derry City and Strabane","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Dorset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Dudley","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Ealing","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","East Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Enfield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Lambeth","40","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Leeds","40","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Leicester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Luton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Mid and East Antrim","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
