"Status","Year","Disability","Sexual_orientation","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","LGBO","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Warrington","40","40","[c]","[c]"
"In post","2021","Unknown","LGBO","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Westminster","250","250","45450","40650"
"In post","2021","Unknown","LGBO","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","York","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Aberdeen City and Aberdeenshire","90","70","26320","22820"
"In post","2021","Unknown","Undeclared","Angus and Dundee City","60","50","25430","22820"
"In post","2021","Unknown","Undeclared","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","150","140","43000","40580"
"In post","2021","Unknown","Undeclared","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Berkshire","30","30","[c]","[c]"
"In post","2021","Unknown","Undeclared","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Birmingham","60","60","34710","31900"
"In post","2021","Unknown","Undeclared","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Brent","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Bristol, City of","40","40","[c]","[c]"
"In post","2021","Unknown","Undeclared","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Camden and City of London","40","30","[c]","[c]"
"In post","2021","Unknown","Undeclared","Cardiff and Vale of Glamorgan","80","80","36740","31810"
"In post","2021","Unknown","Undeclared","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Central Hampshire","40","30","[c]","[c]"
"In post","2021","Unknown","Undeclared","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","City of Edinburgh","880","830","30860","29350"
"In post","2021","Unknown","Undeclared","Clackmannanshire and Fife","70","60","25710","22820"
"In post","2021","Unknown","Undeclared","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","East Ayrshire and North Ayrshire mainland","40","40","[c]","[c]"
"In post","2021","Unknown","Undeclared","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","60","50","32430","29350"
"In post","2021","Unknown","Undeclared","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Falkirk","40","40","[c]","[c]"
"In post","2021","Unknown","Undeclared","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Glasgow City","270","240","29450","26550"
"In post","2021","Unknown","Undeclared","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Inverclyde, East Renfrewshire and Renfrewshire","80","70","27310","22820"
"In post","2021","Unknown","Undeclared","Inverness and Nairn and Moray, Badenoch and Strathspey","50","50","[c]","[c]"
"In post","2021","Unknown","Undeclared","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Lambeth","90","80","41920","40170"
"In post","2021","Unknown","Undeclared","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Leeds","50","50","[c]","[c]"
"In post","2021","Unknown","Undeclared","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Liverpool","30","30","[c]","[c]"
"In post","2021","Unknown","Undeclared","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Manchester","50","50","31110","31790"
"In post","2021","Unknown","Undeclared","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Monmouthshire and Newport","60","60","37960","39080"
"In post","2021","Unknown","Undeclared","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","North Lanarkshire","50","40","29090","26550"
"In post","2021","Unknown","Undeclared","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Nottingham","30","30","[c]","[c]"
"In post","2021","Unknown","Undeclared","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Oxfordshire","30","30","[c]","[c]"
"In post","2021","Unknown","Undeclared","Perth and Kinross and Stirling","50","40","[c]","[c]"
"In post","2021","Unknown","Undeclared","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Portsmouth","40","40","[c]","[c]"
"In post","2021","Unknown","Undeclared","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","South Hampshire","50","40","27010","23090"
"In post","2021","Unknown","Undeclared","South Lanarkshire","80","70","25740","22820"
"In post","2021","Unknown","Undeclared","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Sunderland","30","30","[c]","[c]"
"In post","2021","Unknown","Undeclared","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Tower Hamlets","60","60","49640","45670"
"In post","2021","Unknown","Undeclared","Tyneside","70","60","31900","25560"
"In post","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Warrington","50","50","33520","32770"
"In post","2021","Unknown","Undeclared","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Westminster","370","360","47250","43360"
"In post","2021","Unknown","Undeclared","Wiltshire","80","80","37690","37690"
"In post","2021","Unknown","Undeclared","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","York","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Aberdeen City and Aberdeenshire","340","320","32230","30650"
"In post","2021","Unknown","Unknown","Angus and Dundee City","230","220","24970","21150"
"In post","2021","Unknown","Unknown","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Barnet","260","240","49320","44950"
"In post","2021","Unknown","Unknown","Barnsley, Doncaster and Rotherham","170","170","24190","22890"
"In post","2021","Unknown","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","690","670","35620","31610"
"In post","2021","Unknown","Unknown","Bedford","80","80","26190","24330"
"In post","2021","Unknown","Unknown","Belfast","650","610","25620","21440"
"In post","2021","Unknown","Unknown","Berkshire","370","360","33930","30890"
"In post","2021","Unknown","Unknown","Bexley and Greenwich","200","190","29750","30150"
"In post","2021","Unknown","Unknown","Birmingham","1710","1620","29670","25560"
"In post","2021","Unknown","Unknown","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Blackpool","160","160","31150","27570"
"In post","2021","Unknown","Unknown","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Bradford","510","470","25240","21010"
"In post","2021","Unknown","Unknown","Breckland and South Norfolk","30","30","[c]","[c]"
"In post","2021","Unknown","Unknown","Brent","60","50","31100","31060"
"In post","2021","Unknown","Unknown","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Brighton and Hove","40","40","[c]","[c]"
"In post","2021","Unknown","Unknown","Bristol, City of","860","810","34150","30730"
"In post","2021","Unknown","Unknown","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Buckinghamshire CC","110","100","32100","28000"
"In post","2021","Unknown","Unknown","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Calderdale and Kirklees","80","70","25000","26520"
"In post","2021","Unknown","Unknown","Cambridgeshire CC","240","240","34130","28400"
"In post","2021","Unknown","Unknown","Camden and City of London","700","680","38890","35030"
"In post","2021","Unknown","Unknown","Cardiff and Vale of Glamorgan","1740","1630","27220","25560"
"In post","2021","Unknown","Unknown","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Central Hampshire","370","350","40740","37320"
"In post","2021","Unknown","Unknown","Central Valleys","80","80","39200","32610"
"In post","2021","Unknown","Unknown","Cheshire East","60","60","25440","23970"
"In post","2021","Unknown","Unknown","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Chorley and West Lancashire","140","140","26640","25300"
"In post","2021","Unknown","Unknown","City of Edinburgh","2820","2680","33330","30080"
"In post","2021","Unknown","Unknown","Clackmannanshire and Fife","250","240","29920","28410"
"In post","2021","Unknown","Unknown","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Cornwall and Isles of Scilly","90","80","27880","26350"
"In post","2021","Unknown","Unknown","Coventry","210","200","39530","36500"
"In post","2021","Unknown","Unknown","Croydon","1060","1030","36460","32520"
"In post","2021","Unknown","Unknown","Darlington","60","60","36060","29360"
"In post","2021","Unknown","Unknown","Derby","60","60","24810","24610"
"In post","2021","Unknown","Unknown","Devon CC","230","220","24580","21150"
"In post","2021","Unknown","Unknown","Dorset CC","220","210","28390","23970"
"In post","2021","Unknown","Unknown","Dudley","70","60","24080","21010"
"In post","2021","Unknown","Unknown","Dumfries and Galloway","110","100","27970","25920"
"In post","2021","Unknown","Unknown","Durham CC","580","560","23660","22350"
"In post","2021","Unknown","Unknown","Ealing","40","30","[c]","[c]"
"In post","2021","Unknown","Unknown","East Ayrshire and North Ayrshire mainland","60","60","23200","22230"
"In post","2021","Unknown","Unknown","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","410","400","29780","28890"
"In post","2021","Unknown","Unknown","East Kent","260","240","26830","24880"
"In post","2021","Unknown","Unknown","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","East Merseyside","60","60","28940","27570"
"In post","2021","Unknown","Unknown","East Riding of Yorkshire","120","120","25970","24920"
"In post","2021","Unknown","Unknown","East Surrey","110","110","31130","31980"
"In post","2021","Unknown","Unknown","East Sussex CC","90","80","25260","25500"
"In post","2021","Unknown","Unknown","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Essex Haven Gateway","50","50","[c]","[c]"
"In post","2021","Unknown","Unknown","Essex Thames Gateway","40","40","[c]","[c]"
"In post","2021","Unknown","Unknown","Falkirk","360","320","30090","33650"
"In post","2021","Unknown","Unknown","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Flintshire and Wrexham","160","150","25570","23970"
"In post","2021","Unknown","Unknown","Glasgow City","1650","1560","31800","27780"
"In post","2021","Unknown","Unknown","Gloucestershire","150","140","27360","22920"
"In post","2021","Unknown","Unknown","Greater Manchester North East","70","70","25320","27570"
"In post","2021","Unknown","Unknown","Greater Manchester North West","70","70","24000","24440"
"In post","2021","Unknown","Unknown","Greater Manchester South East","50","40","[c]","[c]"
"In post","2021","Unknown","Unknown","Greater Manchester South West","1440","1370","28520","25560"
"In post","2021","Unknown","Unknown","Gwent Valleys","40","40","[c]","[c]"
"In post","2021","Unknown","Unknown","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Hackney and Newham","350","330","36380","34500"
"In post","2021","Unknown","Unknown","Haringey and Islington","230","220","27700","30220"
"In post","2021","Unknown","Unknown","Harrow and Hillingdon","170","170","28970","28650"
"In post","2021","Unknown","Unknown","Hartlepool and Stockton-on-Tees","80","80","24970","24770"
"In post","2021","Unknown","Unknown","Heart of Essex","110","100","28310","25850"
"In post","2021","Unknown","Unknown","Herefordshire, County of","50","50","27050","22500"
"In post","2021","Unknown","Unknown","Hertfordshire","250","240","35490","31810"
"In post","2021","Unknown","Unknown","Hounslow and Richmond upon Thames","330","310","32520","30720"
"In post","2021","Unknown","Unknown","Inverclyde, East Renfrewshire and Renfrewshire","120","110","29550","28410"
"In post","2021","Unknown","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","90","90","29130","27570"
"In post","2021","Unknown","Unknown","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Kensington & Chelsea and Hammersmith & Fulham","80","70","30220","31060"
"In post","2021","Unknown","Unknown","Kent Thames Gateway","170","170","27670","29120"
"In post","2021","Unknown","Unknown","Kingston upon Hull, City of","140","140","25710","24880"
"In post","2021","Unknown","Unknown","Lambeth","490","470","47350","41350"
"In post","2021","Unknown","Unknown","Lancaster and Wyre","60","60","24610","24920"
"In post","2021","Unknown","Unknown","Leeds","2120","2060","31400","25560"
"In post","2021","Unknown","Unknown","Leicester","340","310","24670","22350"
"In post","2021","Unknown","Unknown","Leicestershire CC and Rutland","180","170","27290","24880"
"In post","2021","Unknown","Unknown","Lewisham and Southwark","70","70","44840","31060"
"In post","2021","Unknown","Unknown","Lincolnshire","110","110","26530","24440"
"In post","2021","Unknown","Unknown","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Liverpool","990","930","29930","25560"
"In post","2021","Unknown","Unknown","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Luton","40","40","[c]","[c]"
"In post","2021","Unknown","Unknown","Manchester","1050","1010","31180","27570"
"In post","2021","Unknown","Unknown","Medway","130","120","30860","29290"
"In post","2021","Unknown","Unknown","Merton, Kingston upon Thames and Sutton","70","70","28480","30470"
"In post","2021","Unknown","Unknown","Mid Kent","40","40","[c]","[c]"
"In post","2021","Unknown","Unknown","Mid Lancashire","650","580","24710","21440"
"In post","2021","Unknown","Unknown","Milton Keynes","230","230","27570","26560"
"In post","2021","Unknown","Unknown","Monmouthshire and Newport","1040","1000","30750","29250"
"In post","2021","Unknown","Unknown","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","North and North East Lincolnshire","60","50","23410","21430"
"In post","2021","Unknown","Unknown","North and West Norfolk","40","30","[c]","[c]"
"In post","2021","Unknown","Unknown","North Hampshire","40","40","[c]","[c]"
"In post","2021","Unknown","Unknown","North Lanarkshire","570","520","26130","24450"
"In post","2021","Unknown","Unknown","North Northamptonshire","40","30","[c]","[c]"
"In post","2021","Unknown","Unknown","North Nottinghamshire","80","80","24630","25110"
"In post","2021","Unknown","Unknown","North Yorkshire CC","140","130","29370","26350"
"In post","2021","Unknown","Unknown","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Norwich and East Norfolk","130","130","35220","27730"
"In post","2021","Unknown","Unknown","Nottingham","1340","1280","28710","25560"
"In post","2021","Unknown","Unknown","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Overseas","580","580","51670","51500"
"In post","2021","Unknown","Unknown","Oxfordshire","290","270","36240","30400"
"In post","2021","Unknown","Unknown","Perth and Kinross and Stirling","470","440","30490","29240"
"In post","2021","Unknown","Unknown","Peterborough","100","100","29050","24880"
"In post","2021","Unknown","Unknown","Plymouth","460","440","28800","25500"
"In post","2021","Unknown","Unknown","Portsmouth","450","410","27940","21440"
"In post","2021","Unknown","Unknown","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Redbridge and Waltham Forest","80","70","27120","30470"
"In post","2021","Unknown","Unknown","Sandwell","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Scottish Borders","80","70","28830","26160"
"In post","2021","Unknown","Unknown","Sefton","1010","920","25090","21440"
"In post","2021","Unknown","Unknown","Sheffield","420","400","33800","28270"
"In post","2021","Unknown","Unknown","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Shropshire CC","60","60","29120","25790"
"In post","2021","Unknown","Unknown","Solihull","50","50","[c]","[c]"
"In post","2021","Unknown","Unknown","Somerset","250","240","33090","32090"
"In post","2021","Unknown","Unknown","South and West Derbyshire","30","20","[c]","[c]"
"In post","2021","Unknown","Unknown","South Ayrshire","30","30","[c]","[c]"
"In post","2021","Unknown","Unknown","South Hampshire","520","450","28950","26350"
"In post","2021","Unknown","Unknown","South Lanarkshire","1070","980","27780","21440"
"In post","2021","Unknown","Unknown","South Nottinghamshire","30","30","[c]","[c]"
"In post","2021","Unknown","Unknown","South Teesside","40","40","[c]","[c]"
"In post","2021","Unknown","Unknown","South West Wales","60","50","25690","22920"
"In post","2021","Unknown","Unknown","Southampton","80","80","29020","26350"
"In post","2021","Unknown","Unknown","Southend-on-Sea","240","220","31500","31810"
"In post","2021","Unknown","Unknown","Staffordshire CC","300","290","25560","23970"
"In post","2021","Unknown","Unknown","Stoke-on-Trent","90","80","23880","18880"
"In post","2021","Unknown","Unknown","Suffolk","500","470","29410","26930"
"In post","2021","Unknown","Unknown","Sunderland","610","530","23120","20140"
"In post","2021","Unknown","Unknown","Swansea","930","860","25340","21590"
"In post","2021","Unknown","Unknown","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Telford and Wrekin","290","270","34330","27570"
"In post","2021","Unknown","Unknown","Thurrock","30","30","[c]","[c]"
"In post","2021","Unknown","Unknown","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Tower Hamlets","990","960","46540","40600"
"In post","2021","Unknown","Unknown","Tyneside","2750","2490","26820","22920"
"In post","2021","Unknown","Unknown","Unknown","2410","2400","37080","32700"
"In post","2021","Unknown","Unknown","Wakefield","120","120","26710","24440"
"In post","2021","Unknown","Unknown","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Wandsworth","160","150","29700","30220"
"In post","2021","Unknown","Unknown","Warrington","220","220","32120","30640"
"In post","2021","Unknown","Unknown","Warwickshire","50","40","[c]","[c]"
"In post","2021","Unknown","Unknown","West Cumbria","40","40","[c]","[c]"
"In post","2021","Unknown","Unknown","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","West Kent","50","50","[c]","[c]"
"In post","2021","Unknown","Unknown","West Lothian","40","30","[c]","[c]"
"In post","2021","Unknown","Unknown","West Northamptonshire","110","100","22310","20860"
"In post","2021","Unknown","Unknown","West Surrey","160","150","29120","27770"
"In post","2021","Unknown","Unknown","West Sussex (North East)","80","80","35320","28650"
"In post","2021","Unknown","Unknown","West Sussex (South West)","200","180","30170","28130"
"In post","2021","Unknown","Unknown","Westminster","8860","8710","46490","40540"
"In post","2021","Unknown","Unknown","Wiltshire","750","720","40410","37320"
"In post","2021","Unknown","Unknown","Wirral","180","170","25730","22350"
"In post","2021","Unknown","Unknown","Wolverhampton","50","40","[c]","[c]"
"In post","2021","Unknown","Unknown","Worcestershire","100","100","26070","24440"
"In post","2021","Unknown","Unknown","York","300","280","31690","26670"
"In post","2022","Declared disabled","Heterosexual / straight","Aberdeen City and Aberdeenshire","90","80","33660","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Angus and Dundee City","190","170","25690","23230"
