"Status","Year","Region_ITL2","Sexual_orientation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","East Anglia","Undeclared","Unknown","60","60","29980","30880"
"In post","2022","East Anglia","Unknown","AA/AO","810","720","23940","21680"
"In post","2022","East Anglia","Unknown","EO","570","510","27560","27570"
"In post","2022","East Anglia","Unknown","G6/G7","160","150","57160","55210"
"In post","2022","East Anglia","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Unknown","SEO/HEO","420","410","35200","33950"
"In post","2022","East Anglia","Unknown","Unknown","180","160","26530","24800"
"In post","2022","East Wales","Heterosexual / straight","AA/AO","3330","3050","22130","21260"
"In post","2022","East Wales","Heterosexual / straight","EO","3360","3140","27080","26820"
"In post","2022","East Wales","Heterosexual / straight","G6/G7","1980","1900","58140","57360"
"In post","2022","East Wales","Heterosexual / straight","SCS","210","210","86060","78470"
"In post","2022","East Wales","Heterosexual / straight","SEO/HEO","4740","4520","37190","36840"
"In post","2022","East Wales","Heterosexual / straight","Unknown","440","410","30130","28200"
"In post","2022","East Wales","LGBO","AA/AO","260","250","21860","21250"
"In post","2022","East Wales","LGBO","EO","250","240","26650","26820"
"In post","2022","East Wales","LGBO","G6/G7","110","110","56740","55210"
"In post","2022","East Wales","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","LGBO","SEO/HEO","350","340","35740","33370"
"In post","2022","East Wales","LGBO","Unknown","30","30","[c]","[c]"
"In post","2022","East Wales","Undeclared","AA/AO","420","370","22350","21680"
"In post","2022","East Wales","Undeclared","EO","520","490","28340","28080"
"In post","2022","East Wales","Undeclared","G6/G7","220","210","60290","61440"
"In post","2022","East Wales","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Undeclared","SEO/HEO","540","520","38530","38160"
"In post","2022","East Wales","Undeclared","Unknown","30","30","[c]","[c]"
"In post","2022","East Wales","Unknown","AA/AO","1350","1190","21770","21250"
"In post","2022","East Wales","Unknown","EO","1010","940","26530","26820"
"In post","2022","East Wales","Unknown","G6/G7","440","420","57450","56450"
"In post","2022","East Wales","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Unknown","SEO/HEO","1090","1060","35520","33370"
"In post","2022","East Wales","Unknown","Unknown","130","120","28090","26310"
"In post","2022","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","AA/AO","1460","1320","24070","22330"
"In post","2022","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","EO","1120","1030","27790","27570"
"In post","2022","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","G6/G7","110","100","58760","55950"
"In post","2022","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","SEO/HEO","480","450","36960","34290"
"In post","2022","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","Unknown","300","280","30310","28200"
"In post","2022","East Yorkshire and Northern Lincolnshire","LGBO","AA/AO","90","90","24110","22600"
"In post","2022","East Yorkshire and Northern Lincolnshire","LGBO","EO","60","50","27950","27570"
"In post","2022","East Yorkshire and Northern Lincolnshire","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Undeclared","AA/AO","180","160","24470","21860"
"In post","2022","East Yorkshire and Northern Lincolnshire","Undeclared","EO","200","180","28170","27380"
"In post","2022","East Yorkshire and Northern Lincolnshire","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Undeclared","SEO/HEO","80","70","37520","35610"
"In post","2022","East Yorkshire and Northern Lincolnshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Unknown","AA/AO","410","380","24020","22600"
"In post","2022","East Yorkshire and Northern Lincolnshire","Unknown","EO","260","230","27550","27570"
"In post","2022","East Yorkshire and Northern Lincolnshire","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Unknown","SEO/HEO","60","50","36920","34290"
"In post","2022","East Yorkshire and Northern Lincolnshire","Unknown","Unknown","50","50","28290","28200"
"In post","2022","Eastern Scotland","Heterosexual / straight","AA/AO","2970","2760","22510","21260"
"In post","2022","Eastern Scotland","Heterosexual / straight","EO","3170","2970","28780","27570"
"In post","2022","Eastern Scotland","Heterosexual / straight","G6/G7","1940","1850","62980","62170"
"In post","2022","Eastern Scotland","Heterosexual / straight","SCS","160","160","89330","83230"
"In post","2022","Eastern Scotland","Heterosexual / straight","SEO/HEO","3960","3810","39120","38640"
"In post","2022","Eastern Scotland","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","LGBO","AA/AO","270","260","22190","21260"
"In post","2022","Eastern Scotland","LGBO","EO","250","240","28380","27570"
"In post","2022","Eastern Scotland","LGBO","G6/G7","130","130","61070","62090"
"In post","2022","Eastern Scotland","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","LGBO","SEO/HEO","330","320","38040","36210"
"In post","2022","Eastern Scotland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Undeclared","AA/AO","270","250","22180","21260"
"In post","2022","Eastern Scotland","Undeclared","EO","260","250","28240","27570"
"In post","2022","Eastern Scotland","Undeclared","G6/G7","170","160","62450","62170"
"In post","2022","Eastern Scotland","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Undeclared","SEO/HEO","330","310","38530","37710"
"In post","2022","Eastern Scotland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Unknown","AA/AO","2540","2340","23160","22080"
"In post","2022","Eastern Scotland","Unknown","EO","1810","1680","30570","30290"
"In post","2022","Eastern Scotland","Unknown","G6/G7","650","620","61860","62170"
"In post","2022","Eastern Scotland","Unknown","SCS","70","60","91780","83230"
"In post","2022","Eastern Scotland","Unknown","SEO/HEO","1660","1570","39150","39520"
"In post","2022","Eastern Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Heterosexual / straight","AA/AO","900","820","23930","23550"
"In post","2022","Essex","Heterosexual / straight","EO","1450","1320","28750","29290"
"In post","2022","Essex","Heterosexual / straight","G6/G7","220","210","59150","55210"
"In post","2022","Essex","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Heterosexual / straight","SEO/HEO","730","690","36920","35840"
"In post","2022","Essex","Heterosexual / straight","Unknown","320","290","29990","26310"
"In post","2022","Essex","LGBO","AA/AO","50","50","24420","24250"
"In post","2022","Essex","LGBO","EO","90","80","28840","29290"
"In post","2022","Essex","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Essex","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Essex","LGBO","SEO/HEO","40","30","[c]","[c]"
"In post","2022","Essex","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Undeclared","AA/AO","130","110","23170","22080"
"In post","2022","Essex","Undeclared","EO","200","180","28530","28060"
"In post","2022","Essex","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Undeclared","SEO/HEO","130","120","37200","36480"
"In post","2022","Essex","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Unknown","AA/AO","340","310","23860","23230"
"In post","2022","Essex","Unknown","EO","320","280","28860","29290"
"In post","2022","Essex","Unknown","G6/G7","60","50","60480","55610"
"In post","2022","Essex","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Unknown","SEO/HEO","160","150","37220","35980"
"In post","2022","Essex","Unknown","Unknown","120","110","26310","24800"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","AA/AO","2510","2320","22560","21260"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","EO","4000","3750","26260","26670"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","G6/G7","3350","3240","56590","54700"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","SCS","220","210","95270","89220"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","SEO/HEO","9000","8630","36140","35740"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","Unknown","1730","1650","38230","34340"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","AA/AO","170","160","22700","21260"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","EO","280","270","26500","26900"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","G6/G7","150","140","54550","53560"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","SEO/HEO","430","430","34610","33630"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","Unknown","80","80","29960","27540"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","AA/AO","330","300","22600","21260"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","EO","500","470","26850","27090"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","G6/G7","510","490","57070","55030"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","SCS","30","30","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","SEO/HEO","1270","1200","37260","37370"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","Unknown","210","200","41010","38120"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","AA/AO","790","720","22290","21270"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","EO","920","840","25970","26750"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","G6/G7","1290","1230","54850","53000"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","SCS","40","40","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","SEO/HEO","2130","2050","35270","35980"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Unknown","240","220","32450","28660"
"In post","2022","Greater Manchester","Heterosexual / straight","AA/AO","3270","2970","21770","21260"
"In post","2022","Greater Manchester","Heterosexual / straight","EO","3810","3600","26900","27370"
"In post","2022","Greater Manchester","Heterosexual / straight","G6/G7","1810","1760","56810","55210"
"In post","2022","Greater Manchester","Heterosexual / straight","SCS","100","90","87260","80230"
"In post","2022","Greater Manchester","Heterosexual / straight","SEO/HEO","4090","3940","35520","33600"
"In post","2022","Greater Manchester","Heterosexual / straight","Unknown","780","740","30270","28200"
"In post","2022","Greater Manchester","LGBO","AA/AO","290","280","21840","21260"
"In post","2022","Greater Manchester","LGBO","EO","330","320","26700","26820"
"In post","2022","Greater Manchester","LGBO","G6/G7","140","140","56370","55210"
"In post","2022","Greater Manchester","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","LGBO","SEO/HEO","350","340","34860","33370"
"In post","2022","Greater Manchester","LGBO","Unknown","90","80","29210","26310"
"In post","2022","Greater Manchester","Undeclared","AA/AO","440","390","21920","21260"
"In post","2022","Greater Manchester","Undeclared","EO","470","430","27010","27370"
"In post","2022","Greater Manchester","Undeclared","G6/G7","200","190","57060","55210"
"In post","2022","Greater Manchester","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Undeclared","SEO/HEO","460","450","35630","33680"
"In post","2022","Greater Manchester","Undeclared","Unknown","70","70","30750","28200"
"In post","2022","Greater Manchester","Unknown","AA/AO","1520","1370","21870","21250"
"In post","2022","Greater Manchester","Unknown","EO","1380","1290","26930","26820"
"In post","2022","Greater Manchester","Unknown","G6/G7","440","430","58060","55210"
"In post","2022","Greater Manchester","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Unknown","SEO/HEO","1270","1240","35010","33370"
"In post","2022","Greater Manchester","Unknown","Unknown","250","230","27210","24900"
"In post","2022","Hampshire and Isle of Wight","Heterosexual / straight","AA/AO","3090","2630","22420","21170"
"In post","2022","Hampshire and Isle of Wight","Heterosexual / straight","EO","2590","2440","27160","26780"
"In post","2022","Hampshire and Isle of Wight","Heterosexual / straight","G6/G7","1120","1070","57790","54540"
"In post","2022","Hampshire and Isle of Wight","Heterosexual / straight","SCS","70","70","90990","87940"
"In post","2022","Hampshire and Isle of Wight","Heterosexual / straight","SEO/HEO","3230","3110","36380","34610"
"In post","2022","Hampshire and Isle of Wight","Heterosexual / straight","Unknown","340","320","30720","28200"
"In post","2022","Hampshire and Isle of Wight","LGBO","AA/AO","160","140","22990","21260"
"In post","2022","Hampshire and Isle of Wight","LGBO","EO","140","130","27220","27570"
"In post","2022","Hampshire and Isle of Wight","LGBO","G6/G7","40","40","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","LGBO","SEO/HEO","180","170","34840","33370"
"In post","2022","Hampshire and Isle of Wight","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Undeclared","AA/AO","390","350","23340","21260"
"In post","2022","Hampshire and Isle of Wight","Undeclared","EO","350","330","27660","26950"
"In post","2022","Hampshire and Isle of Wight","Undeclared","G6/G7","150","140","60130","55210"
"In post","2022","Hampshire and Isle of Wight","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Undeclared","SEO/HEO","500","480","37190","35980"
"In post","2022","Hampshire and Isle of Wight","Undeclared","Unknown","30","30","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Unknown","AA/AO","820","670","22800","21250"
"In post","2022","Hampshire and Isle of Wight","Unknown","EO","530","480","27050","26820"
"In post","2022","Hampshire and Isle of Wight","Unknown","G6/G7","740","710","54510","51210"
"In post","2022","Hampshire and Isle of Wight","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Unknown","SEO/HEO","960","920","35390","36840"
"In post","2022","Hampshire and Isle of Wight","Unknown","Unknown","100","90","28380","27260"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","AA/AO","1160","1080","23300","21300"
