"Status","Year","Region_ITL2","Sexual_orientation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Tees Valley and Durham","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Unknown","AA/AO","1180","1040","23600","21100"
"In post","2021","Tees Valley and Durham","Unknown","EO","480","430","27610","27570"
"In post","2021","Tees Valley and Durham","Unknown","G6/G7","40","40","[c]","[c]"
"In post","2021","Tees Valley and Durham","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Unknown","SEO/HEO","170","160","36800","34640"
"In post","2021","Tees Valley and Durham","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","AA/AO","160","140","22170","21010"
"In post","2021","Unknown","Heterosexual / straight","EO","390","370","28010","27570"
"In post","2021","Unknown","Heterosexual / straight","G6/G7","120","110","56590","54700"
"In post","2021","Unknown","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","SEO/HEO","270","260","37030","35310"
"In post","2021","Unknown","Heterosexual / straight","Unknown","60","60","28550","27370"
"In post","2021","Unknown","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","EO","50","50","28370","27570"
"In post","2021","Unknown","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","AA/AO","60","50","22320","21310"
"In post","2021","Unknown","Unknown","EO","120","110","28020","27570"
"In post","2021","Unknown","Unknown","G6/G7","60","60","59580","57000"
"In post","2021","Unknown","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","SEO/HEO","450","440","32170","32000"
"In post","2021","Unknown","Unknown","Unknown","1840","1840","37590","34460"
"In post","2021","West Central Scotland","Heterosexual / straight","AA/AO","4100","3660","22190","21010"
"In post","2021","West Central Scotland","Heterosexual / straight","EO","3180","2940","27660","27570"
"In post","2021","West Central Scotland","Heterosexual / straight","G6/G7","950","920","60400","61010"
"In post","2021","West Central Scotland","Heterosexual / straight","SCS","50","50","[c]","[c]"
"In post","2021","West Central Scotland","Heterosexual / straight","SEO/HEO","2880","2750","37080","35000"
"In post","2021","West Central Scotland","Heterosexual / straight","Unknown","60","60","39130","42950"
"In post","2021","West Central Scotland","LGBO","AA/AO","220","210","21610","21010"
"In post","2021","West Central Scotland","LGBO","EO","170","170","27000","27570"
"In post","2021","West Central Scotland","LGBO","G6/G7","50","50","[c]","[c]"
"In post","2021","West Central Scotland","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","LGBO","SEO/HEO","190","180","35090","33300"
"In post","2021","West Central Scotland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Undeclared","AA/AO","730","640","22260","21010"
"In post","2021","West Central Scotland","Undeclared","EO","470","420","27790","27570"
"In post","2021","West Central Scotland","Undeclared","G6/G7","90","90","61510","61010"
"In post","2021","West Central Scotland","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Undeclared","SEO/HEO","330","320","36820","35230"
"In post","2021","West Central Scotland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Unknown","AA/AO","1940","1750","22040","20920"
"In post","2021","West Central Scotland","Unknown","EO","1370","1260","28850","27570"
"In post","2021","West Central Scotland","Unknown","G6/G7","320","310","60450","60020"
"In post","2021","West Central Scotland","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Unknown","SEO/HEO","790","740","37220","35400"
"In post","2021","West Central Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands","Heterosexual / straight","AA/AO","3150","2810","20980","20650"
"In post","2021","West Midlands","Heterosexual / straight","EO","3690","3390","26740","27570"
"In post","2021","West Midlands","Heterosexual / straight","G6/G7","1170","1130","56530","52580"
"In post","2021","West Midlands","Heterosexual / straight","SCS","120","110","93180","86780"
"In post","2021","West Midlands","Heterosexual / straight","SEO/HEO","2980","2860","35290","33840"
"In post","2021","West Midlands","Heterosexual / straight","Unknown","600","560","29520","28200"
"In post","2021","West Midlands","LGBO","AA/AO","150","140","21120","21000"
"In post","2021","West Midlands","LGBO","EO","170","160","26960","27570"
"In post","2021","West Midlands","LGBO","G6/G7","70","70","57280","52580"
"In post","2021","West Midlands","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands","LGBO","SEO/HEO","140","130","34240","31990"
"In post","2021","West Midlands","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands","Undeclared","AA/AO","430","370","20820","20650"
"In post","2021","West Midlands","Undeclared","EO","470","420","26760","27570"
"In post","2021","West Midlands","Undeclared","G6/G7","140","130","57380","54000"
"In post","2021","West Midlands","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands","Undeclared","SEO/HEO","350","330","35640","33840"
"In post","2021","West Midlands","Undeclared","Unknown","50","50","30620","30210"
"In post","2021","West Midlands","Unknown","AA/AO","1550","1360","20790","20520"
"In post","2021","West Midlands","Unknown","EO","1470","1330","26900","27570"
"In post","2021","West Midlands","Unknown","G6/G7","390","370","56340","52580"
"In post","2021","West Midlands","Unknown","SCS","40","40","[c]","[c]"
"In post","2021","West Midlands","Unknown","SEO/HEO","970","930","35730","33840"
"In post","2021","West Midlands","Unknown","Unknown","80","60","27460","28200"
"In post","2021","West Wales and The Valleys","Heterosexual / straight","AA/AO","4360","3840","21190","21590"
"In post","2021","West Wales and The Valleys","Heterosexual / straight","EO","2700","2490","27390","27570"
"In post","2021","West Wales and The Valleys","Heterosexual / straight","G6/G7","570","550","61420","60830"
"In post","2021","West Wales and The Valleys","Heterosexual / straight","SCS","40","40","[c]","[c]"
"In post","2021","West Wales and The Valleys","Heterosexual / straight","SEO/HEO","2340","2230","38310","37410"
"In post","2021","West Wales and The Valleys","Heterosexual / straight","Unknown","510","470","29780","28200"
"In post","2021","West Wales and The Valleys","LGBO","AA/AO","210","200","21050","21590"
"In post","2021","West Wales and The Valleys","LGBO","EO","130","120","27270","27570"
"In post","2021","West Wales and The Valleys","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","LGBO","SEO/HEO","80","80","38840","37410"
"In post","2021","West Wales and The Valleys","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Undeclared","AA/AO","1330","1060","20670","21590"
"In post","2021","West Wales and The Valleys","Undeclared","EO","470","420","27310","26780"
"In post","2021","West Wales and The Valleys","Undeclared","G6/G7","120","120","61090","60830"
"In post","2021","West Wales and The Valleys","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Undeclared","SEO/HEO","440","420","38870","37410"
"In post","2021","West Wales and The Valleys","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Unknown","AA/AO","1290","1120","21160","21010"
"In post","2021","West Wales and The Valleys","Unknown","EO","620","560","27280","27570"
"In post","2021","West Wales and The Valleys","Unknown","G6/G7","90","80","62750","59660"
"In post","2021","West Wales and The Valleys","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Unknown","SEO/HEO","290","260","36250","34290"
"In post","2021","West Wales and The Valleys","Unknown","Unknown","60","60","28700","28200"
"In post","2021","West Yorkshire","Heterosexual / straight","AA/AO","2810","2510","22230","21010"
"In post","2021","West Yorkshire","Heterosexual / straight","EO","3160","2910","27010","27570"
"In post","2021","West Yorkshire","Heterosexual / straight","G6/G7","1260","1200","55590","52580"
"In post","2021","West Yorkshire","Heterosexual / straight","SCS","90","90","88860","81400"
"In post","2021","West Yorkshire","Heterosexual / straight","SEO/HEO","2860","2710","35080","33310"
"In post","2021","West Yorkshire","Heterosexual / straight","Unknown","470","430","30350","30210"
"In post","2021","West Yorkshire","LGBO","AA/AO","200","180","22170","21010"
"In post","2021","West Yorkshire","LGBO","EO","210","210","26910","27570"
"In post","2021","West Yorkshire","LGBO","G6/G7","70","70","55580","52580"
"In post","2021","West Yorkshire","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","LGBO","SEO/HEO","200","200","33850","32000"
"In post","2021","West Yorkshire","LGBO","Unknown","30","30","[c]","[c]"
"In post","2021","West Yorkshire","Undeclared","AA/AO","400","340","22260","21010"
"In post","2021","West Yorkshire","Undeclared","EO","400","360","27110","27570"
"In post","2021","West Yorkshire","Undeclared","G6/G7","110","110","55550","52580"
"In post","2021","West Yorkshire","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Undeclared","SEO/HEO","340","320","36000","35000"
"In post","2021","West Yorkshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Unknown","AA/AO","1670","1490","21560","20230"
"In post","2021","West Yorkshire","Unknown","EO","1300","1200","26600","26470"
"In post","2021","West Yorkshire","Unknown","G6/G7","480","460","55830","52580"
"In post","2021","West Yorkshire","Unknown","SCS","60","60","84150","74760"
"In post","2021","West Yorkshire","Unknown","SEO/HEO","1070","1020","34060","32060"
"In post","2021","West Yorkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Heterosexual / straight","AA/AO","820","770","24740","23720"
"In post","2022","Bedfordshire and Hertfordshire","Heterosexual / straight","EO","1190","1110","28900","29290"
"In post","2022","Bedfordshire and Hertfordshire","Heterosexual / straight","G6/G7","290","280","61580","59730"
"In post","2022","Bedfordshire and Hertfordshire","Heterosexual / straight","SCS","40","40","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Heterosexual / straight","SEO/HEO","770","740","38750","37640"
"In post","2022","Bedfordshire and Hertfordshire","Heterosexual / straight","Unknown","290","270","30330","28200"
"In post","2022","Bedfordshire and Hertfordshire","LGBO","AA/AO","50","50","26080","25110"
"In post","2022","Bedfordshire and Hertfordshire","LGBO","EO","60","60","29090","29290"
"In post","2022","Bedfordshire and Hertfordshire","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","LGBO","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Undeclared","AA/AO","90","80","24450","23230"
"In post","2022","Bedfordshire and Hertfordshire","Undeclared","EO","140","130","29630","29290"
"In post","2022","Bedfordshire and Hertfordshire","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Undeclared","SEO/HEO","110","110","39200","38710"
"In post","2022","Bedfordshire and Hertfordshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Unknown","AA/AO","230","210","25100","23720"
"In post","2022","Bedfordshire and Hertfordshire","Unknown","EO","230","200","29320","29290"
"In post","2022","Bedfordshire and Hertfordshire","Unknown","G6/G7","80","80","61630","60450"
"In post","2022","Bedfordshire and Hertfordshire","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Unknown","SEO/HEO","140","130","39340","39000"
"In post","2022","Bedfordshire and Hertfordshire","Unknown","Unknown","80","70","27190","24800"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","AA/AO","2240","2130","25650","23380"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","EO","1690","1600","29260","28170"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","G6/G7","550","520","60620","57540"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","SCS","50","50","96660","93750"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","SEO/HEO","1770","1690","38480","37480"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","Unknown","450","420","29620","26310"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","LGBO","AA/AO","140","140","27810","27970"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","LGBO","EO","100","90","29300","28610"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","LGBO","SEO/HEO","70","70","36760","36460"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","LGBO","Unknown","30","30","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","AA/AO","280","260","27180","23950"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","EO","220","210","30380","28740"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","G6/G7","70","70","60470","56540"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","SEO/HEO","270","260","38640","37320"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Unknown","40","30","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","AA/AO","610","580","26170","25060"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","EO","320","300","30000","28920"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","G6/G7","140","130","60040","58110"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","SEO/HEO","320","300","38880","38390"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","140","130","26830","24270"
"In post","2022","Cheshire","Heterosexual / straight","AA/AO","850","780","22760","21260"
"In post","2022","Cheshire","Heterosexual / straight","EO","1000","950","29850","28840"
"In post","2022","Cheshire","Heterosexual / straight","G6/G7","230","230","57570","55740"
"In post","2022","Cheshire","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Heterosexual / straight","SEO/HEO","810","780","38920","38160"
"In post","2022","Cheshire","Heterosexual / straight","Unknown","210","200","29360","28200"
"In post","2022","Cheshire","LGBO","AA/AO","60","60","24200","22850"
"In post","2022","Cheshire","LGBO","EO","70","70","29550","27570"
"In post","2022","Cheshire","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","LGBO","SEO/HEO","50","50","[c]","[c]"
"In post","2022","Cheshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Undeclared","AA/AO","110","100","23630","21380"
"In post","2022","Cheshire","Undeclared","EO","130","120","29850","28820"
"In post","2022","Cheshire","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Undeclared","SEO/HEO","90","80","39560","39670"
"In post","2022","Cheshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Unknown","AA/AO","330","300","23960","21860"
"In post","2022","Cheshire","Unknown","EO","170","160","29330","27570"
"In post","2022","Cheshire","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Unknown","SEO/HEO","120","110","38770","37500"
"In post","2022","Cheshire","Unknown","Unknown","40","40","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Heterosexual / straight","AA/AO","490","450","21210","21260"
"In post","2022","Cornwall and Isles of Scilly","Heterosexual / straight","EO","420","380","27300","27570"
"In post","2022","Cornwall and Isles of Scilly","Heterosexual / straight","G6/G7","60","60","57450","53390"
"In post","2022","Cornwall and Isles of Scilly","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Heterosexual / straight","SEO/HEO","210","200","35750","34290"
"In post","2022","Cornwall and Isles of Scilly","Heterosexual / straight","Unknown","70","60","30160","26310"
"In post","2022","Cornwall and Isles of Scilly","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Undeclared","AA/AO","70","60","21410","21260"
"In post","2022","Cornwall and Isles of Scilly","Undeclared","EO","60","60","27380","27570"
"In post","2022","Cornwall and Isles of Scilly","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Unknown","AA/AO","140","120","21060","21260"
"In post","2022","Cornwall and Isles of Scilly","Unknown","EO","90","80","27340","27570"
"In post","2022","Cornwall and Isles of Scilly","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Heterosexual / straight","AA/AO","490","440","22540","21300"
"In post","2022","Cumbria","Heterosexual / straight","EO","370","340","26040","25940"
"In post","2022","Cumbria","Heterosexual / straight","G6/G7","80","70","56500","53970"
"In post","2022","Cumbria","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Heterosexual / straight","SEO/HEO","250","240","34460","33240"
"In post","2022","Cumbria","Heterosexual / straight","Unknown","230","220","37000","33360"
"In post","2022","Cumbria","LGBO","AA/AO","30","30","[c]","[c]"
"In post","2022","Cumbria","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Undeclared","AA/AO","60","60","22300","21300"
"In post","2022","Cumbria","Undeclared","EO","50","40","[c]","[c]"
"In post","2022","Cumbria","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Undeclared","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Cumbria","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Unknown","AA/AO","360","330","21880","21300"
"In post","2022","Cumbria","Unknown","EO","160","140","26530","25950"
"In post","2022","Cumbria","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Unknown","SEO/HEO","50","50","32470","30650"
"In post","2022","Cumbria","Unknown","Unknown","40","40","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Heterosexual / straight","AA/AO","2450","2240","22650","21260"
"In post","2022","Derbyshire and Nottinghamshire","Heterosexual / straight","EO","2410","2220","27230","27130"
"In post","2022","Derbyshire and Nottinghamshire","Heterosexual / straight","G6/G7","1000","970","57990","55210"
"In post","2022","Derbyshire and Nottinghamshire","Heterosexual / straight","SCS","60","60","90240","87210"
"In post","2022","Derbyshire and Nottinghamshire","Heterosexual / straight","SEO/HEO","2600","2480","36380","33840"
"In post","2022","Derbyshire and Nottinghamshire","Heterosexual / straight","Unknown","520","470","29530","28200"
"In post","2022","Derbyshire and Nottinghamshire","LGBO","AA/AO","170","170","23020","21260"
"In post","2022","Derbyshire and Nottinghamshire","LGBO","EO","180","170","27020","26850"
"In post","2022","Derbyshire and Nottinghamshire","LGBO","G6/G7","60","50","58870","55210"
"In post","2022","Derbyshire and Nottinghamshire","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","LGBO","SEO/HEO","160","160","34920","33370"
"In post","2022","Derbyshire and Nottinghamshire","LGBO","Unknown","40","40","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Undeclared","AA/AO","280","250","22570","21260"
"In post","2022","Derbyshire and Nottinghamshire","Undeclared","EO","300","270","27490","27130"
"In post","2022","Derbyshire and Nottinghamshire","Undeclared","G6/G7","120","110","57910","55210"
"In post","2022","Derbyshire and Nottinghamshire","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Undeclared","SEO/HEO","380","360","36810","34050"
"In post","2022","Derbyshire and Nottinghamshire","Undeclared","Unknown","50","50","31310","31420"
"In post","2022","Derbyshire and Nottinghamshire","Unknown","AA/AO","1020","920","22680","21260"
"In post","2022","Derbyshire and Nottinghamshire","Unknown","EO","850","780","27060","26820"
"In post","2022","Derbyshire and Nottinghamshire","Unknown","G6/G7","180","170","57460","55210"
"In post","2022","Derbyshire and Nottinghamshire","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Unknown","SEO/HEO","710","680","35350","33370"
"In post","2022","Derbyshire and Nottinghamshire","Unknown","Unknown","160","140","28710","26310"
"In post","2022","Devon","Heterosexual / straight","AA/AO","1960","1760","22680","21300"
"In post","2022","Devon","Heterosexual / straight","EO","1540","1410","27370","27570"
"In post","2022","Devon","Heterosexual / straight","G6/G7","800","760","55040","52460"
"In post","2022","Devon","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Devon","Heterosexual / straight","SEO/HEO","1830","1730","37590","37420"
"In post","2022","Devon","Heterosexual / straight","Unknown","360","340","31650","29300"
"In post","2022","Devon","LGBO","AA/AO","160","150","22800","21300"
"In post","2022","Devon","LGBO","EO","90","80","28100","27570"
"In post","2022","Devon","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Devon","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Devon","LGBO","SEO/HEO","100","100","37230","37420"
"In post","2022","Devon","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Devon","Undeclared","AA/AO","250","220","23620","21260"
"In post","2022","Devon","Undeclared","EO","230","200","27390","27380"
"In post","2022","Devon","Undeclared","G6/G7","140","120","54560","50660"
"In post","2022","Devon","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Devon","Undeclared","SEO/HEO","360","340","38400","38450"
"In post","2022","Devon","Undeclared","Unknown","30","30","[c]","[c]"
"In post","2022","Devon","Unknown","AA/AO","670","600","22610","21300"
"In post","2022","Devon","Unknown","EO","390","340","27620","27570"
"In post","2022","Devon","Unknown","G6/G7","50","40","[c]","[c]"
"In post","2022","Devon","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Devon","Unknown","SEO/HEO","210","210","36800","36970"
"In post","2022","Devon","Unknown","Unknown","70","70","27960","24090"
"In post","2022","Dorset and Somerset","Heterosexual / straight","AA/AO","1200","1110","22730","21260"
"In post","2022","Dorset and Somerset","Heterosexual / straight","EO","1100","1020","27450","27570"
"In post","2022","Dorset and Somerset","Heterosexual / straight","G6/G7","200","200","59950","56700"
"In post","2022","Dorset and Somerset","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Heterosexual / straight","SEO/HEO","1080","1030","37060","35340"
"In post","2022","Dorset and Somerset","Heterosexual / straight","Unknown","260","230","29000","26310"
"In post","2022","Dorset and Somerset","LGBO","AA/AO","70","70","24100","21680"
"In post","2022","Dorset and Somerset","LGBO","EO","50","50","27540","27570"
"In post","2022","Dorset and Somerset","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","LGBO","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Dorset and Somerset","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Undeclared","AA/AO","140","130","22950","21260"
"In post","2022","Dorset and Somerset","Undeclared","EO","180","160","27490","27570"
"In post","2022","Dorset and Somerset","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Undeclared","SEO/HEO","170","170","37100","35900"
"In post","2022","Dorset and Somerset","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Unknown","AA/AO","280","250","22780","21300"
"In post","2022","Dorset and Somerset","Unknown","EO","290","250","27270","27130"
"In post","2022","Dorset and Somerset","Unknown","G6/G7","40","40","[c]","[c]"
"In post","2022","Dorset and Somerset","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Unknown","SEO/HEO","220","210","36970","33840"
"In post","2022","Dorset and Somerset","Unknown","Unknown","50","50","26990","24800"
"In post","2022","East Anglia","Heterosexual / straight","AA/AO","3400","3140","23790","21680"
"In post","2022","East Anglia","Heterosexual / straight","EO","2290","2120","27770","27570"
"In post","2022","East Anglia","Heterosexual / straight","G6/G7","500","480","58430","54540"
"In post","2022","East Anglia","Heterosexual / straight","SCS","40","40","[c]","[c]"
"In post","2022","East Anglia","Heterosexual / straight","SEO/HEO","2230","2140","36600","34600"
"In post","2022","East Anglia","Heterosexual / straight","Unknown","590","540","28810","28200"
"In post","2022","East Anglia","LGBO","AA/AO","180","170","23780","21840"
"In post","2022","East Anglia","LGBO","EO","120","110","27130","27570"
"In post","2022","East Anglia","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","LGBO","SEO/HEO","90","90","36260","35310"
"In post","2022","East Anglia","LGBO","Unknown","40","40","[c]","[c]"
"In post","2022","East Anglia","Undeclared","AA/AO","420","390","23920","21680"
"In post","2022","East Anglia","Undeclared","EO","320","300","28010","27570"
"In post","2022","East Anglia","Undeclared","G6/G7","70","70","56440","54540"
"In post","2022","East Anglia","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Undeclared","SEO/HEO","380","360","36910","34570"
