"Status","Year","Age","Sexual_orientation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","40-49","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Digital, Data and Technology","70","60","48190","45990"
"Leaver CS","2022","40-49","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Operational Delivery","640","590","31590","26130"
"Leaver CS","2022","40-49","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Other","100","90","36080","32090"
"Leaver CS","2022","40-49","Unknown","Policy","40","40","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Science and Engineering","40","30","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Unknown","770","680","38490","27570"
"Leaver CS","2022","40-49","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Heterosexual / straight","Commercial","60","50","[c]","[c]"
"Leaver CS","2022","50-59","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Heterosexual / straight","Counter Fraud","30","30","[c]","[c]"
"Leaver CS","2022","50-59","Heterosexual / straight","Digital, Data and Technology","130","120","49030","46650"
"Leaver CS","2022","50-59","Heterosexual / straight","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Heterosexual / straight","Finance","90","80","43890","39310"
"Leaver CS","2022","50-59","Heterosexual / straight","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Heterosexual / straight","Human Resources","90","80","42080","38650"
"Leaver CS","2022","50-59","Heterosexual / straight","Inspector of Education and Training","40","40","[c]","[c]"
"Leaver CS","2022","50-59","Heterosexual / straight","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Heterosexual / straight","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Heterosexual / straight","Knowledge and Information Management","60","60","35780","30790"
"Leaver CS","2022","50-59","Heterosexual / straight","Legal","60","50","58960","55310"
"Leaver CS","2022","50-59","Heterosexual / straight","Medicine","70","60","73090","81230"
"Leaver CS","2022","50-59","Heterosexual / straight","Operational Delivery","2620","2360","30430","27570"
"Leaver CS","2022","50-59","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Heterosexual / straight","Other","380","360","28920","23700"
"Leaver CS","2022","50-59","Heterosexual / straight","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Heterosexual / straight","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Heterosexual / straight","Policy","140","120","55550","55810"
"Leaver CS","2022","50-59","Heterosexual / straight","Project Delivery","100","100","44820","40400"
"Leaver CS","2022","50-59","Heterosexual / straight","Property","60","50","38060","38770"
"Leaver CS","2022","50-59","Heterosexual / straight","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Heterosexual / straight","Science and Engineering","170","150","46050","42350"
"Leaver CS","2022","50-59","Heterosexual / straight","Security","150","150","34830","39070"
"Leaver CS","2022","50-59","Heterosexual / straight","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Heterosexual / straight","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Heterosexual / straight","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Heterosexual / straight","Unknown","320","290","40210","30040"
"Leaver CS","2022","50-59","Heterosexual / straight","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","LGBO","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","LGBO","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","LGBO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","LGBO","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","LGBO","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","LGBO","Operational Delivery","140","120","31360","27570"
"Leaver CS","2022","50-59","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","LGBO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","LGBO","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","LGBO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","LGBO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","LGBO","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","LGBO","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","LGBO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","LGBO","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","LGBO","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Digital, Data and Technology","30","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Operational Delivery","390","340","32530","27570"
"Leaver CS","2022","50-59","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Other","50","50","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Policy","30","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Science and Engineering","30","30","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Operational Delivery","890","800","31470","26520"
"Leaver CS","2022","50-59","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Other","120","110","38490","33000"
"Leaver CS","2022","50-59","Unknown","Policy","30","30","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Science and Engineering","30","30","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Unknown","1290","1100","42830","27780"
"Leaver CS","2022","50-59","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Heterosexual / straight","Commercial","50","40","[c]","[c]"
"Leaver CS","2022","60-64","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Heterosexual / straight","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Heterosexual / straight","Counter Fraud","50","40","28260","27570"
"Leaver CS","2022","60-64","Heterosexual / straight","Digital, Data and Technology","90","70","44930","40760"
"Leaver CS","2022","60-64","Heterosexual / straight","Finance","100","90","42120","35860"
"Leaver CS","2022","60-64","Heterosexual / straight","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Heterosexual / straight","Human Resources","70","60","44190","36460"
"Leaver CS","2022","60-64","Heterosexual / straight","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Heterosexual / straight","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Heterosexual / straight","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Heterosexual / straight","Legal","40","30","[c]","[c]"
"Leaver CS","2022","60-64","Heterosexual / straight","Medicine","50","40","71950","73250"
"Leaver CS","2022","60-64","Heterosexual / straight","Operational Delivery","1770","1420","30650","27570"
"Leaver CS","2022","60-64","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Heterosexual / straight","Other","370","330","29060","22330"
"Leaver CS","2022","60-64","Heterosexual / straight","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Heterosexual / straight","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Heterosexual / straight","Policy","100","90","57740","57830"
"Leaver CS","2022","60-64","Heterosexual / straight","Project Delivery","90","80","47280","41320"
"Leaver CS","2022","60-64","Heterosexual / straight","Property","70","60","36840","34700"
"Leaver CS","2022","60-64","Heterosexual / straight","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Heterosexual / straight","Science and Engineering","110","100","45970","42290"
"Leaver CS","2022","60-64","Heterosexual / straight","Security","100","100","36300","39070"
"Leaver CS","2022","60-64","Heterosexual / straight","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Heterosexual / straight","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Heterosexual / straight","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Heterosexual / straight","Unknown","260","230","49120","43000"
"Leaver CS","2022","60-64","Heterosexual / straight","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","LGBO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","LGBO","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","LGBO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","LGBO","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","LGBO","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","LGBO","Operational Delivery","60","50","26790","26780"
"Leaver CS","2022","60-64","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","LGBO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","LGBO","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","LGBO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","LGBO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","LGBO","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","LGBO","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","LGBO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","LGBO","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","LGBO","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Digital, Data and Technology","30","30","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Operational Delivery","310","230","29400","27370"
"Leaver CS","2022","60-64","Undeclared","Other","100","90","29560","22750"
"Leaver CS","2022","60-64","Undeclared","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Operational Delivery","600","460","29280","26620"
"Leaver CS","2022","60-64","Unknown","Other","100","90","38910","34460"
"Leaver CS","2022","60-64","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Science and Engineering","30","30","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Unknown","1110","840","41430","36130"
"Leaver CS","2022","60-64","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Heterosexual / straight","Counter Fraud","40","20","[c]","[c]"
"Leaver CS","2022","65+","Heterosexual / straight","Digital, Data and Technology","70","50","37700","33360"
"Leaver CS","2022","65+","Heterosexual / straight","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Heterosexual / straight","Finance","60","60","33850","31880"
"Leaver CS","2022","65+","Heterosexual / straight","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Heterosexual / straight","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Heterosexual / straight","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Heterosexual / straight","Medicine","30","30","[c]","[c]"
"Leaver CS","2022","65+","Heterosexual / straight","Operational Delivery","1570","1120","26420","24890"
"Leaver CS","2022","65+","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Heterosexual / straight","Other","340","300","26780","22080"
"Leaver CS","2022","65+","Heterosexual / straight","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Heterosexual / straight","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Heterosexual / straight","Policy","60","50","[c]","[c]"
"Leaver CS","2022","65+","Heterosexual / straight","Project Delivery","50","40","[c]","[c]"
"Leaver CS","2022","65+","Heterosexual / straight","Property","60","50","35900","33460"
"Leaver CS","2022","65+","Heterosexual / straight","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Heterosexual / straight","Science and Engineering","90","80","39910","38080"
"Leaver CS","2022","65+","Heterosexual / straight","Security","70","60","27390","25000"
"Leaver CS","2022","65+","Heterosexual / straight","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Heterosexual / straight","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Heterosexual / straight","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Heterosexual / straight","Unknown","130","100","39210","34290"
"Leaver CS","2022","65+","Heterosexual / straight","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","LGBO","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","LGBO","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","LGBO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","LGBO","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","LGBO","Operational Delivery","50","30","[c]","[c]"
"Leaver CS","2022","65+","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","LGBO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","LGBO","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","LGBO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","LGBO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","LGBO","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","LGBO","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","LGBO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","LGBO","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","LGBO","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Operational Delivery","290","200","25030","22940"
"Leaver CS","2022","65+","Undeclared","Other","70","50","26030","21390"
"Leaver CS","2022","65+","Undeclared","Planning","[c]","[c]","[c]","[c]"
