"Status","Year","Profession_of_post","Responsibility_level","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Human Resources","SEO/HEO","North West (England)","530","500","35540","34060"
"In post","2022","Human Resources","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Scotland","210","200","36720","35050"
"In post","2022","Human Resources","SEO/HEO","South East (England)","250","240","36590","35940"
"In post","2022","Human Resources","SEO/HEO","South West (England)","460","430","35050","33560"
"In post","2022","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Wales","430","410","35860","35310"
"In post","2022","Human Resources","SEO/HEO","West Midlands (England)","250","230","35510","33370"
"In post","2022","Human Resources","SEO/HEO","Yorkshire and The Humber","360","340","34570","33300"
"In post","2022","Human Resources","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","G6/G7","East Midlands (England)","40","40","[c]","[c]"
"In post","2022","Inspector of Education and Training","G6/G7","East of England","50","50","[c]","[c]"
"In post","2022","Inspector of Education and Training","G6/G7","London","40","40","[c]","[c]"
"In post","2022","Inspector of Education and Training","G6/G7","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","G6/G7","North West (England)","70","70","73940","75500"
"In post","2022","Inspector of Education and Training","G6/G7","South East (England)","70","70","75700","75500"
"In post","2022","Inspector of Education and Training","G6/G7","South West (England)","70","70","76310","75500"
"In post","2022","Inspector of Education and Training","G6/G7","Wales","70","70","75490","75480"
"In post","2022","Inspector of Education and Training","G6/G7","West Midlands (England)","50","50","76060","75500"
"In post","2022","Inspector of Education and Training","G6/G7","Yorkshire and The Humber","60","60","74390","75500"
"In post","2022","Inspector of Education and Training","SCS","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","SCS","London","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","SCS","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","SCS","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","SCS","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","SEO/HEO","East Midlands (England)","60","50","50480","51360"
"In post","2022","Inspector of Education and Training","SEO/HEO","East of England","40","40","[c]","[c]"
"In post","2022","Inspector of Education and Training","SEO/HEO","London","40","40","[c]","[c]"
"In post","2022","Inspector of Education and Training","SEO/HEO","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","SEO/HEO","North West (England)","50","50","50380","51360"
"In post","2022","Inspector of Education and Training","SEO/HEO","South East (England)","60","50","50650","51360"
"In post","2022","Inspector of Education and Training","SEO/HEO","South West (England)","40","30","[c]","[c]"
"In post","2022","Inspector of Education and Training","SEO/HEO","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","SEO/HEO","West Midlands (England)","40","40","[c]","[c]"
"In post","2022","Inspector of Education and Training","SEO/HEO","Yorkshire and The Humber","30","30","[c]","[c]"
"In post","2022","Intelligence Analysis","AA/AO","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","AA/AO","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","AA/AO","London","50","40","25370","25630"
"In post","2022","Intelligence Analysis","AA/AO","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","AA/AO","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","AA/AO","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","AA/AO","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","AA/AO","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","AA/AO","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","AA/AO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","EO","East Midlands (England)","110","100","27760","27370"
"In post","2022","Intelligence Analysis","EO","East of England","180","170","26830","26670"
"In post","2022","Intelligence Analysis","EO","London","460","430","30010","29250"
"In post","2022","Intelligence Analysis","EO","North East (England)","40","40","[c]","[c]"
"In post","2022","Intelligence Analysis","EO","North West (England)","220","210","26180","25310"
"In post","2022","Intelligence Analysis","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","EO","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","EO","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","EO","South East (England)","290","270","26510","26820"
"In post","2022","Intelligence Analysis","EO","South West (England)","30","30","[c]","[c]"
"In post","2022","Intelligence Analysis","EO","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","EO","West Midlands (England)","50","50","27730","27110"
"In post","2022","Intelligence Analysis","EO","Yorkshire and The Humber","140","130","26830","26160"
"In post","2022","Intelligence Analysis","G6/G7","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","G6/G7","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","G6/G7","London","160","150","61240","59730"
"In post","2022","Intelligence Analysis","G6/G7","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","G6/G7","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","G6/G7","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","G6/G7","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","G6/G7","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","G6/G7","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","G6/G7","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","G6/G7","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","SCS","London","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","SCS","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","SCS","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","SEO/HEO","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","SEO/HEO","East of England","220","220","35310","33300"
"In post","2022","Intelligence Analysis","SEO/HEO","London","560","540","40040","38560"
"In post","2022","Intelligence Analysis","SEO/HEO","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","SEO/HEO","North West (England)","100","100","33620","32450"
"In post","2022","Intelligence Analysis","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","SEO/HEO","Overseas","50","50","[c]","[c]"
"In post","2022","Intelligence Analysis","SEO/HEO","Scotland","40","40","[c]","[c]"
"In post","2022","Intelligence Analysis","SEO/HEO","South East (England)","100","100","33110","31690"
"In post","2022","Intelligence Analysis","SEO/HEO","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","SEO/HEO","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","SEO/HEO","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","SEO/HEO","Yorkshire and The Humber","80","80","33600","31570"
"In post","2022","Intelligence Analysis","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","AA/AO","London","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","AA/AO","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","AA/AO","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","AA/AO","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","AA/AO","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","London","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","London","70","70","62450","60490"
"In post","2022","Internal Audit","G6/G7","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SCS","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SCS","London","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SCS","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SCS","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SCS","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SCS","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SCS","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SCS","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SCS","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","London","110","110","43300","43810"
"In post","2022","Internal Audit","SEO/HEO","North East (England)","30","30","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","North West (England)","40","40","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","Scotland","30","30","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","South East (England)","50","40","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","South West (England)","80","70","40000","40080"
"In post","2022","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","Wales","30","30","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","AA/AO","London","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","EO","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","EO","London","80","80","27900","26510"
"In post","2022","International Trade","EO","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","EO","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","EO","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","EO","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","EO","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","EO","Wales","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","EO","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","EO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","G6/G7","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","G6/G7","East of England","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","G6/G7","London","510","500","56510","53560"
"In post","2022","International Trade","G6/G7","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","G6/G7","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","G6/G7","Overseas","90","90","57020","54700"
"In post","2022","International Trade","G6/G7","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","G6/G7","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","G6/G7","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","G6/G7","Wales","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","G6/G7","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","G6/G7","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","SCS","London","90","80","82340","75040"
"In post","2022","International Trade","SCS","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","SCS","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","SCS","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","SCS","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","SCS","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","SCS","Wales","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","SCS","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","SCS","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","SEO/HEO","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","SEO/HEO","East of England","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","SEO/HEO","London","560","550","36650","38160"
"In post","2022","International Trade","SEO/HEO","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","SEO/HEO","North West (England)","40","40","[c]","[c]"
"In post","2022","International Trade","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","SEO/HEO","Overseas","40","40","[c]","[c]"
"In post","2022","International Trade","SEO/HEO","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","SEO/HEO","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","SEO/HEO","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","SEO/HEO","Wales","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","SEO/HEO","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","SEO/HEO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","AA/AO","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","AA/AO","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","AA/AO","London","70","70","24840","25030"
"In post","2022","Knowledge and Information Management","AA/AO","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","AA/AO","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","AA/AO","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","AA/AO","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","AA/AO","South East (England)","50","50","21760","21380"
"In post","2022","Knowledge and Information Management","AA/AO","South West (England)","50","50","21220","21170"
"In post","2022","Knowledge and Information Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","AA/AO","Wales","30","30","[c]","[c]"
"In post","2022","Knowledge and Information Management","AA/AO","West Midlands (England)","60","60","20850","20970"
"In post","2022","Knowledge and Information Management","AA/AO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","EO","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","EO","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","EO","London","140","130","29830","30370"
"In post","2022","Knowledge and Information Management","EO","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","EO","North West (England)","90","90","27410","27570"
"In post","2022","Knowledge and Information Management","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","EO","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","EO","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","EO","South East (England)","70","70","27470","26670"
"In post","2022","Knowledge and Information Management","EO","South West (England)","60","60","25590","26670"
"In post","2022","Knowledge and Information Management","EO","Wales","40","40","[c]","[c]"
"In post","2022","Knowledge and Information Management","EO","West Midlands (England)","30","30","[c]","[c]"
"In post","2022","Knowledge and Information Management","EO","Yorkshire and The Humber","50","40","[c]","[c]"
"In post","2022","Knowledge and Information Management","G6/G7","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","G6/G7","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","G6/G7","London","170","170","59660","57430"
"In post","2022","Knowledge and Information Management","G6/G7","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","G6/G7","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","G6/G7","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","G6/G7","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","G6/G7","South West (England)","50","50","54930","54250"
"In post","2022","Knowledge and Information Management","G6/G7","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","G6/G7","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","G6/G7","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","SCS","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","SCS","London","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","SCS","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","SCS","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","SCS","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","SCS","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","SEO/HEO","East Midlands (England)","50","50","[c]","[c]"
"In post","2022","Knowledge and Information Management","SEO/HEO","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","SEO/HEO","London","360","350","38530","37910"
"In post","2022","Knowledge and Information Management","SEO/HEO","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","SEO/HEO","North West (England)","90","90","34210","33000"
"In post","2022","Knowledge and Information Management","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","SEO/HEO","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","SEO/HEO","South East (England)","110","110","35870","33630"
"In post","2022","Knowledge and Information Management","SEO/HEO","South West (England)","180","180","34540","33300"
"In post","2022","Knowledge and Information Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","SEO/HEO","Wales","80","70","38290","38160"
"In post","2022","Knowledge and Information Management","SEO/HEO","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","SEO/HEO","Yorkshire and The Humber","70","70","36300","35350"
"In post","2022","Knowledge and Information Management","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","South West (England)","30","30","[c]","[c]"
"In post","2022","Legal","AA/AO","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AA/AO","East of England","90","80","21740","22080"
"In post","2022","Legal","AA/AO","London","50","50","[c]","[c]"
"In post","2022","Legal","AA/AO","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AA/AO","North West (England)","40","30","[c]","[c]"
"In post","2022","Legal","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AA/AO","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AA/AO","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AA/AO","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AA/AO","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AA/AO","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AA/AO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Legal","EO","East Midlands (England)","80","70","26970","26820"
"In post","2022","Legal","EO","East of England","130","120","27180","26820"
"In post","2022","Legal","EO","London","530","520","31120","31020"
"In post","2022","Legal","EO","North East (England)","110","110","27010","26820"
"In post","2022","Legal","EO","North West (England)","210","200","27050","26820"
"In post","2022","Legal","EO","Northern Ireland","80","80","27160","26820"
"In post","2022","Legal","EO","Scotland","160","160","28050","27230"
"In post","2022","Legal","EO","South East (England)","130","120","27640","26820"
"In post","2022","Legal","EO","South West (England)","110","100","27020","26820"
"In post","2022","Legal","EO","Wales","90","80","26820","26820"
"In post","2022","Legal","EO","West Midlands (England)","100","90","26900","26820"
"In post","2022","Legal","EO","Yorkshire and The Humber","130","130","27180","26820"
"In post","2022","Legal","G6/G7","East Midlands (England)","250","230","54170","55140"
"In post","2022","Legal","G6/G7","East of England","230","210","58760","58970"
"In post","2022","Legal","G6/G7","London","3060","2840","61410","62120"
"In post","2022","Legal","G6/G7","North East (England)","180","160","55380","55610"
"In post","2022","Legal","G6/G7","North West (England)","560","520","56160","55610"
"In post","2022","Legal","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Legal","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Legal","G6/G7","Scotland","230","220","67480","69780"
"In post","2022","Legal","G6/G7","South East (England)","380","340","59310","57540"
"In post","2022","Legal","G6/G7","South West (England)","270","250","56310","55610"
"In post","2022","Legal","G6/G7","Wales","380","350","57740","58040"
"In post","2022","Legal","G6/G7","West Midlands (England)","330","310","55960","55610"
"In post","2022","Legal","G6/G7","Yorkshire and The Humber","390","360","56190","55610"
"In post","2022","Legal","SCS","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","London","300","280","88050","82500"
"In post","2022","Legal","SCS","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SEO/HEO","East Midlands (England)","220","200","36630","34250"
"In post","2022","Legal","SEO/HEO","East of England","210","200","37000","36050"
"In post","2022","Legal","SEO/HEO","London","980","950","40540","38650"
"In post","2022","Legal","SEO/HEO","North East (England)","170","160","37130","35980"
"In post","2022","Legal","SEO/HEO","North West (England)","480","450","36720","34790"
"In post","2022","Legal","SEO/HEO","Northern Ireland","70","70","35570","33370"
"In post","2022","Legal","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SEO/HEO","Scotland","600","570","47030","41750"
"In post","2022","Legal","SEO/HEO","South East (England)","250","230","38300","38810"
"In post","2022","Legal","SEO/HEO","South West (England)","190","180","37000","34480"
"In post","2022","Legal","SEO/HEO","Wales","230","210","37270","36050"
"In post","2022","Legal","SEO/HEO","West Midlands (England)","230","220","37890","38000"
"In post","2022","Legal","SEO/HEO","Yorkshire and The Humber","260","240","36470","34480"
"In post","2022","Legal","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","AA/AO","East Midlands (England)","30","30","[c]","[c]"
"In post","2022","Medicine","AA/AO","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","AA/AO","London","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","AA/AO","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","AA/AO","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","AA/AO","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","AA/AO","South East (England)","60","60","23480","23280"
"In post","2022","Medicine","AA/AO","South West (England)","130","110","21210","21780"
"In post","2022","Medicine","AA/AO","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","AA/AO","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","AA/AO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","EO","East Midlands (England)","[c]","[c]","[c]","[c]"
