"Status","Year","Profession_of_post","Responsibility_level","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Tax","EO","North East (England)","320","320","25560","25560"
"New entrant CS","2021","Tax","EO","North West (England)","150","150","25240","25560"
"New entrant CS","2021","Tax","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","EO","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","EO","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","EO","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","EO","West Midlands (England)","30","30","[c]","[c]"
"New entrant CS","2021","Tax","EO","Yorkshire and The Humber","60","60","25560","25560"
"New entrant CS","2021","Tax","G6/G7","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","G6/G7","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","G6/G7","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","SEO/HEO","East Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2021","Tax","SEO/HEO","London","50","50","36190","36160"
"New entrant CS","2021","Tax","SEO/HEO","North East (England)","40","30","[c]","[c]"
"New entrant CS","2021","Tax","SEO/HEO","North West (England)","50","50","31900","31810"
"New entrant CS","2021","Tax","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","SEO/HEO","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","SEO/HEO","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","SEO/HEO","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","SEO/HEO","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","SEO/HEO","Yorkshire and The Humber","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","East Midlands (England)","220","210","21070","21010"
"New entrant CS","2021","Unknown","AA/AO","East of England","250","250","23010","24180"
"New entrant CS","2021","Unknown","AA/AO","London","620","620","24770","25110"
"New entrant CS","2021","Unknown","AA/AO","North East (England)","1040","1030","20960","21010"
"New entrant CS","2021","Unknown","AA/AO","North West (England)","1270","1260","21000","21010"
"New entrant CS","2021","Unknown","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Scotland","970","940","21010","21010"
"New entrant CS","2021","Unknown","AA/AO","South East (England)","500","490","22110","21010"
"New entrant CS","2021","Unknown","AA/AO","South West (England)","380","370","21010","21010"
"New entrant CS","2021","Unknown","AA/AO","Unknown","100","100","21520","21010"
"New entrant CS","2021","Unknown","AA/AO","Wales","320","310","20960","21010"
"New entrant CS","2021","Unknown","AA/AO","West Midlands (England)","270","270","20980","21010"
"New entrant CS","2021","Unknown","AA/AO","Yorkshire and The Humber","580","580","20950","21010"
"New entrant CS","2021","Unknown","EO","East Midlands (England)","640","630","27510","27570"
"New entrant CS","2021","Unknown","EO","East of England","1000","970","28440","29290"
"New entrant CS","2021","Unknown","EO","London","2850","2790","30700","31060"
"New entrant CS","2021","Unknown","EO","North East (England)","390","380","27370","27570"
"New entrant CS","2021","Unknown","EO","North West (England)","1160","1150","27490","27570"
"New entrant CS","2021","Unknown","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Scotland","850","840","27270","27570"
"New entrant CS","2021","Unknown","EO","South East (England)","1550","1520","28350","27570"
"New entrant CS","2021","Unknown","EO","South West (England)","810","770","27530","27570"
"New entrant CS","2021","Unknown","EO","Unknown","210","200","27610","27570"
"New entrant CS","2021","Unknown","EO","Wales","330","320","27550","27570"
"New entrant CS","2021","Unknown","EO","West Midlands (England)","770","750","27550","27570"
"New entrant CS","2021","Unknown","EO","Yorkshire and The Humber","1050","1020","27530","27570"
"New entrant CS","2021","Unknown","G6/G7","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","London","280","280","61240","54700"
"New entrant CS","2021","Unknown","G6/G7","North East (England)","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","North West (England)","70","70","58090","56000"
"New entrant CS","2021","Unknown","G6/G7","Scotland","230","220","55540","52480"
"New entrant CS","2021","Unknown","G6/G7","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Yorkshire and The Humber","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","London","150","150","86390","72430"
"New entrant CS","2021","Unknown","SCS","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","London","780","770","32460","32640"
"New entrant CS","2021","Unknown","SEO/HEO","North East (England)","90","80","33880","32000"
"New entrant CS","2021","Unknown","SEO/HEO","North West (England)","140","140","32960","31990"
"New entrant CS","2021","Unknown","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Scotland","560","540","35020","32650"
"New entrant CS","2021","Unknown","SEO/HEO","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","South West (England)","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Unknown","170","170","31470","28000"
"New entrant CS","2021","Unknown","SEO/HEO","Wales","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Yorkshire and The Humber","110","110","32990","31990"
"New entrant CS","2021","Unknown","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","320","310","[c]","[c]"
"New entrant CS","2021","Veterinarian","AA/AO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","EO","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","G6/G7","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","SEO/HEO","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","SEO/HEO","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","SEO/HEO","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","SEO/HEO","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","SEO/HEO","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","SEO/HEO","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","SEO/HEO","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","SEO/HEO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","EO","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","EO","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","EO","London","40","40","[c]","[c]"
"New entrant CS","2022","Commercial","EO","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","EO","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","EO","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","EO","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","EO","South West (England)","70","70","24150","24000"
"New entrant CS","2022","Commercial","EO","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","EO","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","EO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SCS","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SCS","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","London","110","90","37670","39310"
"New entrant CS","2022","Commercial","SEO/HEO","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","North West (England)","40","40","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","South West (England)","60","60","34240","33290"
"New entrant CS","2022","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Yorkshire and The Humber","80","50","34160","36050"
"New entrant CS","2022","Commercial","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","London","30","30","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","EO","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","EO","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","EO","London","110","90","27540","27270"
"New entrant CS","2022","Communications","EO","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","EO","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","EO","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","EO","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","EO","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","EO","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","EO","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","EO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","G6/G7","London","60","50","[c]","[c]"
"New entrant CS","2022","Communications","G6/G7","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","G6/G7","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","G6/G7","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","G6/G7","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","G6/G7","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","G6/G7","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SCS","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SCS","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","London","190","180","36960","36520"
"New entrant CS","2022","Communications","SEO/HEO","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","EO","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","G6/G7","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","G6/G7","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","G6/G7","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","G6/G7","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","SCS","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","SEO/HEO","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","SEO/HEO","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","SEO/HEO","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","SEO/HEO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","AA/AO","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","AA/AO","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","AA/AO","London","70","70","25100","25110"
"New entrant CS","2022","Counter Fraud","AA/AO","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","AA/AO","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","AA/AO","Scotland","70","70","21250","21260"
"New entrant CS","2022","Counter Fraud","AA/AO","South East (England)","50","50","[c]","[c]"
"New entrant CS","2022","Counter Fraud","AA/AO","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","AA/AO","Wales","40","40","[c]","[c]"
"New entrant CS","2022","Counter Fraud","AA/AO","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","AA/AO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","EO","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","EO","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","EO","London","40","40","[c]","[c]"
"New entrant CS","2022","Counter Fraud","EO","North East (England)","80","80","27570","27570"
"New entrant CS","2022","Counter Fraud","EO","North West (England)","40","40","[c]","[c]"
"New entrant CS","2022","Counter Fraud","EO","Scotland","40","40","[c]","[c]"
"New entrant CS","2022","Counter Fraud","EO","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","EO","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","EO","Wales","30","30","[c]","[c]"
"New entrant CS","2022","Counter Fraud","EO","West Midlands (England)","30","30","[c]","[c]"
"New entrant CS","2022","Counter Fraud","EO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","G6/G7","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","G6/G7","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","G6/G7","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","G6/G7","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SCS","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","AA/AO","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","AA/AO","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","AA/AO","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","AA/AO","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","AA/AO","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","AA/AO","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","AA/AO","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","AA/AO","South West (England)","90","90","19260","17900"
"New entrant CS","2022","Digital, Data and Technology","AA/AO","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","AA/AO","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","AA/AO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","EO","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","EO","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","EO","London","130","120","28240","28650"
"New entrant CS","2022","Digital, Data and Technology","EO","North East (England)","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","EO","North West (England)","100","100","26460","26590"
"New entrant CS","2022","Digital, Data and Technology","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","EO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","EO","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","EO","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","EO","South West (England)","90","90","25400","25010"
"New entrant CS","2022","Digital, Data and Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","EO","Wales","60","60","25720","25790"
"New entrant CS","2022","Digital, Data and Technology","EO","West Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","EO","Yorkshire and The Humber","50","50","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","G6/G7","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","G6/G7","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","G6/G7","London","210","200","60990","59050"
"New entrant CS","2022","Digital, Data and Technology","G6/G7","North East (England)","50","50","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","G6/G7","North West (England)","120","120","56360","55930"
"New entrant CS","2022","Digital, Data and Technology","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","G6/G7","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","G6/G7","South East (England)","30","30","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","G6/G7","South West (England)","60","60","51130","49340"
"New entrant CS","2022","Digital, Data and Technology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","G6/G7","Wales","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","G6/G7","West Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","G6/G7","Yorkshire and The Humber","90","80","54290","53360"
"New entrant CS","2022","Digital, Data and Technology","SCS","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","SCS","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","SCS","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","SCS","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","SCS","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","SCS","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","SEO/HEO","East Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","SEO/HEO","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","SEO/HEO","London","370","350","38660","38750"
"New entrant CS","2022","Digital, Data and Technology","SEO/HEO","North East (England)","90","90","35170","35310"
"New entrant CS","2022","Digital, Data and Technology","SEO/HEO","North West (England)","210","210","34950","33370"
"New entrant CS","2022","Digital, Data and Technology","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","SEO/HEO","Scotland","50","50","35450","33220"
"New entrant CS","2022","Digital, Data and Technology","SEO/HEO","South East (England)","50","40","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","SEO/HEO","South West (England)","130","130","35020","33590"
"New entrant CS","2022","Digital, Data and Technology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","SEO/HEO","Wales","100","100","36390","36840"
"New entrant CS","2022","Digital, Data and Technology","SEO/HEO","West Midlands (England)","90","90","35170","35970"
"New entrant CS","2022","Digital, Data and Technology","SEO/HEO","Yorkshire and The Humber","120","110","35480","36050"
"New entrant CS","2022","Digital, Data and Technology","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","AA/AO","London","40","40","[c]","[c]"
"New entrant CS","2022","Economics","AA/AO","North East (England)","[c]","[c]","[c]","[c]"
