"Status","Year","Parent_department","Disability","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Cabinet Office","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Undeclared","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Unknown","London","680","670","42580","28000"
"New entrant CS","2021","Cabinet Office","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Unknown","North West (England)","50","50","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Unknown","South East (England)","30","30","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Unknown","Unknown","150","150","37420","28000"
"New entrant CS","2021","Cabinet Office","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Unknown","Yorkshire and The Humber","60","60","33270","28000"
"New entrant CS","2021","Chancellor's other departments","Declared disabled","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Declared non-disabled","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Declared disabled","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Declared non-disabled","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Declared non-disabled","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Declared disabled","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Declared non-disabled","London","70","70","49870","53530"
"New entrant CS","2021","Competition and Markets Authority","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Undeclared","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","London","50","50","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","London","430","420","38750","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","South West (England)","140","140","33180","30930"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Wales","80","80","34320","30950"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Undeclared","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Undeclared","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","London","240","230","37100","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","North West (England)","40","40","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","South West (England)","40","40","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Wales","180","180","28410","23320"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","West Midlands (England)","60","60","25500","21330"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Declared disabled","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","London","270","260","38990","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Undeclared","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Unknown","London","50","50","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Declared disabled","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Declared non-disabled","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Declared non-disabled","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Undeclared","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Unknown","London","220","210","39280","32940"
"New entrant CS","2021","Department for Education","Unknown","North East (England)","50","40","[c]","[c]"
"New entrant CS","2021","Department for Education","Unknown","North West (England)","140","140","35000","32670"
"New entrant CS","2021","Department for Education","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Unknown","West Midlands (England)","100","100","34790","31120"
"New entrant CS","2021","Department for Education","Unknown","Yorkshire and The Humber","120","120","31830","29360"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Declared disabled","London","50","50","37500","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","East of England","50","50","30120","28030"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","London","310","310","36800","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","North East (England)","40","30","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","North West (England)","90","80","29780","25170"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","South East (England)","140","140","33220","27960"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","South West (England)","190","180","30550","29180"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","Wales","40","40","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","West Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","Yorkshire and The Humber","110","110","30180","29180"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Undeclared","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Undeclared","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Undeclared","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Unknown","London","170","170","38310","32690"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Unknown","South East (England)","40","40","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Unknown","South West (England)","50","50","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Declared disabled","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Declared non-disabled","London","140","140","35760","31800"
"New entrant CS","2021","Department for International Trade","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Declared non-disabled","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Declared non-disabled","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Undeclared","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Unknown","London","180","180","33410","31800"
"New entrant CS","2021","Department for International Trade","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Declared disabled","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Declared non-disabled","East Midlands (England)","30","30","[c]","[c]"
"New entrant CS","2021","Department for Transport","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Declared non-disabled","London","270","270","37230","34710"
"New entrant CS","2021","Department for Transport","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Declared non-disabled","South East (England)","70","70","34200","30730"
"New entrant CS","2021","Department for Transport","Declared non-disabled","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Declared non-disabled","Wales","190","180","25520","21590"
"New entrant CS","2021","Department for Transport","Declared non-disabled","West Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2021","Department for Transport","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Undeclared","London","160","160","38360","34710"
"New entrant CS","2021","Department for Transport","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Undeclared","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Unknown","East Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2021","Department for Transport","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Unknown","London","30","30","[c]","[c]"
"New entrant CS","2021","Department for Transport","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Unknown","South East (England)","100","100","31520","26590"
"New entrant CS","2021","Department for Transport","Unknown","South West (England)","30","30","[c]","[c]"
"New entrant CS","2021","Department for Transport","Unknown","Wales","180","160","22650","21590"
"New entrant CS","2021","Department for Transport","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Unknown","Yorkshire and The Humber","30","30","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Declared disabled","East Midlands (England)","110","100","26500","27570"
"New entrant CS","2021","Department for Work and Pensions","Declared disabled","East of England","160","160","27340","27570"
"New entrant CS","2021","Department for Work and Pensions","Declared disabled","London","310","300","31090","31060"
"New entrant CS","2021","Department for Work and Pensions","Declared disabled","North East (England)","180","180","24000","21010"
"New entrant CS","2021","Department for Work and Pensions","Declared disabled","North West (England)","320","310","24810","21010"
"New entrant CS","2021","Department for Work and Pensions","Declared disabled","Scotland","110","110","25380","27570"
"New entrant CS","2021","Department for Work and Pensions","Declared disabled","South East (England)","230","220","27140","27570"
"New entrant CS","2021","Department for Work and Pensions","Declared disabled","South West (England)","140","130","25910","27570"
"New entrant CS","2021","Department for Work and Pensions","Declared disabled","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Declared disabled","Wales","60","60","25430","27570"
"New entrant CS","2021","Department for Work and Pensions","Declared disabled","West Midlands (England)","150","140","26670","27570"
"New entrant CS","2021","Department for Work and Pensions","Declared disabled","Yorkshire and The Humber","210","200","25810","27570"
"New entrant CS","2021","Department for Work and Pensions","Declared non-disabled","East Midlands (England)","610","590","25940","27570"
"New entrant CS","2021","Department for Work and Pensions","Declared non-disabled","East of England","940","920","27330","27570"
"New entrant CS","2021","Department for Work and Pensions","Declared non-disabled","London","2410","2380","30390","31060"
"New entrant CS","2021","Department for Work and Pensions","Declared non-disabled","North East (England)","1020","1010","24000","21010"
"New entrant CS","2021","Department for Work and Pensions","Declared non-disabled","North West (England)","1840","1820","25640","27570"
"New entrant CS","2021","Department for Work and Pensions","Declared non-disabled","Scotland","760","750","24650","27570"
"New entrant CS","2021","Department for Work and Pensions","Declared non-disabled","South East (England)","1520","1490","26920","27570"
"New entrant CS","2021","Department for Work and Pensions","Declared non-disabled","South West (England)","840","810","25490","27570"
"New entrant CS","2021","Department for Work and Pensions","Declared non-disabled","Unknown","220","210","28210","27570"
"New entrant CS","2021","Department for Work and Pensions","Declared non-disabled","Wales","480","470","24480","27570"
"New entrant CS","2021","Department for Work and Pensions","Declared non-disabled","West Midlands (England)","750","730","25960","27570"
"New entrant CS","2021","Department for Work and Pensions","Declared non-disabled","Yorkshire and The Humber","1230","1210","26480","27570"
"New entrant CS","2021","Department for Work and Pensions","Undeclared","East Midlands (England)","40","30","[c]","[c]"
