"Status","Year","Parent_department","Disability","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Office of Gas and Electricity Markets","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Declared disabled","London","40","40","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Declared disabled","Scotland","40","40","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Declared non-disabled","London","650","640","49060","43940"
"In post","2022","Office of Gas and Electricity Markets","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Declared non-disabled","Scotland","510","500","36410","31720"
"In post","2022","Office of Gas and Electricity Markets","Declared non-disabled","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Unknown","London","60","60","48490","46250"
"In post","2022","Office of Gas and Electricity Markets","Unknown","Scotland","30","30","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Declared disabled","West Midlands (England)","30","30","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Declared non-disabled","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Declared non-disabled","West Midlands (England)","190","180","43970","38760"
"In post","2022","Office of Qualifications and Examinations Regulation","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Unknown","West Midlands (England)","60","60","48020","46660"
"In post","2022","Office of Rail and Road","Declared disabled","London","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Declared non-disabled","London","190","180","56330","55430"
"In post","2022","Office of Rail and Road","Declared non-disabled","North West (England)","30","30","[c]","[c]"
"In post","2022","Office of Rail and Road","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Declared non-disabled","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Declared disabled","London","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Declared non-disabled","London","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Declared non-disabled","Scotland","40","30","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Undeclared","London","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Unknown","Scotland","40","40","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Declared disabled","London","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Declared non-disabled","London","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Declared non-disabled","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Declared disabled","London","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Declared disabled","Scotland","1980","1880","36630","34040"
"In post","2022","Scottish Government","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Declared non-disabled","London","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Declared non-disabled","Scotland","11970","11470","39320","34600"
"In post","2022","Scottish Government","Declared non-disabled","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Undeclared","London","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Undeclared","Scotland","370","360","39980","36130"
"In post","2022","Scottish Government","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Unknown","Scotland","10970","10350","35140","31540"
"In post","2022","The National Archives","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Declared disabled","London","40","40","[c]","[c]"
"In post","2022","The National Archives","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Declared non-disabled","London","360","350","36680","34390"
"In post","2022","The National Archives","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Undeclared","London","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Unknown","London","170","170","35060","30620"
"In post","2022","The National Archives","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Declared disabled","London","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Declared non-disabled","London","410","400","53160","49000"
"In post","2022","UK Export Finance","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Declared non-disabled","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Declared non-disabled","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Declared non-disabled","Wales","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Undeclared","London","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Declared disabled","London","30","30","[c]","[c]"
"In post","2022","UK Statistics Authority","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Declared disabled","South East (England)","280","230","30610","26960"
"In post","2022","UK Statistics Authority","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Declared disabled","Wales","270","260","34330","31700"
"In post","2022","UK Statistics Authority","Declared non-disabled","London","150","140","48070","41340"
"In post","2022","UK Statistics Authority","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Declared non-disabled","South East (England)","1200","990","30780","25360"
"In post","2022","UK Statistics Authority","Declared non-disabled","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Declared non-disabled","Wales","1570","1470","37260","36840"
"In post","2022","UK Statistics Authority","Undeclared","London","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Undeclared","South East (England)","80","60","26490","20350"
"In post","2022","UK Statistics Authority","Undeclared","Wales","50","50","35420","30710"
"In post","2022","UK Statistics Authority","Unknown","London","160","150","44120","39840"
"In post","2022","UK Statistics Authority","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Unknown","South East (England)","930","760","28540","23880"
"In post","2022","UK Statistics Authority","Unknown","Wales","1120","1080","34000","30710"
"In post","2022","UK Supreme Court","Declared disabled","London","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Declared non-disabled","London","40","40","[c]","[c]"
"In post","2022","UK Supreme Court","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Declared disabled","London","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Declared non-disabled","London","60","60","66220","63750"
"In post","2022","Water Services Regulation Authority","Declared non-disabled","West Midlands (England)","150","140","49990","45000"
"In post","2022","Water Services Regulation Authority","Undeclared","London","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Declared disabled","London","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Declared disabled","Wales","350","320","39500","38160"
"In post","2022","Welsh Government","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Declared non-disabled","London","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Declared non-disabled","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Declared non-disabled","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Declared non-disabled","Wales","5010","4730","42220","38160"
"In post","2022","Welsh Government","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Undeclared","Wales","190","180","42680","40100"
"In post","2022","Welsh Government","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Unknown","Wales","380","370","39360","33190"
"In post","2022","Welsh Government","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Declared non-disabled","London","130","120","50830","51250"
"Leaver CS","2021","Attorney General's Departments","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Declared non-disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Declared non-disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Declared non-disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Unknown","London","50","50","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Declared non-disabled","London","110","100","54610","52500"
"Leaver CS","2021","Cabinet Office","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Declared non-disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Declared non-disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Unknown","London","70","70","42550","36650"
"Leaver CS","2021","Cabinet Office","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Unknown","Unknown","90","90","53630","32860"
"Leaver CS","2021","Cabinet Office","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Declared non-disabled","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Declared non-disabled","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Declared non-disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Declared non-disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Declared non-disabled","London","70","70","51000","46130"
"Leaver CS","2021","Competition and Markets Authority","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","London","120","120","50430","48780"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","South West (England)","80","80","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Wales","40","40","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","London","70","70","43320","33570"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Scotland","[c]","[c]","[c]","[c]"
