"Status","Year","Organisation","Responsibility_level","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","The National Archives","G6/G7","40-49","40","40","[c]","[c]"
"In post","2021","The National Archives","G6/G7","50-59","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","G6/G7","60-64","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","SCS","30-39","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","SCS","40-49","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","SCS","50-59","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","SCS","60-64","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","SEO/HEO","20-29","30","30","[c]","[c]"
"In post","2021","The National Archives","SEO/HEO","30-39","80","80","34140","34560"
"In post","2021","The National Archives","SEO/HEO","40-49","80","70","36650","34880"
"In post","2021","The National Archives","SEO/HEO","50-59","70","70","38640","36720"
"In post","2021","The National Archives","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","AA/AO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","AA/AO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","AA/AO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","AA/AO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","AA/AO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","AA/AO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","AA/AO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","EO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","EO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","EO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","EO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","EO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","G6/G7","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","G6/G7","40-49","50","50","64440","64060"
"In post","2021","Transport Scotland","G6/G7","50-59","50","50","[c]","[c]"
"In post","2021","Transport Scotland","G6/G7","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","SCS","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","SCS","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","SCS","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","SEO/HEO","20-29","40","40","[c]","[c]"
"In post","2021","Transport Scotland","SEO/HEO","30-39","70","70","39030","38540"
"In post","2021","Transport Scotland","SEO/HEO","40-49","60","60","41830","42190"
"In post","2021","Transport Scotland","SEO/HEO","50-59","60","60","41790","42620"
"In post","2021","Transport Scotland","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","AA/AO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","AA/AO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","AA/AO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","AA/AO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","EO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","EO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","EO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","EO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","EO","65+","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","G6/G7","20-29","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","G6/G7","30-39","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","G6/G7","40-49","40","40","[c]","[c]"
"In post","2021","UK Export Finance","G6/G7","50-59","30","30","[c]","[c]"
"In post","2021","UK Export Finance","G6/G7","60-64","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","SCS","30-39","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","SCS","40-49","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","SCS","50-59","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","SCS","60-64","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","SEO/HEO","20-29","40","40","[c]","[c]"
"In post","2021","UK Export Finance","SEO/HEO","30-39","50","50","43860","44080"
"In post","2021","UK Export Finance","SEO/HEO","40-49","40","40","[c]","[c]"
"In post","2021","UK Export Finance","SEO/HEO","50-59","50","50","[c]","[c]"
"In post","2021","UK Export Finance","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","AA/AO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","AA/AO","20-29","40","40","[c]","[c]"
"In post","2021","UK Hydrographic Office","AA/AO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","AA/AO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","AA/AO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","AA/AO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","AA/AO","65+","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","EO","20-29","40","40","[c]","[c]"
"In post","2021","UK Hydrographic Office","EO","30-39","50","50","[c]","[c]"
"In post","2021","UK Hydrographic Office","EO","40-49","50","50","27540","27020"
"In post","2021","UK Hydrographic Office","EO","50-59","60","60","27960","27520"
"In post","2021","UK Hydrographic Office","EO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","EO","65+","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","G6/G7","20-29","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","G6/G7","30-39","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","G6/G7","40-49","30","30","[c]","[c]"
"In post","2021","UK Hydrographic Office","G6/G7","50-59","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","G6/G7","60-64","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","SCS","40-49","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","SCS","50-59","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","SEO/HEO","20-29","40","40","[c]","[c]"
"In post","2021","UK Hydrographic Office","SEO/HEO","30-39","150","140","36120","33290"
"In post","2021","UK Hydrographic Office","SEO/HEO","40-49","130","120","37640","34000"
"In post","2021","UK Hydrographic Office","SEO/HEO","50-59","110","110","38200","35340"
"In post","2021","UK Hydrographic Office","SEO/HEO","60-64","30","30","[c]","[c]"
"In post","2021","UK Hydrographic Office","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","AA/AO","20-29","40","40","[c]","[c]"
"In post","2021","UK Intellectual Property Office","AA/AO","30-39","40","40","[c]","[c]"
"In post","2021","UK Intellectual Property Office","AA/AO","40-49","40","40","[c]","[c]"
"In post","2021","UK Intellectual Property Office","AA/AO","50-59","40","30","[c]","[c]"
"In post","2021","UK Intellectual Property Office","AA/AO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","AA/AO","65+","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","EO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","EO","20-29","160","160","25650","23320"
"In post","2021","UK Intellectual Property Office","EO","30-39","130","120","25550","23320"
"In post","2021","UK Intellectual Property Office","EO","40-49","100","90","25310","23320"
"In post","2021","UK Intellectual Property Office","EO","50-59","60","60","25510","26860"
"In post","2021","UK Intellectual Property Office","EO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","EO","65+","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","G6/G7","20-29","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","G6/G7","30-39","70","60","59480","57730"
"In post","2021","UK Intellectual Property Office","G6/G7","40-49","150","150","60670","59720"
"In post","2021","UK Intellectual Property Office","G6/G7","50-59","100","90","60010","59720"
"In post","2021","UK Intellectual Property Office","G6/G7","60-64","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","SCS","30-39","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","SCS","40-49","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","SCS","50-59","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","SCS","60-64","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","SEO/HEO","20-29","80","80","38100","40640"
"In post","2021","UK Intellectual Property Office","SEO/HEO","30-39","150","140","38320","40640"
"In post","2021","UK Intellectual Property Office","SEO/HEO","40-49","130","120","39040","39210"
"In post","2021","UK Intellectual Property Office","SEO/HEO","50-59","100","100","38910","39540"
"In post","2021","UK Intellectual Property Office","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","AA/AO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","EO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","EO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","EO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","EO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","EO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","G6/G7","20-29","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","G6/G7","30-39","40","40","[c]","[c]"
"In post","2021","UK Space Agency","G6/G7","40-49","30","30","[c]","[c]"
"In post","2021","UK Space Agency","G6/G7","50-59","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","G6/G7","60-64","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","SCS","30-39","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","SCS","40-49","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","SCS","50-59","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","SCS","60-64","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","SEO/HEO","20-29","40","40","[c]","[c]"
"In post","2021","UK Space Agency","SEO/HEO","30-39","50","50","38030","40050"
"In post","2021","UK Space Agency","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","AA/AO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","EO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","EO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","EO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","EO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","EO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","EO","65+","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","G6/G7","30-39","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","G6/G7","40-49","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","G6/G7","50-59","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","SCS","40-49","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","SCS","50-59","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","SEO/HEO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","AA/AO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","AA/AO","20-29","200","180","19310","19130"
"In post","2021","United Kingdom Statistics Authority","AA/AO","30-39","150","120","19630","19130"
"In post","2021","United Kingdom Statistics Authority","AA/AO","40-49","180","130","19760","19520"
"In post","2021","United Kingdom Statistics Authority","AA/AO","50-59","480","330","19620","19520"
"In post","2021","United Kingdom Statistics Authority","AA/AO","60-64","270","180","19700","19520"
"In post","2021","United Kingdom Statistics Authority","AA/AO","65+","170","100","19850","19520"
"In post","2021","United Kingdom Statistics Authority","EO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","EO","20-29","220","210","23500","23050"
"In post","2021","United Kingdom Statistics Authority","EO","30-39","170","160","23560","23050"
"In post","2021","United Kingdom Statistics Authority","EO","40-49","120","110","24100","23520"
"In post","2021","United Kingdom Statistics Authority","EO","50-59","170","150","24290","23520"
"In post","2021","United Kingdom Statistics Authority","EO","60-64","50","40","24850","24240"
"In post","2021","United Kingdom Statistics Authority","EO","65+","40","30","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","G6/G7","20-29","70","70","50820","49100"
"In post","2021","United Kingdom Statistics Authority","G6/G7","30-39","290","280","51720","49120"
"In post","2021","United Kingdom Statistics Authority","G6/G7","40-49","300","290","52880","50090"
"In post","2021","United Kingdom Statistics Authority","G6/G7","50-59","230","230","54290","51640"
"In post","2021","United Kingdom Statistics Authority","G6/G7","60-64","30","30","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","SCS","30-39","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","SCS","40-49","50","40","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","SCS","50-59","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","SCS","60-64","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","SCS","65+","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","SEO/HEO","20-29","740","730","32570","32540"
"In post","2021","United Kingdom Statistics Authority","SEO/HEO","30-39","690","670","33670","36030"
"In post","2021","United Kingdom Statistics Authority","SEO/HEO","40-49","420","400","34240","36030"
"In post","2021","United Kingdom Statistics Authority","SEO/HEO","50-59","350","340","34060","34460"
"In post","2021","United Kingdom Statistics Authority","SEO/HEO","60-64","80","60","33940","33020"
"In post","2021","United Kingdom Statistics Authority","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","AA/AO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","AA/AO","20-29","160","160","21030","20880"
"In post","2021","Valuation Office Agency","AA/AO","30-39","140","120","21010","21100"
"In post","2021","Valuation Office Agency","AA/AO","40-49","190","160","21290","21100"
"In post","2021","Valuation Office Agency","AA/AO","50-59","240","210","21540","21100"
"In post","2021","Valuation Office Agency","AA/AO","60-64","90","70","21330","21100"
"In post","2021","Valuation Office Agency","AA/AO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","EO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","EO","20-29","180","160","25840","25500"
"In post","2021","Valuation Office Agency","EO","30-39","140","130","26200","25860"
"In post","2021","Valuation Office Agency","EO","40-49","200","180","27060","26000"
"In post","2021","Valuation Office Agency","EO","50-59","310","290","27440","26500"
"In post","2021","Valuation Office Agency","EO","60-64","90","70","27800","26500"
"In post","2021","Valuation Office Agency","EO","65+","30","30","[c]","[c]"
"In post","2021","Valuation Office Agency","G6/G7","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","G6/G7","30-39","70","70","57070","54990"
"In post","2021","Valuation Office Agency","G6/G7","40-49","90","80","57840","54990"
"In post","2021","Valuation Office Agency","G6/G7","50-59","200","200","59270","57130"
"In post","2021","Valuation Office Agency","G6/G7","60-64","30","30","[c]","[c]"
"In post","2021","Valuation Office Agency","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","SCS","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","SCS","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","SCS","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","SEO/HEO","20-29","150","150","34520","32100"
"In post","2021","Valuation Office Agency","SEO/HEO","30-39","280","270","36990","36480"
"In post","2021","Valuation Office Agency","SEO/HEO","40-49","290","280","38070","37750"
"In post","2021","Valuation Office Agency","SEO/HEO","50-59","450","430","39730","41340"
"In post","2021","Valuation Office Agency","SEO/HEO","60-64","120","90","40060","42150"
"In post","2021","Valuation Office Agency","SEO/HEO","65+","30","20","[c]","[c]"
"In post","2021","Vehicle Certification Agency","AA/AO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","AA/AO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","AA/AO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","AA/AO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","AA/AO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","AA/AO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","EO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","EO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","EO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","EO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","EO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","EO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","G6/G7","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","G6/G7","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","G6/G7","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","G6/G7","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","SCS","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","SEO/HEO","30-39","30","30","[c]","[c]"
"In post","2021","Vehicle Certification Agency","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","AA/AO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","AA/AO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","AA/AO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","AA/AO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","AA/AO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","AA/AO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","EO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","EO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","EO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","EO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","EO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","EO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","G6/G7","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","G6/G7","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","G6/G7","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","G6/G7","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","G6/G7","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","SCS","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","SCS","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","SCS","65+","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","SEO/HEO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","AA/AO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","AA/AO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","EO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","EO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","EO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","G6/G7","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","G6/G7","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","G6/G7","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","G6/G7","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","SCS","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","SCS","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","SCS","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","SEO/HEO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","AA/AO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","AA/AO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","AA/AO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","AA/AO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","EO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","EO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","EO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","EO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","G6/G7","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","G6/G7","40-49","40","30","[c]","[c]"
"In post","2021","Water Services Regulation Authority","G6/G7","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","G6/G7","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SCS","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SCS","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SCS","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SEO/HEO","30-39","50","40","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SEO/HEO","40-49","50","50","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","AA/AO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","AA/AO","20-29","290","280","22780","23830"
"In post","2021","Welsh Government (excl. agencies)","AA/AO","30-39","200","180","23300","23830"
"In post","2021","Welsh Government (excl. agencies)","AA/AO","40-49","140","130","23640","23830"
"In post","2021","Welsh Government (excl. agencies)","AA/AO","50-59","200","180","23810","23830"
"In post","2021","Welsh Government (excl. agencies)","AA/AO","60-64","70","60","23630","23830"
"In post","2021","Welsh Government (excl. agencies)","AA/AO","65+","50","40","23930","23830"
"In post","2021","Welsh Government (excl. agencies)","EO","20-29","150","150","28200","28850"
"In post","2021","Welsh Government (excl. agencies)","EO","30-39","270","260","28620","28850"
"In post","2021","Welsh Government (excl. agencies)","EO","40-49","240","230","28850","28850"
"In post","2021","Welsh Government (excl. agencies)","EO","50-59","250","240","28830","28850"
"In post","2021","Welsh Government (excl. agencies)","EO","60-64","70","60","28990","28850"
"In post","2021","Welsh Government (excl. agencies)","EO","65+","30","20","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","G6/G7","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","G6/G7","30-39","160","160","58800","60830"
"In post","2021","Welsh Government (excl. agencies)","G6/G7","40-49","380","360","60650","60830"
"In post","2021","Welsh Government (excl. agencies)","G6/G7","50-59","380","370","63400","60830"
"In post","2021","Welsh Government (excl. agencies)","G6/G7","60-64","80","70","63830","60830"
"In post","2021","Welsh Government (excl. agencies)","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","SCS","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","SCS","40-49","60","60","84360","78460"
"In post","2021","Welsh Government (excl. agencies)","SCS","50-59","70","70","91170","82600"
"In post","2021","Welsh Government (excl. agencies)","SCS","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","SCS","65+","[c]","[c]","[c]","[c]"
