"Status","Year","Organisation","Responsibility_level","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Welsh Government (excl. agencies)","SEO/HEO","20-29","90","90","34880","34490"
"In post","2021","Welsh Government (excl. agencies)","SEO/HEO","30-39","610","580","39440","37410"
"In post","2021","Welsh Government (excl. agencies)","SEO/HEO","40-49","840","810","41350","37410"
"In post","2021","Welsh Government (excl. agencies)","SEO/HEO","50-59","760","740","41980","41560"
"In post","2021","Welsh Government (excl. agencies)","SEO/HEO","60-64","160","140","41660","37410"
"In post","2021","Welsh Government (excl. agencies)","SEO/HEO","65+","60","50","40740","37410"
"In post","2021","Welsh Revenue Authority","AA/AO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","AA/AO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","AA/AO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","AA/AO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","AA/AO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","EO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","EO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","EO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","EO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","G6/G7","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","G6/G7","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","G6/G7","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","G6/G7","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","SCS","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","SCS","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","SEO/HEO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","AA/AO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","AA/AO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","AA/AO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","AA/AO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","AA/AO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","AA/AO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","EO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","EO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","EO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","EO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","EO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","G6/G7","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","G6/G7","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","G6/G7","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","SEO/HEO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","AA/AO","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","AA/AO","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","AA/AO","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","AA/AO","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","AA/AO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","AA/AO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","EO","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","EO","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","EO","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","EO","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","EO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","G6/G7","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","G6/G7","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","G6/G7","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","SCS","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","SEO/HEO","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","AA/AO","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","AA/AO","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","AA/AO","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","AA/AO","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","AA/AO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","AA/AO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","EO","20-29","60","60","24550","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","EO","30-39","80","70","24770","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","EO","40-49","80","70","24850","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","EO","50-59","80","70","25590","24330"
"In post","2022","Advisory, Conciliation and Arbitration Service","EO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","EO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G6/G7","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G6/G7","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G6/G7","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G6/G7","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G6/G7","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SCS","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SCS","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SCS","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","30-39","130","120","33730","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","40-49","140","140","35790","34500"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","50-59","210","200","36300","34500"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","60-64","50","40","36420","34500"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","65+","30","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","AA/AO","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","AA/AO","20-29","230","220","22310","21300"
"In post","2022","Animal and Plant Health Agency","AA/AO","30-39","160","150","21950","21300"
"In post","2022","Animal and Plant Health Agency","AA/AO","40-49","160","150","21770","21300"
"In post","2022","Animal and Plant Health Agency","AA/AO","50-59","220","200","21970","21300"
"In post","2022","Animal and Plant Health Agency","AA/AO","60-64","60","50","22210","21300"
"In post","2022","Animal and Plant Health Agency","AA/AO","65+","30","30","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","EO","20-29","210","210","26020","24920"
"In post","2022","Animal and Plant Health Agency","EO","30-39","170","160","26230","25100"
"In post","2022","Animal and Plant Health Agency","EO","40-49","180","170","26670","25740"
"In post","2022","Animal and Plant Health Agency","EO","50-59","190","180","26470","25910"
"In post","2022","Animal and Plant Health Agency","EO","60-64","60","60","26670","26520"
"In post","2022","Animal and Plant Health Agency","EO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","G6/G7","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","G6/G7","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","G6/G7","40-49","90","80","53170","52290"
"In post","2022","Animal and Plant Health Agency","G6/G7","50-59","100","100","56060","54730"
"In post","2022","Animal and Plant Health Agency","G6/G7","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","SCS","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","SCS","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","SCS","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","SEO/HEO","20-29","90","90","32390","32560"
"In post","2022","Animal and Plant Health Agency","SEO/HEO","30-39","230","220","34670","35900"
"In post","2022","Animal and Plant Health Agency","SEO/HEO","40-49","290","280","35560","35960"
"In post","2022","Animal and Plant Health Agency","SEO/HEO","50-59","260","250","35830","34330"
"In post","2022","Animal and Plant Health Agency","SEO/HEO","60-64","70","70","37280","35900"
"In post","2022","Animal and Plant Health Agency","SEO/HEO","65+","40","30","[c]","[c]"
"In post","2022","Attorney General's Office","EO","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","EO","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","EO","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","G6/G7","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","G6/G7","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","G6/G7","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SCS","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SCS","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SEO/HEO","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","AA/AO","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","AA/AO","20-29","140","140","21900","21050"
"In post","2022","Cabinet Office (excl. agencies)","AA/AO","30-39","80","70","21590","21050"
"In post","2022","Cabinet Office (excl. agencies)","AA/AO","40-49","70","60","21530","21050"
"In post","2022","Cabinet Office (excl. agencies)","AA/AO","50-59","110","110","21870","21170"
"In post","2022","Cabinet Office (excl. agencies)","AA/AO","60-64","40","40","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","AA/AO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","EO","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","EO","20-29","430","420","26590","27500"
"In post","2022","Cabinet Office (excl. agencies)","EO","30-39","170","160","26400","26670"
"In post","2022","Cabinet Office (excl. agencies)","EO","40-49","120","110","26550","26670"
"In post","2022","Cabinet Office (excl. agencies)","EO","50-59","140","140","27300","26930"
"In post","2022","Cabinet Office (excl. agencies)","EO","60-64","30","30","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","EO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","G6/G7","20-29","470","470","56510","54700"
"In post","2022","Cabinet Office (excl. agencies)","G6/G7","30-39","1310","1290","59360","56340"
"In post","2022","Cabinet Office (excl. agencies)","G6/G7","40-49","1040","1020","61400","60330"
"In post","2022","Cabinet Office (excl. agencies)","G6/G7","50-59","720","710","62160","60640"
"In post","2022","Cabinet Office (excl. agencies)","G6/G7","60-64","100","90","62220","59160"
"In post","2022","Cabinet Office (excl. agencies)","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","SCS","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","SCS","30-39","140","140","81050","75400"
"In post","2022","Cabinet Office (excl. agencies)","SCS","40-49","310","300","97580","93000"
"In post","2022","Cabinet Office (excl. agencies)","SCS","50-59","240","240","112300","105580"
"In post","2022","Cabinet Office (excl. agencies)","SCS","60-64","30","30","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","SCS","65+","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","SEO/HEO","20-29","2320","2320","31890","32000"
"In post","2022","Cabinet Office (excl. agencies)","SEO/HEO","30-39","840","820","35720","35060"
"In post","2022","Cabinet Office (excl. agencies)","SEO/HEO","40-49","480","470","36810","36690"
"In post","2022","Cabinet Office (excl. agencies)","SEO/HEO","50-59","410","400","36560","35590"
"In post","2022","Cabinet Office (excl. agencies)","SEO/HEO","60-64","100","90","36280","35530"
"In post","2022","Cabinet Office (excl. agencies)","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","EO","20-29","50","50","25230","25010"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","EO","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","EO","40-49","40","30","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","EO","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","EO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","EO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","40-49","30","30","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","50-59","60","50","53390","49970"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","SCS","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","SCS","50-59","[c]","[c]","[c]","[c]"
