"Status","Year","Sexual_orientation","Responsibility_level","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","LGBO","EO","Inner London - East","220","210","30550","31060"
"In post","2021","LGBO","EO","Inner London - West","420","410","28890","28500"
"In post","2021","LGBO","EO","Kent","140","140","29040","29290"
"In post","2021","LGBO","EO","Lancashire","140","130","27590","27570"
"In post","2021","LGBO","EO","Leicestershire, Rutland and Northamptonshire","90","80","27380","27570"
"In post","2021","LGBO","EO","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","EO","Merseyside","220","210","25970","25560"
"In post","2021","LGBO","EO","North Eastern Scotland","30","30","[c]","[c]"
"In post","2021","LGBO","EO","North Yorkshire","50","50","[c]","[c]"
"In post","2021","LGBO","EO","Northern Ireland","30","30","[c]","[c]"
"In post","2021","LGBO","EO","Northumberland and Tyne and Wear","180","180","26440","27570"
"In post","2021","LGBO","EO","Outer London - East and North East","60","50","31580","31060"
"In post","2021","LGBO","EO","Outer London - South","90","90","29810","29570"
"In post","2021","LGBO","EO","Outer London - West and North West","120","110","30390","31060"
"In post","2021","LGBO","EO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","EO","Shropshire and Staffordshire","90","80","26990","27570"
"In post","2021","LGBO","EO","South Yorkshire","100","100","27080","27570"
"In post","2021","LGBO","EO","Southern Scotland","40","40","[c]","[c]"
"In post","2021","LGBO","EO","Surrey, East and West Sussex","170","160","28120","27570"
"In post","2021","LGBO","EO","Tees Valley and Durham","70","60","27900","27570"
"In post","2021","LGBO","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","EO","West Central Scotland","170","170","27000","27570"
"In post","2021","LGBO","EO","West Midlands","170","160","26960","27570"
"In post","2021","LGBO","EO","West Wales and The Valleys","130","120","27270","27570"
"In post","2021","LGBO","EO","West Yorkshire","210","210","26910","27570"
"In post","2021","LGBO","G6/G7","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","G6/G7","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","G6/G7","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","G6/G7","Derbyshire and Nottinghamshire","50","40","[c]","[c]"
"In post","2021","LGBO","G6/G7","Devon","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","G6/G7","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","G6/G7","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","G6/G7","East Wales","80","80","57130","56460"
"In post","2021","LGBO","G6/G7","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","G6/G7","Eastern Scotland","110","100","61210","61010"
"In post","2021","LGBO","G6/G7","Essex","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","130","130","55020","52590"
"In post","2021","LGBO","G6/G7","Greater Manchester","110","100","56810","53140"
"In post","2021","LGBO","G6/G7","Hampshire and Isle of Wight","40","40","[c]","[c]"
"In post","2021","LGBO","G6/G7","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","G6/G7","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","G6/G7","Inner London - East","190","180","61310","59160"
"In post","2021","LGBO","G6/G7","Inner London - West","1380","1360","58970","57430"
"In post","2021","LGBO","G6/G7","Kent","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","G6/G7","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","G6/G7","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","G6/G7","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","G6/G7","Merseyside","40","40","[c]","[c]"
"In post","2021","LGBO","G6/G7","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","G6/G7","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","G6/G7","Northumberland and Tyne and Wear","50","50","52540","52580"
"In post","2021","LGBO","G6/G7","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","G6/G7","Outer London - South","60","60","62010","59910"
"In post","2021","LGBO","G6/G7","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","G6/G7","Overseas","80","80","58130","55650"
"In post","2021","LGBO","G6/G7","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","G6/G7","South Yorkshire","40","40","[c]","[c]"
"In post","2021","LGBO","G6/G7","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","G6/G7","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","G6/G7","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","G6/G7","West Central Scotland","50","50","[c]","[c]"
"In post","2021","LGBO","G6/G7","West Midlands","70","70","57280","52580"
"In post","2021","LGBO","G6/G7","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","G6/G7","West Yorkshire","70","70","55580","52580"
"In post","2021","LGBO","SCS","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","Devon","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","Essex","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","Inner London - West","220","210","86140","78000"
"In post","2021","LGBO","SCS","Kent","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SCS","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SEO/HEO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","50","50","36700","35600"
"In post","2021","LGBO","SEO/HEO","Cheshire","30","30","[c]","[c]"
"In post","2021","LGBO","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SEO/HEO","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SEO/HEO","Derbyshire and Nottinghamshire","110","100","35230","32250"
"In post","2021","LGBO","SEO/HEO","Devon","50","40","[c]","[c]"
"In post","2021","LGBO","SEO/HEO","Dorset and Somerset","40","30","[c]","[c]"
"In post","2021","LGBO","SEO/HEO","East Anglia","80","70","35460","34800"
"In post","2021","LGBO","SEO/HEO","East Wales","270","270","34910","34490"
"In post","2021","LGBO","SEO/HEO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SEO/HEO","Eastern Scotland","250","240","37030","35110"
"In post","2021","LGBO","SEO/HEO","Essex","40","30","[c]","[c]"
"In post","2021","LGBO","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","400","390","34150","33300"
"In post","2021","LGBO","SEO/HEO","Greater Manchester","260","250","34470","32470"
"In post","2021","LGBO","SEO/HEO","Hampshire and Isle of Wight","150","150","34030","33300"
"In post","2021","LGBO","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SEO/HEO","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SEO/HEO","Inner London - East","220","220","39050","37860"
"In post","2021","LGBO","SEO/HEO","Inner London - West","1430","1420","37600","36800"
"In post","2021","LGBO","SEO/HEO","Kent","60","60","36440","35760"
"In post","2021","LGBO","SEO/HEO","Lancashire","70","70","35330","33180"
"In post","2021","LGBO","SEO/HEO","Leicestershire, Rutland and Northamptonshire","30","30","[c]","[c]"
"In post","2021","LGBO","SEO/HEO","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SEO/HEO","Merseyside","130","120","34300","32720"
"In post","2021","LGBO","SEO/HEO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SEO/HEO","North Yorkshire","60","60","34460","33300"
"In post","2021","LGBO","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SEO/HEO","Northumberland and Tyne and Wear","180","170","33640","31990"
"In post","2021","LGBO","SEO/HEO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SEO/HEO","Outer London - South","90","90","39130","37380"
"In post","2021","LGBO","SEO/HEO","Outer London - West and North West","70","70","36490","36070"
"In post","2021","LGBO","SEO/HEO","Overseas","60","60","36190","34770"
"In post","2021","LGBO","SEO/HEO","Shropshire and Staffordshire","50","40","[c]","[c]"
"In post","2021","LGBO","SEO/HEO","South Yorkshire","110","110","34720","31990"
"In post","2021","LGBO","SEO/HEO","Southern Scotland","40","40","[c]","[c]"
"In post","2021","LGBO","SEO/HEO","Surrey, East and West Sussex","60","60","36840","34290"
"In post","2021","LGBO","SEO/HEO","Tees Valley and Durham","50","50","[c]","[c]"
"In post","2021","LGBO","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","SEO/HEO","West Central Scotland","190","180","35090","33300"
"In post","2021","LGBO","SEO/HEO","West Midlands","140","130","34240","31990"
"In post","2021","LGBO","SEO/HEO","West Wales and The Valleys","80","80","38840","37410"
"In post","2021","LGBO","SEO/HEO","West Yorkshire","200","200","33850","32000"
"In post","2021","LGBO","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Devon","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Essex","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","60","60","32660","31340"
"In post","2021","LGBO","Unknown","Greater Manchester","50","50","29070","26500"
"In post","2021","LGBO","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Inner London - East","40","40","[c]","[c]"
"In post","2021","LGBO","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
