"Status","Year","Function_of_post","Sexual_orientation","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Security","Unknown","Plymouth","70","70","26830","24610"
"In post","2021","Security","Unknown","Portsmouth","70","70","32460","34200"
"In post","2021","Security","Unknown","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Westminster","160","160","41590","35560"
"In post","2021","Security","Unknown","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","York","190","180","27230","21250"
"In post","2021","Unknown","Heterosexual / straight","Aberdeen City and Aberdeenshire","580","540","33710","29190"
"In post","2021","Unknown","Heterosexual / straight","Angus and Dundee City","970","900","26960","23340"
"In post","2021","Unknown","Heterosexual / straight","Antrim and Newtownabbey","80","80","25120","21670"
"In post","2021","Unknown","Heterosexual / straight","Ards and North Down","50","40","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Barking & Dagenham and Havering","310","280","30810","31060"
"In post","2021","Unknown","Heterosexual / straight","Barnet","330","320","35590","31060"
"In post","2021","Unknown","Heterosexual / straight","Barnsley, Doncaster and Rotherham","920","790","25310","27570"
"In post","2021","Unknown","Heterosexual / straight","Bath and North East Somerset, North Somerset and South Gloucestershire","980","920","33840","28430"
"In post","2021","Unknown","Heterosexual / straight","Bedford","220","200","28310","27570"
"In post","2021","Unknown","Heterosexual / straight","Belfast","400","360","25040","21670"
"In post","2021","Unknown","Heterosexual / straight","Berkshire","550","530","30090","29290"
"In post","2021","Unknown","Heterosexual / straight","Bexley and Greenwich","330","310","31200","31060"
"In post","2021","Unknown","Heterosexual / straight","Birmingham","1430","1300","27580","27570"
"In post","2021","Unknown","Heterosexual / straight","Blackburn with Darwen","240","210","26990","27570"
"In post","2021","Unknown","Heterosexual / straight","Blackpool","3120","2860","28960","27570"
"In post","2021","Unknown","Heterosexual / straight","Bournemouth and Poole","290","260","26650","27570"
"In post","2021","Unknown","Heterosexual / straight","Bradford","560","490","25320","27570"
"In post","2021","Unknown","Heterosexual / straight","Breckland and South Norfolk","50","40","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Brent","160","150","30680","31060"
"In post","2021","Unknown","Heterosexual / straight","Bridgend and Neath Port Talbot","330","290","25960","27570"
"In post","2021","Unknown","Heterosexual / straight","Brighton and Hove","150","140","27650","27570"
"In post","2021","Unknown","Heterosexual / straight","Bristol, City of","570","500","26420","27570"
"In post","2021","Unknown","Heterosexual / straight","Bromley","180","170","30960","31060"
"In post","2021","Unknown","Heterosexual / straight","Buckinghamshire CC","360","340","28860","27570"
"In post","2021","Unknown","Heterosexual / straight","Caithness and Sutherland and Ross and Cromarty","60","60","27630","27570"
"In post","2021","Unknown","Heterosexual / straight","Calderdale and Kirklees","460","420","27180","27570"
"In post","2021","Unknown","Heterosexual / straight","Cambridgeshire CC","520","500","31280","27570"
"In post","2021","Unknown","Heterosexual / straight","Camden and City of London","350","340","33610","30460"
"In post","2021","Unknown","Heterosexual / straight","Cardiff and Vale of Glamorgan","3500","3290","38150","32130"
"In post","2021","Unknown","Heterosexual / straight","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Central Bedfordshire","170","170","30180","27570"
"In post","2021","Unknown","Heterosexual / straight","Central Hampshire","750","720","29220","26670"
"In post","2021","Unknown","Heterosexual / straight","Central Valleys","1110","1040","36010","28850"
"In post","2021","Unknown","Heterosexual / straight","Cheshire East","100","90","27670","27570"
"In post","2021","Unknown","Heterosexual / straight","Cheshire West and Chester","220","210","24900","27570"
"In post","2021","Unknown","Heterosexual / straight","Chorley and West Lancashire","70","60","27610","27570"
"In post","2021","Unknown","Heterosexual / straight","City of Edinburgh","4360","4170","42780","38540"
"In post","2021","Unknown","Heterosexual / straight","Clackmannanshire and Fife","370","340","27120","27570"
"In post","2021","Unknown","Heterosexual / straight","Conwy and Denbighshire","460","430","36430","34490"
"In post","2021","Unknown","Heterosexual / straight","Cornwall and Isles of Scilly","760","700","25480","26670"
"In post","2021","Unknown","Heterosexual / straight","Coventry","330","310","28580","27570"
"In post","2021","Unknown","Heterosexual / straight","Croydon","4450","4200","37990","35050"
"In post","2021","Unknown","Heterosexual / straight","Darlington","70","70","30730","27570"
"In post","2021","Unknown","Heterosexual / straight","Derby","370","330","24860","26120"
"In post","2021","Unknown","Heterosexual / straight","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Devon CC","1080","950","25480","25860"
"In post","2021","Unknown","Heterosexual / straight","Dorset CC","370","350","29640","27570"
"In post","2021","Unknown","Heterosexual / straight","Dudley","600","520","25310","27570"
"In post","2021","Unknown","Heterosexual / straight","Dumfries and Galloway","90","80","28400","27570"
"In post","2021","Unknown","Heterosexual / straight","Durham CC","1390","1180","24790","21430"
"In post","2021","Unknown","Heterosexual / straight","Ealing","260","240","31290","31060"
"In post","2021","Unknown","Heterosexual / straight","East Ayrshire and North Ayrshire mainland","400","350","27050","27570"
"In post","2021","Unknown","Heterosexual / straight","East Cumbria","70","60","27790","27570"
"In post","2021","Unknown","Heterosexual / straight","East Derbyshire","220","190","25970","27570"
"In post","2021","Unknown","Heterosexual / straight","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","440","400","29920","27570"
"In post","2021","Unknown","Heterosexual / straight","East Kent","2450","2250","27520","25310"
"In post","2021","Unknown","Heterosexual / straight","East Lancashire","210","190","25550","27570"
"In post","2021","Unknown","Heterosexual / straight","East Lothian and Midlothian","70","60","27310","27570"
"In post","2021","Unknown","Heterosexual / straight","East Merseyside","460","400","26730","27570"
"In post","2021","Unknown","Heterosexual / straight","East Riding of Yorkshire","390","370","26740","26800"
"In post","2021","Unknown","Heterosexual / straight","East Surrey","100","90","29950","29290"
"In post","2021","Unknown","Heterosexual / straight","East Sussex CC","850","750","25230","27370"
"In post","2021","Unknown","Heterosexual / straight","Enfield","170","160","30870","31060"
"In post","2021","Unknown","Heterosexual / straight","Essex Haven Gateway","470","440","28900","29290"
"In post","2021","Unknown","Heterosexual / straight","Essex Thames Gateway","470","430","28540","29290"
"In post","2021","Unknown","Heterosexual / straight","Falkirk","780","680","25900","21010"
"In post","2021","Unknown","Heterosexual / straight","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Flintshire and Wrexham","370","340","25670","27570"
"In post","2021","Unknown","Heterosexual / straight","Glasgow City","4300","4020","32910","27570"
"In post","2021","Unknown","Heterosexual / straight","Gloucestershire","390","360","26780","27570"
"In post","2021","Unknown","Heterosexual / straight","Greater Manchester North East","500","460","27190","27570"
"In post","2021","Unknown","Heterosexual / straight","Greater Manchester North West","890","790","24800","25410"
"In post","2021","Unknown","Heterosexual / straight","Greater Manchester South East","590","540","24840","21920"
"In post","2021","Unknown","Heterosexual / straight","Greater Manchester South West","1070","1010","29770","27570"
"In post","2021","Unknown","Heterosexual / straight","Gwent Valleys","650","590","29820","27570"
"In post","2021","Unknown","Heterosexual / straight","Gwynedd","350","320","25550","23000"
"In post","2021","Unknown","Heterosexual / straight","Hackney and Newham","790","730","29860","31060"
"In post","2021","Unknown","Heterosexual / straight","Haringey and Islington","280","270","30570","31060"
"In post","2021","Unknown","Heterosexual / straight","Harrow and Hillingdon","2140","1920","31050","29080"
"In post","2021","Unknown","Heterosexual / straight","Hartlepool and Stockton-on-Tees","490","440","25670","27570"
"In post","2021","Unknown","Heterosexual / straight","Heart of Essex","120","110","29530","29290"
"In post","2021","Unknown","Heterosexual / straight","Herefordshire, County of","190","180","25440","25190"
"In post","2021","Unknown","Heterosexual / straight","Hertfordshire","790","750","34370","29290"
"In post","2021","Unknown","Heterosexual / straight","Hounslow and Richmond upon Thames","910","860","31570","29540"
"In post","2021","Unknown","Heterosexual / straight","Inverclyde, East Renfrewshire and Renfrewshire","360","320","26390","27570"
"In post","2021","Unknown","Heterosexual / straight","Inverness and Nairn and Moray, Badenoch and Strathspey","440","410","26600","26160"
"In post","2021","Unknown","Heterosexual / straight","Isle of Anglesey","130","120","27280","26670"
"In post","2021","Unknown","Heterosexual / straight","Isle of Wight","150","130","25070","27570"
"In post","2021","Unknown","Heterosexual / straight","Kensington & Chelsea and Hammersmith & Fulham","170","160","30450","31060"
"In post","2021","Unknown","Heterosexual / straight","Kent Thames Gateway","230","210","29860","29290"
"In post","2021","Unknown","Heterosexual / straight","Kingston upon Hull, City of","480","410","26140","27570"
"In post","2021","Unknown","Heterosexual / straight","Lambeth","420","400","33920","31060"
"In post","2021","Unknown","Heterosexual / straight","Lancaster and Wyre","270","250","28550","26930"
"In post","2021","Unknown","Heterosexual / straight","Leeds","2310","2150","31740","27570"
"In post","2021","Unknown","Heterosexual / straight","Leicester","590","530","25000","27570"
"In post","2021","Unknown","Heterosexual / straight","Leicestershire CC and Rutland","430","400","28600","26670"
"In post","2021","Unknown","Heterosexual / straight","Lewisham and Southwark","510","500","31080","31060"
"In post","2021","Unknown","Heterosexual / straight","Lincolnshire","880","820","25860","24890"
"In post","2021","Unknown","Heterosexual / straight","Lisburn and Castlereagh","210","200","26070","22330"
"In post","2021","Unknown","Heterosexual / straight","Liverpool","4320","3960","26480","24890"
"In post","2021","Unknown","Heterosexual / straight","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","90","80","29030","27570"
"In post","2021","Unknown","Heterosexual / straight","Luton","250","220","27780","27570"
"In post","2021","Unknown","Heterosexual / straight","Manchester","1570","1500","31920","27570"
"In post","2021","Unknown","Heterosexual / straight","Medway","200","190","28690","29290"
"In post","2021","Unknown","Heterosexual / straight","Merton, Kingston upon Thames and Sutton","220","210","30760","31060"
"In post","2021","Unknown","Heterosexual / straight","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Mid Kent","140","140","29170","29290"
"In post","2021","Unknown","Heterosexual / straight","Mid Lancashire","1080","960","24270","21010"
"In post","2021","Unknown","Heterosexual / straight","Milton Keynes","190","170","27340","27570"
"In post","2021","Unknown","Heterosexual / straight","Monmouthshire and Newport","520","460","27160","27570"
"In post","2021","Unknown","Heterosexual / straight","Na h-Eileanan Siar","100","100","23960","21010"
"In post","2021","Unknown","Heterosexual / straight","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","North and North East Lincolnshire","420","370","25830","27280"
"In post","2021","Unknown","Heterosexual / straight","North and West Norfolk","240","220","24270","21580"
"In post","2021","Unknown","Heterosexual / straight","North Hampshire","350","320","28900","27570"
"In post","2021","Unknown","Heterosexual / straight","North Lanarkshire","460","390","24720","21070"
"In post","2021","Unknown","Heterosexual / straight","North Northamptonshire","300","260","25340","27570"
"In post","2021","Unknown","Heterosexual / straight","North Nottinghamshire","190","170","28860","27570"
"In post","2021","Unknown","Heterosexual / straight","North Yorkshire CC","720","680","27610","25420"
"In post","2021","Unknown","Heterosexual / straight","Northumberland","190","170","27830","27570"
"In post","2021","Unknown","Heterosexual / straight","Norwich and East Norfolk","380","330","26750","27570"
"In post","2021","Unknown","Heterosexual / straight","Nottingham","470","430","26710","27570"
"In post","2021","Unknown","Heterosexual / straight","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Overseas","480","480","39970","33300"
"In post","2021","Unknown","Heterosexual / straight","Oxfordshire","640","610","27880","26670"
"In post","2021","Unknown","Heterosexual / straight","Perth and Kinross and Stirling","240","220","30440","27570"
"In post","2021","Unknown","Heterosexual / straight","Peterborough","720","640","24900","21430"
"In post","2021","Unknown","Heterosexual / straight","Plymouth","600","550","29840","27570"
"In post","2021","Unknown","Heterosexual / straight","Portsmouth","1020","950","29650","27370"
"In post","2021","Unknown","Heterosexual / straight","Powys","330","300","29260","27570"
"In post","2021","Unknown","Heterosexual / straight","Redbridge and Waltham Forest","470","450","29420","31060"
"In post","2021","Unknown","Heterosexual / straight","Sandwell","220","200","27240","27570"
"In post","2021","Unknown","Heterosexual / straight","Scottish Borders","230","220","29900","27570"
"In post","2021","Unknown","Heterosexual / straight","Sefton","1740","1590","26120","25040"
"In post","2021","Unknown","Heterosexual / straight","Sheffield","3430","3140","30690","27370"
"In post","2021","Unknown","Heterosexual / straight","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Shropshire CC","430","420","28560","27570"
"In post","2021","Unknown","Heterosexual / straight","Solihull","750","690","27730","25940"
"In post","2021","Unknown","Heterosexual / straight","Somerset","540","480","25690","27570"
"In post","2021","Unknown","Heterosexual / straight","South and West Derbyshire","200","170","27860","27570"
"In post","2021","Unknown","Heterosexual / straight","South Ayrshire","140","130","28330","27570"
"In post","2021","Unknown","Heterosexual / straight","South Hampshire","440","410","30980","27570"
"In post","2021","Unknown","Heterosexual / straight","South Lanarkshire","140","130","28190","27570"
"In post","2021","Unknown","Heterosexual / straight","South Nottinghamshire","110","100","25540","22080"
"In post","2021","Unknown","Heterosexual / straight","South Teesside","460","420","25260","26390"
"In post","2021","Unknown","Heterosexual / straight","South West Wales","800","740","31440","27570"
"In post","2021","Unknown","Heterosexual / straight","Southampton","240","220","26850","27570"
"In post","2021","Unknown","Heterosexual / straight","Southend-on-Sea","170","150","28540","29290"
"In post","2021","Unknown","Heterosexual / straight","Staffordshire CC","630","580","28950","27570"
"In post","2021","Unknown","Heterosexual / straight","Stoke-on-Trent","350","310","26070","27570"
"In post","2021","Unknown","Heterosexual / straight","Suffolk","920","860","25840","26930"
"In post","2021","Unknown","Heterosexual / straight","Sunderland","1230","1070","26000","27570"
"In post","2021","Unknown","Heterosexual / straight","Swansea","640","590","31110","27570"
"In post","2021","Unknown","Heterosexual / straight","Swindon","130","120","28010","27570"
"In post","2021","Unknown","Heterosexual / straight","Telford and Wrekin","350","310","27830","27570"
"In post","2021","Unknown","Heterosexual / straight","Thurrock","240","230","26330","25310"
"In post","2021","Unknown","Heterosexual / straight","Torbay","150","130","25310","27570"
"In post","2021","Unknown","Heterosexual / straight","Tower Hamlets","670","650","42710","33090"
"In post","2021","Unknown","Heterosexual / straight","Tyneside","3770","3420","28490","27570"
"In post","2021","Unknown","Heterosexual / straight","Unknown","720","680","30130","27570"
"In post","2021","Unknown","Heterosexual / straight","Wakefield","170","150","27270","27570"
"In post","2021","Unknown","Heterosexual / straight","Walsall","270","240","24900","27570"
"In post","2021","Unknown","Heterosexual / straight","Wandsworth","100","90","29730","31060"
"In post","2021","Unknown","Heterosexual / straight","Warrington","360","320","25290","27570"
"In post","2021","Unknown","Heterosexual / straight","Warwickshire","490","440","25280","24890"
"In post","2021","Unknown","Heterosexual / straight","West Cumbria","110","100","25760","27570"
"In post","2021","Unknown","Heterosexual / straight","West Essex","460","400","29070","27430"
"In post","2021","Unknown","Heterosexual / straight","West Kent","60","60","29100","29290"
"In post","2021","Unknown","Heterosexual / straight","West Lothian","210","190","33880","27570"
"In post","2021","Unknown","Heterosexual / straight","West Northamptonshire","140","130","28120","27570"
"In post","2021","Unknown","Heterosexual / straight","West Surrey","400","380","32930","29290"
"In post","2021","Unknown","Heterosexual / straight","West Sussex (North East)","660","580","28330","27570"
"In post","2021","Unknown","Heterosexual / straight","West Sussex (South West)","240","220","26560","27570"
"In post","2021","Unknown","Heterosexual / straight","Westminster","5920","5740","47770","42100"
"In post","2021","Unknown","Heterosexual / straight","Wiltshire","1210","1160","31320","27570"
"In post","2021","Unknown","Heterosexual / straight","Wirral","850","730","24810","21010"
"In post","2021","Unknown","Heterosexual / straight","Wolverhampton","370","320","25370","27570"
"In post","2021","Unknown","Heterosexual / straight","Worcestershire","250","220","26110","27570"
"In post","2021","Unknown","Heterosexual / straight","York","190","180","25930","26510"
"In post","2021","Unknown","LGBO","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Angus and Dundee City","60","60","23820","21070"
"In post","2021","Unknown","LGBO","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Barnsley, Doncaster and Rotherham","50","50","26490","27570"
"In post","2021","Unknown","LGBO","Bath and North East Somerset, North Somerset and South Gloucestershire","40","40","[c]","[c]"
"In post","2021","Unknown","LGBO","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Birmingham","70","70","26860","27570"
"In post","2021","Unknown","LGBO","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Blackpool","180","180","26670","27570"
"In post","2021","Unknown","LGBO","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Bradford","40","30","[c]","[c]"
"In post","2021","Unknown","LGBO","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Brent","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Brighton and Hove","50","50","27540","27570"
"In post","2021","Unknown","LGBO","Bristol, City of","40","40","[c]","[c]"
"In post","2021","Unknown","LGBO","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Calderdale and Kirklees","30","30","[c]","[c]"
"In post","2021","Unknown","LGBO","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Cardiff and Vale of Glamorgan","210","200","36330","28850"
"In post","2021","Unknown","LGBO","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Central Valleys","50","50","35900","28210"
"In post","2021","Unknown","LGBO","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","City of Edinburgh","370","360","40130","33620"
"In post","2021","Unknown","LGBO","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Cornwall and Isles of Scilly","40","40","[c]","[c]"
"In post","2021","Unknown","LGBO","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Croydon","150","140","41700","36620"
"In post","2021","Unknown","LGBO","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Devon CC","50","50","24220","21760"
"In post","2021","Unknown","LGBO","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Durham CC","60","50","24030","21430"
"In post","2021","Unknown","LGBO","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","East Kent","110","110","27300","27370"
"In post","2021","Unknown","LGBO","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","East Sussex CC","60","60","24800","26410"
"In post","2021","Unknown","LGBO","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Falkirk","40","30","[c]","[c]"
"In post","2021","Unknown","LGBO","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Glasgow City","320","310","31650","27570"
"In post","2021","Unknown","LGBO","Gloucestershire","30","30","[c]","[c]"
"In post","2021","Unknown","LGBO","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Greater Manchester North West","40","40","[c]","[c]"
"In post","2021","Unknown","LGBO","Greater Manchester South East","40","40","[c]","[c]"
"In post","2021","Unknown","LGBO","Greater Manchester South West","80","80","28400","26600"
"In post","2021","Unknown","LGBO","Gwent Valleys","40","40","[c]","[c]"
"In post","2021","Unknown","LGBO","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Hackney and Newham","40","40","[c]","[c]"
"In post","2021","Unknown","LGBO","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Harrow and Hillingdon","50","50","30160","29450"
"In post","2021","Unknown","LGBO","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Hertfordshire","40","40","[c]","[c]"
"In post","2021","Unknown","LGBO","Hounslow and Richmond upon Thames","30","30","[c]","[c]"
"In post","2021","Unknown","LGBO","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Kingston upon Hull, City of","30","30","[c]","[c]"
"In post","2021","Unknown","LGBO","Lambeth","40","40","[c]","[c]"
"In post","2021","Unknown","LGBO","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Leeds","160","160","29740","27570"
"In post","2021","Unknown","LGBO","Leicester","40","30","[c]","[c]"
"In post","2021","Unknown","LGBO","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Lewisham and Southwark","40","40","[c]","[c]"
"In post","2021","Unknown","LGBO","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Liverpool","200","190","26010","24890"
"In post","2021","Unknown","LGBO","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Manchester","150","150","31290","27570"
"In post","2021","Unknown","LGBO","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Mid Lancashire","40","40","[c]","[c]"
"In post","2021","Unknown","LGBO","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","North Lanarkshire","[c]","[c]","[c]","[c]"
