"Status","Year","Responsibility_level","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","G6/G7","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Cabinet Office","90","80","57050","54700"
"Leaver Dept.","2021","G6/G7","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Department for Business, Energy and Industrial Strategy","60","50","54940","53350"
"Leaver Dept.","2021","G6/G7","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Department for Environment, Food and Rural Affairs","120","110","55630","54280"
"Leaver Dept.","2021","G6/G7","Unknown","Department for International Trade","40","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Department of Health and Social Care","50","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Foreign, Commonwealth and Development Office","50","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","HM Revenue and Customs","80","80","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared disabled","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared disabled","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared non-disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared non-disabled","Cabinet Office","40","40","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared non-disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared non-disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared non-disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared non-disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared non-disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared non-disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared non-disabled","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared non-disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared non-disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared non-disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared non-disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared non-disabled","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Declared non-disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","Cabinet Office","70","70","34260","32320"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","Ministry of Defence","50","50","34480","33300"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","Ministry of Justice","50","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","Cabinet Office","340","340","34160","32910"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","Department for Business, Energy and Industrial Strategy","140","130","35330","33640"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","Department for Digital, Culture, Media and Sport","50","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","Department for Education","80","70","36870","37100"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","Department for International Trade","40","40","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","Department for Transport","120","120","37110","35330"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","Department for Work and Pensions","230","220","34950","34090"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","Foreign, Commonwealth and Development Office","90","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","HM Revenue and Customs","190","190","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","HM Treasury","50","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","Home Office","280","270","36670","35070"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","Ministry of Defence","330","320","34910","33730"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","Ministry of Housing, Communities and Local Government","130","130","34790","33210"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","Ministry of Justice","260","250","35430","34940"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Declared non-disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Department for Transport","40","30","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Ministry of Justice","30","30","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Cabinet Office","400","400","31610","32000"
"Leaver Dept.","2021","SEO/HEO","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Department for Business, Energy and Industrial Strategy","90","90","36210","35070"
"Leaver Dept.","2021","SEO/HEO","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Department for Environment, Food and Rural Affairs","280","270","35380","34620"
"Leaver Dept.","2021","SEO/HEO","Unknown","Department for International Trade","80","80","35090","34030"
"Leaver Dept.","2021","SEO/HEO","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Department of Health and Social Care","70","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Foreign, Commonwealth and Development Office","50","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","HM Revenue and Customs","120","120","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Home Office","60","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Ministry of Defence","40","40","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Ministry of Justice","50","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","United Kingdom Statistics Authority","60","60","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Department for Education","[c]","[c]","[c]","[c]"
