"Status","Year","Parent_department","Responsibility_level","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Ministry of Justice","G6/G7","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","Wakefield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","Westminster","70","70","61500","59360"
"Leaver CS","2022","Ministry of Justice","G6/G7","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SCS","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SCS","Dorset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SCS","Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SCS","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SCS","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SCS","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SCS","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SCS","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SCS","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SCS","York","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Bedford","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Bradford","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Brent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Bromley","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Buckinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Dorset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Dudley","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","East Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Leicester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Luton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Shropshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Tower Hamlets","50","40","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Wakefield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","West Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Westminster","130","130","37640","36800"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Bedford","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Berkshire","30","30","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Birmingham","40","30","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Bradford","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Brent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Bristol, City of","40","30","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Bromley","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Buckinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Derby","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Dorset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Dudley","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Ealing","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","East Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Enfield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Leeds","30","30","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Leicester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Lewisham and Southwark","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Luton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Norwich and East Norfolk","30","30","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Oxfordshire CC","30","30","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Powys","[c]","[c]","[c]","[c]"
