"Status","Year","Organisation","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Government Internal Audit Agency","Yorkshire and The Humber","Declared non-disabled","60","50","44900","42020"
"In post","2021","Government Internal Audit Agency","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","London","Declared disabled","180","170","53010","52040"
"In post","2021","Government Legal Department","London","Declared non-disabled","1800","1670","53930","51830"
"In post","2021","Government Legal Department","London","Undeclared","110","100","57720","64680"
"In post","2021","Government Legal Department","London","Unknown","350","320","57190","61000"
"In post","2021","Government Legal Department","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","London","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","London","Declared non-disabled","60","50","53380","54700"
"In post","2021","Government Property Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","West Midlands (England)","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Government Property Agency","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","East Midlands (England)","Declared disabled","40","40","[c]","[c]"
"In post","2021","Health and Safety Executive","East Midlands (England)","Declared non-disabled","330","300","42820","40000"
"In post","2021","Health and Safety Executive","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","East of England","Declared non-disabled","100","100","43690","43830"
"In post","2021","Health and Safety Executive","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","London","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","London","Declared non-disabled","130","120","48340","45380"
"In post","2021","Health and Safety Executive","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","North East (England)","Declared non-disabled","60","60","42640","45100"
"In post","2021","Health and Safety Executive","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","North West (England)","Declared disabled","130","120","36160","33450"
"In post","2021","Health and Safety Executive","North West (England)","Declared non-disabled","690","650","41020","36340"
"In post","2021","Health and Safety Executive","North West (England)","Undeclared","70","60","43110","45870"
"In post","2021","Health and Safety Executive","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Scotland","Declared non-disabled","180","170","60460","53430"
"In post","2021","Health and Safety Executive","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","South East (England)","Declared non-disabled","70","70","41780","41480"
"In post","2021","Health and Safety Executive","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","South West (England)","Declared non-disabled","70","60","46610","46320"
"In post","2021","Health and Safety Executive","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Wales","Declared non-disabled","80","70","40970","44460"
"In post","2021","Health and Safety Executive","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","West Midlands (England)","Declared non-disabled","60","60","43770","44370"
"In post","2021","Health and Safety Executive","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Yorkshire and The Humber","Declared disabled","40","40","[c]","[c]"
"In post","2021","Health and Safety Executive","Yorkshire and The Humber","Declared non-disabled","270","260","39780","39330"
"In post","2021","Health and Safety Executive","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","East Midlands (England)","Declared disabled","200","170","21880","19830"
"In post","2021","HM Courts and Tribunals Service","East Midlands (England)","Declared non-disabled","970","850","22720","19930"
"In post","2021","HM Courts and Tribunals Service","East Midlands (England)","Undeclared","90","80","21870","19830"
"In post","2021","HM Courts and Tribunals Service","East Midlands (England)","Unknown","110","100","19400","18880"
"In post","2021","HM Courts and Tribunals Service","East of England","Declared disabled","130","110","22850","20100"
"In post","2021","HM Courts and Tribunals Service","East of England","Declared non-disabled","820","720","23780","20440"
"In post","2021","HM Courts and Tribunals Service","East of England","Undeclared","70","60","23020","20420"
"In post","2021","HM Courts and Tribunals Service","East of England","Unknown","70","70","20440","19930"
"In post","2021","HM Courts and Tribunals Service","London","Declared disabled","450","420","28250","23500"
"In post","2021","HM Courts and Tribunals Service","London","Declared non-disabled","3000","2800","29530","23500"
"In post","2021","HM Courts and Tribunals Service","London","Undeclared","320","300","29460","23500"
"In post","2021","HM Courts and Tribunals Service","London","Unknown","680","680","25410","22680"
"In post","2021","HM Courts and Tribunals Service","North East (England)","Declared disabled","110","90","22910","20100"
"In post","2021","HM Courts and Tribunals Service","North East (England)","Declared non-disabled","500","440","24290","20100"
"In post","2021","HM Courts and Tribunals Service","North East (England)","Undeclared","50","40","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","North East (England)","Unknown","30","30","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","North West (England)","Declared disabled","290","250","23310","20650"
"In post","2021","HM Courts and Tribunals Service","North West (England)","Declared non-disabled","1570","1410","24460","20690"
"In post","2021","HM Courts and Tribunals Service","North West (England)","Undeclared","180","160","22720","20650"
"In post","2021","HM Courts and Tribunals Service","North West (England)","Unknown","170","160","19950","19930"
"In post","2021","HM Courts and Tribunals Service","Scotland","Declared disabled","40","30","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Scotland","Declared non-disabled","160","140","22860","20650"
"In post","2021","HM Courts and Tribunals Service","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","South East (England)","Declared disabled","180","160","22960","20650"
"In post","2021","HM Courts and Tribunals Service","South East (England)","Declared non-disabled","940","820","24720","21180"
"In post","2021","HM Courts and Tribunals Service","South East (England)","Undeclared","130","120","26240","21200"
"In post","2021","HM Courts and Tribunals Service","South East (England)","Unknown","110","100","20700","19930"
"In post","2021","HM Courts and Tribunals Service","South West (England)","Declared disabled","120","110","22330","20100"
"In post","2021","HM Courts and Tribunals Service","South West (England)","Declared non-disabled","730","640","23380","20100"
"In post","2021","HM Courts and Tribunals Service","South West (England)","Undeclared","80","70","25180","20100"
"In post","2021","HM Courts and Tribunals Service","South West (England)","Unknown","70","60","19180","18880"
"In post","2021","HM Courts and Tribunals Service","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Wales","Declared disabled","130","120","21680","20100"
"In post","2021","HM Courts and Tribunals Service","Wales","Declared non-disabled","690","620","23640","20100"
"In post","2021","HM Courts and Tribunals Service","Wales","Undeclared","60","50","21620","20100"
"In post","2021","HM Courts and Tribunals Service","Wales","Unknown","80","80","20480","18880"
"In post","2021","HM Courts and Tribunals Service","West Midlands (England)","Declared disabled","280","260","21990","19930"
"In post","2021","HM Courts and Tribunals Service","West Midlands (England)","Declared non-disabled","1380","1240","23200","20100"
"In post","2021","HM Courts and Tribunals Service","West Midlands (England)","Undeclared","130","110","21870","20030"
"In post","2021","HM Courts and Tribunals Service","West Midlands (England)","Unknown","200","190","21420","19930"
"In post","2021","HM Courts and Tribunals Service","Yorkshire and The Humber","Declared disabled","160","140","22510","20100"
"In post","2021","HM Courts and Tribunals Service","Yorkshire and The Humber","Declared non-disabled","950","800","23360","20100"
"In post","2021","HM Courts and Tribunals Service","Yorkshire and The Humber","Undeclared","80","70","22800","20100"
"In post","2021","HM Courts and Tribunals Service","Yorkshire and The Humber","Unknown","90","90","19970","18880"
"In post","2021","HM Land Registry","East Midlands (England)","Declared disabled","70","60","30630","27130"
"In post","2021","HM Land Registry","East Midlands (England)","Declared non-disabled","540","480","32810","27130"
"In post","2021","HM Land Registry","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","East Midlands (England)","Unknown","240","230","26970","22350"
"In post","2021","HM Land Registry","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","East of England","Declared non-disabled","180","160","32890","33840"
"In post","2021","HM Land Registry","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","East of England","Unknown","70","70","25390","22350"
"In post","2021","HM Land Registry","London","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","London","Declared non-disabled","240","220","42320","37290"
"In post","2021","HM Land Registry","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","London","Unknown","120","110","39680","30600"
"In post","2021","HM Land Registry","North East (England)","Declared disabled","60","50","28310","27130"
"In post","2021","HM Land Registry","North East (England)","Declared non-disabled","400","360","30170","27130"
"In post","2021","HM Land Registry","North East (England)","Undeclared","30","30","[c]","[c]"
"In post","2021","HM Land Registry","North East (England)","Unknown","220","210","25150","22350"
"In post","2021","HM Land Registry","North West (England)","Declared disabled","80","70","28510","27130"
"In post","2021","HM Land Registry","North West (England)","Declared non-disabled","480","410","31570","27130"
"In post","2021","HM Land Registry","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","North West (England)","Unknown","320","310","25770","22350"
"In post","2021","HM Land Registry","South West (England)","Declared disabled","120","100","31060","27130"
"In post","2021","HM Land Registry","South West (England)","Declared non-disabled","860","750","35200","33840"
"In post","2021","HM Land Registry","South West (England)","Undeclared","60","60","34010","33840"
"In post","2021","HM Land Registry","South West (England)","Unknown","510","490","28960","22350"
"In post","2021","HM Land Registry","Wales","Declared disabled","50","40","29010","27130"
"In post","2021","HM Land Registry","Wales","Declared non-disabled","430","380","30940","27130"
"In post","2021","HM Land Registry","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Wales","Unknown","210","200","24890","22350"
"In post","2021","HM Land Registry","West Midlands (England)","Declared disabled","60","50","31640","27130"
"In post","2021","HM Land Registry","West Midlands (England)","Declared non-disabled","350","310","31930","27130"
"In post","2021","HM Land Registry","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","West Midlands (England)","Unknown","180","180","24820","22350"
"In post","2021","HM Land Registry","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Yorkshire and The Humber","Declared non-disabled","220","190","30520","27130"
"In post","2021","HM Land Registry","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Yorkshire and The Humber","Unknown","80","80","24520","22350"
"In post","2021","HM Prison and Probation Service","East Midlands (England)","Declared disabled","600","560","30070","28200"
"In post","2021","HM Prison and Probation Service","East Midlands (England)","Declared non-disabled","3440","3250","29090","26810"
"In post","2021","HM Prison and Probation Service","East Midlands (England)","Undeclared","590","540","30420","31650"
"In post","2021","HM Prison and Probation Service","East Midlands (England)","Unknown","390","370","24060","24120"
"In post","2021","HM Prison and Probation Service","East of England","Declared disabled","570","530","29810","29300"
"In post","2021","HM Prison and Probation Service","East of England","Declared non-disabled","3590","3420","29890","29060"
"In post","2021","HM Prison and Probation Service","East of England","Undeclared","730","670","30940","31650"
"In post","2021","HM Prison and Probation Service","East of England","Unknown","480","460","25710","25790"
"In post","2021","HM Prison and Probation Service","London","Declared disabled","730","710","35410","34100"
"In post","2021","HM Prison and Probation Service","London","Declared non-disabled","4080","3950","36580","33900"
"In post","2021","HM Prison and Probation Service","London","Undeclared","850","800","35700","34940"
"In post","2021","HM Prison and Probation Service","London","Unknown","810","800","31430","30220"
"In post","2021","HM Prison and Probation Service","North East (England)","Declared disabled","340","320","29920","30210"
"In post","2021","HM Prison and Probation Service","North East (England)","Declared non-disabled","2260","2120","29480","27680"
"In post","2021","HM Prison and Probation Service","North East (England)","Undeclared","540","480","30670","31650"
"In post","2021","HM Prison and Probation Service","North East (England)","Unknown","250","250","24360","23970"
"In post","2021","HM Prison and Probation Service","North West (England)","Declared disabled","760","710","29640","28200"
"In post","2021","HM Prison and Probation Service","North West (England)","Declared non-disabled","4490","4200","29900","27680"
"In post","2021","HM Prison and Probation Service","North West (England)","Undeclared","1040","940","30340","31650"
"In post","2021","HM Prison and Probation Service","North West (England)","Unknown","580","560","23830","23970"
"In post","2021","HM Prison and Probation Service","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","South East (England)","Declared disabled","850","810","30240","30010"
"In post","2021","HM Prison and Probation Service","South East (England)","Declared non-disabled","5180","4940","30740","30400"
"In post","2021","HM Prison and Probation Service","South East (England)","Undeclared","1270","1180","31510","31650"
"In post","2021","HM Prison and Probation Service","South East (England)","Unknown","820","790","27580","27850"
"In post","2021","HM Prison and Probation Service","South West (England)","Declared disabled","490","450","30140","28220"
"In post","2021","HM Prison and Probation Service","South West (England)","Declared non-disabled","2750","2570","29340","27150"
"In post","2021","HM Prison and Probation Service","South West (England)","Undeclared","420","380","29740","30450"
"In post","2021","HM Prison and Probation Service","South West (England)","Unknown","270","260","23700","22850"
"In post","2021","HM Prison and Probation Service","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Wales","Declared disabled","320","300","29220","28080"
"In post","2021","HM Prison and Probation Service","Wales","Declared non-disabled","1940","1840","29510","26850"
"In post","2021","HM Prison and Probation Service","Wales","Undeclared","290","250","31060","31650"
"In post","2021","HM Prison and Probation Service","Wales","Unknown","340","320","25470","24440"
"In post","2021","HM Prison and Probation Service","West Midlands (England)","Declared disabled","620","590","30180","28960"
"In post","2021","HM Prison and Probation Service","West Midlands (England)","Declared non-disabled","3630","3460","29530","26810"
"In post","2021","HM Prison and Probation Service","West Midlands (England)","Undeclared","630","590","30730","31650"
"In post","2021","HM Prison and Probation Service","West Midlands (England)","Unknown","500","470","24660","23970"
"In post","2021","HM Prison and Probation Service","Yorkshire and The Humber","Declared disabled","670","630","29940","28200"
"In post","2021","HM Prison and Probation Service","Yorkshire and The Humber","Declared non-disabled","4520","4220","29280","26810"
"In post","2021","HM Prison and Probation Service","Yorkshire and The Humber","Undeclared","850","770","31200","31650"
"In post","2021","HM Prison and Probation Service","Yorkshire and The Humber","Unknown","570","560","24120","22920"
"In post","2021","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Declared disabled","330","300","31830","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Declared non-disabled","2080","1950","34250","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Undeclared","200","190","32370","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Unknown","1170","1100","27810","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","East of England","Declared disabled","180","160","31740","28130"
"In post","2021","HM Revenue and Customs (excl. agencies)","East of England","Declared non-disabled","950","870","32530","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","East of England","Undeclared","130","120","32370","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","East of England","Unknown","420","380","30750","28130"
"In post","2021","HM Revenue and Customs (excl. agencies)","London","Declared disabled","700","650","42360","37240"
"In post","2021","HM Revenue and Customs (excl. agencies)","London","Declared non-disabled","4690","4470","44580","38800"
"In post","2021","HM Revenue and Customs (excl. agencies)","London","Undeclared","450","420","44670","39800"
"In post","2021","HM Revenue and Customs (excl. agencies)","London","Unknown","2220","2110","40910","36160"
"In post","2021","HM Revenue and Customs (excl. agencies)","North East (England)","Declared disabled","880","760","26550","21440"
"In post","2021","HM Revenue and Customs (excl. agencies)","North East (England)","Declared non-disabled","6000","5340","28900","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","North East (England)","Undeclared","460","410","28690","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","North East (England)","Unknown","3490","3080","25460","21440"
"In post","2021","HM Revenue and Customs (excl. agencies)","North West (England)","Declared disabled","1180","1060","29900","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","North West (England)","Declared non-disabled","6960","6450","31680","28130"
"In post","2021","HM Revenue and Customs (excl. agencies)","North West (England)","Undeclared","590","550","31940","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","North West (England)","Unknown","3820","3520","26840","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Northern Ireland","Declared disabled","180","170","28210","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Northern Ireland","Declared non-disabled","1110","1030","30410","28130"
"In post","2021","HM Revenue and Customs (excl. agencies)","Northern Ireland","Undeclared","90","80","28210","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Northern Ireland","Unknown","620","580","25240","21440"
"In post","2021","HM Revenue and Customs (excl. agencies)","Scotland","Declared disabled","620","540","26760","21440"
"In post","2021","HM Revenue and Customs (excl. agencies)","Scotland","Declared non-disabled","4260","3830","28510","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Scotland","Undeclared","270","240","29430","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Scotland","Unknown","2580","2350","24240","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","South East (England)","Declared disabled","230","200","29530","28130"
"In post","2021","HM Revenue and Customs (excl. agencies)","South East (England)","Declared non-disabled","1260","1130","30990","28130"
"In post","2021","HM Revenue and Customs (excl. agencies)","South East (England)","Undeclared","160","140","31670","28130"
"In post","2021","HM Revenue and Customs (excl. agencies)","South East (England)","Unknown","700","630","27270","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","South West (England)","Declared disabled","130","110","35390","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","South West (England)","Declared non-disabled","770","730","36010","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","South West (England)","Undeclared","100","90","35980","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","South West (England)","Unknown","310","300","32700","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Wales","Declared disabled","370","330","28710","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Wales","Declared non-disabled","2320","2160","28640","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Wales","Undeclared","170","150","29190","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Wales","Unknown","1290","1190","25890","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Declared disabled","330","300","33560","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Declared non-disabled","2190","2050","34240","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Undeclared","190","180","35080","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Unknown","1150","1080","29640","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","Declared disabled","360","320","29600","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","Declared non-disabled","2540","2340","31940","28130"
"In post","2021","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","Undeclared","180","160","32080","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","Unknown","1590","1500","26370","25560"
"In post","2021","HM Treasury (excl. agencies)","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","East of England","Declared non-disabled","50","50","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","London","Declared disabled","180","180","46530","43030"
"In post","2021","HM Treasury (excl. agencies)","London","Declared non-disabled","1400","1370","48780","52500"
"In post","2021","HM Treasury (excl. agencies)","London","Undeclared","320","320","44220","36990"
"In post","2021","HM Treasury (excl. agencies)","London","Unknown","60","60","49700","52500"
"In post","2021","Home Office (incl. agencies)","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","East Midlands (England)","Declared non-disabled","190","180","28080","25390"
"In post","2021","Home Office (incl. agencies)","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","East of England","Declared disabled","160","150","25300","25040"
"In post","2021","Home Office (incl. agencies)","East of England","Declared non-disabled","1570","1400","26620","25310"
"In post","2021","Home Office (incl. agencies)","East of England","Undeclared","130","120","28100","26910"
"In post","2021","Home Office (incl. agencies)","East of England","Unknown","100","100","23480","21430"
"In post","2021","Home Office (incl. agencies)","London","Declared disabled","1200","1110","37940","34630"
"In post","2021","Home Office (incl. agencies)","London","Declared non-disabled","10600","10000","40050","35070"
"In post","2021","Home Office (incl. agencies)","London","Undeclared","690","650","39250","35070"
"In post","2021","Home Office (incl. agencies)","London","Unknown","850","840","39780","35050"
"In post","2021","Home Office (incl. agencies)","North East (England)","Declared disabled","130","110","24370","21430"
"In post","2021","Home Office (incl. agencies)","North East (England)","Declared non-disabled","1070","930","25190","21430"
"In post","2021","Home Office (incl. agencies)","North East (England)","Undeclared","50","40","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","North East (England)","Unknown","50","40","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","North West (England)","Declared disabled","640","580","26710","24890"
"In post","2021","Home Office (incl. agencies)","North West (England)","Declared non-disabled","5950","5520","26970","24890"
"In post","2021","Home Office (incl. agencies)","North West (England)","Undeclared","260","240","28290","25580"
"In post","2021","Home Office (incl. agencies)","North West (England)","Unknown","310","300","28320","24880"
"In post","2021","Home Office (incl. agencies)","Northern Ireland","Declared disabled","40","40","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Northern Ireland","Declared non-disabled","420","380","25070","24890"
"In post","2021","Home Office (incl. agencies)","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Northern Ireland","Unknown","50","50","25590","24880"
"In post","2021","Home Office (incl. agencies)","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Overseas","Declared non-disabled","280","270","28060","27370"
