"Status","Year","Function_of_post","Region_ITL1","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Digital, Data & Technology","Wales","EO","420","400","27210","26470"
"In post","2021","Digital, Data & Technology","Wales","G6/G7","380","380","58150","56050"
"In post","2021","Digital, Data & Technology","Wales","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","SEO/HEO","990","970","38440","38000"
"In post","2021","Digital, Data & Technology","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","AA/AO","30","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","EO","140","130","26300","25560"
"In post","2021","Digital, Data & Technology","West Midlands (England)","G6/G7","270","260","55790","52580"
"In post","2021","Digital, Data & Technology","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","SEO/HEO","510","490","35790","35640"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","AA/AO","30","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","EO","170","160","26420","25560"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","G6/G7","240","240","55580","52580"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","SEO/HEO","400","380","34680","33300"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","East Midlands (England)","AA/AO","40","30","[c]","[c]"
"In post","2021","Finance","East Midlands (England)","EO","50","50","25600","25560"
"In post","2021","Finance","East Midlands (England)","G6/G7","50","50","[c]","[c]"
"In post","2021","Finance","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","East Midlands (England)","SEO/HEO","100","90","35490","33310"
"In post","2021","Finance","East of England","AA/AO","110","90","20890","20920"
"In post","2021","Finance","East of England","EO","100","100","27230","26670"
"In post","2021","Finance","East of England","G6/G7","70","60","56140","54390"
"In post","2021","Finance","East of England","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","East of England","SEO/HEO","200","190","37400","37000"
"In post","2021","Finance","London","AA/AO","80","80","24060","24040"
"In post","2021","Finance","London","EO","330","320","28620","28840"
"In post","2021","Finance","London","G6/G7","890","870","61620","59680"
"In post","2021","Finance","London","SCS","170","170","91800","86050"
"In post","2021","Finance","London","SEO/HEO","1080","1060","39300","39210"
"In post","2021","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North East (England)","AA/AO","50","40","20250","20070"
"In post","2021","Finance","North East (England)","EO","60","50","26390","25780"
"In post","2021","Finance","North East (England)","G6/G7","90","90","55190","52580"
"In post","2021","Finance","North East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North East (England)","SEO/HEO","220","210","35070","34120"
"In post","2021","Finance","North West (England)","AA/AO","110","100","21040","21130"
"In post","2021","Finance","North West (England)","EO","100","100","25810","25900"
"In post","2021","Finance","North West (England)","G6/G7","170","160","55670","53620"
"In post","2021","Finance","North West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North West (England)","SEO/HEO","290","280","35910","35130"
"In post","2021","Finance","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scotland","AA/AO","490","400","21020","20420"
"In post","2021","Finance","Scotland","EO","150","140","26780","26120"
"In post","2021","Finance","Scotland","G6/G7","80","80","56330","54110"
"In post","2021","Finance","Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scotland","SEO/HEO","220","210","36950","36780"
"In post","2021","Finance","South East (England)","AA/AO","150","130","21350","21440"
"In post","2021","Finance","South East (England)","EO","250","230","27010","26670"
"In post","2021","Finance","South East (England)","G6/G7","130","130","57930","57540"
"In post","2021","Finance","South East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South East (England)","SEO/HEO","470","440","37580","35300"
"In post","2021","Finance","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South West (England)","AA/AO","60","60","21270","20920"
"In post","2021","Finance","South West (England)","EO","280","270","24100","25530"
"In post","2021","Finance","South West (England)","G6/G7","240","230","58070","57230"
"In post","2021","Finance","South West (England)","SCS","30","30","[c]","[c]"
"In post","2021","Finance","South West (England)","SEO/HEO","570","540","37090","36520"
"In post","2021","Finance","South West (England)","Unknown","40","40","[c]","[c]"
"In post","2021","Finance","Wales","AA/AO","90","80","20800","21590"
"In post","2021","Finance","Wales","EO","80","80","26100","26470"
"In post","2021","Finance","Wales","G6/G7","60","60","55450","54110"
"In post","2021","Finance","Wales","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wales","SEO/HEO","150","140","37100","36240"
"In post","2021","Finance","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","West Midlands (England)","EO","90","90","25760","25850"
"In post","2021","Finance","West Midlands (England)","G6/G7","120","110","55600","52580"
"In post","2021","Finance","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","West Midlands (England)","SEO/HEO","230","220","36580","36570"
"In post","2021","Finance","Yorkshire and The Humber","AA/AO","300","240","20660","20140"
"In post","2021","Finance","Yorkshire and The Humber","EO","170","160","25570","25560"
"In post","2021","Finance","Yorkshire and The Humber","G6/G7","170","160","55330","52580"
"In post","2021","Finance","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Yorkshire and The Humber","SEO/HEO","280","270","34740","36500"
"In post","2021","Grants Management","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","North East (England)","AA/AO","130","120","21050","21050"
"In post","2021","Grants Management","North East (England)","EO","70","70","25410","25190"
"In post","2021","Grants Management","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","North East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","North East (England)","SEO/HEO","50","50","[c]","[c]"
"In post","2021","Grants Management","North West (England)","AA/AO","470","410","20980","21050"
"In post","2021","Grants Management","North West (England)","EO","170","160","25450","25190"
"In post","2021","Grants Management","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","North West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","North West (England)","SEO/HEO","90","80","32600","30840"
"In post","2021","Grants Management","South East (England)","AA/AO","70","60","21050","21050"
"In post","2021","Grants Management","South East (England)","EO","40","40","[c]","[c]"
"In post","2021","Grants Management","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","South East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","South East (England)","SEO/HEO","50","50","[c]","[c]"
"In post","2021","Grants Management","South West (England)","AA/AO","100","90","21030","21050"
"In post","2021","Grants Management","South West (England)","EO","80","70","25850","25900"
"In post","2021","Grants Management","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","South West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","South West (England)","SEO/HEO","60","50","32680","31200"
"In post","2021","Grants Management","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","West Midlands (England)","AA/AO","60","60","20950","21050"
"In post","2021","Grants Management","West Midlands (England)","EO","50","50","25630","25310"
"In post","2021","Grants Management","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Yorkshire and The Humber","AA/AO","70","70","21050","21050"
"In post","2021","Grants Management","Yorkshire and The Humber","EO","70","70","25360","25190"
"In post","2021","Grants Management","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Yorkshire and The Humber","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Human Resources","East Midlands (England)","AA/AO","40","40","[c]","[c]"
"In post","2021","Human Resources","East Midlands (England)","EO","100","100","26320","26670"
"In post","2021","Human Resources","East Midlands (England)","G6/G7","100","90","56140","52580"
"In post","2021","Human Resources","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Midlands (England)","SEO/HEO","260","240","35090","33300"
"In post","2021","Human Resources","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East of England","AA/AO","30","30","[c]","[c]"
"In post","2021","Human Resources","East of England","EO","50","50","27630","26850"
"In post","2021","Human Resources","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East of England","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East of England","SEO/HEO","100","90","37480","35820"
"In post","2021","Human Resources","London","AA/AO","90","80","24150","24090"
"In post","2021","Human Resources","London","EO","410","390","28540","27850"
"In post","2021","Human Resources","London","G6/G7","870","840","60450","59160"
"In post","2021","Human Resources","London","SCS","160","150","89270","82010"
"In post","2021","Human Resources","London","SEO/HEO","1140","1120","38420","37640"
"In post","2021","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North East (England)","AA/AO","220","200","20790","20800"
"In post","2021","Human Resources","North East (England)","EO","160","140","25160","25550"
"In post","2021","Human Resources","North East (England)","G6/G7","40","40","[c]","[c]"
"In post","2021","Human Resources","North East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North East (England)","SEO/HEO","190","180","34120","32960"
"In post","2021","Human Resources","North West (England)","AA/AO","290","260","21050","20920"
"In post","2021","Human Resources","North West (England)","EO","300","290","25970","25880"
"In post","2021","Human Resources","North West (England)","G6/G7","210","200","55300","52770"
"In post","2021","Human Resources","North West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North West (England)","SEO/HEO","490","470","35280","33560"
"In post","2021","Human Resources","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scotland","AA/AO","500","450","21390","21130"
"In post","2021","Human Resources","Scotland","EO","190","180","27670","26670"
"In post","2021","Human Resources","Scotland","G6/G7","80","80","55990","54270"
"In post","2021","Human Resources","Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scotland","SEO/HEO","280","270","36310","35230"
"In post","2021","Human Resources","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","South East (England)","AA/AO","140","130","21600","21440"
"In post","2021","Human Resources","South East (England)","EO","120","120","27090","26670"
"In post","2021","Human Resources","South East (England)","G6/G7","90","90","58690","55780"
