"Status","Year","Parent_department","Sex","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Northern Ireland Office","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Female","G6/G7","30","30","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Female","SEO/HEO","50","50","41580","44410"
"New entrant CS","2021","Office for Standards in Education","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Female","EO","60","60","24630","23450"
"New entrant CS","2021","Office of Gas and Electricity Markets","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Female","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Male","EO","70","70","25110","25670"
"New entrant CS","2021","Office of Gas and Electricity Markets","Male","G6/G7","30","30","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Male","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Female","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Male","SEO/HEO","60","60","34000","34800"
"New entrant CS","2021","Scotland Office","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Female","AA/AO","480","450","20710","20760"
"New entrant CS","2021","Scottish Government","Female","EO","210","200","26400","26160"
"New entrant CS","2021","Scottish Government","Female","G6/G7","140","130","54750","48930"
"New entrant CS","2021","Scottish Government","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Female","SEO/HEO","360","350","34820","32900"
"New entrant CS","2021","Scottish Government","Male","AA/AO","410","400","21290","20810"
"New entrant CS","2021","Scottish Government","Male","EO","130","130","26690","26160"
"New entrant CS","2021","Scottish Government","Male","G6/G7","90","90","57090","56120"
"New entrant CS","2021","Scottish Government","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Male","SEO/HEO","240","240","35720","35400"
"New entrant CS","2021","The National Archives","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Female","AA/AO","90","80","19330","19130"
"New entrant CS","2021","United Kingdom Statistics Authority","Female","EO","100","100","23620","23050"
"New entrant CS","2021","United Kingdom Statistics Authority","Female","G6/G7","40","40","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Female","SEO/HEO","340","330","32930","32540"
"New entrant CS","2021","United Kingdom Statistics Authority","Male","AA/AO","70","70","19580","19130"
"New entrant CS","2021","United Kingdom Statistics Authority","Male","EO","70","70","23590","23050"
"New entrant CS","2021","United Kingdom Statistics Authority","Male","G6/G7","50","50","53000","52100"
"New entrant CS","2021","United Kingdom Statistics Authority","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Male","SEO/HEO","250","250","32940","32540"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Female","AA/AO","70","60","20570","20500"
"New entrant CS","2021","Welsh Government","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Female","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2021","Welsh Government","Male","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","Welsh Government","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Female","AA/AO","250","250","21460","21250"
"New entrant CS","2022","Attorney General's Departments","Female","EO","190","180","26780","26950"
"New entrant CS","2022","Attorney General's Departments","Female","G6/G7","190","170","52510","50500"
"New entrant CS","2022","Attorney General's Departments","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Female","SEO/HEO","120","120","38740","38180"
"New entrant CS","2022","Attorney General's Departments","Male","AA/AO","70","70","21230","20470"
"New entrant CS","2022","Attorney General's Departments","Male","EO","70","70","26970","26950"
"New entrant CS","2022","Attorney General's Departments","Male","G6/G7","100","100","53130","50500"
"New entrant CS","2022","Attorney General's Departments","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Male","SEO/HEO","60","60","38020","38000"
"New entrant CS","2022","Cabinet Office","Female","AA/AO","90","90","20710","21050"
"New entrant CS","2022","Cabinet Office","Female","EO","160","160","25790","25520"
"New entrant CS","2022","Cabinet Office","Female","G6/G7","200","200","59960","56520"
"New entrant CS","2022","Cabinet Office","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Female","SEO/HEO","590","590","30960","28000"
"New entrant CS","2022","Cabinet Office","Male","AA/AO","60","60","20500","20800"
"New entrant CS","2022","Cabinet Office","Male","EO","140","130","25530","25210"
"New entrant CS","2022","Cabinet Office","Male","G6/G7","240","240","63180","61710"
"New entrant CS","2022","Cabinet Office","Male","SCS","40","40","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Male","SEO/HEO","430","430","31360","28000"
"New entrant CS","2022","Chancellor's other departments","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Female","AA/AO","200","190","20720","20910"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Female","EO","170","170","26350","26200"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Female","G6/G7","90","90","54440","53380"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Female","SEO/HEO","310","300","36090","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Male","AA/AO","130","130","20370","20100"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Male","EO","190","190","26270","24720"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Male","G6/G7","70","70","54200","53380"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Male","SEO/HEO","310","310","36700","35070"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Female","EO","60","60","26000","26180"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Female","SEO/HEO","130","130","34360","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Male","EO","40","40","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Male","G6/G7","30","30","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Male","SEO/HEO","100","100","34420","34020"
"New entrant CS","2022","Department for Education","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Female","EO","210","210","25620","25000"
"New entrant CS","2022","Department for Education","Female","G6/G7","100","90","52780","49960"
"New entrant CS","2022","Department for Education","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Female","SEO/HEO","340","330","34220","36500"
"New entrant CS","2022","Department for Education","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Male","EO","110","110","25590","25000"
"New entrant CS","2022","Department for Education","Male","G6/G7","100","90","54220","49960"
"New entrant CS","2022","Department for Education","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Male","SEO/HEO","190","190","33730","32940"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Female","AA/AO","460","430","21600","21300"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Female","EO","270","260","25690","24920"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Female","G6/G7","220","210","52130","52290"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Female","SEO/HEO","710","690","33890","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Male","AA/AO","320","320","21480","21300"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Male","EO","200","200","25520","24920"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Male","G6/G7","220","210","52450","52290"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Male","SEO/HEO","520","510","33510","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Female","EO","90","90","25960","26250"
"New entrant CS","2022","Department for International Trade","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Female","SEO/HEO","110","100","33620","31800"
"New entrant CS","2022","Department for International Trade","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Male","EO","70","70","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Male","G6/G7","40","40","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Male","SEO/HEO","100","100","34470","31800"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Female","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Female","EO","80","80","26870","27850"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Female","G6/G7","70","70","51500","53130"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Female","SEO/HEO","190","180","34420","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Male","EO","70","70","26630","27850"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Male","G6/G7","60","60","50530","48700"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Male","SEO/HEO","160","160","34260","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Female","AA/AO","470","420","20940","21840"
"New entrant CS","2022","Department for Transport","Female","EO","190","180","26800","26130"
"New entrant CS","2022","Department for Transport","Female","G6/G7","110","110","55260","54110"
"New entrant CS","2022","Department for Transport","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Female","SEO/HEO","240","240","36010","34710"
"New entrant CS","2022","Department for Transport","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Male","AA/AO","420","410","21650","21840"
"New entrant CS","2022","Department for Transport","Male","EO","380","380","26620","26130"
"New entrant CS","2022","Department for Transport","Male","G6/G7","140","130","56950","54110"
"New entrant CS","2022","Department for Transport","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Male","SEO/HEO","280","280","36860","34730"
"New entrant CS","2022","Department for Transport","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Female","AA/AO","2690","2610","21630","21260"
"New entrant CS","2022","Department for Work and Pensions","Female","EO","2990","2870","28190","27570"
"New entrant CS","2022","Department for Work and Pensions","Female","G6/G7","80","80","55030","53360"
"New entrant CS","2022","Department for Work and Pensions","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Female","SEO/HEO","280","270","35500","35310"
"New entrant CS","2022","Department for Work and Pensions","Male","AA/AO","2020","2000","21550","21260"
"New entrant CS","2022","Department for Work and Pensions","Male","EO","1980","1970","28160","27570"
"New entrant CS","2022","Department for Work and Pensions","Male","G6/G7","170","170","57000","56000"
"New entrant CS","2022","Department for Work and Pensions","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Male","SEO/HEO","360","360","37630","36650"
"New entrant CS","2022","Department of Health and Social Care","Female","AA/AO","230","190","21430","19880"
"New entrant CS","2022","Department of Health and Social Care","Female","EO","560","470","25930","26880"
"New entrant CS","2022","Department of Health and Social Care","Female","G6/G7","360","320","56370","53360"
"New entrant CS","2022","Department of Health and Social Care","Female","SCS","60","50","95870","90710"
"New entrant CS","2022","Department of Health and Social Care","Female","SEO/HEO","1000","850","35030","32790"
"New entrant CS","2022","Department of Health and Social Care","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Male","AA/AO","100","80","21680","21820"
"New entrant CS","2022","Department of Health and Social Care","Male","EO","210","170","26130","26880"
"New entrant CS","2022","Department of Health and Social Care","Male","G6/G7","210","190","56140","53360"
"New entrant CS","2022","Department of Health and Social Care","Male","SCS","50","40","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Male","SEO/HEO","540","450","34200","32790"
"New entrant CS","2022","Department of Health and Social Care","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Female","SEO/HEO","100","90","34250","32350"
"New entrant CS","2022","Food Standards Agency","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Male","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Female","AA/AO","190","180","22640","22600"
"New entrant CS","2022","HM Land Registry","Female","EO","80","80","27630","27130"
"New entrant CS","2022","HM Land Registry","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Male","AA/AO","90","90","22450","22600"
"New entrant CS","2022","HM Land Registry","Male","EO","70","70","27910","27130"
