"Status","Year","Region_ITL1","Age","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","North East (England)","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","65+","Unknown","70","50","25200","22010"
"In post","2022","North East (England)","65+","White","610","440","25720","22080"
"In post","2022","North East (England)","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","16-19","Asian","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","16-19","Black","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","16-19","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","16-19","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","16-19","Unknown","50","50","21930","21250"
"In post","2022","North West (England)","16-19","White","80","80","22460","21260"
"In post","2022","North West (England)","20-29","Asian","780","760","26490","26590"
"In post","2022","North West (England)","20-29","Black","160","150","27770","26820"
"In post","2022","North West (England)","20-29","Mixed","200","200","26260","24880"
"In post","2022","North West (England)","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","20-29","Undeclared","110","110","28040","27570"
"In post","2022","North West (England)","20-29","Unknown","2420","2370","25920","24880"
"In post","2022","North West (England)","20-29","White","6080","6000","26890","25480"
"In post","2022","North West (England)","30-39","Asian","1040","980","29710","27570"
"In post","2022","North West (England)","30-39","Black","280","270","30390","27570"
"In post","2022","North West (England)","30-39","Mixed","230","220","31020","27570"
"In post","2022","North West (England)","30-39","Other ethnicity","40","40","[c]","[c]"
"In post","2022","North West (England)","30-39","Undeclared","340","330","31770","27570"
"In post","2022","North West (England)","30-39","Unknown","2320","2210","29490","26820"
"In post","2022","North West (England)","30-39","White","9460","8990","30840","27570"
"In post","2022","North West (England)","40-49","Asian","900","800","29910","27570"
"In post","2022","North West (England)","40-49","Black","240","230","29880","27570"
"In post","2022","North West (England)","40-49","Mixed","220","200","32200","27570"
"In post","2022","North West (England)","40-49","Other ethnicity","50","40","[c]","[c]"
"In post","2022","North West (England)","40-49","Undeclared","590","550","31810","27570"
"In post","2022","North West (England)","40-49","Unknown","1660","1550","31700","26820"
"In post","2022","North West (England)","40-49","White","11550","10800","32450","27570"
"In post","2022","North West (England)","50-59","Asian","420","390","30200","26820"
"In post","2022","North West (England)","50-59","Black","200","190","30960","27570"
"In post","2022","North West (England)","50-59","Mixed","180","170","31210","27570"
"In post","2022","North West (England)","50-59","Other ethnicity","50","50","33050","29220"
"In post","2022","North West (England)","50-59","Undeclared","860","800","32150","27570"
"In post","2022","North West (England)","50-59","Unknown","1570","1460","31380","26820"
"In post","2022","North West (England)","50-59","White","15540","14440","31970","27570"
"In post","2022","North West (England)","60-64","Asian","60","50","27100","22080"
"In post","2022","North West (England)","60-64","Black","50","40","27200","27570"
"In post","2022","North West (England)","60-64","Mixed","40","40","[c]","[c]"
"In post","2022","North West (England)","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","60-64","Undeclared","270","210","31480","27570"
"In post","2022","North West (England)","60-64","Unknown","420","350","27810","22510"
"In post","2022","North West (England)","60-64","White","4400","3490","28860","26930"
"In post","2022","North West (England)","65+","Asian","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","65+","Black","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","65+","Undeclared","70","50","29160","27570"
"In post","2022","North West (England)","65+","Unknown","120","90","29160","26220"
"In post","2022","North West (England)","65+","White","1160","850","27860","25700"
"In post","2022","North West (England)","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","16-19","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","16-19","Black","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","16-19","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","16-19","White","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","20-29","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","20-29","Black","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","20-29","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","20-29","Unknown","220","210","23900","21250"
"In post","2022","Northern Ireland","20-29","White","320","320","26360","26590"
"In post","2022","Northern Ireland","30-39","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","30-39","Black","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","30-39","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","30-39","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","30-39","Unknown","270","260","27430","24880"
"In post","2022","Northern Ireland","30-39","White","700","670","31010","26830"
"In post","2022","Northern Ireland","40-49","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","40-49","Black","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","40-49","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","40-49","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","40-49","Unknown","170","160","30550","26590"
"In post","2022","Northern Ireland","40-49","White","880","830","30690","26820"
"In post","2022","Northern Ireland","50-59","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","50-59","Black","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","50-59","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","50-59","Undeclared","30","30","[c]","[c]"
"In post","2022","Northern Ireland","50-59","Unknown","130","120","31210","26820"
"In post","2022","Northern Ireland","50-59","White","1080","1030","30610","27130"
"In post","2022","Northern Ireland","60-64","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","60-64","Black","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","60-64","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","60-64","White","250","210","28220","22830"
"In post","2022","Northern Ireland","65+","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","65+","Black","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","65+","White","80","70","26920","21680"
"In post","2022","Overseas","20-29","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","20-29","Black","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","20-29","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","20-29","Unknown","50","50","37880","38240"
"In post","2022","Overseas","20-29","White","210","210","34710","33230"
"In post","2022","Overseas","30-39","Asian","50","50","[c]","[c]"
"In post","2022","Overseas","30-39","Black","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","30-39","Mixed","40","40","[c]","[c]"
"In post","2022","Overseas","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","30-39","Undeclared","70","70","46450","43840"
"In post","2022","Overseas","30-39","Unknown","180","180","49180","51500"
"In post","2022","Overseas","30-39","White","670","670","46230","49370"
"In post","2022","Overseas","40-49","Asian","70","70","49090","52410"
"In post","2022","Overseas","40-49","Black","30","30","[c]","[c]"
"In post","2022","Overseas","40-49","Mixed","40","40","[c]","[c]"
"In post","2022","Overseas","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","40-49","Undeclared","70","70","50700","53080"
"In post","2022","Overseas","40-49","Unknown","170","170","51550","49200"
"In post","2022","Overseas","40-49","White","760","750","53470","54470"
"In post","2022","Overseas","50-59","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","50-59","Black","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","50-59","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","50-59","Undeclared","70","70","48700","40920"
"In post","2022","Overseas","50-59","Unknown","90","90","50110","46600"
"In post","2022","Overseas","50-59","White","750","740","53290","53500"
"In post","2022","Overseas","60-64","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","60-64","Black","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","60-64","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","60-64","White","130","130","56900","54540"
"In post","2022","Overseas","65+","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","65+","Black","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","65+","White","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","16-19","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","16-19","Black","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","16-19","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","16-19","Unknown","70","60","21490","21250"
"In post","2022","Scotland","16-19","White","70","70","21620","21250"
"In post","2022","Scotland","20-29","Asian","130","130","27050","24880"
"In post","2022","Scotland","20-29","Black","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","20-29","Mixed","60","50","27990","27230"
"In post","2022","Scotland","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","20-29","Undeclared","70","70","29660","27570"
"In post","2022","Scotland","20-29","Unknown","2460","2410","26460","24610"
"In post","2022","Scotland","20-29","White","4790","4720","28050","27230"
"In post","2022","Scotland","30-39","Asian","260","240","31860","27570"
"In post","2022","Scotland","30-39","Black","100","90","28050","24890"
"In post","2022","Scotland","30-39","Mixed","110","110","34870","31540"
"In post","2022","Scotland","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","30-39","Undeclared","290","270","34210","32170"
"In post","2022","Scotland","30-39","Unknown","2920","2800","31670","29250"
"In post","2022","Scotland","30-39","White","7950","7620","34220","31540"
"In post","2022","Scotland","40-49","Asian","210","200","36190","29840"
"In post","2022","Scotland","40-49","Black","140","140","33790","27570"
"In post","2022","Scotland","40-49","Mixed","70","70","39780","33370"
"In post","2022","Scotland","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","40-49","Undeclared","370","360","33900","30730"
"In post","2022","Scotland","40-49","Unknown","2050","1930","33980","30450"
"In post","2022","Scotland","40-49","White","8500","8020","37220","31990"
"In post","2022","Scotland","50-59","Asian","100","100","32730","27570"
"In post","2022","Scotland","50-59","Black","40","40","[c]","[c]"
"In post","2022","Scotland","50-59","Mixed","70","70","39670","33080"
"In post","2022","Scotland","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","50-59","Undeclared","630","590","34690","31990"
"In post","2022","Scotland","50-59","Unknown","2350","2200","34210","30450"
"In post","2022","Scotland","50-59","White","11720","10970","34860","28920"
"In post","2022","Scotland","60-64","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","60-64","Black","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","60-64","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","60-64","Undeclared","180","140","33870","28570"
"In post","2022","Scotland","60-64","Unknown","720","580","31640","27080"
"In post","2022","Scotland","60-64","White","3310","2660","31490","27570"
"In post","2022","Scotland","65+","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","65+","Black","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","65+","Undeclared","50","30","[c]","[c]"
"In post","2022","Scotland","65+","Unknown","210","150","30630","26900"
"In post","2022","Scotland","65+","White","860","650","29990","26780"
"In post","2022","Scotland","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","16-19","Asian","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","16-19","Black","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","16-19","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","16-19","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","16-19","Unknown","50","50","[c]","[c]"
"In post","2022","South East (England)","16-19","White","80","80","22120","21640"
"In post","2022","South East (England)","20-29","Asian","230","230","28390","27770"
"In post","2022","South East (England)","20-29","Black","100","100","28020","27980"
"In post","2022","South East (England)","20-29","Mixed","180","170","28040","27530"
"In post","2022","South East (England)","20-29","Other ethnicity","30","30","[c]","[c]"
"In post","2022","South East (England)","20-29","Undeclared","110","110","30600","29230"
"In post","2022","South East (England)","20-29","Unknown","1170","1150","26660","26030"
"In post","2022","South East (England)","20-29","White","4070","4020","27790","27260"
"In post","2022","South East (England)","30-39","Asian","330","310","30710","28800"
"In post","2022","South East (England)","30-39","Black","190","180","30970","29290"
"In post","2022","South East (England)","30-39","Mixed","180","170","32240","29290"
"In post","2022","South East (England)","30-39","Other ethnicity","30","30","[c]","[c]"
"In post","2022","South East (England)","30-39","Undeclared","320","310","34810","33210"
"In post","2022","South East (England)","30-39","Unknown","1020","970","31260","28680"
"In post","2022","South East (England)","30-39","White","5720","5400","32200","30210"
"In post","2022","South East (England)","40-49","Asian","430","390","32000","29020"
"In post","2022","South East (England)","40-49","Black","240","220","31450","29290"
"In post","2022","South East (England)","40-49","Mixed","160","150","35570","31370"
"In post","2022","South East (England)","40-49","Other ethnicity","40","40","[c]","[c]"
"In post","2022","South East (England)","40-49","Undeclared","500","470","35170","31420"
"In post","2022","South East (England)","40-49","Unknown","850","800","34660","29290"
"In post","2022","South East (England)","40-49","White","7040","6610","34660","31020"
"In post","2022","South East (England)","50-59","Asian","380","360","31160","28550"
"In post","2022","South East (England)","50-59","Black","290","280","31620","29290"
"In post","2022","South East (England)","50-59","Mixed","180","170","33000","29100"
"In post","2022","South East (England)","50-59","Other ethnicity","60","60","34840","31760"
"In post","2022","South East (England)","50-59","Undeclared","880","830","33960","30700"
"In post","2022","South East (England)","50-59","Unknown","1040","930","32640","28200"
"In post","2022","South East (England)","50-59","White","10680","10050","33660","29610"
"In post","2022","South East (England)","60-64","Asian","100","90","30270","28060"
"In post","2022","South East (England)","60-64","Black","80","70","29940","27570"
"In post","2022","South East (England)","60-64","Mixed","50","40","[c]","[c]"
"In post","2022","South East (England)","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","60-64","Undeclared","270","230","32740","28920"
"In post","2022","South East (England)","60-64","Unknown","330","270","30360","27560"
"In post","2022","South East (England)","60-64","White","3490","2940","31300","27570"
"In post","2022","South East (England)","65+","Asian","70","50","28520","25360"
"In post","2022","South East (England)","65+","Black","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","65+","Undeclared","90","70","31210","28920"
"In post","2022","South East (England)","65+","Unknown","120","90","30370","26180"
"In post","2022","South East (England)","65+","White","1380","1080","30150","26820"
"In post","2022","South East (England)","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","16-19","Asian","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","16-19","Black","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","16-19","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","16-19","Unknown","60","60","18870","17140"
"In post","2022","South West (England)","16-19","White","100","100","19850","19460"
"In post","2022","South West (England)","20-29","Asian","190","180","27820","27000"
"In post","2022","South West (England)","20-29","Black","50","50","26890","26590"
"In post","2022","South West (England)","20-29","Mixed","160","160","28150","27570"
"In post","2022","South West (England)","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","20-29","Undeclared","190","190","29660","29180"
"In post","2022","South West (England)","20-29","Unknown","1150","1130","27070","26030"
"In post","2022","South West (England)","20-29","White","5590","5520","27820","27130"
"In post","2022","South West (England)","30-39","Asian","280","270","35930","33370"
"In post","2022","South West (England)","30-39","Black","180","180","33220","32250"
"In post","2022","South West (England)","30-39","Mixed","190","170","34520","32880"
"In post","2022","South West (England)","30-39","Other ethnicity","40","40","[c]","[c]"
"In post","2022","South West (England)","30-39","Undeclared","430","420","36240","36160"
"In post","2022","South West (England)","30-39","Unknown","1140","1080","32450","29230"
"In post","2022","South West (England)","30-39","White","7790","7360","34610","33040"
"In post","2022","South West (England)","40-49","Asian","240","220","38090","33370"
"In post","2022","South West (England)","40-49","Black","170","170","34490","33300"
"In post","2022","South West (England)","40-49","Mixed","150","150","35250","32720"
"In post","2022","South West (England)","40-49","Other ethnicity","50","50","34180","29110"
"In post","2022","South West (England)","40-49","Undeclared","520","500","39870","38830"
"In post","2022","South West (England)","40-49","Unknown","890","830","36980","32750"
"In post","2022","South West (England)","40-49","White","8510","7990","37720","34120"
"In post","2022","South West (England)","50-59","Asian","140","130","37030","33080"
"In post","2022","South West (England)","50-59","Black","120","120","32780","29300"
"In post","2022","South West (England)","50-59","Mixed","130","120","37890","34340"
"In post","2022","South West (England)","50-59","Other ethnicity","30","30","[c]","[c]"
"In post","2022","South West (England)","50-59","Undeclared","870","830","37310","34630"
"In post","2022","South West (England)","50-59","Unknown","850","810","35210","28920"
"In post","2022","South West (England)","50-59","White","11340","10770","37240","33300"
"In post","2022","South West (England)","60-64","Asian","30","30","[c]","[c]"
"In post","2022","South West (England)","60-64","Black","40","40","[c]","[c]"
"In post","2022","South West (England)","60-64","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","60-64","Undeclared","250","210","37250","34000"
"In post","2022","South West (England)","60-64","Unknown","220","190","30830","27570"
"In post","2022","South West (England)","60-64","White","3250","2780","34350","29750"
"In post","2022","South West (England)","65+","Asian","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","65+","Black","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","65+","Undeclared","90","70","33340","28920"
"In post","2022","South West (England)","65+","Unknown","70","60","28720","26520"
"In post","2022","South West (England)","65+","White","1090","860","31970","27570"
"In post","2022","South West (England)","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Unknown","30","30","[c]","[c]"
"In post","2022","Unknown","16-19","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","20-29","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","20-29","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","20-29","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","20-29","Unknown","610","610","29100","28980"
"In post","2022","Unknown","20-29","White","140","140","30140","28000"
"In post","2022","Unknown","30-39","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","30-39","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","30-39","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","30-39","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","30-39","Unknown","480","480","37530","34170"
"In post","2022","Unknown","30-39","White","130","130","35260","30820"
"In post","2022","Unknown","40-49","Asian","30","30","[c]","[c]"
"In post","2022","Unknown","40-49","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","40-49","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","40-49","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","40-49","Unknown","410","410","41270","35380"
"In post","2022","Unknown","40-49","White","190","180","36510","31220"
"In post","2022","Unknown","50-59","Asian","50","40","[c]","[c]"
"In post","2022","Unknown","50-59","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","50-59","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","50-59","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","50-59","Unknown","540","530","42880","38310"
"In post","2022","Unknown","50-59","White","240","230","34630","31060"
"In post","2022","Unknown","60-64","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","60-64","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","60-64","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","60-64","Unknown","130","120","39980","37300"
"In post","2022","Unknown","60-64","White","70","60","37380","29860"
"In post","2022","Unknown","65+","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","White","[c]","[c]","[c]","[c]"
"In post","2022","Wales","16-19","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Wales","16-19","Black","[c]","[c]","[c]","[c]"
"In post","2022","Wales","16-19","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Wales","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Wales","16-19","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Wales","16-19","Unknown","60","50","19760","18310"
"In post","2022","Wales","16-19","White","80","70","20540","19860"
"In post","2022","Wales","20-29","Asian","130","130","26480","25670"
"In post","2022","Wales","20-29","Black","40","30","[c]","[c]"
"In post","2022","Wales","20-29","Mixed","100","100","26620","25490"
"In post","2022","Wales","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Wales","20-29","Undeclared","100","90","27430","25840"
"In post","2022","Wales","20-29","Unknown","1300","1270","25600","23880"
"In post","2022","Wales","20-29","White","3820","3750","26610","25210"
"In post","2022","Wales","30-39","Asian","220","210","30120","27470"
"In post","2022","Wales","30-39","Black","70","60","28960","27570"
"In post","2022","Wales","30-39","Mixed","140","130","33040","30970"
"In post","2022","Wales","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Wales","30-39","Undeclared","260","250","31090","27570"
"In post","2022","Wales","30-39","Unknown","1390","1310","29700","26820"
"In post","2022","Wales","30-39","White","7110","6690","31180","27570"
"In post","2022","Wales","40-49","Asian","140","130","34680","27570"
"In post","2022","Wales","40-49","Black","70","70","31080","27570"
"In post","2022","Wales","40-49","Mixed","90","80","33690","28390"
"In post","2022","Wales","40-49","Other ethnicity","30","30","[c]","[c]"
"In post","2022","Wales","40-49","Undeclared","320","300","35360","30530"
"In post","2022","Wales","40-49","Unknown","780","730","33190","27380"
"In post","2022","Wales","40-49","White","7710","7200","34560","29430"
"In post","2022","Wales","50-59","Asian","70","70","35040","28500"
"In post","2022","Wales","50-59","Black","40","40","[c]","[c]"
"In post","2022","Wales","50-59","Mixed","80","70","34730","29430"
"In post","2022","Wales","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Wales","50-59","Undeclared","400","380","35440","29470"
"In post","2022","Wales","50-59","Unknown","720","670","32540","26820"
"In post","2022","Wales","50-59","White","8590","8020","33740","27570"
