"Status","Year","Function_of_post","Region_ITL3","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Project Delivery","Somerset CC","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Somerset CC","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Somerset CC","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Somerset CC","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","South and West Derbyshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","South Ayrshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","South Hampshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","South Hampshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","South Hampshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","South Hampshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","South Hampshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","South Lanarkshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","South Nottinghamshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","South Nottinghamshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","South Nottinghamshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","South Nottinghamshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","South West Wales","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Southampton","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Southend-on-Sea","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Southend-on-Sea","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Staffordshire CC","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Staffordshire CC","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Staffordshire CC","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Staffordshire CC","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Suffolk CC","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Suffolk CC","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Suffolk CC","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Sunderland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Sunderland","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Swansea","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Swansea","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Swansea","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Swansea","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Swindon","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Swindon","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Swindon","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Telford and Wrekin","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Telford and Wrekin","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Telford and Wrekin","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Tower Hamlets","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Tower Hamlets","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Tower Hamlets","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Tower Hamlets","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Tower Hamlets","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Tower Hamlets","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Tower Hamlets","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Tyneside","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Tyneside","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Tyneside","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Tyneside","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Tyneside","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Warrington","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Warwickshire CC","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Warwickshire CC","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Warwickshire CC","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Warwickshire CC","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Warwickshire CC","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","West Cumbria","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","West Cumbria","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","West Cumbria","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","West Cumbria","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","West Cumbria","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","West Cumbria","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","West Surrey","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","West Sussex (North East)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","West Sussex (North East)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","West Sussex (North East)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","West Sussex (North East)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","West Sussex (South West)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Westminster","20-29","70","70","36420","34710"
"New entrant CS","2022","Project Delivery","Westminster","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Project Delivery","Westminster","40-49","40","30","[c]","[c]"
"New entrant CS","2022","Project Delivery","Westminster","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Westminster","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Wiltshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Wiltshire","20-29","40","40","[c]","[c]"
"New entrant CS","2022","Project Delivery","Wiltshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Wiltshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Wiltshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Wiltshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Wiltshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Wirral","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Wolverhampton","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Wolverhampton","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Wolverhampton","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Wolverhampton","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Worcestershire CC","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","York","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Aberdeen City and Aberdeenshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Bath and North East Somerset, North Somerset and South Gloucestershire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Bath and North East Somerset, North Somerset and South Gloucestershire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Bath and North East Somerset, North Somerset and South Gloucestershire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Bath and North East Somerset, North Somerset and South Gloucestershire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Belfast","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Berkshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Berkshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Berkshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Birmingham","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Birmingham","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Birmingham","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Birmingham","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Birmingham","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Birmingham","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Blackpool","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Bournemouth, Christchurch and Poole","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Bournemouth, Christchurch and Poole","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Bournemouth, Christchurch and Poole","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Bournemouth, Christchurch and Poole","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Breckland and South Norfolk","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Brent","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Brent","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Brent","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Brent","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Brent","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Bristol, City of","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Bristol, City of","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Bristol, City of","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Bristol, City of","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Bristol, City of","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Bromley","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Buckinghamshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cambridgeshire CC","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cambridgeshire CC","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cambridgeshire CC","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cambridgeshire CC","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Camden and City of London","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cardiff and Vale of Glamorgan","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cardiff and Vale of Glamorgan","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cardiff and Vale of Glamorgan","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cardiff and Vale of Glamorgan","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cardiff and Vale of Glamorgan","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Central Bedfordshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Central Hampshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Central Hampshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Central Hampshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Central Hampshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cheshire East","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cheshire West and Chester","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Chorley and West Lancashire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Chorley and West Lancashire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Chorley and West Lancashire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","City of Edinburgh","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","City of Edinburgh","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","City of Edinburgh","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","City of Edinburgh","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Clackmannanshire and Fife","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Clackmannanshire and Fife","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Clackmannanshire and Fife","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Clackmannanshire and Fife","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Clackmannanshire and Fife","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Conwy and Denbighshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cornwall and Isles of Scilly","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cornwall and Isles of Scilly","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cornwall and Isles of Scilly","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Coventry","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Coventry","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Coventry","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Coventry","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Croydon","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Croydon","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Croydon","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Croydon","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Croydon","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Croydon","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Darlington","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Darlington","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Darlington","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Devon CC","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Devon CC","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Devon CC","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Devon CC","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Devon CC","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Dorset","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Dorset","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Dorset","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Durham","20-29","60","50","22190","21750"
"New entrant CS","2022","Property","Durham","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Property","Durham","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Durham","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Durham","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","East Cumbria","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","East Cumbria","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","East Kent","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","East Kent","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","East Merseyside","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","East Merseyside","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","East Riding of Yorkshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","East Sussex CC","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","East Sussex CC","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","East Sussex CC","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Essex Haven Gateway","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Essex Haven Gateway","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Essex Haven Gateway","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Essex Haven Gateway","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Falkirk","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Falkirk","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Falkirk","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Flintshire and Wrexham","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Glasgow City","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Glasgow City","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Glasgow City","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Gloucestershire CC","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Gloucestershire CC","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Gloucestershire CC","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Greater Manchester South West","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Greater Manchester South West","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Gwynedd","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Hackney and Newham","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Hackney and Newham","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Hackney and Newham","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Hackney and Newham","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Haringey and Islington","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Haringey and Islington","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Harrow and Hillingdon","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Harrow and Hillingdon","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Harrow and Hillingdon","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Harrow and Hillingdon","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Harrow and Hillingdon","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heart of Essex","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Herefordshire, County of","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Hertfordshire CC","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Hertfordshire CC","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Hounslow and Richmond upon Thames","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Hounslow and Richmond upon Thames","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Inverclyde, East Renfrewshire, and Renfrewshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Inverclyde, East Renfrewshire, and Renfrewshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Inverness and Nairn, Moray, and Badenoch and Strathspey","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Inverness and Nairn, Moray, and Badenoch and Strathspey","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Kensington & Chelsea and Hammersmith & Fulham","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Kingston upon Hull, City of","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Kingston upon Hull, City of","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Lambeth","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Lambeth","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Lancaster and Wyre","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Lancaster and Wyre","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Lancaster and Wyre","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Leeds","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Leeds","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Leeds","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Leeds","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Leeds","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Leicestershire CC and Rutland","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Leicestershire CC and Rutland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Leicestershire CC and Rutland","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Leicestershire CC and Rutland","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Lincolnshire CC","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Lincolnshire CC","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Lincolnshire CC","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Lincolnshire CC","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Lisburn and Castlereagh","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Lisburn and Castlereagh","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Lisburn and Castlereagh","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Liverpool","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Liverpool","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Liverpool","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Manchester","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Manchester","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Manchester","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Manchester","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Manchester","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Manchester","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Mid Kent","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Mid Kent","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Mid Lancashire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Mid Lancashire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Mid Lancashire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Mid Lancashire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Monmouthshire and Newport","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Monmouthshire and Newport","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","North and West Norfolk","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","North and West Norfolk","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","North and West Norfolk","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","North Hampshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","North Hampshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","North Hampshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","North Yorkshire CC","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","North Yorkshire CC","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","North Yorkshire CC","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","North Yorkshire CC","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","North Yorkshire CC","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Norwich and East Norfolk","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Nottingham","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Nottingham","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Nottingham","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Nottingham","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Nottingham","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Nottingham","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Overseas","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Overseas","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Overseas","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Oxfordshire CC","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Oxfordshire CC","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Oxfordshire CC","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Oxfordshire CC","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Perth and Kinross, and Stirling","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Perth and Kinross, and Stirling","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Perth and Kinross, and Stirling","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Plymouth","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Plymouth","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Plymouth","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Plymouth","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Plymouth","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Plymouth","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Portsmouth","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Portsmouth","20-29","[c]","[c]","[c]","[c]"
