"Status","Year","Function_of_post","Region_ITL3","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Human Resources","Isle of Wight","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Isle of Wight","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Kensington & Chelsea and Hammersmith & Fulham","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Kensington & Chelsea and Hammersmith & Fulham","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Kent Thames Gateway","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Kent Thames Gateway","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Kent Thames Gateway","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Kent Thames Gateway","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Kingston upon Hull, City of","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Kingston upon Hull, City of","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Kingston upon Hull, City of","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Kingston upon Hull, City of","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lambeth","20-29","30","30","[c]","[c]"
"In post","2022","Human Resources","Lambeth","30-39","40","30","[c]","[c]"
"In post","2022","Human Resources","Lambeth","40-49","30","30","[c]","[c]"
"In post","2022","Human Resources","Lambeth","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lambeth","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lambeth","65+","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lancaster and Wyre","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lancaster and Wyre","30-39","40","30","[c]","[c]"
"In post","2022","Human Resources","Lancaster and Wyre","40-49","30","30","[c]","[c]"
"In post","2022","Human Resources","Lancaster and Wyre","50-59","80","70","26640","26670"
"In post","2022","Human Resources","Lancaster and Wyre","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lancaster and Wyre","65+","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Leeds","20-29","60","60","33530","30450"
"In post","2022","Human Resources","Leeds","30-39","80","70","40470","36570"
"In post","2022","Human Resources","Leeds","40-49","120","110","45110","48770"
"In post","2022","Human Resources","Leeds","50-59","130","120","41030","36300"
"In post","2022","Human Resources","Leeds","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Leeds","65+","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Leicester","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Leicester","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Leicester","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Leicester","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Leicester","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Leicestershire CC and Rutland","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Leicestershire CC and Rutland","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Leicestershire CC and Rutland","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Leicestershire CC and Rutland","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Leicestershire CC and Rutland","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lewisham and Southwark","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lewisham and Southwark","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lewisham and Southwark","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lincolnshire CC","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lincolnshire CC","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lincolnshire CC","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lincolnshire CC","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lincolnshire CC","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lisburn and Castlereagh","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lisburn and Castlereagh","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Liverpool","20-29","50","50","[c]","[c]"
"In post","2022","Human Resources","Liverpool","30-39","40","40","[c]","[c]"
"In post","2022","Human Resources","Liverpool","40-49","50","50","38280","36050"
"In post","2022","Human Resources","Liverpool","50-59","60","60","39200","35040"
"In post","2022","Human Resources","Liverpool","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Liverpool","65+","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Luton","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Manchester","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Manchester","20-29","40","40","[c]","[c]"
"In post","2022","Human Resources","Manchester","30-39","70","70","38920","34000"
"In post","2022","Human Resources","Manchester","40-49","70","70","41210","39850"
"In post","2022","Human Resources","Manchester","50-59","60","60","40410","33840"
"In post","2022","Human Resources","Manchester","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Manchester","65+","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Medway","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Medway","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Medway","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Medway","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Medway","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Medway","65+","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Merton, Kingston upon Thames and Sutton","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Merton, Kingston upon Thames and Sutton","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Merton, Kingston upon Thames and Sutton","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Mid Kent","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Mid Kent","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Mid Kent","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Mid Lancashire","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Mid Lancashire","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Mid Lancashire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Mid Lancashire","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Mid Lancashire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Mid Lancashire","65+","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Milton Keynes","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Milton Keynes","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Milton Keynes","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Milton Keynes","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Milton Keynes","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Monmouthshire and Newport","20-29","30","30","[c]","[c]"
"In post","2022","Human Resources","Monmouthshire and Newport","30-39","80","70","36270","31450"
"In post","2022","Human Resources","Monmouthshire and Newport","40-49","70","60","39830","36840"
"In post","2022","Human Resources","Monmouthshire and Newport","50-59","50","50","36680","31860"
"In post","2022","Human Resources","Monmouthshire and Newport","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Monmouthshire and Newport","65+","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North and North East Lincolnshire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North and North East Lincolnshire","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North and North East Lincolnshire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North and West Norfolk","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Hampshire","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Hampshire","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Hampshire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Hampshire","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Hampshire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Hampshire","65+","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Lanarkshire","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Lanarkshire","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Lanarkshire","40-49","30","30","[c]","[c]"
"In post","2022","Human Resources","North Lanarkshire","50-59","70","60","30180","26820"
"In post","2022","Human Resources","North Lanarkshire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Lanarkshire","65+","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Northamptonshire","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Northamptonshire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Nottinghamshire","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Nottinghamshire","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Nottinghamshire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Nottinghamshire","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Yorkshire CC","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Yorkshire CC","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Yorkshire CC","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Yorkshire CC","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Yorkshire CC","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Yorkshire CC","65+","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northumberland","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northumberland","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northumberland","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Norwich and East Norfolk","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Norwich and East Norfolk","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Norwich and East Norfolk","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Norwich and East Norfolk","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Norwich and East Norfolk","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Nottingham","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Nottingham","20-29","60","60","32130","33080"
"In post","2022","Human Resources","Nottingham","30-39","100","90","36710","33370"
"In post","2022","Human Resources","Nottingham","40-49","130","120","39020","33840"
"In post","2022","Human Resources","Nottingham","50-59","130","120","39430","35310"
"In post","2022","Human Resources","Nottingham","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Nottingham","65+","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Overseas","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Overseas","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Overseas","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Overseas","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Oxfordshire CC","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Oxfordshire CC","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Oxfordshire CC","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Oxfordshire CC","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Oxfordshire CC","65+","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Perth and Kinross, and Stirling","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Perth and Kinross, and Stirling","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Perth and Kinross, and Stirling","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Perth and Kinross, and Stirling","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Peterborough","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Peterborough","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Peterborough","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Peterborough","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Peterborough","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Peterborough","65+","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Plymouth","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Plymouth","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Plymouth","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Plymouth","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Plymouth","65+","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Portsmouth","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Portsmouth","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Portsmouth","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Portsmouth","50-59","30","30","[c]","[c]"
"In post","2022","Human Resources","Portsmouth","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Portsmouth","65+","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Powys","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Powys","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Powys","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Powys","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Redbridge and Waltham Forest","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Redbridge and Waltham Forest","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Redbridge and Waltham Forest","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Sandwell","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Sefton","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Sefton","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Sefton","40-49","40","40","[c]","[c]"
"In post","2022","Human Resources","Sefton","50-59","50","50","[c]","[c]"
"In post","2022","Human Resources","Sefton","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Sefton","65+","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Sheffield","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Sheffield","30-39","50","40","[c]","[c]"
"In post","2022","Human Resources","Sheffield","40-49","50","40","[c]","[c]"
"In post","2022","Human Resources","Sheffield","50-59","80","70","40270","34290"
"In post","2022","Human Resources","Sheffield","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Sheffield","65+","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Sheffield","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Shropshire","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Shropshire","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Shropshire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Shropshire","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Shropshire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Solihull","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Somerset CC","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Somerset CC","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Somerset CC","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Somerset CC","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Somerset CC","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South and West Derbyshire","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South and West Derbyshire","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South and West Derbyshire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South and West Derbyshire","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South and West Derbyshire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Ayrshire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Hampshire","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Hampshire","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Hampshire","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Hampshire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Hampshire","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Hampshire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Hampshire","65+","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Lanarkshire","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Lanarkshire","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Lanarkshire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Lanarkshire","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Lanarkshire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Lanarkshire","65+","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Nottinghamshire","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Nottinghamshire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Nottinghamshire","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Nottinghamshire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Teesside","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Teesside","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Teesside","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Teesside","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South West Wales","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South West Wales","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South West Wales","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Southampton","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Southampton","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Southampton","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Southampton","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Southampton","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Southend-on-Sea","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Southend-on-Sea","65+","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Staffordshire CC","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Staffordshire CC","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Staffordshire CC","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Staffordshire CC","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Staffordshire CC","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Staffordshire CC","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Staffordshire CC","65+","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Stoke-on-Trent","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Stoke-on-Trent","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Stoke-on-Trent","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Stoke-on-Trent","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Suffolk CC","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Suffolk CC","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Suffolk CC","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Suffolk CC","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Suffolk CC","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Sunderland","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Sunderland","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Sunderland","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Sunderland","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Sunderland","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Sunderland","65+","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Swansea","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Swansea","30-39","70","70","30250","30730"
"In post","2022","Human Resources","Swansea","40-49","70","60","33780","31810"
"In post","2022","Human Resources","Swansea","50-59","60","60","34920","31850"
"In post","2022","Human Resources","Swansea","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Swansea","65+","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Swindon","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Swindon","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Swindon","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Swindon","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Telford and Wrekin","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Telford and Wrekin","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Telford and Wrekin","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Telford and Wrekin","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Telford and Wrekin","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Thurrock","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Torbay","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tower Hamlets","20-29","40","40","[c]","[c]"
"In post","2022","Human Resources","Tower Hamlets","30-39","50","50","45980","41750"
"In post","2022","Human Resources","Tower Hamlets","40-49","60","60","55000","54700"
"In post","2022","Human Resources","Tower Hamlets","50-59","60","60","58080","57760"
"In post","2022","Human Resources","Tower Hamlets","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tower Hamlets","65+","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tyneside","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tyneside","20-29","120","120","25500","24100"
"In post","2022","Human Resources","Tyneside","30-39","220","200","29400","27570"
"In post","2022","Human Resources","Tyneside","40-49","200","180","33230","28330"
"In post","2022","Human Resources","Tyneside","50-59","180","170","33790","31990"
"In post","2022","Human Resources","Tyneside","60-64","70","50","30300","26700"
"In post","2022","Human Resources","Tyneside","65+","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wakefield","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wakefield","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wakefield","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wakefield","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wakefield","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Walsall","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wandsworth","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wandsworth","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wandsworth","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Warrington","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Warrington","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Warrington","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Warrington","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Warrington","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Warrington","65+","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Warwickshire CC","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Warwickshire CC","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Warwickshire CC","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Warwickshire CC","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Warwickshire CC","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Warwickshire CC","65+","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Cumbria","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Cumbria","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Cumbria","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Essex","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Lothian","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Lothian","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Northamptonshire","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Northamptonshire","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Northamptonshire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Northamptonshire","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Northamptonshire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Surrey","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Surrey","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Surrey","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Surrey","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Surrey","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Sussex (North East)","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Sussex (North East)","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Sussex (North East)","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Sussex (South West)","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Sussex (South West)","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Sussex (South West)","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Sussex (South West)","50-59","30","30","[c]","[c]"
"In post","2022","Human Resources","West Sussex (South West)","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Sussex (South West)","65+","[c]","[c]","[c]","[c]"
