"Status","Year","Parent_department","Function_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Finance","G6/G7","40","40","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","No function","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","No function","EO","120","120","27680","26180"
"In post","2021","Department for Digital, Culture, Media and Sport","No function","G6/G7","530","520","57320","53000"
"In post","2021","Department for Digital, Culture, Media and Sport","No function","SCS","80","80","85550","75500"
"In post","2021","Department for Digital, Culture, Media and Sport","No function","SEO/HEO","450","450","35830","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","EO","30","30","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","G6/G7","100","100","57710","54120"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","SEO/HEO","60","60","35930","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Property","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Security","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Analysis","EO","30","30","[c]","[c]"
"In post","2021","Department for Education","Analysis","G6/G7","130","130","55500","53890"
"In post","2021","Department for Education","Analysis","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Analysis","SEO/HEO","240","230","40060","41990"
"In post","2021","Department for Education","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Commercial","G6/G7","50","50","54580","52620"
"In post","2021","Department for Education","Commercial","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Commercial","SEO/HEO","130","130","36360","36780"
"In post","2021","Department for Education","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Communications","EO","80","80","27360","26000"
"In post","2021","Department for Education","Communications","G6/G7","80","80","56630","54400"
"In post","2021","Department for Education","Communications","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Communications","SEO/HEO","150","150","37540","36960"
"In post","2021","Department for Education","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Digital, Data & Technology","EO","90","80","26430","26000"
"In post","2021","Department for Education","Digital, Data & Technology","G6/G7","180","180","54740","50630"
"In post","2021","Department for Education","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Digital, Data & Technology","SEO/HEO","360","350","34920","36500"
"In post","2021","Department for Education","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Finance","EO","60","60","25550","25000"
"In post","2021","Department for Education","Finance","G6/G7","210","200","55530","53420"
"In post","2021","Department for Education","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Finance","SEO/HEO","250","240","35800","36500"
"In post","2021","Department for Education","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Human Resources","EO","40","30","[c]","[c]"
"In post","2021","Department for Education","Human Resources","G6/G7","30","30","[c]","[c]"
"In post","2021","Department for Education","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Human Resources","SEO/HEO","60","60","33540","32210"
"In post","2021","Department for Education","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Legal","G6/G7","50","50","59360","61010"
"In post","2021","Department for Education","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","No function","AA/AO","60","50","22120","21000"
"In post","2021","Department for Education","No function","EO","470","450","26650","26000"
"In post","2021","Department for Education","No function","G6/G7","1500","1440","56140","53760"
"In post","2021","Department for Education","No function","SCS","140","130","79540","74100"
"In post","2021","Department for Education","No function","SEO/HEO","1990","1920","35170","36500"
"In post","2021","Department for Education","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Project Delivery","EO","70","60","26610","26000"
"In post","2021","Department for Education","Project Delivery","G6/G7","290","280","58770","57600"
"In post","2021","Department for Education","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Project Delivery","SEO/HEO","170","160","34780","36300"
"In post","2021","Department for Education","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Property","EO","30","30","[c]","[c]"
"In post","2021","Department for Education","Property","G6/G7","170","170","59210","61350"
"In post","2021","Department for Education","Property","SEO/HEO","60","60","34920","36500"
"In post","2021","Department for Education","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Unknown","EO","70","60","27310","26000"
"In post","2021","Department for Education","Unknown","G6/G7","170","170","56910","54400"
"In post","2021","Department for Education","Unknown","SCS","120","110","91990","93000"
"In post","2021","Department for Education","Unknown","SEO/HEO","240","230","36230","36500"
"In post","2021","Department for Environment, Food and Rural Affairs","Analysis","AA/AO","50","50","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Analysis","EO","120","110","25210","24920"
"In post","2021","Department for Environment, Food and Rural Affairs","Analysis","G6/G7","110","110","52320","48080"
"In post","2021","Department for Environment, Food and Rural Affairs","Analysis","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Analysis","SEO/HEO","310","290","32890","30660"
"In post","2021","Department for Environment, Food and Rural Affairs","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Commercial","G6/G7","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Commercial","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Commercial","SEO/HEO","130","120","35580","36700"
"In post","2021","Department for Environment, Food and Rural Affairs","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Communications","EO","60","50","25980","25450"
"In post","2021","Department for Environment, Food and Rural Affairs","Communications","G6/G7","90","90","53670","53200"
"In post","2021","Department for Environment, Food and Rural Affairs","Communications","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Communications","SEO/HEO","200","180","35190","36210"
"In post","2021","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","EO","80","80","26290","25240"
"In post","2021","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","G6/G7","320","310","52460","49350"
"In post","2021","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","SEO/HEO","280","270","34710","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Finance","EO","30","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Finance","G6/G7","140","140","55260","53620"
"In post","2021","Department for Environment, Food and Rural Affairs","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Finance","SEO/HEO","220","210","35290","36520"
"In post","2021","Department for Environment, Food and Rural Affairs","Grants Management","AA/AO","950","860","21010","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","Grants Management","EO","540","500","25510","25190"
"In post","2021","Department for Environment, Food and Rural Affairs","Grants Management","G6/G7","60","60","52580","49800"
"In post","2021","Department for Environment, Food and Rural Affairs","Grants Management","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Grants Management","SEO/HEO","330","310","32740","31150"
"In post","2021","Department for Environment, Food and Rural Affairs","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Human Resources","G6/G7","110","100","54080","52290"
"In post","2021","Department for Environment, Food and Rural Affairs","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Human Resources","SEO/HEO","120","110","34880","36520"
"In post","2021","Department for Environment, Food and Rural Affairs","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","No function","AA/AO","840","790","22050","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","No function","EO","1010","960","26730","26390"
"In post","2021","Department for Environment, Food and Rural Affairs","No function","G6/G7","1190","1140","55310","53870"
"In post","2021","Department for Environment, Food and Rural Affairs","No function","SCS","150","140","83430","76920"
