"Status","Year","Function_of_post","Sex","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Communications","Male","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","HM Revenue and Customs (excl. agencies)","440","430","26700","25560"
"New entrant CS","2021","Communications","Male","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","HM Revenue and Customs (excl. agencies)","60","60","28440","25560"
"New entrant CS","2021","Counter Fraud","Female","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","HM Revenue and Customs (excl. agencies)","60","60","28090","25560"
"New entrant CS","2021","Counter Fraud","Male","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Female","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Female","HM Revenue and Customs (excl. agencies)","510","490","20440","20140"
"New entrant CS","2021","Debt","Male","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Male","HM Revenue and Customs (excl. agencies)","460","450","20510","20140"
"New entrant CS","2021","Digital, Data & Technology","Female","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Cabinet Office (excl. agencies)","90","90","41770","40600"
"New entrant CS","2021","Digital, Data & Technology","Female","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","60","60","36640","35900"
"New entrant CS","2021","Digital, Data & Technology","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","HM Land Registry","40","30","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","HM Revenue and Customs (excl. agencies)","100","100","37400","31810"
"New entrant CS","2021","Digital, Data & Technology","Female","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Ministry of Justice (excl. agencies)","70","70","47550","47970"
"New entrant CS","2021","Digital, Data & Technology","Female","National Crime Agency","40","30","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","United Kingdom Statistics Authority","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Male","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Male","Cabinet Office (excl. agencies)","90","90","46200","49700"
"New entrant CS","2021","Digital, Data & Technology","Male","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Male","Companies House","[c]","[c]","[c]","[c]"
