"Status","Year","Function_of_post","Sex","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Commercial","Female","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Female","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Female","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Female","Ministry of Defence (excl. agencies)","40","30","[c]","[c]"
"Leaver CS","2022","Commercial","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Female","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Female","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Female","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Female","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Female","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Female","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Female","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Female","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Female","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Female","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Cabinet Office (excl. agencies)","90","90","78040","71750"
"Leaver CS","2022","Commercial","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Ministry of Defence (excl. agencies)","40","30","[c]","[c]"
"Leaver CS","2022","Commercial","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2022","Communications","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","Department for Work and Pensions (excl. agencies)","140","100","26410","27570"
"Leaver CS","2022","Counter Fraud","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Department for Work and Pensions (excl. agencies)","110","90","26800","27570"
"Leaver CS","2022","Counter Fraud","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Female","Department for Work and Pensions (excl. agencies)","130","100","22350","21260"
"Leaver CS","2022","Debt","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Female","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Male","Department for Work and Pensions (excl. agencies)","90","80","22450","21260"
"Leaver CS","2022","Debt","Male","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Male","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Cabinet Office (excl. agencies)","60","50","52550","54700"
"Leaver CS","2022","Digital, Data & Technology","Female","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Department for Work and Pensions (excl. agencies)","70","60","43440","40070"
"Leaver CS","2022","Digital, Data & Technology","Female","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Ministry of Defence (excl. agencies)","60","50","29170","26670"
"Leaver CS","2022","Digital, Data & Technology","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Cabinet Office (excl. agencies)","80","70","51930","54700"
"Leaver CS","2022","Digital, Data & Technology","Male","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Department for Education (excl. agencies)","50","50","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Department for Work and Pensions (excl. agencies)","150","150","47590","46920"
"Leaver CS","2022","Digital, Data & Technology","Male","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
