"Status","Year","Region_ITL1","Organisation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","West Midlands (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","80","70","34200","32780"
"In post","2021","West Midlands (England)","Ministry of Justice (excl. agencies)","AA/AO","100","100","19980","18890"
"In post","2021","West Midlands (England)","Ministry of Justice (excl. agencies)","EO","70","70","24540","24850"
"In post","2021","West Midlands (England)","Ministry of Justice (excl. agencies)","G6/G7","70","70","56860","55050"
"In post","2021","West Midlands (England)","Ministry of Justice (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Ministry of Justice (excl. agencies)","SEO/HEO","170","170","36300","34430"
"In post","2021","West Midlands (England)","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","National Crime Agency","AA/AO","40","30","[c]","[c]"
"In post","2021","West Midlands (England)","National Crime Agency","EO","230","230","33120","32770"
"In post","2021","West Midlands (England)","National Crime Agency","G6/G7","30","30","[c]","[c]"
"In post","2021","West Midlands (England)","National Crime Agency","SEO/HEO","200","200","42250","41770"
"In post","2021","West Midlands (England)","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Office for Standards in Education, Children's Services and Skills","G6/G7","60","60","75310","75500"
"In post","2021","West Midlands (England)","Office for Standards in Education, Children's Services and Skills","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Office for Standards in Education, Children's Services and Skills","SEO/HEO","70","60","46120","51360"
"In post","2021","West Midlands (England)","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Office of Qualifications and Examinations Regulation","G6/G7","100","90","53040","48350"
"In post","2021","West Midlands (England)","Office of Qualifications and Examinations Regulation","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Office of Qualifications and Examinations Regulation","SEO/HEO","110","110","36160","36540"
"In post","2021","West Midlands (England)","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Office of the Public Guardian","AA/AO","640","580","20010","19930"
"In post","2021","West Midlands (England)","Office of the Public Guardian","EO","220","210","22810","22570"
"In post","2021","West Midlands (England)","Office of the Public Guardian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Office of the Public Guardian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Office of the Public Guardian","SEO/HEO","110","110","28940","26690"
"In post","2021","West Midlands (England)","Public Health England","AA/AO","90","80","20340","19630"
"In post","2021","West Midlands (England)","Public Health England","EO","80","70","24180","23770"
"In post","2021","West Midlands (England)","Public Health England","G6/G7","90","90","55300","51070"
"In post","2021","West Midlands (England)","Public Health England","SCS","40","40","[c]","[c]"
"In post","2021","West Midlands (England)","Public Health England","SEO/HEO","160","140","35210","36330"
"In post","2021","West Midlands (England)","Rural Payments Agency","AA/AO","60","60","20950","21050"
"In post","2021","West Midlands (England)","Rural Payments Agency","EO","50","50","25630","25310"
"In post","2021","West Midlands (England)","Rural Payments Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Rural Payments Agency","SEO/HEO","30","30","[c]","[c]"
"In post","2021","West Midlands (England)","Standards and Testing Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Standards and Testing Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Standards and Testing Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Standards and Testing Agency","SEO/HEO","40","40","[c]","[c]"
"In post","2021","West Midlands (England)","Teaching Regulation Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Teaching Regulation Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Teaching Regulation Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Teaching Regulation Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Teaching Regulation Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Valuation Office Agency","AA/AO","40","40","[c]","[c]"
"In post","2021","West Midlands (England)","Valuation Office Agency","EO","70","60","26260","26000"
"In post","2021","West Midlands (England)","Valuation Office Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Valuation Office Agency","SEO/HEO","110","100","37550","33250"
"In post","2021","West Midlands (England)","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Water Services Regulation Authority","G6/G7","40","30","[c]","[c]"
"In post","2021","West Midlands (England)","Water Services Regulation Authority","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Water Services Regulation Authority","SEO/HEO","110","100","47300","46920"
"In post","2021","Yorkshire and The Humber","Advisory, Conciliation and Arbitration Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Advisory, Conciliation and Arbitration Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Advisory, Conciliation and Arbitration Service","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Animal and Plant Health Agency","AA/AO","60","60","21840","21050"
"In post","2021","Yorkshire and The Humber","Animal and Plant Health Agency","EO","70","60","25860","25320"
"In post","2021","Yorkshire and The Humber","Animal and Plant Health Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Animal and Plant Health Agency","SEO/HEO","70","60","34200","34230"
"In post","2021","Yorkshire and The Humber","Cabinet Office (excl. agencies)","AA/AO","170","160","20910","20920"
"In post","2021","Yorkshire and The Humber","Cabinet Office (excl. agencies)","EO","110","100","26410","26670"
"In post","2021","Yorkshire and The Humber","Cabinet Office (excl. agencies)","G6/G7","130","120","57330","52850"
"In post","2021","Yorkshire and The Humber","Cabinet Office (excl. agencies)","SCS","40","40","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Cabinet Office (excl. agencies)","SEO/HEO","290","280","34380","33300"
"In post","2021","Yorkshire and The Humber","Centre for Environment, Fisheries and Aquaculture Science","EO","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Crown Prosecution Service","AA/AO","180","160","21730","21950"
"In post","2021","Yorkshire and The Humber","Crown Prosecution Service","EO","170","150","27140","27440"
"In post","2021","Yorkshire and The Humber","Crown Prosecution Service","G6/G7","430","390","56630","55610"
"In post","2021","Yorkshire and The Humber","Crown Prosecution Service","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Crown Prosecution Service","SEO/HEO","150","150","35550","37440"
"In post","2021","Yorkshire and The Humber","Crown Prosecution Service Inspectorate","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Crown Prosecution Service Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Crown Prosecution Service Inspectorate","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Defence Equipment and Support","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Defence Equipment and Support","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Department for Digital, Culture, Media and Sport","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Department for Education (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Department for Education (excl. agencies)","EO","130","130","25610","25000"
"In post","2021","Yorkshire and The Humber","Department for Education (excl. agencies)","G6/G7","380","360","54550","50630"
"In post","2021","Yorkshire and The Humber","Department for Education (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Department for Education (excl. agencies)","SEO/HEO","570","550","34820","36500"
"In post","2021","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","50","50","25490","25100"
"In post","2021","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","210","210","51940","49650"
"In post","2021","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","360","350","33830","35900"
"In post","2021","Yorkshire and The Humber","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Department for International Trade","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Department for Transport (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Department for Transport (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Department for Transport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Department for Work and Pensions (excl. agencies)","AA/AO","2320","1950","20820","21010"
"In post","2021","Yorkshire and The Humber","Department for Work and Pensions (excl. agencies)","EO","4450","3950","27480","27570"
"In post","2021","Yorkshire and The Humber","Department for Work and Pensions (excl. agencies)","G6/G7","680","650","55630","52470"
"In post","2021","Yorkshire and The Humber","Department for Work and Pensions (excl. agencies)","SCS","40","40","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Department for Work and Pensions (excl. agencies)","SEO/HEO","1770","1630","34670","34290"
"In post","2021","Yorkshire and The Humber","Department of Health and Social Care (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Department of Health and Social Care (excl. agencies)","EO","100","100","24270","23440"
"In post","2021","Yorkshire and The Humber","Department of Health and Social Care (excl. agencies)","G6/G7","400","390","54830","51440"
"In post","2021","Yorkshire and The Humber","Department of Health and Social Care (excl. agencies)","SCS","50","50","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Department of Health and Social Care (excl. agencies)","SEO/HEO","480","460","33460","32790"
"In post","2021","Yorkshire and The Humber","Driver and Vehicle Standards Agency","AA/AO","160","140","24020","21590"
"In post","2021","Yorkshire and The Humber","Driver and Vehicle Standards Agency","EO","230","210","27640","26780"
"In post","2021","Yorkshire and The Humber","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Driver and Vehicle Standards Agency","SEO/HEO","50","50","34740","33350"
"In post","2021","Yorkshire and The Humber","Education and Skills Funding Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Education and Skills Funding Agency","EO","40","40","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Education and Skills Funding Agency","G6/G7","100","90","54330","50630"
"In post","2021","Yorkshire and The Humber","Education and Skills Funding Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Education and Skills Funding Agency","SEO/HEO","220","200","33850","33000"
