"Status","Year","Parent_department","Region_ITL2","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Business, Energy and Industrial Strategy","Devon","Declared disabled","100","90","35200","32730"
"In post","2021","Department for Business, Energy and Industrial Strategy","Devon","Declared non-disabled","1680","1610","40340","39650"
"In post","2021","Department for Business, Energy and Industrial Strategy","Devon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Devon","Unknown","40","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Anglia","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Anglia","Declared non-disabled","60","60","35200","34450"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Anglia","Unknown","60","60","28650","25960"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Wales","Declared disabled","170","150","34650","30170"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Wales","Declared non-disabled","1770","1650","36520","30660"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Wales","Undeclared","70","60","30260","27460"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Wales","Unknown","770","720","30650","24730"
"In post","2021","Department for Business, Energy and Industrial Strategy","Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Eastern Scotland","Declared non-disabled","70","70","29760","25700"
"In post","2021","Department for Business, Energy and Industrial Strategy","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Eastern Scotland","Unknown","50","50","24020","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","Essex","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Essex","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","130","130","43350","39490"
"In post","2021","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","90","90","35900","34500"
"In post","2021","Department for Business, Energy and Industrial Strategy","Greater Manchester","Declared disabled","40","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Greater Manchester","Declared non-disabled","170","160","35000","35600"
"In post","2021","Department for Business, Energy and Industrial Strategy","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Greater Manchester","Unknown","150","140","29860","26380"
"In post","2021","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","Declared non-disabled","60","50","36730","38130"
"In post","2021","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Highlands and Islands","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Inner London - East","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Inner London - East","Declared non-disabled","170","160","43240","43050"
"In post","2021","Department for Business, Energy and Industrial Strategy","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Inner London - East","Unknown","50","50","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Inner London - West","Declared disabled","460","450","47280","41220"
"In post","2021","Department for Business, Energy and Industrial Strategy","Inner London - West","Declared non-disabled","3460","3380","50540","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy","Inner London - West","Undeclared","260","260","50880","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy","Inner London - West","Unknown","1030","1010","44850","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy","Kent","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Kent","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Lancashire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Lancashire","Declared non-disabled","40","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Merseyside","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Merseyside","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North Eastern Scotland","Declared non-disabled","110","100","47410","41420"
"In post","2021","Department for Business, Energy and Industrial Strategy","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northumberland and Tyne and Wear","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northumberland and Tyne and Wear","Declared non-disabled","80","70","31260","26920"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northumberland and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northumberland and Tyne and Wear","Unknown","100","100","30390","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","Outer London - South","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Outer London - South","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","Declared non-disabled","80","70","44230","41730"
"In post","2021","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Shropshire and Staffordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Shropshire and Staffordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Southern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Southern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Tees Valley and Durham","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Tees Valley and Durham","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Central Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Central Scotland","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Central Scotland","Unknown","60","50","31010","26380"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Midlands","Declared disabled","70","70","31470","30360"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Midlands","Declared non-disabled","390","370","35160","32060"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Midlands","Unknown","190","180","29350","24570"
