"Status","Year","Region_ITL3","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","East Sussex CC","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Sussex CC","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Sussex CC","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Sussex CC","UK Health Security Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Sussex CC","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Sussex CC","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Sussex CC","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","Department for Work and Pensions (excl. agencies)","Female","190","170","30940","31060"
"In post","2022","Enfield","Department for Work and Pensions (excl. agencies)","Male","70","70","30810","31060"
"In post","2022","Enfield","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","Home Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","Home Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","UK Health Security Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","Department for Work and Pensions (excl. agencies)","Female","190","170","30140","29290"
"In post","2022","Essex Haven Gateway","Department for Work and Pensions (excl. agencies)","Male","120","120","30900","29290"
"In post","2022","Essex Haven Gateway","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","HM Prison and Probation Service","Female","70","60","31130","27260"
"In post","2022","Essex Haven Gateway","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","Home Office","Female","60","60","26280","25220"
"In post","2022","Essex Haven Gateway","Home Office","Male","80","80","26710","25310"
"In post","2022","Essex Haven Gateway","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","Ministry of Defence (excl. agencies)","Female","120","110","30520","26670"
"In post","2022","Essex Haven Gateway","Ministry of Defence (excl. agencies)","Male","140","130","33770","27880"
"In post","2022","Essex Haven Gateway","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","UK Health Security Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","Valuation Office Agency","Female","40","30","[c]","[c]"
"In post","2022","Essex Haven Gateway","Valuation Office Agency","Male","40","40","[c]","[c]"
"In post","2022","Essex Thames Gateway","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","Department for Work and Pensions (excl. agencies)","Female","560","480","27600","28750"
"In post","2022","Essex Thames Gateway","Department for Work and Pensions (excl. agencies)","Male","200","190","28320","29290"
"In post","2022","Essex Thames Gateway","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","HM Courts and Tribunals Service","Female","40","40","[c]","[c]"
"In post","2022","Essex Thames Gateway","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","HM Prison and Probation Service","Female","90","80","27820","24450"
"In post","2022","Essex Thames Gateway","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","Home Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","Home Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","UK Health Security Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","Crown Office and Procurator Fiscal Service","Female","50","50","38330","30360"
"In post","2022","Falkirk","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","Department for Work and Pensions (excl. agencies)","Female","830","690","24850","21260"
"In post","2022","Falkirk","Department for Work and Pensions (excl. agencies)","Male","270","250","25760","27570"
"In post","2022","Falkirk","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","Home Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","Home Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","Scottish Courts and Tribunals Service","Female","90","80","27730","27080"
"In post","2022","Falkirk","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","Scottish Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","Scottish Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","Scottish Prison Service","Female","200","180","30970","32170"
"In post","2022","Falkirk","Scottish Prison Service","Male","320","300","33550","35000"
"In post","2022","Falkirk","Social Security Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","Social Security Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Fermanagh and Omagh","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Fermanagh and Omagh","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Fermanagh and Omagh","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Fermanagh and Omagh","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Fermanagh and Omagh","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Fermanagh and Omagh","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Crown Prosecution Service","Female","60","50","39020","37890"
"In post","2022","Flintshire and Wrexham","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Defence Electronics and Components Agency","Female","70","60","29970","27260"
"In post","2022","Flintshire and Wrexham","Defence Electronics and Components Agency","Male","320","300","29850","29470"
"In post","2022","Flintshire and Wrexham","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Department for Work and Pensions (excl. agencies)","Female","440","380","24690","21260"
"In post","2022","Flintshire and Wrexham","Department for Work and Pensions (excl. agencies)","Male","220","210","25220","23690"
"In post","2022","Flintshire and Wrexham","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Driver and Vehicle Standards Agency","Male","30","30","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","HM Courts and Tribunals Service","Female","60","50","25480","20970"
"In post","2022","Flintshire and Wrexham","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","HM Prison and Probation Service","Female","410","400","26890","24730"
"In post","2022","Flintshire and Wrexham","HM Prison and Probation Service","Male","400","390","28450","25710"
"In post","2022","Flintshire and Wrexham","Home Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Home Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Ministry of Defence (excl. agencies)","Male","50","50","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","UK Health Security Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Valuation Office Agency","Female","50","50","40690","40940"
"In post","2022","Flintshire and Wrexham","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Accountant in Bankruptcy","Female","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Accountant in Bankruptcy","Male","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Advisory, Conciliation and Arbitration Service","Female","50","40","[c]","[c]"
"In post","2022","Glasgow City","Advisory, Conciliation and Arbitration Service","Male","40","40","[c]","[c]"
"In post","2022","Glasgow City","Cabinet Office (excl. agencies)","Female","140","130","41510","34000"
"In post","2022","Glasgow City","Cabinet Office (excl. agencies)","Male","110","110","43280","32000"
"In post","2022","Glasgow City","Companies House","Female","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Companies House","Male","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Criminal Injuries Compensation Authority","Female","180","160","28140","25120"
"In post","2022","Glasgow City","Criminal Injuries Compensation Authority","Male","140","140","26970","25120"
"In post","2022","Glasgow City","Crown Office and Procurator Fiscal Service","Female","440","400","37150","31540"
"In post","2022","Glasgow City","Crown Office and Procurator Fiscal Service","Male","220","210","37380","33070"
"In post","2022","Glasgow City","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Defence Equipment and Support","Male","80","80","37020","33080"
"In post","2022","Glasgow City","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Department for Work and Pensions (excl. agencies)","Female","1580","1350","25170","26120"
"In post","2022","Glasgow City","Department for Work and Pensions (excl. agencies)","Male","1030","970","25120","26120"
"In post","2022","Glasgow City","Disclosure Scotland","Female","180","170","29370","23230"
"In post","2022","Glasgow City","Disclosure Scotland","Male","180","170","28930","23230"
"In post","2022","Glasgow City","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Education Scotland","Female","140","130","57700","62170"
"In post","2022","Glasgow City","Education Scotland","Male","60","60","56930","57190"
"In post","2022","Glasgow City","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Health and Safety Executive","Female","40","30","[c]","[c]"
"In post","2022","Glasgow City","Health and Safety Executive","Male","30","30","[c]","[c]"
"In post","2022","Glasgow City","HM Courts and Tribunals Service","Female","130","120","24000","21450"
"In post","2022","Glasgow City","HM Courts and Tribunals Service","Male","70","70","23770","21410"
"In post","2022","Glasgow City","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","HM Revenue and Customs (excl. agencies)","Female","870","790","32390","33080"
"In post","2022","Glasgow City","HM Revenue and Customs (excl. agencies)","Male","900","870","33110","33080"
"In post","2022","Glasgow City","Home Office","Female","420","380","27050","24890"
"In post","2022","Glasgow City","Home Office","Male","310","300","27890","24890"
"In post","2022","Glasgow City","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Met Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Met Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Ministry of Defence (excl. agencies)","Female","470","430","25830","22330"
"In post","2022","Glasgow City","Ministry of Defence (excl. agencies)","Male","350","340","26990","22330"
"In post","2022","Glasgow City","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Ministry of Justice (excl. agencies)","Male","40","40","[c]","[c]"
"In post","2022","Glasgow City","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Office of Gas and Electricity Markets","Female","280","270","36210","31720"
"In post","2022","Glasgow City","Office of Gas and Electricity Markets","Male","300","300","36330","30950"
"In post","2022","Glasgow City","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Registers of Scotland","Female","100","90","33190","30840"
"In post","2022","Glasgow City","Registers of Scotland","Male","90","90","33870","30840"
"In post","2022","Glasgow City","Scottish Courts and Tribunals Service","Female","160","140","26090","23780"
"In post","2022","Glasgow City","Scottish Courts and Tribunals Service","Male","60","50","25920","22000"
"In post","2022","Glasgow City","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Scottish Forestry","Male","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Scottish Government (excl. agencies)","Female","970","930","43970","40810"
"In post","2022","Glasgow City","Scottish Government (excl. agencies)","Male","710","700","44920","40810"
"In post","2022","Glasgow City","Scottish Housing Regulator","Female","30","30","[c]","[c]"
"In post","2022","Glasgow City","Scottish Housing Regulator","Male","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Scottish Prison Service","Female","180","170","29210","26900"
"In post","2022","Glasgow City","Scottish Prison Service","Male","450","420","33250","35000"
"In post","2022","Glasgow City","Social Security Scotland","Female","800","770","31880","27940"
"In post","2022","Glasgow City","Social Security Scotland","Male","560","560","33800","27940"
"In post","2022","Glasgow City","Transport Scotland","Female","190","180","42170","39660"
"In post","2022","Glasgow City","Transport Scotland","Male","220","220","47840","47490"
"In post","2022","Glasgow City","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","UK Health Security Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Animal and Plant Health Agency","Female","40","30","[c]","[c]"
"In post","2022","Gloucestershire CC","Animal and Plant Health Agency","Male","30","30","[c]","[c]"
"In post","2022","Gloucestershire CC","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Department for Work and Pensions (excl. agencies)","Female","210","180","26870","27570"
"In post","2022","Gloucestershire CC","Department for Work and Pensions (excl. agencies)","Male","120","110","27100","27570"
"In post","2022","Gloucestershire CC","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","HM Courts and Tribunals Service","Female","70","60","24590","20970"
"In post","2022","Gloucestershire CC","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","HM Land Registry","Female","240","200","29620","27130"
